"province_code","province_name_eng","province_name_dari","province_name_pashto","district_code","district_number","district_name_eng","district_or_subdivision_name_eng","district_name_dari","provincial_capital"
"19","Balkh","بلخ","بلخ","1912","12","SHOLGARA","SHOLGARA","شولگره","NO"
"19","Balkh","بلخ","بلخ","1913","13","CHARKENT","CHARKENT","چارکنت","NO"
"19","Balkh","بلخ","بلخ","1914","14","KOSHENDAH","KOSHENDAH","کشنده","NO"
"19","Balkh","بلخ","بلخ","1915","15","ZAREE","ZAREE","زاری","NO"
"20","Juzjan","جوزجان","جوزجان","2001","01","PROVINCIAL CENTER (SHEIRGHAN)","PROVINCIAL CENTER (SHEIRGHAN)","مرکزجوزجان - شبرغان","YES"
"20","Juzjan","جوزجان","جوزجان","2002","02","AQCHAH","AQCHAH","آقچه","NO"
"20","Juzjan","جوزجان","جوزجان","2003","03","FAIZ ABAD","FAIZ ABAD","مرکزبدخشان - فیض آباد","NO"
"20","Juzjan","جوزجان","جوزجان","2004","04","MARDYAN","MARDYAN","مردیان","NO"
"20","Juzjan","جوزجان","جوزجان","2005","05","MANGAJAK","MANGAJAK","منگجیک","NO"
"20","Juzjan","جوزجان","جوزجان","2006","06","QARQIN","QARQIN","قرقین","NO"
"20","Juzjan","جوزجان","جوزجان","2007","07","KHAMYAB","KHAMYAB","خمیاب","NO"
"20","Juzjan","جوزجان","جوزجان","2010","10","KHWAJA DUKOH","KHWAJA DUKOH","خواجه دوکوه","NO"
"20","Juzjan","جوزجان","جوزجان","2011","11","KHANAQA","KHANAQA","خانقا","NO"
"21","Sar-i-Pul","سرپل","سرپل","2101","01","PROVINCIAL CENTER (SAR-I-PUL)","PROVINCIAL CENTER (SAR-I-PUL)","مرکزسرپل - سرپل","YES"
"21","Sar-i-Pul","سرپل","سرپل","2102","02","SUZMA QULA","SUZMA QULA","سوزمه قلعه","NO"
"21","Sar-i-Pul","سرپل","سرپل","2103","03","SAYAD","SAYAD","صیاد","NO"
"21","Sar-i-Pul","سرپل","سرپل","2104","04","KOHISTANAT","KOHISTANAT","کوهستانات","NO"
"21","Sar-i-Pul","سرپل","سرپل","2105","05","BALKHAB","BALKHAB","بلخاب","NO"
"21","Sar-i-Pul","سرپل","سرپل","2106","06","SANGCHARAK","SANGCHARAK","سنگ چارک","NO"
"21","Sar-i-Pul","سرپل","سرپل","2107","07","GOSFANDI","GOSFANDI","گوسفندی","NO"
"22","Faryab","فاریاب","فارياب","2201","01","PROVINCIAL CENTER (MAIMANA)","PROVINCIAL CENTER (MAIMANA)","مرکز ولايت ميمنه","YES"
"22","Faryab","فاریاب","فارياب","2202","02","PASHTOON KOTT","PASHTOON KOTT","پشتون کوت","NO"
"22","Faryab","فاریاب","فارياب","2203","03","KHUWAJA SABZ POSHE WALI","KHUWAJA SABZ POSHE WALI","خواجه سبز پوش ولی","NO"
"22","Faryab","فاریاب","فارياب","2204","04","ALMAR","ALMAR","المار","NO"
"22","Faryab","فاریاب","فارياب","2205","05","QAISAR","QAISAR","قیصار","NO"
"22","Faryab","فاریاب","فارياب","2206","06","KOHISTAN (FARYAB)","KOHISTAN (FARYAB)","کوهستان","NO"
"22","Faryab","فاریاب","فارياب","2207","07","GARZIWAN","GARZIWAN","گرزیوان","NO"
"22","Faryab","فاریاب","فارياب","2208","08","BALCHERAGH","BALCHERAGH","بل چراغ","NO"
"22","Faryab","فاریاب","فارياب","2209","09","SHERIN TAGAB","SHERIN TAGAB","شیرین تگاب","NO"
"22","Faryab","فاریاب","فارياب","2210","10","DAWLAT ABAD","DAWLAT ABAD","دولت آباد","NO"
"22","Faryab","فاریاب","فارياب","2211","11","QARAM QUL","QARAM QUL","قرم قل","NO"
"22","Faryab","فاریاب","فارياب","2212","12","KHAN-E-CHARBAGH","KHAN-E-CHARBAGH","خان چارباغ","NO"
"22","Faryab","فاریاب","فارياب","2213","13","ANDKHOI","ANDKHOI","اندخوی","NO"
"22","Faryab","فاریاب","فارياب","2214","14","QURGHAN","QURGHAN","قرغان","NO"
"23","Badghis","بادغیس","بادغيس","2301","01","PROVINCIAL CENTER (QALA-I-NOW)","PROVINCIAL CENTER (QALA-I-NOW)","مرکزبادغیس - قلعه نو","YES"
"23","Badghis","بادغیس","بادغيس","2302","02","MUQUR (BADGHIS)","MUQUR (BADGHIS)","مقر","NO"
"23","Badghis","بادغیس","بادغيس","2303","03","AB KAMARI","AB KAMARI","آبکمری","NO"
"23","Badghis","بادغیس","بادغيس","2304","04","QADIS","QADIS","قادس","NO"
"23","Badghis","بادغیس","بادغيس","2305","05","JAWAND","JAWAND","جوند","NO"
"23","Badghis","بادغیس","بادغيس","2306","06","GHORMACH","GHORMACH","غورماچ","NO"
"23","Badghis","بادغیس","بادغيس","2307","07","MURGHAB","MURGHAB","بالا مرغاب","NO"
"24","Herat","هرات","هرات","2401","01","PROVINCIAL CENTER (HERAT)","PROVINCIAL CENTER (HERAT)","(مرکزولايت (هرات","YES"
"24","Herat","هرات","هرات","2402","02","ENJIL","ENJIL","انجیل","NO"
"24","Herat","هرات","هرات","2403","03","GUZERA","GUZERA","(نظام شهید (گذره","NO"
"24","Herat","هرات","هرات","2404","04","PASHTON ZARGHOON","PASHTON ZARGHOON","پشتون زرغون","NO"
"24","Herat","هرات","هرات","2405","05","KARUKH","KARUKH","کرخ","NO"
"24","Herat","هرات","هرات","2406","06","KUSHK","KUSHK","کشک (رباط سنگی)","NO"
"24","Herat","هرات","هرات","2407","07","GULRAN","GULRAN","گلران","NO"
"24","Herat","هرات","هرات","2408","08","KOHSAN","KOHSAN","کهسان","NO"
"24","Herat","هرات","هرات","2409","09","GHORYAN","GHORYAN","غوریان","NO"
"24","Herat","هرات","هرات","2410","10","ZENDAJAN","ZENDAJAN","زنده جان","NO"
"24","Herat","هرات","هرات","2411","11","ADRASKAN","ADRASKAN","ادرسکن","NO"
"24","Herat","هرات","هرات","2412","12","SHINDAND","SHINDAND","شیندند","NO"
"24","Herat","هرات","هرات","2413","13","FARSI","FARSI","فرسی","NO"
"24","Herat","هرات","هرات","2414","14","OBEH","OBEH","اوبه","NO"
"24","Herat","هرات","هرات","2415","15","CHESHTOSHARIF","CHESHTOSHARIF","چشت شریف","NO"
"24","Herat","هرات","هرات","2416","16","KISHK-I-KAHNA","KISHK-I-KAHNA","کشک کهنه","NO"
"25","Farah","فراه","فراه","2501","01","PROVINCIAL CENTER (FARAH)","PROVINCIAL CENTER (FARAH)","مرکزفراه - فراه","YES"
"25","Farah","فراه","فراه","2502","02","POSHT-I- ROOD","POSHT-I- ROOD","پشت رود","NO"
"25","Farah","فراه","فراه","2503","03","KHAK-I-SAFEID","KHAK-I-SAFEID","خاک سفید","NO"
"25","Farah","فراه","فراه","2504","04","ANAR DARAH","ANAR DARAH","انار دره","NO"
"25","Farah","فراه","فراه","2505","05","QALA-I-KAH","QALA-I-KAH","قلعه کاه","NO"
"25","Farah","فراه","فراه","2506","06","SHEIB KOH","SHEIB KOH","شیب کوه","NO"
"25","Farah","فراه","فراه","2507","07","LASH JAWEEN","LASH JAWEEN","لاش جوین","NO"
"25","Farah","فراه","فراه","2508","08","BAKWA","BAKWA","بکواه","NO"
"25","Farah","فراه","فراه","2509","09","BALA BLOOK","BALA BLOOK","بالا بلوک","NO"
"25","Farah","فراه","فراه","2510","10","GULESTAN","GULESTAN","گلستان","NO"
"25","Farah","فراه","فراه","2511","11","PUR CHAMAN","PUR CHAMAN","پرچمن","NO"
"26","Nimroz","نیمروز","نيمروز","2601","01","PROVINCIAL CENTER - ZARANJ","PROVINCIAL CENTER - ZARANJ","مرکزنیمروز- زرنج","YES"
"26","Nimroz","نیمروز","نيمروز","2602","02","KANG","KANG","کنگ","NO"
"26","Nimroz","نیمروز","نيمروز","2603","03","CHAR BORJAK","CHAR BORJAK","چار برجک","NO"
"26","Nimroz","نیمروز","نيمروز","2604","04","ASEL CHAKHANSUR","ASEL CHAKHANSUR","اصل چخانسور","NO"
"26","Nimroz","نیمروز","نيمروز","2605","05","KHASHROAD","KHASHROAD","خاشرود","NO"
"26","Nimroz","نیمروز","نيمروز","2606","06","DELARAM","DELARAM","دلارام","NO"
"27","Helmand","هلمند","هلمند","2701","01","PROVINCIAL CENTER (LASHKAR GAH)","PROVINCIAL CENTER (LASHKAR GAH)","مرکزهلمند- لشکرگاه","YES"
"27","Helmand","هلمند","هلمند","2702","02","NAHRE SARAJ","NAHRE SARAJ","نهرسراج","NO"
"27","Helmand","هلمند","هلمند","2703","03","NAD ALI","NAD ALI","نادعلی","NO"
"27","Helmand","هلمند","هلمند","2704","04","NAWEI BARUKZAI","NAWEI BARUKZAI","ناوه بارکزایی","NO"
"27","Helmand","هلمند","هلمند","2705","05","GARM SEIR","GARM SEIR","گرم سیر","NO"
"27","Helmand","هلمند","هلمند","2706","06","SANGIN QALAH","SANGIN QALAH","سنگین قلعه","NO"
"27","Helmand","هلمند","هلمند","2707","07","KAJAKI","KAJAKI","کجکی","NO"
"27","Helmand","هلمند","هلمند","2709","09","MOOSA QALAH","MOOSA QALAH","موسی قلعه","NO"
"27","Helmand","هلمند","هلمند","2710","10","NAWZAD","NAWZAD","نوزاد","NO"
"28","Kandahar","کندهار","کندهار","2801","01","PROVINCIAL CENTER (KANDAHAR)","PROVINCIAL CENTER (KANDAHAR)","مرکزکندهار- کندهار","YES"
"28","Kandahar","کندهار","کندهار","2802","02","DAMAN","DAMAN","دامان","NO"
"28","Kandahar","کندهار","کندهار","2803","03","SHAH WALI KOT","SHAH WALI KOT","شاه ولي كوټ","NO"
"28","Kandahar","کندهار","کندهار","2804","04","ARGHANDAB (KANDAHAR)","ARGHANDAB (KANDAHAR)","ارغنداب","NO"
"28","Kandahar","کندهار","کندهار","2805","05","KHAK REIZ","KHAK REIZ","خاک ریز","NO"
"28","Kandahar","کندهار","کندهار","2807","07","MAIWAND","MAIWAND","میوند","NO"
"28","Kandahar","کندهار","کندهار","2808","08","ZHERAI","ZHERAI","ژری","NO"
"28","Kandahar","کندهار","کندهار","2809","09","PANJAI","PANJAI","پنجوائی","NO"
"28","Kandahar","کندهار","کندهار","2810","10","REGESTAN","REGESTAN","ريګستان","NO"
"28","Kandahar","کندهار","کندهار","2811","11","SHORABAK","SHORABAK","شورابك","NO"
"28","Kandahar","کندهار","کندهار","2812","12","ESPEEN BOLDAK","ESPEEN BOLDAK","سپین بولدک","NO"
"28","Kandahar","کندهار","کندهار","2813","13","ARGHESTAN","ARGHESTAN","ارغستان","NO"
"28","Kandahar","کندهار","کندهار","2814","14","MAROOF","MAROOF","معروف","NO"
"28","Kandahar","کندهار","کندهار","2816","16","NISH","NISH","نيش","NO"
"29","Zabul","زابل","زابل","2901","01","PROVINCIAL CENTER (QALAT)","PROVINCIAL CENTER (QALAT)","مرکززابل - قلات","YES"
"29","Zabul","زابل","زابل","2902","02","SHAH JOI","SHAH JOI","شاه جوی","NO"
"29","Zabul","زابل","زابل","2903","03","ARGHANDAB (ZABUL)","ARGHANDAB (ZABUL)","ارغنداب","NO"
"29","Zabul","زابل","زابل","2905","05","DAICHOPAN","DAICHOPAN","دايچوپان","NO"
"29","Zabul","زابل","زابل","2906","06","MIZAN","MIZAN","میزان","NO"
"29","Zabul","زابل","زابل","2907","07","TARNK-O-JALDAK","TARNK-O-JALDAK","ترنگ و جلدک","NO"
"29","Zabul","زابل","زابل","2908","08","SHINKAI","SHINKAI","شینکی","NO"
"29","Zabul","زابل","زابل","2909","09","ATGHAR","ATGHAR","اتغر","NO"
"29","Zabul","زابل","زابل","2910","10","SHEMEL ZAYI","SHEMEL ZAYI","شمل زائی","NO"
"29","Zabul","زابل","زابل","2911","11","NAW BAHAR","NAW BAHAR","نوبهار","NO"
"30","Urozgan","ارزگان","ارزگان","3001","01","PROVINCIAL CENTER (TERINKOTT)","PROVINCIAL CENTER (TERINKOTT)","مرکزارزگان - ترینکوت","YES"
"30","Urozgan","ارزگان","ارزگان","3002","02","CHOARAH","CHOARAH","چوره","NO"
"30","Urozgan","ارزگان","ارزگان","3003","03","KHAS UROZGAN","KHAS UROZGAN","خاص ارزگان","NO"
"30","Urozgan","ارزگان","ارزگان","3004","04","SHAHID-E-HASSAS","SHAHID-E-HASSAS","شهید حساس","NO"
"30","Urozgan","ارزگان","ارزگان","3005","05","DEHRAOUD","DEHRAOUD","دهراود","NO"
"31","Ghor","غور","غور","3101","01","PROVINCIAL CENTER (CHAGHCHARAN)","PROVINCIAL CENTER (CHAGHCHARAN)","مرکزغور- چغچران","YES"
"31","Ghor","غور","غور","3102","02","DOWLATYAR","DOWLATYAR","دولتیار","NO"
"31","Ghor","غور","غور","3103","03","CHAHAR SADA","CHAHAR SADA","چار صده","NO"
"31","Ghor","غور","غور","3104","04","SHAHRAK","SHAHRAK","شهرک","NO"
"31","Ghor","غور","غور","3105","05","DULEENA","DULEENA","دولینه","NO"
"31","Ghor","غور","غور","3106","06","PASSABAND","PASSABAND","پسابند","NO"
"31","Ghor","غور","غور","3107","07","LAL-O-SARJANGAL","LAL-O-SARJANGAL","لعل و سرجنگل","NO"
"31","Ghor","غور","غور","3108","08","TOLAK","TOLAK","تولک","NO"
"31","Ghor","غور","غور","3109","09","SAGHAR","SAGHAR","ساغر","NO"
"31","Ghor","غور","غور","3110","10","TEYORA","TEYORA","تیوره","NO"
"32","Bamyan","بامیان","باميان","3201","01","PROVINCE CENTER(MARKAZ-WOLLAYAT)","PROVINCE CENTER(MARKAZ-WOLLAYAT)","مرکزبامیان - بامیان","YES"
"32","Bamyan","بامیان","باميان","3202","02","SHEBAR","SHEBAR","شیبر","NO"
"32","Bamyan","بامیان","باميان","3203","03","SAIGHAN","SAIGHAN","سیغان","NO"
"32","Bamyan","بامیان","باميان","3204","04","KOHMARD","KOHMARD","کهمرد","NO"
"32","Bamyan","بامیان","باميان","3205","05","YAKAWULANG","YAKAWULANG","یکاولنگ","NO"
"32","Bamyan","بامیان","باميان","3206","06","PANJAB","PANJAB","پنجاب","NO"
"32","Bamyan","بامیان","باميان","3207","07","WARAS","WARAS","ورث","NO"
"33","Panjshir","پنجشیر","پنجشیر","3301","01","BAZARAK","BAZARAK","مرکزپنجشیر- بازارک","YES"
"33","Panjshir","پنجشیر","پنجشیر","3302","02","ROKHA","ROKHA","رخه","NO"
"33","Panjshir","پنجشیر","پنجشیر","3303","03","ANABA","ANABA","عنابه","NO"
"33","Panjshir","پنجشیر","پنجشیر","3304","04","DARAH","DARAH","دره","NO"
"33","Panjshir","پنجشیر","پنجشیر","3305","05","HESSA-E-AWAL","HESSA-E-AWAL","حصه اول ( خنج )","NO"
"33","Panjshir","پنجشیر","پنجشیر","3306","06","SHATAL","SHATAL","شتل","NO"
"33","Panjshir","پنجشیر","پنجشیر","3307","07","PAREYIAN","PAREYIAN","پریان","NO"
"34","Daikondi","دایکندی","دایکندی","3401","01","DAIKONDI","DAIKONDI","مرکزدایکندی - نیلی","YES"
"34","Daikondi","دایکندی","دایکندی","3402","02","SHAHRESTAN","SHAHRESTAN","شهرستان","NO"
"34","Daikondi","دایکندی","دایکندی","3403","03","MERAMOR","MERAMOR","میرامور","NO"
"34","Daikondi","دایکندی","دایکندی","3404","04","ISHTRALI","ISHTRALI","اشترلی","NO"
"34","Daikondi","دایکندی","دایکندی","3405","05","SANG-E-TAKHTBANDER","SANG-E-TAKHTBANDER","سنگ تخت","NO"
"34","Daikondi","دایکندی","دایکندی","3406","06","KHADEU","KHADEU","خدیر","NO"
"34","Daikondi","دایکندی","دایکندی","3407","07","KIJRAN","KIJRAN","کجران","NO"
"34","Daikondi","دایکندی","دایکندی","3408","08","KITEE","KITEE","گیتی","NO"
"34","Daikondi","دایکندی","دایکندی","3409","09","GEZAB","GEZAB","گیزاب","NO"
