"electorate","province_code","candidate_code","ballot_position","candidate_name_eng","candidate_name_dari","incumbent","candidate_gender","prelim_winner","final_winner"
"General","12","7732207","50","Dr. Zakia Qudrat Jalili","داکتر ذکیه قدرت جلیلی","No","Female","No","No"
"General","12","3994436","51","Ghulam Sakhi Shaarai","غلام سخی     شاړی","No","Male","No","No"
"General","12","7732220","52","Zabihullah Bahar Ghazi","ذبیح الله بهار غازی","No","Male","No","No"
"General","12","7732217","53","Ghufranullah","غفران الله","No","Male","No","No"
"General","12","3828151","54","Abdul Hadi Wahidi","عبدالهادی واحدی","No","Male","No","No"
"General","12","4000316","55","Dr. Muhibullah Niazai","داکتر محب الله نیازی","No","Male","No","No"
"General","12","3947887","56","Captain Abdul Ghafar Mirzakhil","تورن عبدالغفار میرزاخیل","No","Male","No","No"
"General","12","7732213","57","Maulawi Hayatullah  Hayat Furqani Pashayee","مولوی حیات الله حیات فرقانی پشه ئی","No","Male","No","No"
"General","12","8834725","58","Alhaj Major General Naqeebullah","الحاج برید جنرال نقیب الله","No","Male","Yes","Yes"
"General","12","7732206","59","Sayed Zabihullah Abas","سید ذبیخ الله عباس","No","Male","No","No"
"General","13","100980010","2","Dr. Zahida Faizan Nooristani","داکتر زاهده فیضان نورستانی","No","Female","No","No"
"General","13","5795209","3","Dr. Muhammad‐u‐ ddin Sajad","داکتر محمدالدین سجاد","No","Male","No","No"
"General","13","6367327","4","Sayed Bibi Muahid","سید بی بی مؤحد","No","Female","No","No"
"General","13","5795211","5","Dr. Reta Ali","داکتر ریتاعلی","No","Female","No","No"
"General","13","5795203","6","Dr. Parween Nooristani","داکټر پروین نورستانی","No","Female","Yes","Yes"
"General","13","5795206","7","Mahbuba Saraj","محبوبه سراج","No","Female","No","No"
"General","13","5795205","8","Alhaj Muhammad Ismael Nooristani","الحاج محمداسماعیل نورستانی","No","Male","No","No"
"General","13","5795202","9","Hawa Alam Nooristani","حواعلم نورستانی","Yes","Female","No","No"
"General","13","5795201","10","Liza Ghauwsi","لیزأ غوثی","No","Female","No","No"
"General","13","101050508","11","Malik Muhammad Sabir","ملک محمد صابر","No","Male","No","No"
"General","13","5139791","12","Alhaj Muhammad Zubair","الحاج محمد زبیر","No","Male","No","No"
"General","13","5795212","13","Maulawi Ahmadullah Muahid","مولوی احمد الله موحد","No","Male","No","Yes"
"General","13","5795210","14","Munawar Nizami","منور  نظامی","No","Male","No","No"
"General","13","5795213","15","Qari Jamal‐u‐din Marabit","قاری جمال الدین مرابط","No","Male","No","No"
"General","13","8364004","17","Noorullah Memmar","نورالله معمار","No","Male","Yes","No"
"General","13","5795207","18","Dr. Zulaikha","داکتر زلیخا","No","Female","No","No"
"General","13","8337640","19","Abdul Raqib Mushtaq","عبدالرقیب مشتاق","No","Male","No","No"
"General","13","5795204","20","Muhammad Tamim Nooristani","محمد تمیم نورستانی","No","Male","No","No"
"General","14","3338477","1","Alhaj Sayed Abdul Basir Ahmadi Dehqan","الحاج سید عبدالبصیر احمدی دهقان","No","Male","No","No"
"General","14","14112364","2","Muhammad Rahman Pahlawan Zada","محمد رحمن پهلوان زاده","No","Male","No","No"
"General","14","12536497","3","Alhaj Shah Abdul Ahad Afzali","الحاج شاه عبدالاحد افضلی","No","Male","Yes","Yes"
"General","14","2803114","4","Alhaj Sayed Abdul Qader Sayad","الحاج سید عبدالقدیر صیاد","Yes","Male","No","No"
"General","14","1960001","5","Dr. Anis Gull Akhgar","دوکتورس انیس گل اخگر","No","Female","No","No"
"General","14","1809942","6","Qazi Noor-u-din Zeiayee","قاضی نورالدین ضیایئ","No","Male","No","No"
"General","14","2233808","7","Amiri","امیری","No","Male","No","No"
"General","14","2233840","8","Abdul Shukor Waqif Hakemi","عبدالشکور واقف حکیمی","No","Male","No","No"
"General","14","2450650","9","Ustad Maliha Arzish","استاد ملیحه ارزش","No","Female","No","No"
"General","14","2233838","10","Kashaf","کشاف","No","Male","No","No"
"General","14","9042020","11","Mazafar‐u‐din Zafar","مظفرالدین ظفر","No","Male","No","No"
"General","14","13404503","12","Fazel Rahman Tughri","فضل الرحمن طغری","No","Male","No","No"
"General","14","2233832","13","Alhaj General Akbar Rohgar","الحاج جنرال اکبر روهگر","No","Male","No","No"
"General","14","11647791","14","Saranwal Abdul Rawouf","څارنوال عبدالروف","No","Male","Yes","No"
"General","14","2233812","15","Muhammad Zekria Soda","محمد ذکریا سودا","No","Male","Yes","Yes"
"General","14","2243824","17","Muhibullah Zeiayee","محب الله ضیائی","No","Male","No","No"
"General","14","180981","18","Muhammad Azim Mosawi","محمد عظیم موسوی","No","Male","No","No"
"General","14","2217449","19","Sayed Muhammad Shamsheri","سید محمد  شمشیری","No","Male","No","No"
"General","14","2233828","21","Mahbubullah Mutahari","محبوب الله مطهری","No","Male","No","No"
"General","14","1972897","23","Alhaj Mufti Hafiz-u-Rahman Naqi","الحاج مفتی حفیظ الرحمن نقی","No","Male","No","No"
"General","14","8863552","24","Qazi Munira Baharaki","قاضی منیره بهارکی","No","Female","No","No"
"General","14","2233822","25","Noorullah Hadaf","نور الله هدف","No","Male","No","No"
"General","14","102468526","26","Alhaj Puhanyar  Ustad MuhammadSediq Sabah","الحاج پوهنیار استاد محمد صدیق     صباح","No","Male","No","No"
"General","14","1801346","27","Alhaj Mawin Safar Muhammad Mubariz","الحاج معاون صفر محمد مبارز","No","Male","No","No"
"General","14","8972251","28","Shah Ismael","شاه اسماعیل","No","Male","No","No"
"General","14","8995505","29","Sadatullah Hamdard","سعادت الله همدرد","No","Male","No","No"
"General","14","2233829","30","Habibullah Furoghi","حبیب الله فروغی","No","Male","No","No"
"General","14","102998440","31","Rahila Nizam A.K.A Laila","راحله نظام مشهور به لیلی","No","Female","No","No"
"General","14","2233834","32","Taqi‐u‐din Danishi","تقی الدین دانشی","No","Male","No","No"
"General","14","10276422","33","Alhaj Qazi  Muhammad Yaqub Seddiqi","الحاج قاضی محمد یعقوب صدیقی","No","Male","No","No"
"General","14","2233821","34","Fauzia Kofi","فوزیه کوفی","Yes","Female","Yes","Yes"
"General","14","2233839","35","Sardar Khan","سردار خان","No","Male","No","No"
"General","14","2233830","36","Maulawi Abdul Aziz","مولوی عبدالعزیز","Yes","Male","No","No"
"General","14","2215763","37","Muhammad Noor Khuwahani","محمد نور خواهانی","No","Male","No","No"
"General","14","2233841","38","Qudratullah Sharifi","قدرت الله شریفی","No","Male","No","No"
"General","14","9042023","39","Asal Muhammad Shakeri Badakhshani","عسل محمد  شاکری بدخشانی","No","Male","No","No"
"General","14","13937633","40","Naserullah Muhammadi","نصیرالله محمدی","No","Male","No","No"
"General","14","2233842","41","Maulawi Abdul Jabar Furqani","مولوی عبدالجبارفرقانی","No","Male","No","No"
"General","14","4788501","42","Sayed Muhabat Shah Kashani","سید محبت شاه کاشانی","Yes","Male","No","No"
"General","14","2233820","43","Abdul Shahed Nadiri","عبدالشهید نادری","No","Male","No","No"
"General","14","2474774","44","Abdul Wali Niazi","عبدالولی نیازی","No","Male","No","Yes"
"General","14","2803117","45","Maulawi Hafiz-u-Rahman Haidari","مولوی حافظ الرحمن حیدری","No","Male","No","No"
"General","14","1959638","46","Rahim Shah Qurluq","رحیم شاه قرلق","No","Male","No","No"
"General","14","2074033","47","Dawlat Muhammad Joshan","دولت محمد  جوشن","No","Male","No","No"
"General","14","100407011","48","Aqil Mah Sakhizada Pamiri","عقل ماه سخی زاد پامیری","No","Female","No","No"
"General","14","102922678","49","Abdul Karim","عبدالکریم","No","Male","No","No"
"General","14","2233843","50","Abdul Latif Pedram","عبداللطیف پدرام","No","Male","Yes","Yes"
"General","14","2233825","51","Alhaj Zalmai Mujadidi","الحاج زلمی مجددی","Yes","Male","Yes","Yes"
"General","14","102940256","52","Hajji Abdul Haq Haqani","حاجی عبدالحق حقانی","No","Male","No","No"
"General","14","12268193","53","Qazi Sadullah Abu Aman","قاضی سعد الله ابو امان","No","Male","No","No"
"General","14","2233844","54","Sayed Alam Tayeb","سید علم تائب","No","Male","No","No"
"General","14","102467925","55","Muhammad Jan Pamir","محمد جان پامیر","No","Male","No","No"
"General","14","2233837","56","Khalill‐u‐Rahman","خلیل الرحمن","No","Male","No","No"
"General","14","1840837","57","Dr. Nilofar Ibrahimi","داکتر نیلوفر ابراهیمی","No","Female","Yes","Yes"
"General","14","11923509","58","Sayed Abdul Hadi Hedayat","سید عبدالهادی هدایت","No","Male","No","No"
"General","14","2233835","59","Abdul Musawir Sarwari","عبدالمصور سروری","No","Male","No","No"
"General","14","2087949","60","Amanullah Emaan","امان الله ایمان","No","Male","No","No"
"General","14","2233806","61","Ustad Zulaikha Akbar Zada Yaftali","استاد زلیخا اکبرزاده یفتلی","No","Female","No","No"
"General","14","2233810","62","Irangull Saihon","ایرانگل سیحون","No","Female","No","No"
"General","14","2233823","63","Puhanyar Ustad Mahbubullah Hamid","پوهنیار استاد محبوب اله حامد","No","Male","No","No"
"General","14","2233814","64","Abdul Manan Shewa ‐e‐ Sharq","عبدالمنان شیوای شرق","No","Male","No","No"
"General","14","11717445","65","Qari Nematullah Nastu","قاری نعمت الله نستوه","No","Male","No","No"
"General","14","2233819","66","Makhdum Ahmad","مخدوم احمد","No","Male","No","No"
"General","14","9042001","67","Muhammad Zahir Hatam","محمد ظاهر  حاتم","No","Male","No","No"
"General","14","2233824","68","Razia Haidari","راضیه حیدری","No","Female","No","No"
"General","14","2233817","69","Belqis Najmi","بلقیس نجمی","No","Female","No","No"
"General","14","9042032","71","Zia-u-din Wasiq","ضیاء الدین واثق","No","Male","No","No"
"General","14","5397766","72","Sayed Jamaluddin","سید جمال الدین شهیم","No","Male","No","No"
"General","14","2233802","73","Arash Shaherpor","آرش شهیرپور","No","Male","No","No"
"General","14","9042050","74","Murshid Samaonwal  Munshi Hafizullah Habib Kofi","مرشید سمونوال منشی حفیظ الله حبیب کوفی","No","Male","No","No"
"General","14","2547206","75","Gulshan Shamim Rasoli","گلشن شمیم رسولی","No","Female","No","No"
"General","14","2450928","76","Kubra Dehqan","کبرا دهقان","Yes","Female","No","No"
"General","14","2233811","77","Abdul Hakim Hakim Khuwahani","عبدالحکیم حاکم خواهانی","No","Male","No","No"
"General","14","2233805","78","Zaman-u-din Ariani","زمان الدین  آریانی","No","Male","No","No"
"General","14","2105381","79","Rohul Amin Amani","روح الامین امانی","No","Male","No","No"
"General","14","2233831","80","Amanullah Payman","امان الله پیمان","Yes","Male","Yes","Yes"
"General","14","2233813","81","Alhaj Safiullah Muslim","الحاج صفی الله مسلم","No","Male","Yes","Yes"
"General","14","12535093","82","Shahak Asmatyar","شاهک عصمتیار","No","Male","No","No"
"General","14","2233809","83","Dr. Maliha Aziz","داکتر ملیحه عزیز","No","Female","No","No"
"General","14","9421564","84","Ailchi Bik Harakat","ایلچی بیک حرکت","No","Male","No","No"
"General","14","2233818","85","Noor Ahmad Dildar","نور احمد دلداری","No","Male","No","No"
"General","14","1841366","86","Dr. Ghulam Rabani","داکتر غلام ربانی","No","Male","No","No"
"General","14","102923191","87","Dr. Shams Ali Shams","دوکتور شمس علی شمس","No","Male","No","No"
"General","14","12938529","88","Ustad Abdul Qahar Sarwari","استاد عبدالقهار سروری","No","Male","No","No"
"General","14","2233807","89","Nilofar Darwazi","نیلوفر دروازی","No","Female","No","No"
"General","14","2233836","90","Habib-u-Rahman Faiq","حبیب الرحمن فایق","No","Male","No","No"
"General","14","2575211","91","Maulawi Muhibullah Sharefi","مولوی محب الله شریفی","No","Male","No","No"
"General","14","11241985","92","Nasrullah Partaw Nadiri","نصر الله پرتو نادری","No","Male","No","No"
"General","14","2233815","93","Abdul Bashir Haidari Pilot","عبدالبشیر حیدری پیلوت","No","Male","No","No"
"General","14","2233826","94","Sayed Jafar Nadiri","سید جعفر نادری","No","Male","No","No"
"General","14","2232520","95","Dr. Ahmad Jawed Muhsin Zada","داکتر احمد جاوید محسن زاده","No","Male","No","No"
"General","14","10444347","96","Maulawi Abdul Mabud Abid","مولوی عبدالمعبود عابد","No","Male","No","No"
"General","14","2233803","97","Amina Sahar Homayoon","آمنه سحر همایون","No","Female","No","No"
"General","15","13112133","1","Abdul Qudoos","عبدالقدوس","No","Male","No","No"
"General","15","2958417","2","Dr. Abdul Qadir Ahmadi","داکتر عبدالقادر  احدی","No","Male","No","No"
"General","15","13430538","3","Karima Mudaqiq","کریمه مدقق","No","Female","No","No"
"General","15","674739","4","Eng. Abdul Hadi","انجینر عبدالهادی","No","Male","No","No"
"General","15","1842079","5","Abdul Hamid","عبدالحمید","No","Male","No","No"
"General","15","2181180","6","Ustad Muhammad Karim Khan Haidari","استاد محمدکریم خان  حیدری","No","Male","No","No"
"General","15","2049394","7","Hajji Arbab Muhammad Omar","حاجی ارباب محمدعمر","No","Male","No","No"
"General","15","13429135","8","Mulla Azizullah","ملاعزیزالله","No","Male","No","No"
"General","15","8921776","9","Aamir Sadullah","آمرسعدالله","No","Male","No","No"
"General","15","2958418","10","Alhaj Abdul Rahman","الحاح عبدالرحمن","No","Male","No","No"
"General","15","2958404","11","Malim Muhammad Aslam","معلم محمداسلم","No","Male","No","No"
"General","15","8921588","12","Mamor Aziz","مامور عزیز","No","Male","No","No"
"General","15","2958406","13","Asadullah Walwalji","اسدالله  ولوالجی","No","Male","No","No"
"General","15","2083127","14","Karima Farangzad","کریمه فرنگزاد","No","Female","No","No"
"General","15","1645261","15","Qari Muhammad Hashim Haikal Zada","قاری محمد هاشم  هیکل زاده","No","Male","No","No"
"General","15","2958419","16","Mirza Abdul Rahim","میرزا عبدالرحیم","No","Male","No","No"
"General","15","12309237","17","Saliha","صالحه","No","Female","No","No"
"General","15","1638485","18","Mawlawi Ahmadullah Ahmadi","مولوی احمد الله   احمدی","No","Male","No","No"
"General","15","2958412","19","Alhaj Fazal Ahmad Brakat","الحاج فضل احمد بورگت","No","Male","No","No"
"General","15","525313","20","Sayed Qutb-u-Din Sayed","سید قطب الدین  سید","No","Male","No","No"
"General","15","2958405","21","Habiba Danish","حبیبه  دانش","Yes","Female","Yes","Yes"
"General","15","13538546","22","Sayed Amanullah Seerat","سیدامان الله  سیرت","No","Male","No","No"
"General","15","12336796","23","General Ahmad Wali Baktash Hajji","حاجی جنرال احمدولی  بکتاش","No","Male","No","No"
"General","15","13539285","24","Murshid Agha","مرشد آغا","No","Male","No","No"
"General","15","527196","25","Fatima Masood","فاطمه مسعود","No","Female","No","No"
"General","15","2958415","26","Sayed Abdul Hadi Dabir","سید عبدالهادی  دبیر","No","Male","No","No"
"General","15","524303","27","Mudeer Taaj-u-Din Dawar","مدیر تاج الدین  داور","No","Male","No","No"
"General","15","1861440","28","Muhammad Iqbal","محمداقبال","No","Male","No","No"
"General","15","2215250","29","Abdul Moien","عبدالمعین","No","Male","No","No"
"General","15","8957513","30","Dr. Faizullah","داکترفیض الله","No","Male","No","No"
"General","15","1645049","31","Muhammad Essa","محمد عیسی","No","Male","No","No"
"General","15","2958416","32","Maryam Kofi","مریم   کوفی","No","Female","Yes","Yes"
"General","15","524005","33","Amir Abdul Wahid Faqir Zada","امیر عبدالواحد   فقیر زاده","No","Male","Yes","Yes"
"General","15","2642707","34","Nazia Adilyar","نازیه  عادلیار","No","Female","No","No"
"General","15","1959001","35","Sayed Akram-u-Din Masoomi","سید اکرام الدین  معصومی","No","Male","Yes","Yes"
"General","15","1644665","36","Ustad Sahib Nazar Dashti","استاد صاحب نظر  دشتی","No","Male","No","No"
"General","15","11996286","37","Gul Agha Pirzada","گل آغاپیرزاده","No","Male","No","No"
"General","15","56004","38","Mawlawi  Muhammad Ibrahim alik","مولوی محمد ابراهیم   سالک","No","Male","No","No"
"General","15","2958411","39","Dr. Muhammad Sabir Adab","دکتور محمد صابر  ادب","No","Male","No","No"
"General","15","2958408","40","Mawlana Haseeb","مولانا  حسیب","No","Male","No","No"
"General","15","501226","41","Dr. Muhibullah Katawazai","دوکتور محب الله کټوازی","No","Male","No","No"
"General","15","2958422","42","Maulawi Abdul Aziz Shujaa","مولوی عبدالعزیز   شجاع","No","Male","No","No"
"General","15","2958413","44","Abdul Wahid Khurasani","عبدالواحد  خراسانی","No","Male","No","No"
"General","15","2611481","45","Eng. Amanullah Bariz","انجینرامان الله  بارز","No","Male","No","No"
"General","15","1843883","46","Mudeer Namaz","مدیر نماز","No","Male","No","No"
"General","15","2812180","47","Hajji Amanullah Hamdard","حاجی امان الله   همدرد","No","Male","No","No"
"General","15","2958414","48","Shafiqullah Rasooli","شفیق الله  رسولی","No","Male","No","No"
"General","15","2958426","49","Alhaj Commander Sayed Iqbal","الحاج قوماندان سید اقبال","No","Male","No","No"
"General","15","2195421","50","Hajji Jaylo","حاجی جیلو","No","Male","No","No"
"General","15","11996208","51","Sayed Khan Mufradzada","سعیدخان  مفردزاده","No","Male","No","No"
"General","15","2958409","52","Muhammad Ishaq Farjad","محمد اسحق  فرجاد","No","Male","No","No"
"General","15","2958423","53","Muhammad Akbar Anwari","محمداکبر  انوری","No","Male","No","No"
"General","15","2181337","54","Alhaj Wakeel Abdul Malik Mlah","الحاج وکیل عبدالملک   مله","No","Male","No","No"
"General","15","12548582","55","Amaad ‐ud‐ Din","عمادالدین","No","Male","No","No"
"General","15","2118903","56","Alhaj Wakeel Abdul Jabar","الحاج وکیل عبدالجبار","Yes","Male","Yes","Yes"
"General","15","524007","57","Alhaj Abdul Mutalib Bek","الحاج عبدالمطلب بیک","No","Male","Yes","Yes"
"General","15","105559","58","Alhaj Mawlawi Lutfullah Azizi","الحاج مولوی لطف الله عزیزی","No","Male","No","No"
"General","15","2958410","59","Dr. Huria Qurbani Aziz","داکتر حوریه قربانی عزیز","No","Female","No","No"
"General","15","1645503","60","Qazi Muhammad Ayoub Mehr","قاضی محمدایوب  مهر","Yes","Male","No","No"
"General","15","2031376","61","Raiees Abdul Baqi Malik Zada","رییس عبدالباقی ملک زاده","Yes","Male","Yes","Yes"
"General","15","13431461","62","Dr. Abdul Kabir Anwari","داکتر عبدالکبیر  انوری","No","Male","No","No"
"General","15","138048","63","Rabia Dashti","رابعه   دشتی","No","Female","No","No"
"General","15","2958402","64","Sayed Habib ‐ur‐ Rahman","سید حبیب الرحمن","No","Male","No","No"
"General","15","124221","65","Qari Muhammad Nazeef","قاری محمد نظیف","No","Male","No","No"
"General","15","983411","66","Alhaj Amanullah","الحاج امان الله","No","Male","No","No"
"General","15","984047","67","Dr. Abdul Muhet Zakir","داکتر عبدالمحیط ذاکر","No","Male","No","No"
"General","15","2958421","68","Muhammad Qaied Afandi","محمد قائد افندی","No","Male","No","No"
"General","15","2958407","69","Mawlawi  Muhammad Tayeb Tariqi","مولوی محمد طیب  طارقی","No","Male","No","No"
"General","15","7429003","70","Aqubatullah Adeeb Yar","عاقبت الله ادیب یار","No","Male","No","No"
"General","15","2958420","71","Ihsanullah Sadat","احسان الله سعادت","No","Male","No","No"
"General","15","102647737","72","Qudratullah Zaki","قدرت الله ذکی","No","Male","Yes","Yes"
"General","15","10774156","73","Sayed Mahmood Hashimi","سید محمود  هاشمی","No","Male","No","No"
"General","15","130151","74","Ain‐ud‐Din Rustaqi","عین الدین  رستاقی","No","Male","No","No"
"General","15","2958425","75","Muhammad Dawood Taluqani","محمد داود تالقانی","No","Male","No","No"
"General","15","96263","76","Sultan Ahmad Telayee Shir Jan","سلطان احمد طلایی   شیر جان","No","Male","No","No"
"General","15","91209","77","Dr. Dil Jan Farhat","داکتر دل جان   فرحت","No","Female","No","No"
"General","15","13768001","78","Alhaj Subhan Qul","الحاج سبحانقل","No","Male","No","No"
"General","15","2049469","79","Dr. Muhammad Shakir Naseem","دوکتور محمد شاکر  نسیم","No","Male","No","No"
"General","15","2958427","80","Qazi Abdul Baqi Fitrat","قاضی عبدالباقی   فطرت","No","Male","No","No"
"General","15","12453737","81","Malim Ashraf ‐ud‐ Din","معلم شرف الدین","No","Male","No","No"
"General","15","11535867","82","Sayed Javid","سیدجاوید","No","Male","No","No"
"General","15","12308712","83","Eng. Raz Muhammad Faiz","انجینر رازمحمد  فیض","Yes","Male","No","No"
"General","15","1946735","84","Shararah Aman","شراره امان","No","Female","No","No"
"General","15","1645501","85","Qazi Muhammad Kabir Marzban","قاضی محمد کبیر  مرزبان","No","Male","Yes","Yes"
"General","15","12300860","86","Dr. Nasrullah Qazi Zada","دوکتور نصرالله  قاضی زاده","No","Male","No","No"
"General","15","86234","87","Alhaj General Abdul Qadar Hazara","الحاج جنرال عبدالقادر هزاره","No","Male","No","No"
"General","15","82558","88","Alhaj Mawlawi Najeebullah Abadi","الحاج مولوی نجیب الله  عبادی","No","Male","No","No"
"General","15","287780","89","Dr. Muhammad Yusuf Osmani","داکتر محمد یوسف  عثمانی","No","Male","No","No"
"General","15","2610122","90","Dr. Noorullah","داکتر نورالله","No","Male","No","No"
"General","15","1638004","91","Alhaj Assadullah Sabit","الحاج اسدالله ثابت","No","Male","No","No"
"General","15","13767552","92","Abdul Wahid Haris","عبدالا حد  حارث","No","Male","No","No"
"General","15","2958403","93","Muhammad Seddiq Abedi A.K.A Suhrab","محمد صدیق عابدی مشهور به سهراب","No","Male","No","No"
"General","15","2031213","94","Mawlawi Ghulam Rabani Rahmani","مولوی غلام ربانی  رحمانی","No","Male","No","No"
"General","16","6984245","1","Alhaj Amir Muhammad Khair Khwah","الحاج امیر محمد خیرخواه","No","Male","No","No"
"General","16","3503446","2","Hajji Muhammad Akbar Barikzai","حاجی محمد اکبر بارکزی","No","Male","No","No"
"General","16","8300446","3","Asadullah Kohzad","اسد الله کوهزاد","No","Male","No","No"
"General","16","829210","4","Sayed Mustafa Seddiqi","سید مصطفی صدیقی","No","Male","No","No"
"General","16","249839","5","Maulawi Muhammad Zia Rohani","مولوی محمد ضیاء روحانی","No","Male","No","No"
"General","16","8716274","6","Abdul Gheyas Barati","عبدالغیاث براتی","No","Male","No","No"
"General","16","8674726","7","Maulawi Shah Mahmood","مولوی شامحمود","No","Male","No","No"
"General","16","6984221","8","Hajji Nazar Muhammad Faqiri","حاجی نظر محمدفقیری","No","Male","No","No"
"General","16","7543344","9","Maryam Daqiq","مریم دقیق","No","Female","No","No"
"General","16","6984325","10","Zarmina Barikzai","زرمینه بارکزی","No","Female","No","No"
"General","16","8344576","11","Enayatullah Watanyar","عنایت الله وطنیار","No","Male","No","No"
"General","16","12329984","12","Amir Hayat Murad","آمر حیت مراد","No","Male","No","No"
"General","16","3488001","13","Najeebullah Bashir Baghlani","نجیب الله بشیر بغلانی","No","Male","No","No"
"General","16","8319650","14","Hajji Noorullah","حاجی نورالله","No","Male","No","No"
"General","16","11336231","15","Abd‐ur‐ Rehman Hakimzadah","عبدالرحمن حکیمزاده","No","Male","No","No"
"General","16","852885","16","Eng. Abdul Basher Basharatullah","انجینر عبدالبشیر بشارت الله","No","Male","No","No"
"General","16","4878581","17","Shukria Esa Khil","شکریه عیسی خیل","Yes","Female","Yes","Yes"
"General","16","6984236","18","Eng. Muhammad Zia Larwani","انجینر محمد ضیاء لروانی","No","Male","No","No"
"General","16","6984217","19","Alhaj Muhammad Alam Aymaq","الحاج محمد عالم ایماق","No","Male","No","No"
"General","16","4140409","20","Khalil ‐ur‐ Rahman Azizi","خلیل الرحمن عزیزی","No","Male","No","No"
"General","16","102197503","21","Delawar Aymaq","دلاور ایماق","No","Male","No","Yes"
"General","16","6984247","22","Abdul Fahim Wahaj","عبدالفهیم وهاج","No","Male","No","No"
"General","16","8293609","23","Hamida","حمیده","No","Female","No","No"
"General","16","12348073","24","Eng. Ahmad Zahir ud‐ Din Azhar","انجینر احمد ظهیر الدین اظهر","No","Male","No","No"
"General","16","319599","25","Nadira Nahrain Wal Kohdamani","نادره نهرين وال کوهدامنی","No","Female","No","No"
"General","16","6984253","26","Ustad Shirullah Taqwa","استاد شیرالله تقوی","No","Male","No","No"
"General","16","7541732","27","Abdul Shukoor","عبدالشکور","No","Male","No","No"
"General","16","6984204","28","Nimatullah Sarhadi","نعمت الله سرحدی","No","Male","No","No"
"General","16","8779529","29","Muhammad Zahir Malik Zad","محمد ظاهر ملک زاد","No","Male","No","No"
"General","16","6984208","30","Alhaj Diploma Eng. Juma Khan Taliq","الحاج دیپلوم انجنیر جمعه خان طلیق","No","Male","No","No"
"General","16","6984220","31","Ghulam Nabi Door Andish","غلام نبی دور اندیش","No","Male","No","No"
"General","16","102140053","32","Noor Hay Haqjo","نورالحی حقجو","No","Male","No","No"
"General","16","7412439","33","Saoud Bakhtiar","سعود بختیار","No","Male","No","No"
"General","16","6984212","34","Maulawi Mufti Haq Nawaz","مولوی مفتی حق نواز","No","Male","No","No"
"General","16","2049644","35","Zafar Khan Bahadar","ظفر خان بهادر","No","Male","No","No"
"General","16","13648783","36","Maulawi Abdul Malik Mahaq","مولوی عبدالملک محق","No","Male","No","No"
"General","16","7374596","37","Alhaj Abd‐ur‐ Rahman Shafaq","الحاج عبدالرحمن شفق","No","Male","No","No"
"General","16","4780154","38","Sayed Mansoor Naderi","سید منصور نادری","Yes","Male","Yes","Yes"
"General","16","6984242","39","Sayed Ulfat Naderi","سید الفت نادری","No","Male","No","No"
"General","16","102740227","40","Dr. Fazal Rahman Faiez","دوکتور فضل الرحمن فایض","No","Male","No","No"
"General","16","7112559","41","Ustad Naqibullah Qanaa","استاد نقیب الله قانع","No","Male","No","No"
"General","16","6984211","42","Hafizullah Sulaiman Khil","حفیظ الله سلیمان خیل","No","Male","No","No"
"General","16","6984250","43","Ghulam Sarwar Hubab","غلام سرور حباب","No","Male","No","No"
"General","16","6984251","44","Alhaj Maulawi Abdul Halim","الحاج مولوی عبدالحلیم","No","Male","No","No"
"General","16","8306409","45","Maulawi Abdul Shukoor","مولوی عبدالشکور","No","Male","No","No"
"General","16","6984232","46","Muzafar Naiem Zada A.K.A Dr. Qamar‐u‐din","مظفر نعیم زاده مشهور به داکتر قمرالدین","No","Male","No","No"
"General","16","7107706","47","Dr. Abdul Shukoor Hassan Zada","داکتر عبدالشکور حسن زاده","No","Male","No","No"
"General","16","13629076","48","Alhaj Nizam ‐ud‐ Din","الحاج نظام الدین","No","Male","No","No"
"General","16","12242639","49","Sayed Hasam ‐ud‐ Din Haq Been","سید حسام الدین حق بین","No","Male","No","No"
"General","16","7557536","50","Hajji Abdul Wahab","حاجی عبدالوهاب","No","Male","No","No"
"General","16","138080","51","Alhaj Ustad Najya Aymaq","الحاج استاد ناجیه ایماق","Yes","Female","Yes","Yes"
"General","16","6984205","52","Sayed Najeebullah Ahmadi","سید نجیب الله احمدی","No","Male","No","No"
"General","16","6984209","53","Dr. Muhammad Naseem Mudabbir","داکتر محمد نسیم مدبر","No","Male","Yes","No"
"General","16","7379928","54","Alhaj General  Muhammad Dawoud Khenjani","الحاج جنرال محمد داود خنجانی","No","Male","No","No"
"General","16","6984206","55","Gul Alam Wahdat Yar","گل عالم وحدت یار","No","Male","No","No"
"General","16","6984240","56","Dr. Matiullah Sharq","دوکتور مطیع الله شرق","No","Male","No","No"
"General","16","8309100","57","Nasir Khan Nasir","ناصر خان ناصر","No","Male","No","No"
"General","16","6984210","58","Hajji Muhammad Laqa Andarabi","حاجی محمد لقأ اندرابی","No","Male","No","No"
"General","16","6984213","59","Sayed Sharaf ‐u‐d Din Pirzada","سید شرف الدین پیرزاده","No","Male","No","No"
"General","16","10383127","60","Amar ‐ud‐ Din Haq Shenas","امر الدین حق شناس","No","Male","No","No"
"General","16","2040119","61","Wakel Mir  Muhammad Sulayman Yaqubi","وکیل میر محمد سلیمان یعقوبی","No","Male","No","No"
"General","16","3489882","62","Abdul Samad Stanikzai","عبدالصمد استانکزی","No","Male","No","No"
"General","16","102766223","63","Muhammad Noor Noori","محمد نور نوری","No","Male","No","No"
"General","16","6984222","64","Eng. Sayed Esmatullah Hashmat","انجینر سید عصمت الله حشمت","No","Male","No","No"
