"electorate","province_code","district_code","district_number","pc_code","pc_number","ps_code","ps_type","prelim_reporting"
"General","19","1903","03","1903063","063","1903063-01","M","YES"
"General","19","1903","03","1903063","063","1903063-02","M","YES"
"General","19","1903","03","1903063","063","1903063-03","M","YES"
"General","19","1903","03","1903063","063","1903063-04","M","YES"
"General","19","1903","03","1903063","063","1903063-05","F","YES"
"General","19","1903","03","1903064","064","1903064-01","M","YES"
"General","19","1903","03","1903064","064","1903064-03","M","YES"
"General","19","1903","03","1903064","064","1903064-04","M","YES"
"General","19","1903","03","1903064","064","1903064-05","F","YES"
"General","19","1903","03","1903064","064","1903064-06","M","YES"
"General","19","1903","03","1903065","065","1903065-01","M","YES"
"General","19","1903","03","1903065","065","1903065-02","M","YES"
"General","19","1903","03","1903065","065","1903065-03","F","YES"
"General","19","1903","03","1903066","066","1903066-01","M","YES"
"General","19","1903","03","1903066","066","1903066-02","M","YES"
"General","19","1903","03","1903066","066","1903066-03","F","YES"
"General","19","1903","03","1903067","067","1903067-01","M","YES"
"General","19","1903","03","1903067","067","1903067-02","M","YES"
"General","19","1903","03","1903067","067","1903067-03","M","YES"
"General","19","1903","03","1903067","067","1903067-04","M","YES"
"General","19","1903","03","1903067","067","1903067-05","F","YES"
"General","19","1903","03","1903067","067","1903067-06","F","YES"
"General","19","1903","03","1903068","068","1903068-01","M","YES"
"General","19","1903","03","1903068","068","1903068-02","M","YES"
"General","19","1903","03","1903068","068","1903068-03","F","YES"
"General","19","1903","03","1903069","069","1903069-01","M","YES"
"General","19","1903","03","1903069","069","1903069-02","F","YES"
"General","19","1903","03","1903070","070","1903070-01","M","YES"
"General","19","1903","03","1903070","070","1903070-02","F","YES"
"General","19","1903","03","1903070","070","1903070-03","M","YES"
"General","19","1903","03","1903070","070","1903070-04","M","YES"
"General","19","1903","03","1903321","321","1903321-01","M","YES"
"General","19","1903","03","1903321","321","1903321-02","F","YES"
"General","19","1904","04","1904071","071","1904071-01","M","YES"
"General","19","1904","04","1904071","071","1904071-02","M","YES"
"General","19","1904","04","1904071","071","1904071-03","F","YES"
"General","19","1904","04","1904072","072","1904072-01","M","YES"
"General","19","1904","04","1904072","072","1904072-02","M","YES"
"General","19","1904","04","1904072","072","1904072-03","F","YES"
"General","19","1904","04","1904073","073","1904073-01","M","YES"
"General","19","1904","04","1904073","073","1904073-02","M","YES"
"General","19","1904","04","1904073","073","1904073-03","F","YES"
"General","19","1904","04","1904074","074","1904074-01","M","YES"
"General","19","1904","04","1904074","074","1904074-02","M","YES"
"General","19","1904","04","1904074","074","1904074-03","F","YES"
"General","19","1904","04","1904075","075","1904075-01","M","YES"
"General","19","1904","04","1904075","075","1904075-02","F","YES"
"General","19","1905","05","1905076","076","1905076-01","M","YES"
"General","19","1905","05","1905076","076","1905076-02","M","YES"
"General","19","1905","05","1905076","076","1905076-03","M","YES"
"General","19","1905","05","1905076","076","1905076-04","M","YES"
"General","19","1905","05","1905076","076","1905076-05","F","YES"
"General","19","1905","05","1905076","076","1905076-06","F","YES"
"General","19","1905","05","1905077","077","1905077-01","M","YES"
"General","19","1905","05","1905077","077","1905077-02","F","YES"
"General","19","1905","05","1905077","077","1905077-03","F","YES"
"General","19","1905","05","1905077","077","1905077-04","F","YES"
"General","19","1905","05","1905077","077","1905077-05","F","YES"
"General","19","1905","05","1905078","078","1905078-01","M","YES"
"General","19","1905","05","1905078","078","1905078-02","M","YES"
"General","19","1905","05","1905078","078","1905078-03","F","YES"
"General","19","1905","05","1905079","079","1905079-02","F","YES"
"General","19","1905","05","1905079","079","1905079-03","F","YES"
"General","19","1905","05","1905080","080","1905080-01","M","YES"
"General","19","1905","05","1905080","080","1905080-02","F","YES"
"General","19","1905","05","1905080","080","1905080-03","F","YES"
"General","19","1905","05","1905081","081","1905081-01","M","YES"
"General","19","1905","05","1905081","081","1905081-02","M","YES"
"General","19","1905","05","1905081","081","1905081-03","F","YES"
"General","19","1905","05","1905082","082","1905082-01","M","YES"
"General","19","1905","05","1905082","082","1905082-02","F","YES"
"General","19","1905","05","1905082","082","1905082-03","F","YES"
"General","19","1905","05","1905083","083","1905083-01","M","YES"
"General","19","1905","05","1905083","083","1905083-02","M","YES"
"General","19","1905","05","1905083","083","1905083-03","F","YES"
"General","19","1905","05","1905084","084","1905084-01","M","YES"
"General","19","1905","05","1905084","084","1905084-02","F","YES"
"General","19","1905","05","1905085","085","1905085-01","M","YES"
"General","19","1905","05","1905085","085","1905085-02","M","YES"
"General","19","1905","05","1905085","085","1905085-03","F","YES"
"General","19","1905","05","1905086","086","1905086-01","M","YES"
"General","19","1905","05","1905086","086","1905086-02","M","YES"
"General","19","1905","05","1905086","086","1905086-03","F","YES"
"General","19","1905","05","1905087","087","1905087-01","M","YES"
"General","19","1905","05","1905087","087","1905087-02","M","YES"
"General","19","1905","05","1905087","087","1905087-03","F","YES"
"General","19","1905","05","1905088","088","1905088-01","M","YES"
"General","19","1905","05","1905088","088","1905088-02","M","YES"
"General","19","1905","05","1905088","088","1905088-03","F","YES"
"General","19","1905","05","1905089","089","1905089-01","M","YES"
"General","19","1905","05","1905089","089","1905089-02","M","YES"
"General","19","1905","05","1905089","089","1905089-03","F","YES"
"General","19","1905","05","1905090","090","1905090-02","M","YES"
"General","19","1905","05","1905091","091","1905091-01","M","YES"
"General","19","1905","05","1905091","091","1905091-02","F","YES"
"General","19","1905","05","1905092","092","1905092-01","M","YES"
"General","19","1905","05","1905092","092","1905092-02","F","YES"
"General","19","1905","05","1905093","093","1905093-01","M","YES"
"General","19","1905","05","1905093","093","1905093-02","F","YES"
"General","19","1905","05","1905094","094","1905094-01","M","YES"
"General","19","1905","05","1905094","094","1905094-02","F","YES"
"General","19","1905","05","1905096","096","1905096-01","M","YES"
"General","19","1905","05","1905096","096","1905096-02","F","YES"
"General","19","1906","06","1906099","099","1906099-01","M","YES"
"General","19","1906","06","1906099","099","1906099-02","M","YES"
"General","19","1906","06","1906099","099","1906099-03","F","YES"
"General","19","1906","06","1906100","100","1906100-01","M","YES"
"General","19","1906","06","1906100","100","1906100-02","M","YES"
"General","19","1906","06","1906100","100","1906100-03","F","YES"
"General","19","1906","06","1906101","101","1906101-01","M","YES"
"General","19","1906","06","1906101","101","1906101-02","M","YES"
"General","19","1906","06","1906101","101","1906101-03","F","YES"
"General","19","1906","06","1906102","102","1906102-01","M","YES"
"General","19","1906","06","1906102","102","1906102-02","F","YES"
"General","19","1906","06","1906103","103","1906103-01","M","YES"
"General","19","1906","06","1906103","103","1906103-02","F","YES"
"General","19","1906","06","1906104","104","1906104-01","M","YES"
"General","19","1906","06","1906104","104","1906104-02","F","YES"
"General","19","1906","06","1906105","105","1906105-01","M","YES"
"General","19","1906","06","1906105","105","1906105-02","F","YES"
"General","19","1906","06","1906106","106","1906106-01","M","YES"
"General","19","1906","06","1906106","106","1906106-02","F","YES"
"General","19","1906","06","1906107","107","1906107-01","M","YES"
"General","19","1906","06","1906107","107","1906107-02","F","YES"
"General","19","1907","07","1907108","108","1907108-01","M","YES"
"General","19","1907","07","1907108","108","1907108-02","M","YES"
"General","19","1907","07","1907108","108","1907108-03","F","YES"
"General","19","1907","07","1907109","109","1907109-01","M","YES"
"General","19","1907","07","1907109","109","1907109-02","M","YES"
"General","19","1907","07","1907109","109","1907109-03","F","YES"
"General","19","1907","07","1907110","110","1907110-03","F","YES"
"General","19","1907","07","1907111","111","1907111-01","M","YES"
"General","19","1907","07","1907111","111","1907111-02","M","YES"
"General","19","1907","07","1907111","111","1907111-03","F","YES"
"General","19","1907","07","1907112","112","1907112-01","M","YES"
"General","19","1907","07","1907112","112","1907112-03","F","YES"
"General","19","1907","07","1907113","113","1907113-01","M","YES"
"General","19","1907","07","1907113","113","1907113-02","M","YES"
"General","19","1907","07","1907113","113","1907113-03","F","YES"
"General","19","1907","07","1907114","114","1907114-01","M","YES"
"General","19","1907","07","1907114","114","1907114-02","M","YES"
"General","19","1907","07","1907114","114","1907114-03","F","YES"
"General","19","1907","07","1907115","115","1907115-01","M","YES"
"General","19","1907","07","1907115","115","1907115-02","M","YES"
"General","19","1907","07","1907115","115","1907115-03","F","YES"
"General","19","1907","07","1907116","116","1907116-01","M","YES"
"General","19","1907","07","1907116","116","1907116-02","F","YES"
"General","19","1907","07","1907117","117","1907117-01","M","YES"
"General","19","1907","07","1907117","117","1907117-02","F","YES"
"General","19","1908","08","1908118","118","1908118-01","M","YES"
"General","19","1908","08","1908118","118","1908118-02","M","YES"
"General","19","1908","08","1908118","118","1908118-03","F","YES"
"General","19","1908","08","1908119","119","1908119-01","M","YES"
"General","19","1908","08","1908119","119","1908119-02","F","YES"
"General","19","1908","08","1908121","121","1908121-01","M","YES"
"General","19","1908","08","1908121","121","1908121-02","F","YES"
"General","19","1908","08","1908122","122","1908122-01","M","YES"
"General","19","1908","08","1908123","123","1908123-01","M","YES"
"General","19","1908","08","1908123","123","1908123-02","F","YES"
"General","19","1908","08","1908124","124","1908124-01","M","YES"
"General","19","1908","08","1908124","124","1908124-02","M","YES"
"General","19","1908","08","1908124","124","1908124-03","F","YES"
"General","19","1908","08","1908124","124","1908124-04","F","YES"
"General","19","1908","08","1908125","125","1908125-01","M","YES"
"General","19","1908","08","1908125","125","1908125-02","F","YES"
"General","19","1908","08","1908126","126","1908126-01","M","YES"
"General","19","1908","08","1908126","126","1908126-02","M","YES"
"General","19","1908","08","1908126","126","1908126-03","F","YES"
"General","19","1908","08","1908127","127","1908127-01","M","YES"
"General","19","1908","08","1908127","127","1908127-02","M","YES"
"General","19","1908","08","1908127","127","1908127-03","F","YES"
"General","19","1908","08","1908128","128","1908128-01","M","YES"
"General","19","1908","08","1908128","128","1908128-02","M","YES"
"General","19","1908","08","1908128","128","1908128-03","F","YES"
"General","19","1908","08","1908129","129","1908129-01","M","YES"
"General","19","1908","08","1908129","129","1908129-02","F","YES"
"General","19","1908","08","1908130","130","1908130-01","M","YES"
"General","19","1908","08","1908130","130","1908130-02","F","YES"
"General","19","1908","08","1908131","131","1908131-01","M","YES"
"General","19","1908","08","1908131","131","1908131-02","M","YES"
"General","19","1908","08","1908131","131","1908131-03","F","YES"
"General","19","1908","08","1908132","132","1908132-01","M","YES"
"General","19","1908","08","1908132","132","1908132-02","M","YES"
"General","19","1908","08","1908132","132","1908132-03","F","YES"
"General","19","1908","08","1908132","132","1908132-04","F","YES"
"General","19","1908","08","1908133","133","1908133-01","M","YES"
"General","19","1908","08","1908133","133","1908133-02","M","YES"
"General","19","1908","08","1908133","133","1908133-03","F","YES"
"General","19","1908","08","1908134","134","1908134-01","M","YES"
"General","19","1908","08","1908134","134","1908134-02","F","YES"
"General","19","1908","08","1908135","135","1908135-01","M","YES"
"General","19","1908","08","1908135","135","1908135-02","F","YES"
"General","19","1908","08","1908136","136","1908136-01","M","YES"
"General","19","1908","08","1908136","136","1908136-02","F","YES"
"General","19","1908","08","1908137","137","1908137-01","M","YES"
"General","19","1908","08","1908137","137","1908137-02","M","YES"
"General","19","1908","08","1908137","137","1908137-03","F","YES"
"General","19","1908","08","1908138","138","1908138-01","M","YES"
"General","19","1908","08","1908138","138","1908138-02","F","YES"
"General","19","1908","08","1908139","139","1908139-01","M","YES"
"General","19","1908","08","1908139","139","1908139-02","F","YES"
"General","19","1908","08","1908140","140","1908140-01","M","YES"
"General","19","1908","08","1908140","140","1908140-02","F","YES"
"General","19","1908","08","1908141","141","1908141-01","M","YES"
"General","19","1908","08","1908141","141","1908141-02","F","YES"
"General","19","1908","08","1908142","142","1908142-01","M","YES"
"General","19","1908","08","1908142","142","1908142-02","F","YES"
"General","19","1908","08","1908143","143","1908143-02","F","YES"
"General","19","1908","08","1908144","144","1908144-01","M","YES"
"General","19","1908","08","1908144","144","1908144-02","F","YES"
"General","19","1909","09","1909147","147","1909147-01","M","YES"
"General","19","1909","09","1909147","147","1909147-02","F","YES"
"General","19","1909","09","1909147","147","1909147-03","F","YES"
"General","19","1909","09","1909148","148","1909148-01","M","YES"
"General","19","1909","09","1909148","148","1909148-02","M","YES"
"General","19","1909","09","1909148","148","1909148-03","F","YES"
"General","19","1909","09","1909149","149","1909149-01","M","YES"
"General","19","1909","09","1909149","149","1909149-02","M","YES"
"General","19","1909","09","1909149","149","1909149-03","F","YES"
"General","19","1909","09","1909151","151","1909151-01","M","YES"
"General","19","1909","09","1909151","151","1909151-02","F","YES"
"General","19","1909","09","1909152","152","1909152-01","M","YES"
"General","19","1909","09","1909152","152","1909152-02","M","YES"
"General","19","1909","09","1909152","152","1909152-03","F","YES"
"General","19","1909","09","1909153","153","1909153-01","M","YES"
"General","19","1909","09","1909153","153","1909153-02","F","YES"
"General","19","1909","09","1909154","154","1909154-01","M","YES"
"General","19","1909","09","1909154","154","1909154-02","M","YES"
"General","19","1909","09","1909154","154","1909154-03","F","YES"
"General","19","1909","09","1909155","155","1909155-01","M","YES"
"General","19","1909","09","1909155","155","1909155-02","M","YES"
"General","19","1909","09","1909155","155","1909155-03","F","YES"
"General","19","1909","09","1909156","156","1909156-01","M","YES"
"General","19","1909","09","1909156","156","1909156-02","M","YES"
"General","19","1909","09","1909156","156","1909156-03","F","YES"
"General","19","1909","09","1909157","157","1909157-01","M","YES"
"General","19","1909","09","1909157","157","1909157-02","M","YES"
"General","19","1909","09","1909157","157","1909157-03","F","YES"
"General","19","1909","09","1909158","158","1909158-01","M","YES"
"General","19","1909","09","1909158","158","1909158-02","M","YES"
"General","19","1909","09","1909158","158","1909158-03","M","YES"
"General","19","1909","09","1909158","158","1909158-04","F","YES"
"General","19","1909","09","1909159","159","1909159-01","M","YES"
"General","19","1909","09","1909159","159","1909159-02","M","YES"
"General","19","1909","09","1909159","159","1909159-03","F","YES"
"General","19","1909","09","1909160","160","1909160-01","M","YES"
"General","19","1909","09","1909160","160","1909160-02","M","YES"
"General","19","1909","09","1909160","160","1909160-03","F","YES"
"General","19","1909","09","1909161","161","1909161-01","M","YES"
"General","19","1909","09","1909161","161","1909161-02","M","YES"
"General","19","1909","09","1909161","161","1909161-03","F","YES"
"General","19","1909","09","1909161","161","1909161-04","F","YES"
"General","19","1909","09","1909162","162","1909162-01","M","YES"
"General","19","1909","09","1909162","162","1909162-02","F","YES"
"General","19","1909","09","1909163","163","1909163-01","M","YES"
"General","19","1909","09","1909163","163","1909163-02","M","YES"
"General","19","1909","09","1909163","163","1909163-03","F","YES"
"General","19","1909","09","1909164","164","1909164-01","M","YES"
"General","19","1909","09","1909164","164","1909164-02","M","YES"
"General","19","1909","09","1909164","164","1909164-03","F","YES"
"General","19","1909","09","1909165","165","1909165-01","M","YES"
"General","19","1909","09","1909165","165","1909165-02","M","YES"
"General","19","1909","09","1909165","165","1909165-03","F","YES"
"General","19","1909","09","1909166","166","1909166-01","M","YES"
"General","19","1909","09","1909166","166","1909166-02","M","YES"
"General","19","1909","09","1909166","166","1909166-03","F","YES"
"General","19","1909","09","1909167","167","1909167-01","M","YES"
"General","19","1909","09","1909167","167","1909167-02","M","YES"
"General","19","1909","09","1909167","167","1909167-03","F","YES"
"General","19","1909","09","1909168","168","1909168-01","M","YES"
"General","19","1909","09","1909168","168","1909168-02","M","YES"
"General","19","1909","09","1909168","168","1909168-03","F","YES"
"General","19","1909","09","1909169","169","1909169-01","M","YES"
"General","19","1909","09","1909169","169","1909169-02","M","YES"
"General","19","1909","09","1909169","169","1909169-03","F","YES"
"General","19","1909","09","1909170","170","1909170-01","M","YES"
"General","19","1909","09","1909170","170","1909170-02","F","YES"
"General","19","1909","09","1909171","171","1909171-01","M","YES"
"General","19","1909","09","1909172","172","1909172-01","M","YES"
"General","19","1909","09","1909172","172","1909172-02","F","YES"
"General","19","1909","09","1909173","173","1909173-01","M","YES"
"General","19","1909","09","1909173","173","1909173-02","F","YES"
"General","19","1909","09","1909174","174","1909174-01","M","YES"
"General","19","1909","09","1909174","174","1909174-02","F","YES"
"General","19","1909","09","1909176","176","1909176-02","M","YES"
"General","19","1909","09","1909176","176","1909176-03","F","YES"
"General","19","1909","09","1909176","176","1909176-04","F","YES"
"General","19","1909","09","1909320","320","1909320-01","M","YES"
"General","19","1909","09","1909320","320","1909320-02","F","YES"
"General","19","1910","10","1910178","178","1910178-01","M","YES"
"General","19","1910","10","1910178","178","1910178-02","F","YES"
"General","19","1910","10","1910180","180","1910180-01","M","YES"
"General","19","1910","10","1910180","180","1910180-02","F","YES"
"General","19","1910","10","1910181","181","1910181-01","M","YES"
"General","19","1910","10","1910181","181","1910181-02","M","YES"
"General","19","1910","10","1910181","181","1910181-03","F","YES"
"General","19","1910","10","1910183","183","1910183-01","M","YES"
"General","19","1910","10","1910183","183","1910183-02","M","YES"
"General","19","1910","10","1910183","183","1910183-03","F","YES"
"General","19","1910","10","1910184","184","1910184-01","M","YES"
"General","19","1910","10","1910184","184","1910184-03","F","YES"
"General","19","1910","10","1910186","186","1910186-01","M","YES"
"General","19","1910","10","1910186","186","1910186-02","F","YES"
"General","19","1910","10","1910187","187","1910187-01","M","YES"
"General","19","1910","10","1910188","188","1910188-01","M","YES"
"General","19","1910","10","1910188","188","1910188-02","F","YES"
"General","19","1910","10","1910190","190","1910190-01","M","YES"
"General","19","1910","10","1910193","193","1910193-01","M","YES"
"General","19","1910","10","1910194","194","1910194-01","M","YES"
"General","19","1910","10","1910194","194","1910194-02","M","YES"
"General","19","1910","10","1910199","199","1910199-01","M","YES"
"General","19","1910","10","1910199","199","1910199-02","M","YES"
"General","19","1910","10","1910199","199","1910199-03","F","YES"
"General","19","1910","10","1910200","200","1910200-01","M","YES"
"General","19","1910","10","1910200","200","1910200-02","M","YES"
"General","19","1910","10","1910200","200","1910200-03","F","YES"
"General","19","1910","10","1910201","201","1910201-01","F","YES"
"General","19","1910","10","1910201","201","1910201-02","F","YES"
"General","19","1910","10","1910202","202","1910202-01","M","YES"
"General","19","1910","10","1910202","202","1910202-02","F","YES"
"General","19","1910","10","1910203","203","1910203-01","M","YES"
"General","19","1910","10","1910203","203","1910203-02","M","YES"
"General","19","1910","10","1910203","203","1910203-03","F","YES"
"General","19","1911","11","1911212","212","1911212-01","M","YES"
"General","19","1911","11","1911212","212","1911212-02","M","YES"
"General","19","1911","11","1911212","212","1911212-03","F","YES"
"General","19","1911","11","1911213","213","1911213-01","M","YES"
"General","19","1911","11","1911213","213","1911213-02","M","YES"
"General","19","1911","11","1911213","213","1911213-03","F","YES"
"General","19","1911","11","1911214","214","1911214-01","M","YES"
"General","19","1911","11","1911214","214","1911214-02","M","YES"
"General","19","1911","11","1911214","214","1911214-03","F","YES"
"General","19","1911","11","1911215","215","1911215-01","M","YES"
"General","19","1911","11","1911215","215","1911215-02","F","YES"
"General","19","1911","11","1911216","216","1911216-01","M","YES"
"General","19","1911","11","1911216","216","1911216-02","M","YES"
"General","19","1911","11","1911216","216","1911216-03","F","YES"
"General","19","1911","11","1911217","217","1911217-01","M","YES"
"General","19","1911","11","1911217","217","1911217-02","F","YES"
"General","19","1911","11","1911219","219","1911219-01","M","YES"
"General","19","1911","11","1911219","219","1911219-02","M","YES"
"General","19","1911","11","1911219","219","1911219-03","F","YES"
"General","19","1911","11","1911220","220","1911220-01","M","YES"
"General","19","1911","11","1911224","224","1911224-01","M","YES"
"General","19","1911","11","1911224","224","1911224-02","M","YES"
"General","19","1911","11","1911224","224","1911224-03","F","YES"
"General","19","1911","11","1911226","226","1911226-01","M","YES"
"General","19","1911","11","1911226","226","1911226-02","M","YES"
"General","19","1911","11","1911226","226","1911226-03","M","YES"
"General","19","1911","11","1911226","226","1911226-04","F","YES"
"General","19","1911","11","1911226","226","1911226-05","F","YES"
"General","19","1911","11","1911227","227","1911227-01","M","YES"
"General","19","1911","11","1911227","227","1911227-02","M","YES"
"General","19","1911","11","1911227","227","1911227-03","M","YES"
"General","19","1911","11","1911227","227","1911227-04","M","YES"
"General","19","1911","11","1911227","227","1911227-05","M","YES"
"General","19","1911","11","1911227","227","1911227-06","F","YES"
"General","19","1911","11","1911227","227","1911227-07","F","YES"
"General","19","1911","11","1911227","227","1911227-08","F","YES"
"General","19","1911","11","1911228","228","1911228-01","M","YES"
"General","19","1911","11","1911228","228","1911228-02","M","YES"
"General","19","1911","11","1911228","228","1911228-03","M","YES"
"General","19","1911","11","1911228","228","1911228-04","F","YES"
"General","19","1911","11","1911228","228","1911228-05","F","YES"
"General","19","1911","11","1911229","229","1911229-01","M","YES"
"General","19","1911","11","1911229","229","1911229-02","M","YES"
"General","19","1911","11","1911229","229","1911229-03","F","YES"
"General","19","1911","11","1911230","230","1911230-01","M","YES"
"General","19","1911","11","1911230","230","1911230-02","F","YES"
"General","19","1911","11","1911232","232","1911232-01","M","YES"
"General","19","1911","11","1911232","232","1911232-02","F","YES"
"General","19","1912","12","1912237","237","1912237-01","M","YES"
"General","19","1912","12","1912237","237","1912237-02","M","YES"
"General","19","1912","12","1912237","237","1912237-03","F","YES"
"General","19","1912","12","1912237","237","1912237-04","F","YES"
"General","19","1912","12","1912238","238","1912238-03","F","YES"
"General","19","1912","12","1912239","239","1912239-01","M","YES"
"General","19","1912","12","1912239","239","1912239-02","M","YES"
"General","19","1912","12","1912239","239","1912239-03","F","YES"
"General","19","1912","12","1912240","240","1912240-01","M","YES"
"General","19","1912","12","1912240","240","1912240-02","F","YES"
"General","19","1912","12","1912241","241","1912241-01","M","YES"
"General","19","1912","12","1912241","241","1912241-02","M","YES"
"General","19","1912","12","1912241","241","1912241-03","F","YES"
"General","19","1912","12","1912242","242","1912242-01","M","YES"
"General","19","1912","12","1912242","242","1912242-02","F","YES"
"General","19","1912","12","1912243","243","1912243-01","M","YES"
"General","19","1912","12","1912243","243","1912243-02","F","YES"
"General","19","1912","12","1912244","244","1912244-01","M","YES"
"General","19","1912","12","1912244","244","1912244-02","M","YES"
"General","19","1912","12","1912244","244","1912244-03","F","YES"
"General","19","1912","12","1912245","245","1912245-01","M","YES"
"General","19","1912","12","1912245","245","1912245-02","F","YES"
"General","19","1912","12","1912246","246","1912246-01","M","YES"
"General","19","1912","12","1912246","246","1912246-02","M","YES"
"General","19","1912","12","1912246","246","1912246-03","F","YES"
"General","19","1912","12","1912247","247","1912247-01","M","YES"
"General","19","1912","12","1912247","247","1912247-02","M","YES"
"General","19","1912","12","1912247","247","1912247-03","M","YES"
"General","19","1912","12","1912247","247","1912247-04","F","YES"
"General","19","1912","12","1912248","248","1912248-01","M","YES"
"General","19","1912","12","1912248","248","1912248-02","M","YES"
"General","19","1912","12","1912248","248","1912248-03","F","YES"
"General","19","1912","12","1912249","249","1912249-01","M","YES"
"General","19","1912","12","1912249","249","1912249-02","F","YES"
"General","19","1912","12","1912250","250","1912250-01","M","YES"
"General","19","1912","12","1912250","250","1912250-02","M","YES"
"General","19","1912","12","1912250","250","1912250-03","F","YES"
"General","19","1912","12","1912250","250","1912250-04","F","YES"
"General","19","1912","12","1912251","251","1912251-01","M","YES"
"General","19","1912","12","1912251","251","1912251-02","M","YES"
"General","19","1912","12","1912251","251","1912251-03","F","YES"
"General","19","1912","12","1912252","252","1912252-01","M","YES"
"General","19","1912","12","1912252","252","1912252-02","M","YES"
"General","19","1912","12","1912252","252","1912252-03","F","YES"
"General","19","1912","12","1912253","253","1912253-01","M","YES"
"General","19","1912","12","1912253","253","1912253-02","F","YES"
"General","19","1912","12","1912254","254","1912254-01","M","YES"
"General","19","1912","12","1912254","254","1912254-02","M","YES"
"General","19","1912","12","1912254","254","1912254-03","F","YES"
"General","19","1912","12","1912255","255","1912255-01","M","YES"
"General","19","1912","12","1912255","255","1912255-02","F","YES"
"General","19","1912","12","1912256","256","1912256-01","M","YES"
"General","19","1912","12","1912256","256","1912256-02","M","YES"
"General","19","1912","12","1912256","256","1912256-03","F","YES"
"General","19","1912","12","1912257","257","1912257-01","M","YES"
"General","19","1912","12","1912257","257","1912257-02","M","YES"
"General","19","1912","12","1912257","257","1912257-03","F","YES"
"General","19","1912","12","1912258","258","1912258-01","M","YES"
"General","19","1912","12","1912258","258","1912258-02","M","YES"
"General","19","1912","12","1912259","259","1912259-01","M","YES"
"General","19","1912","12","1912259","259","1912259-02","M","YES"
"General","19","1912","12","1912259","259","1912259-03","M","YES"
"General","19","1912","12","1912259","259","1912259-04","F","YES"
"General","19","1912","12","1912260","260","1912260-01","M","YES"
"General","19","1912","12","1912260","260","1912260-02","M","YES"
"General","19","1912","12","1912260","260","1912260-03","F","YES"
"General","19","1912","12","1912261","261","1912261-01","M","YES"
"General","19","1912","12","1912261","261","1912261-02","M","YES"
"General","19","1912","12","1912262","262","1912262-01","M","YES"
"General","19","1912","12","1912262","262","1912262-02","M","YES"
"General","19","1912","12","1912262","262","1912262-03","F","YES"
"General","19","1912","12","1912263","263","1912263-01","M","YES"
"General","19","1912","12","1912263","263","1912263-02","M","YES"
"General","19","1912","12","1912263","263","1912263-03","F","YES"
"General","19","1912","12","1912264","264","1912264-01","M","YES"
"General","19","1912","12","1912264","264","1912264-02","F","YES"
"General","19","1912","12","1912265","265","1912265-01","M","YES"
"General","19","1912","12","1912265","265","1912265-02","M","YES"
"General","19","1912","12","1912265","265","1912265-03","F","YES"
"General","19","1912","12","1912266","266","1912266-02","F","YES"
"General","19","1912","12","1912267","267","1912267-01","M","YES"
"General","19","1912","12","1912267","267","1912267-02","F","YES"
"General","19","1912","12","1912268","268","1912268-01","M","YES"
"General","19","1912","12","1912268","268","1912268-02","F","YES"
"General","19","1912","12","1912269","269","1912269-01","M","YES"
"General","19","1912","12","1912269","269","1912269-02","F","YES"
"General","19","1912","12","1912272","272","1912272-01","M","YES"
"General","19","1912","12","1912272","272","1912272-02","F","YES"
"General","19","1913","13","1913274","274","1913274-01","M","YES"
"General","19","1913","13","1913274","274","1913274-02","F","YES"
"General","19","1913","13","1913275","275","1913275-01","M","YES"
"General","19","1913","13","1913275","275","1913275-02","M","YES"
"General","19","1913","13","1913275","275","1913275-03","F","YES"
"General","19","1913","13","1913276","276","1913276-01","M","YES"
"General","19","1913","13","1913276","276","1913276-02","F","YES"
"General","19","1913","13","1913277","277","1913277-01","M","YES"
"General","19","1913","13","1913277","277","1913277-02","M","YES"
"General","19","1913","13","1913277","277","1913277-03","F","YES"
"General","19","1913","13","1913278","278","1913278-01","M","YES"
"General","19","1913","13","1913278","278","1913278-03","F","YES"
"General","19","1913","13","1913279","279","1913279-01","M","YES"
"General","19","1913","13","1913279","279","1913279-02","F","YES"
"General","19","1913","13","1913280","280","1913280-01","M","YES"
"General","19","1913","13","1913280","280","1913280-02","F","YES"
"General","19","1913","13","1913281","281","1913281-01","M","YES"
"General","19","1913","13","1913281","281","1913281-02","F","YES"
"General","19","1913","13","1913282","282","1913282-01","M","YES"
"General","19","1913","13","1913282","282","1913282-02","F","YES"
"General","19","1913","13","1913283","283","1913283-01","M","YES"
"General","19","1913","13","1913283","283","1913283-02","M","YES"
"General","19","1913","13","1913283","283","1913283-03","F","YES"
"General","19","1913","13","1913284","284","1913284-01","M","YES"
"General","19","1913","13","1913284","284","1913284-02","F","YES"
"General","19","1913","13","1913285","285","1913285-01","M","YES"
"General","19","1913","13","1913285","285","1913285-02","F","YES"
"General","19","1913","13","1913286","286","1913286-01","M","YES"
"General","19","1914","14","1914287","287","1914287-01","M","YES"
"General","19","1914","14","1914287","287","1914287-02","M","YES"
"General","19","1914","14","1914287","287","1914287-03","M","YES"
"General","19","1914","14","1914287","287","1914287-04","F","YES"
"General","19","1914","14","1914287","287","1914287-05","F","YES"
"General","19","1914","14","1914288","288","1914288-01","M","YES"
"General","19","1914","14","1914288","288","1914288-02","M","YES"
"General","19","1914","14","1914289","289","1914289-01","M","YES"
"General","19","1914","14","1914289","289","1914289-02","F","YES"
"General","19","1914","14","1914290","290","1914290-01","M","YES"
"General","19","1914","14","1914290","290","1914290-02","M","YES"
