"electorate","province_code","district_code","district_number","pc_code","pc_number","ps_code","ps_type","prelim_reporting"
"General","31","3104","04","3104086","086","3104086-02","F","YES"
"General","31","3104","04","3104089","089","3104089-01","M","YES"
"General","31","3104","04","3104090","090","3104090-01","M","YES"
"General","31","3104","04","3104090","090","3104090-02","F","YES"
"General","31","3104","04","3104092","092","3104092-01","M","YES"
"General","31","3104","04","3104095","095","3104095-01","M","YES"
"General","31","3104","04","3104095","095","3104095-02","F","YES"
"General","31","3104","04","3104096","096","3104096-01","M","YES"
"General","31","3104","04","3104096","096","3104096-02","F","YES"
"General","31","3104","04","3104097","097","3104097-01","M","YES"
"General","31","3104","04","3104097","097","3104097-02","F","YES"
"General","31","3105","05","3105098","098","3105098-01","M","YES"
"General","31","3105","05","3105098","098","3105098-02","F","YES"
"General","31","3105","05","3105101","101","3105101-02","F","YES"
"General","31","3105","05","3105102","102","3105102-01","M","YES"
"General","31","3105","05","3105102","102","3105102-02","F","YES"
"General","31","3105","05","3105103","103","3105103-01","M","YES"
"General","31","3105","05","3105103","103","3105103-03","F","YES"
"General","31","3105","05","3105109","109","3105109-01","M","YES"
"General","31","3105","05","3105109","109","3105109-02","F","YES"
"General","31","3105","05","3105110","110","3105110-01","M","YES"
"General","31","3105","05","3105110","110","3105110-02","F","YES"
"General","31","3106","06","3106111","111","3106111-01","M","YES"
"General","31","3106","06","3106111","111","3106111-03","F","YES"
"General","31","3106","06","3106131","131","3106131-01","M","YES"
"General","31","3106","06","3106131","131","3106131-02","F","YES"
"General","31","3107","07","3107137","137","3107137-01","M","YES"
"General","31","3107","07","3107137","137","3107137-02","M","YES"
"General","31","3107","07","3107137","137","3107137-03","F","YES"
"General","31","3107","07","3107138","138","3107138-01","M","YES"
"General","31","3107","07","3107138","138","3107138-02","F","YES"
"General","31","3107","07","3107139","139","3107139-01","M","YES"
"General","31","3107","07","3107139","139","3107139-02","F","YES"
"General","31","3107","07","3107141","141","3107141-01","M","YES"
"General","31","3107","07","3107141","141","3107141-02","F","YES"
"General","31","3107","07","3107142","142","3107142-01","M","YES"
"General","31","3107","07","3107142","142","3107142-02","F","YES"
"General","31","3107","07","3107143","143","3107143-01","M","YES"
"General","31","3107","07","3107143","143","3107143-02","F","YES"
"General","31","3107","07","3107144","144","3107144-01","M","YES"
"General","31","3107","07","3107144","144","3107144-02","F","YES"
"General","31","3107","07","3107145","145","3107145-01","M","YES"
"General","31","3107","07","3107145","145","3107145-02","M","YES"
"General","31","3107","07","3107145","145","3107145-03","F","YES"
"General","31","3107","07","3107146","146","3107146-01","M","YES"
"General","31","3107","07","3107146","146","3107146-02","F","YES"
"General","31","3107","07","3107147","147","3107147-01","M","YES"
"General","31","3107","07","3107147","147","3107147-02","F","YES"
"General","31","3107","07","3107148","148","3107148-01","M","YES"
"General","31","3107","07","3107148","148","3107148-02","M","YES"
"General","31","3107","07","3107149","149","3107149-01","M","YES"
"General","31","3107","07","3107149","149","3107149-02","F","YES"
"General","31","3107","07","3107150","150","3107150-01","M","YES"
"General","31","3107","07","3107150","150","3107150-02","F","YES"
"General","31","3107","07","3107151","151","3107151-01","M","YES"
"General","31","3107","07","3107151","151","3107151-02","F","YES"
"General","31","3107","07","3107152","152","3107152-01","M","YES"
"General","31","3107","07","3107152","152","3107152-02","F","YES"
"General","31","3107","07","3107153","153","3107153-01","M","YES"
"General","31","3107","07","3107153","153","3107153-02","M","YES"
"General","31","3107","07","3107153","153","3107153-03","F","YES"
"General","31","3107","07","3107154","154","3107154-01","M","YES"
"General","31","3107","07","3107154","154","3107154-02","F","YES"
"General","31","3107","07","3107155","155","3107155-03","F","YES"
"General","31","3107","07","3107155","155","3107155-04","F","YES"
"General","31","3107","07","3107156","156","3107156-01","M","YES"
"General","31","3107","07","3107156","156","3107156-02","F","YES"
"General","31","3107","07","3107157","157","3107157-01","M","YES"
"General","31","3107","07","3107157","157","3107157-02","F","YES"
"General","31","3107","07","3107158","158","3107158-01","M","YES"
"General","31","3107","07","3107158","158","3107158-02","F","YES"
"General","31","3107","07","3107159","159","3107159-02","F","YES"
"General","31","3107","07","3107160","160","3107160-01","M","YES"
"General","31","3107","07","3107160","160","3107160-03","F","YES"
"General","31","3107","07","3107161","161","3107161-01","M","YES"
"General","31","3107","07","3107161","161","3107161-02","F","YES"
"General","31","3107","07","3107162","162","3107162-01","M","YES"
"General","31","3107","07","3107162","162","3107162-02","F","YES"
"General","31","3107","07","3107163","163","3107163-01","M","YES"
"General","31","3107","07","3107163","163","3107163-02","F","YES"
"General","31","3107","07","3107164","164","3107164-01","M","YES"
"General","31","3107","07","3107164","164","3107164-02","F","YES"
"General","31","3107","07","3107165","165","3107165-01","M","YES"
"General","31","3107","07","3107165","165","3107165-02","M","YES"
"General","31","3107","07","3107165","165","3107165-03","F","YES"
"General","31","3107","07","3107166","166","3107166-01","M","YES"
"General","31","3107","07","3107166","166","3107166-02","F","YES"
"General","31","3107","07","3107167","167","3107167-01","M","YES"
"General","31","3107","07","3107167","167","3107167-02","F","YES"
"General","31","3107","07","3107168","168","3107168-01","M","YES"
"General","31","3107","07","3107168","168","3107168-02","F","YES"
"General","31","3107","07","3107169","169","3107169-01","M","YES"
"General","31","3107","07","3107169","169","3107169-02","M","YES"
"General","31","3107","07","3107170","170","3107170-01","M","YES"
"General","31","3107","07","3107170","170","3107170-02","M","YES"
"General","31","3107","07","3107171","171","3107171-01","M","YES"
"General","31","3107","07","3107171","171","3107171-02","M","YES"
"General","31","3107","07","3107171","171","3107171-03","F","YES"
"General","31","3107","07","3107172","172","3107172-02","F","YES"
"General","31","3107","07","3107173","173","3107173-01","M","YES"
"General","31","3107","07","3107173","173","3107173-02","F","YES"
"General","31","3107","07","3107174","174","3107174-01","M","YES"
"General","31","3107","07","3107174","174","3107174-02","F","YES"
"General","31","3107","07","3107175","175","3107175-02","F","YES"
"General","31","3107","07","3107176","176","3107176-01","M","YES"
"General","31","3107","07","3107176","176","3107176-02","F","YES"
"General","31","3107","07","3107177","177","3107177-01","M","YES"
"General","31","3108","08","3108178","178","3108178-01","M","YES"
"General","31","3108","08","3108178","178","3108178-02","F","YES"
"General","31","3108","08","3108179","179","3108179-01","M","YES"
"General","31","3108","08","3108179","179","3108179-03","F","YES"
"General","31","3108","08","3108181","181","3108181-01","M","YES"
"General","31","3108","08","3108181","181","3108181-02","F","YES"
"General","31","3108","08","3108182","182","3108182-01","M","YES"
"General","31","3108","08","3108182","182","3108182-02","F","YES"
"General","31","3108","08","3108185","185","3108185-02","F","YES"
"General","31","3108","08","3108186","186","3108186-01","M","YES"
"General","31","3108","08","3108186","186","3108186-02","M","YES"
"General","31","3108","08","3108187","187","3108187-01","M","YES"
"General","31","3108","08","3108187","187","3108187-03","F","YES"
"General","31","3108","08","3108188","188","3108188-01","M","YES"
"General","31","3108","08","3108189","189","3108189-01","M","YES"
"General","31","3108","08","3108189","189","3108189-02","F","YES"
"General","31","3108","08","3108190","190","3108190-02","F","YES"
"General","31","3108","08","3108191","191","3108191-01","M","YES"
"General","31","3108","08","3108191","191","3108191-02","F","YES"
"General","31","3108","08","3108192","192","3108192-01","M","YES"
"General","31","3108","08","3108192","192","3108192-02","F","YES"
"General","31","3108","08","3108193","193","3108193-01","M","YES"
"General","31","3108","08","3108193","193","3108193-02","F","YES"
"General","31","3109","09","3109196","196","3109196-01","M","YES"
"General","31","3109","09","3109196","196","3109196-02","M","YES"
"General","31","3109","09","3109196","196","3109196-03","F","YES"
"General","31","3109","09","3109197","197","3109197-01","M","YES"
"General","31","3109","09","3109197","197","3109197-02","M","YES"
"General","31","3109","09","3109197","197","3109197-03","F","YES"
"General","31","3109","09","3109198","198","3109198-01","M","YES"
"General","31","3109","09","3109198","198","3109198-02","F","YES"
"General","31","3109","09","3109200","200","3109200-01","M","YES"
"General","31","3109","09","3109200","200","3109200-02","F","YES"
"General","31","3109","09","3109201","201","3109201-01","M","YES"
"General","31","3109","09","3109201","201","3109201-03","F","YES"
"General","31","3109","09","3109202","202","3109202-01","M","YES"
"General","31","3109","09","3109202","202","3109202-02","M","YES"
"General","31","3109","09","3109202","202","3109202-03","F","YES"
"General","31","3109","09","3109203","203","3109203-01","M","YES"
"General","31","3109","09","3109203","203","3109203-02","F","YES"
"General","31","3109","09","3109204","204","3109204-02","F","YES"
"General","31","3109","09","3109205","205","3109205-01","M","YES"
"General","31","3109","09","3109205","205","3109205-02","F","YES"
"General","31","3109","09","3109206","206","3109206-01","M","YES"
"General","31","3109","09","3109206","206","3109206-02","F","YES"
"General","31","3109","09","3109207","207","3109207-01","M","YES"
"General","31","3109","09","3109208","208","3109208-01","M","YES"
"General","31","3109","09","3109208","208","3109208-02","F","YES"
"General","31","3110","10","3110209","209","3110209-01","M","YES"
"General","31","3110","10","3110209","209","3110209-02","M","YES"
"General","31","3110","10","3110209","209","3110209-03","F","YES"
"General","31","3110","10","3110211","211","3110211-01","M","YES"
"General","31","3110","10","3110211","211","3110211-02","M","YES"
"General","31","3110","10","3110211","211","3110211-03","F","YES"
"General","31","3110","10","3110212","212","3110212-02","F","YES"
"General","31","3110","10","3110213","213","3110213-01","M","YES"
"General","31","3110","10","3110216","216","3110216-02","F","YES"
"General","31","3110","10","3110218","218","3110218-01","M","YES"
"General","31","3110","10","3110218","218","3110218-02","F","YES"
"General","31","3110","10","3110219","219","3110219-02","M","YES"
"General","31","3110","10","3110221","221","3110221-01","M","YES"
"General","31","3110","10","3110221","221","3110221-02","M","YES"
"General","31","3110","10","3110221","221","3110221-03","F","YES"
"General","31","3110","10","3110222","222","3110222-01","M","YES"
"General","31","3110","10","3110222","222","3110222-02","M","YES"
"General","31","3110","10","3110222","222","3110222-03","F","YES"
"General","31","3110","10","3110223","223","3110223-01","M","YES"
"General","31","3110","10","3110224","224","3110224-03","F","YES"
"General","31","3110","10","3110225","225","3110225-01","M","YES"
"General","31","3110","10","3110228","228","3110228-01","M","YES"
"General","31","3110","10","3110228","228","3110228-02","M","YES"
"General","31","3110","10","3110229","229","3110229-01","M","YES"
"General","31","3110","10","3110229","229","3110229-02","M","YES"
"General","31","3110","10","3110229","229","3110229-03","F","YES"
"General","31","3110","10","3110230","230","3110230-01","M","YES"
"General","31","3110","10","3110230","230","3110230-02","F","YES"
"General","31","3110","10","3110232","232","3110232-01","M","YES"
"General","31","3110","10","3110232","232","3110232-02","F","YES"
"General","32","3201","01","3201001","001","3201001-01","M","YES"
"General","32","3201","01","3201001","001","3201001-02","M","YES"
"General","32","3201","01","3201002","002","3201002-01","F","YES"
"General","32","3201","01","3201002","002","3201002-02","F","YES"
"General","32","3201","01","3201002","002","3201002-03","F","YES"
"General","32","3201","01","3201002","002","3201002-04","F","YES"
"General","32","3201","01","3201003","003","3201003-01","M","YES"
"General","32","3201","01","3201003","003","3201003-02","F","YES"
"General","32","3201","01","3201004","004","3201004-01","M","YES"
"General","32","3201","01","3201004","004","3201004-02","F","YES"
"General","32","3201","01","3201005","005","3201005-01","M","YES"
"General","32","3201","01","3201005","005","3201005-02","F","YES"
"General","32","3201","01","3201006","006","3201006-01","M","YES"
"General","32","3201","01","3201006","006","3201006-02","F","YES"
"General","32","3201","01","3201007","007","3201007-01","M","YES"
"General","32","3201","01","3201007","007","3201007-02","F","YES"
"General","32","3201","01","3201007","007","3201007-03","F","YES"
"General","32","3201","01","3201008","008","3201008-01","F","YES"
"General","32","3201","01","3201008","008","3201008-02","F","YES"
"General","32","3201","01","3201009","009","3201009-01","M","YES"
"General","32","3201","01","3201009","009","3201009-02","M","YES"
"General","32","3201","01","3201010","010","3201010-01","M","YES"
"General","32","3201","01","3201010","010","3201010-02","F","YES"
"General","32","3201","01","3201011","011","3201011-01","M","YES"
"General","32","3201","01","3201011","011","3201011-02","F","YES"
"General","32","3201","01","3201012","012","3201012-01","M","YES"
"General","32","3201","01","3201012","012","3201012-02","F","YES"
"General","32","3201","01","3201013","013","3201013-01","M","YES"
"General","32","3201","01","3201013","013","3201013-02","F","YES"
"General","32","3201","01","3201013","013","3201013-03","M","YES"
"General","32","3201","01","3201014","014","3201014-01","M","YES"
"General","32","3201","01","3201014","014","3201014-02","F","YES"
"General","32","3201","01","3201015","015","3201015-01","M","YES"
"General","32","3201","01","3201015","015","3201015-02","F","YES"
"General","32","3201","01","3201016","016","3201016-01","M","YES"
"General","32","3201","01","3201016","016","3201016-02","F","YES"
"General","32","3201","01","3201017","017","3201017-01","M","YES"
"General","32","3201","01","3201017","017","3201017-02","F","YES"
"General","32","3201","01","3201018","018","3201018-01","M","YES"
"General","32","3201","01","3201018","018","3201018-02","F","YES"
"General","32","3201","01","3201018","018","3201018-03","F","YES"
"General","32","3201","01","3201019","019","3201019-01","M","YES"
"General","32","3201","01","3201019","019","3201019-02","F","YES"
"General","32","3201","01","3201020","020","3201020-01","M","YES"
"General","32","3201","01","3201020","020","3201020-02","F","YES"
"General","32","3202","02","3202021","021","3202021-01","M","YES"
"General","32","3202","02","3202021","021","3202021-02","F","YES"
"General","32","3202","02","3202022","022","3202022-01","M","YES"
"General","32","3202","02","3202022","022","3202022-02","F","YES"
"General","32","3202","02","3202023","023","3202023-01","M","YES"
"General","32","3202","02","3202023","023","3202023-02","F","YES"
"General","32","3202","02","3202024","024","3202024-01","M","YES"
"General","32","3202","02","3202024","024","3202024-02","F","YES"
"General","32","3202","02","3202025","025","3202025-01","M","YES"
"General","32","3202","02","3202025","025","3202025-02","F","YES"
"General","32","3202","02","3202026","026","3202026-01","M","YES"
"General","32","3202","02","3202026","026","3202026-02","F","YES"
"General","32","3202","02","3202027","027","3202027-01","M","YES"
"General","32","3202","02","3202027","027","3202027-02","F","YES"
"General","32","3202","02","3202029","029","3202029-02","F","YES"
"General","32","3202","02","3202030","030","3202030-01","M","YES"
"General","32","3202","02","3202030","030","3202030-02","M","YES"
"General","32","3202","02","3202031","031","3202031-01","F","YES"
"General","32","3202","02","3202031","031","3202031-02","F","YES"
"General","32","3202","02","3202032","032","3202032-01","M","YES"
"General","32","3202","02","3202032","032","3202032-02","F","YES"
"General","32","3203","03","3203033","033","3203033-01","M","YES"
"General","32","3203","03","3203033","033","3203033-02","F","YES"
"General","32","3203","03","3203034","034","3203034-01","M","YES"
"General","32","3203","03","3203035","035","3203035-01","F","YES"
"General","32","3203","03","3203036","036","3203036-01","M","YES"
"General","32","3203","03","3203036","036","3203036-02","F","YES"
"General","32","3203","03","3203037","037","3203037-01","M","YES"
"General","32","3203","03","3203037","037","3203037-02","M","YES"
"General","32","3203","03","3203038","038","3203038-01","F","YES"
"General","32","3203","03","3203038","038","3203038-02","F","YES"
"General","32","3203","03","3203039","039","3203039-01","M","YES"
"General","32","3203","03","3203039","039","3203039-02","F","YES"
"General","32","3203","03","3203040","040","3203040-01","M","YES"
"General","32","3203","03","3203040","040","3203040-02","F","YES"
"General","32","3203","03","3203041","041","3203041-01","M","YES"
"General","32","3203","03","3203041","041","3203041-02","F","YES"
"General","32","3203","03","3203042","042","3203042-01","M","YES"
"General","32","3203","03","3203043","043","3203043-01","F","YES"
"General","32","3203","03","3203044","044","3203044-01","M","YES"
"General","32","3203","03","3203044","044","3203044-02","F","YES"
"General","32","3203","03","3203045","045","3203045-01","M","YES"
"General","32","3203","03","3203045","045","3203045-02","F","YES"
"General","32","3203","03","3203046","046","3203046-01","M","YES"
"General","32","3203","03","3203046","046","3203046-02","F","YES"
"General","32","3203","03","3203047","047","3203047-01","M","YES"
"General","32","3203","03","3203047","047","3203047-02","F","YES"
"General","32","3203","03","3203048","048","3203048-01","M","YES"
"General","32","3203","03","3203048","048","3203048-02","F","YES"
"General","32","3203","03","3203049","049","3203049-01","M","YES"
"General","32","3203","03","3203049","049","3203049-02","F","YES"
"General","32","3203","03","3203163","163","3203163-01","M","YES"
"General","32","3203","03","3203163","163","3203163-02","F","YES"
"General","32","3204","04","3204050","050","3204050-01","M","YES"
"General","32","3204","04","3204050","050","3204050-02","F","YES"
"General","32","3204","04","3204051","051","3204051-01","M","YES"
"General","32","3204","04","3204051","051","3204051-02","F","YES"
"General","32","3204","04","3204052","052","3204052-01","M","YES"
"General","32","3204","04","3204052","052","3204052-02","F","YES"
"General","32","3204","04","3204053","053","3204053-01","M","YES"
"General","32","3204","04","3204053","053","3204053-02","F","YES"
"General","32","3204","04","3204054","054","3204054-01","M","YES"
"General","32","3204","04","3204054","054","3204054-02","F","YES"
"General","32","3204","04","3204055","055","3204055-01","M","YES"
"General","32","3204","04","3204055","055","3204055-02","F","YES"
"General","32","3204","04","3204056","056","3204056-01","M","YES"
"General","32","3204","04","3204057","057","3204057-01","F","YES"
"General","32","3204","04","3204057","057","3204057-02","M","YES"
"General","32","3204","04","3204058","058","3204058-01","M","YES"
"General","32","3204","04","3204058","058","3204058-02","F","YES"
"General","32","3204","04","3204059","059","3204059-01","M","YES"
"General","32","3204","04","3204059","059","3204059-02","F","YES"
"General","32","3204","04","3204060","060","3204060-01","M","YES"
"General","32","3204","04","3204060","060","3204060-02","F","YES"
"General","32","3204","04","3204061","061","3204061-01","M","YES"
"General","32","3204","04","3204061","061","3204061-02","F","YES"
"General","32","3204","04","3204062","062","3204062-01","M","YES"
"General","32","3204","04","3204062","062","3204062-02","F","YES"
"General","32","3204","04","3204063","063","3204063-02","F","YES"
"General","32","3204","04","3204064","064","3204064-01","M","YES"
"General","32","3204","04","3204064","064","3204064-02","F","YES"
"General","32","3204","04","3204065","065","3204065-01","M","YES"
"General","32","3204","04","3204065","065","3204065-02","F","YES"
"General","32","3204","04","3204066","066","3204066-01","M","YES"
"General","32","3204","04","3204066","066","3204066-02","F","YES"
"General","32","3204","04","3204067","067","3204067-01","M","YES"
"General","32","3204","04","3204067","067","3204067-02","F","YES"
"General","32","3204","04","3204068","068","3204068-01","M","YES"
"General","32","3204","04","3204068","068","3204068-02","F","YES"
"General","32","3205","05","3205069","069","3205069-01","M","YES"
"General","32","3205","05","3205069","069","3205069-02","M","YES"
"General","32","3205","05","3205069","069","3205069-03","F","YES"
"General","32","3205","05","3205069","069","3205069-04","F","YES"
"General","32","3205","05","3205070","070","3205070-01","M","YES"
"General","32","3205","05","3205070","070","3205070-02","F","YES"
"General","32","3205","05","3205071","071","3205071-01","M","YES"
"General","32","3205","05","3205071","071","3205071-02","F","YES"
"General","32","3205","05","3205072","072","3205072-01","M","YES"
"General","32","3205","05","3205072","072","3205072-02","F","YES"
"General","32","3205","05","3205073","073","3205073-01","M","YES"
"General","32","3205","05","3205073","073","3205073-02","F","YES"
"General","32","3205","05","3205074","074","3205074-01","M","YES"
"General","32","3205","05","3205074","074","3205074-02","F","YES"
"General","32","3205","05","3205074","074","3205074-03","F","YES"
"General","32","3205","05","3205075","075","3205075-01","M","YES"
"General","32","3205","05","3205075","075","3205075-02","F","YES"
"General","32","3205","05","3205076","076","3205076-01","M","YES"
"General","32","3205","05","3205076","076","3205076-02","F","YES"
"General","32","3205","05","3205077","077","3205077-01","M","YES"
"General","32","3205","05","3205077","077","3205077-02","F","YES"
"General","32","3205","05","3205078","078","3205078-01","M","YES"
"General","32","3205","05","3205078","078","3205078-02","F","YES"
"General","32","3205","05","3205079","079","3205079-01","M","YES"
"General","32","3205","05","3205079","079","3205079-02","F","YES"
"General","32","3205","05","3205080","080","3205080-01","M","YES"
"General","32","3205","05","3205080","080","3205080-02","F","YES"
"General","32","3205","05","3205081","081","3205081-01","M","YES"
"General","32","3205","05","3205081","081","3205081-02","F","YES"
"General","32","3205","05","3205082","082","3205082-01","M","YES"
"General","32","3205","05","3205082","082","3205082-02","F","YES"
"General","32","3205","05","3205083","083","3205083-01","M","YES"
"General","32","3205","05","3205083","083","3205083-02","F","YES"
"General","32","3205","05","3205084","084","3205084-01","M","YES"
"General","32","3205","05","3205084","084","3205084-02","F","YES"
"General","32","3205","05","3205085","085","3205085-01","M","YES"
"General","32","3205","05","3205085","085","3205085-02","F","YES"
"General","32","3205","05","3205086","086","3205086-01","M","YES"
"General","32","3205","05","3205086","086","3205086-02","F","YES"
"General","32","3205","05","3205087","087","3205087-01","M","YES"
"General","32","3205","05","3205087","087","3205087-02","F","YES"
"General","32","3205","05","3205088","088","3205088-01","M","YES"
"General","32","3205","05","3205088","088","3205088-02","F","YES"
"General","32","3205","05","3205089","089","3205089-01","M","YES"
"General","32","3205","05","3205089","089","3205089-02","F","YES"
"General","32","3205","05","3205090","090","3205090-01","M","YES"
"General","32","3205","05","3205090","090","3205090-02","F","YES"
"General","32","3205","05","3205091","091","3205091-01","M","YES"
"General","32","3205","05","3205091","091","3205091-02","F","YES"
"General","32","3205","05","3205092","092","3205092-01","M","YES"
"General","32","3205","05","3205092","092","3205092-02","F","YES"
"General","32","3205","05","3205093","093","3205093-01","M","YES"
"General","32","3205","05","3205093","093","3205093-02","F","YES"
"General","32","3205","05","3205094","094","3205094-01","M","YES"
"General","32","3205","05","3205094","094","3205094-02","F","YES"
"General","32","3205","05","3205095","095","3205095-01","M","YES"
"General","32","3205","05","3205095","095","3205095-02","F","YES"
"General","32","3205","05","3205164","164","3205164-01","M","YES"
"General","32","3205","05","3205164","164","3205164-02","F","YES"
"General","32","3205","05","3205165","165","3205165-01","M","YES"
"General","32","3205","05","3205165","165","3205165-02","F","YES"
"General","32","3205","05","3205166","166","3205166-01","M","YES"
"General","32","3205","05","3205166","166","3205166-02","F","YES"
"General","32","3206","06","3206096","096","3206096-01","M","YES"
"General","32","3206","06","3206096","096","3206096-02","F","YES"
"General","32","3206","06","3206097","097","3206097-01","M","YES"
"General","32","3206","06","3206097","097","3206097-02","F","YES"
"General","32","3206","06","3206097","097","3206097-03","M","YES"
"General","32","3206","06","3206098","098","3206098-01","M","YES"
"General","32","3206","06","3206098","098","3206098-02","F","YES"
"General","32","3206","06","3206099","099","3206099-01","M","YES"
"General","32","3206","06","3206099","099","3206099-02","F","YES"
"General","32","3206","06","3206100","100","3206100-01","M","YES"
"General","32","3206","06","3206100","100","3206100-02","F","YES"
"General","32","3206","06","3206101","101","3206101-01","M","YES"
"General","32","3206","06","3206101","101","3206101-02","F","YES"
"General","32","3206","06","3206102","102","3206102-01","M","YES"
"General","32","3206","06","3206102","102","3206102-02","F","YES"
"General","32","3206","06","3206103","103","3206103-01","M","YES"
"General","32","3206","06","3206103","103","3206103-02","F","YES"
"General","32","3206","06","3206104","104","3206104-01","M","YES"
"General","32","3206","06","3206104","104","3206104-02","F","YES"
"General","32","3206","06","3206105","105","3206105-01","M","YES"
"General","32","3206","06","3206105","105","3206105-02","F","YES"
"General","32","3206","06","3206106","106","3206106-01","M","YES"
"General","32","3206","06","3206106","106","3206106-02","F","YES"
"General","32","3206","06","3206107","107","3206107-01","M","YES"
"General","32","3206","06","3206107","107","3206107-03","F","YES"
"General","32","3206","06","3206108","108","3206108-01","M","YES"
"General","32","3206","06","3206108","108","3206108-02","F","YES"
"General","32","3206","06","3206109","109","3206109-01","M","YES"
"General","32","3206","06","3206109","109","3206109-02","F","YES"
"General","32","3206","06","3206110","110","3206110-01","M","YES"
"General","32","3206","06","3206110","110","3206110-02","F","YES"
"General","32","3206","06","3206111","111","3206111-01","M","YES"
"General","32","3206","06","3206111","111","3206111-02","F","YES"
"General","32","3206","06","3206112","112","3206112-01","M","YES"
"General","32","3206","06","3206112","112","3206112-02","F","YES"
"General","32","3206","06","3206113","113","3206113-01","M","YES"
"General","32","3206","06","3206113","113","3206113-02","F","YES"
"General","32","3206","06","3206114","114","3206114-01","M","YES"
"General","32","3206","06","3206114","114","3206114-02","F","YES"
"General","32","3206","06","3206115","115","3206115-01","M","YES"
"General","32","3206","06","3206115","115","3206115-02","F","YES"
"General","32","3206","06","3206116","116","3206116-01","M","YES"
"General","32","3206","06","3206116","116","3206116-02","F","YES"
"General","32","3206","06","3206117","117","3206117-01","M","YES"
"General","32","3206","06","3206117","117","3206117-02","F","YES"
"General","32","3206","06","3206118","118","3206118-01","M","YES"
"General","32","3206","06","3206118","118","3206118-02","F","YES"
"General","32","3207","07","3207119","119","3207119-01","M","YES"
"General","32","3207","07","3207119","119","3207119-02","F","YES"
"General","32","3207","07","3207120","120","3207120-01","M","YES"
"General","32","3207","07","3207120","120","3207120-02","F","YES"
"General","32","3207","07","3207121","121","3207121-01","M","YES"
"General","32","3207","07","3207121","121","3207121-02","F","YES"
"General","32","3207","07","3207122","122","3207122-01","M","YES"
"General","32","3207","07","3207122","122","3207122-02","F","YES"
"General","32","3207","07","3207123","123","3207123-01","M","YES"
"General","32","3207","07","3207123","123","3207123-02","F","YES"
"General","32","3207","07","3207124","124","3207124-01","M","YES"
"General","32","3207","07","3207124","124","3207124-02","F","YES"
"General","32","3207","07","3207125","125","3207125-01","M","YES"
"General","32","3207","07","3207125","125","3207125-02","F","YES"
"General","32","3207","07","3207126","126","3207126-01","M","YES"
"General","32","3207","07","3207126","126","3207126-02","F","YES"
"General","32","3207","07","3207127","127","3207127-01","M","YES"
"General","32","3207","07","3207127","127","3207127-02","F","YES"
"General","32","3207","07","3207128","128","3207128-01","M","YES"
"General","32","3207","07","3207128","128","3207128-02","F","YES"
"General","32","3207","07","3207129","129","3207129-01","M","YES"
"General","32","3207","07","3207129","129","3207129-02","F","YES"
"General","32","3207","07","3207130","130","3207130-01","M","YES"
"General","32","3207","07","3207130","130","3207130-02","F","YES"
"General","32","3207","07","3207131","131","3207131-01","M","YES"
"General","32","3207","07","3207131","131","3207131-02","F","YES"
"General","32","3207","07","3207132","132","3207132-01","M","YES"
"General","32","3207","07","3207132","132","3207132-02","F","YES"
"General","32","3207","07","3207133","133","3207133-01","M","YES"
"General","32","3207","07","3207133","133","3207133-02","F","YES"
"General","32","3207","07","3207134","134","3207134-01","M","YES"
"General","32","3207","07","3207134","134","3207134-02","F","YES"
"General","32","3207","07","3207135","135","3207135-01","M","YES"
"General","32","3207","07","3207135","135","3207135-02","F","YES"
"General","32","3207","07","3207136","136","3207136-01","M","YES"
"General","32","3207","07","3207136","136","3207136-02","F","YES"
"General","32","3207","07","3207137","137","3207137-01","M","YES"
"General","32","3207","07","3207137","137","3207137-02","F","YES"
"General","32","3207","07","3207138","138","3207138-01","M","YES"
"General","32","3207","07","3207138","138","3207138-02","F","YES"
"General","32","3207","07","3207139","139","3207139-01","M","YES"
"General","32","3207","07","3207139","139","3207139-02","F","YES"
"General","32","3207","07","3207140","140","3207140-01","M","YES"
"General","32","3207","07","3207140","140","3207140-02","F","YES"
"General","32","3207","07","3207141","141","3207141-01","M","YES"
"General","32","3207","07","3207141","141","3207141-02","F","YES"
"General","32","3207","07","3207142","142","3207142-01","M","YES"
"General","32","3207","07","3207142","142","3207142-02","F","YES"
"General","32","3207","07","3207143","143","3207143-01","M","YES"
"General","32","3207","07","3207143","143","3207143-02","F","YES"
"General","32","3207","07","3207144","144","3207144-01","M","YES"
"General","32","3207","07","3207144","144","3207144-02","F","YES"
"General","32","3207","07","3207145","145","3207145-01","M","YES"
"General","32","3207","07","3207145","145","3207145-02","F","YES"
"General","32","3207","07","3207146","146","3207146-01","M","YES"
"General","32","3207","07","3207146","146","3207146-02","F","YES"
"General","32","3207","07","3207147","147","3207147-01","M","YES"
"General","32","3207","07","3207147","147","3207147-02","F","YES"
"General","32","3207","07","3207148","148","3207148-01","M","YES"
"General","32","3207","07","3207148","148","3207148-02","F","YES"
"General","32","3207","07","3207149","149","3207149-01","M","YES"
"General","32","3207","07","3207149","149","3207149-02","F","YES"
"General","32","3207","07","3207150","150","3207150-01","M","YES"
"General","32","3207","07","3207150","150","3207150-02","F","YES"
"General","32","3207","07","3207151","151","3207151-01","M","YES"
"General","32","3207","07","3207151","151","3207151-02","F","YES"
"General","32","3207","07","3207152","152","3207152-01","M","YES"
"General","32","3207","07","3207152","152","3207152-02","F","YES"
"General","32","3207","07","3207153","153","3207153-01","M","YES"
