"province_code","district_code","pc_code","ps_code","ps_number","ps_type","results_status","reporting_results","pre_prelim_invalidated_votes","final_votes","prelim_votes","net_prelim_final_change"
"14","1407","1407095","1407095-02","02","M","PRELIMINARY","YES",15,425,426,-1
"14","1407","1407095","1407095-03","03","F","FINAL","YES",103,310,310,0
"14","1407","1407095","1407095-03","03","F","PRELIMINARY","YES",103,310,310,0
"14","1407","1407096","1407096-01","01","M","FINAL","YES",7,243,243,0
"14","1407","1407096","1407096-01","01","M","PRELIMINARY","YES",7,243,243,0
"14","1407","1407096","1407096-02","02","M","FINAL","YES",0,230,230,0
"14","1407","1407096","1407096-02","02","M","PRELIMINARY","YES",0,230,230,0
"14","1407","1407096","1407096-03","03","F","FINAL","YES",57,286,286,0
"14","1407","1407096","1407096-03","03","F","PRELIMINARY","YES",57,286,286,0
"14","1407","1407096","1407096-04","04","F","FINAL","YES",3,386,386,0
"14","1407","1407096","1407096-04","04","F","PRELIMINARY","YES",3,386,386,0
"14","1407","1407098","1407098-01","01","M","FINAL","YES",22,248,249,-1
"14","1407","1407098","1407098-01","01","M","PRELIMINARY","YES",22,248,249,-1
"14","1407","1407098","1407098-02","02","F","FINAL","YES",2,414,414,0
"14","1407","1407098","1407098-02","02","F","PRELIMINARY","YES",2,414,414,0
"14","1407","1407099","1407099-01","01","M","FINAL","YES",6,377,377,0
"14","1407","1407099","1407099-01","01","M","PRELIMINARY","YES",6,377,377,0
"14","1407","1407099","1407099-02","02","F","FINAL","YES",2,172,173,-1
"14","1407","1407099","1407099-02","02","F","PRELIMINARY","YES",2,172,173,-1
"14","1407","1407100","1407100-01","01","M","FINAL","YES",6,471,471,0
"14","1407","1407100","1407100-01","01","M","PRELIMINARY","YES",6,471,471,0
"14","1407","1407100","1407100-02","02","F","FINAL","YES",2,358,361,-3
"14","1407","1407100","1407100-02","02","F","PRELIMINARY","YES",2,358,361,-3
"14","1407","1407101","1407101-01","01","M","FINAL","YES",8,451,454,-3
"14","1407","1407101","1407101-01","01","M","PRELIMINARY","YES",8,451,454,-3
"14","1407","1407101","1407101-02","02","F","FINAL","YES",2,168,168,0
"14","1407","1407101","1407101-02","02","F","PRELIMINARY","YES",2,168,168,0
"14","1408","1408102","1408102-01","01","M","FINAL","YES",19,550,556,-6
"14","1408","1408102","1408102-01","01","M","PRELIMINARY","YES",19,550,556,-6
"14","1408","1408102","1408102-02","02","M","FINAL","YES",26,523,524,-1
"14","1408","1408102","1408102-02","02","M","PRELIMINARY","YES",26,523,524,-1
"14","1408","1408102","1408102-03","03","F","FINAL","YES",5,582,586,-4
"14","1408","1408102","1408102-03","03","F","PRELIMINARY","YES",5,582,586,-4
"14","1408","1408103","1408103-01","01","M","FINAL","NO",NA,NA,NA,NA
"14","1408","1408103","1408103-01","01","M","PRELIMINARY","NO",NA,NA,NA,NA
"14","1408","1408103","1408103-02","02","F","FINAL","YES",33,453,449,4
"14","1408","1408103","1408103-02","02","F","PRELIMINARY","YES",33,453,449,4
"14","1408","1408104","1408104-01","01","M","FINAL","YES",16,520,521,-1
"14","1408","1408104","1408104-01","01","M","PRELIMINARY","YES",16,520,521,-1
"14","1408","1408104","1408104-02","02","F","FINAL","YES",34,454,454,0
"14","1408","1408104","1408104-02","02","F","PRELIMINARY","YES",34,454,454,0
"14","1408","1408105","1408105-01","01","M","FINAL","YES",19,580,581,-1
"14","1408","1408105","1408105-01","01","M","PRELIMINARY","YES",19,580,581,-1
"14","1408","1408105","1408105-02","02","F","FINAL","YES",58,510,512,-2
"14","1408","1408105","1408105-02","02","F","PRELIMINARY","YES",58,510,512,-2
"14","1408","1408106","1408106-01","01","M","FINAL","YES",18,358,358,0
"14","1408","1408106","1408106-01","01","M","PRELIMINARY","YES",18,358,358,0
"14","1408","1408106","1408106-02","02","F","FINAL","YES",5,271,271,0
"14","1408","1408106","1408106-02","02","F","PRELIMINARY","YES",5,271,271,0
"14","1408","1408107","1408107-01","01","M","FINAL","YES",21,578,579,-1
"14","1408","1408107","1408107-01","01","M","PRELIMINARY","YES",21,578,579,-1
"14","1408","1408107","1408107-02","02","F","FINAL","YES",14,478,481,-3
"14","1408","1408107","1408107-02","02","F","PRELIMINARY","YES",14,478,481,-3
"14","1408","1408108","1408108-01","01","M","FINAL","YES",17,376,376,0
"14","1408","1408108","1408108-01","01","M","PRELIMINARY","YES",17,376,376,0
"14","1408","1408108","1408108-02","02","F","FINAL","YES",20,280,280,0
"14","1408","1408108","1408108-02","02","F","PRELIMINARY","YES",20,280,280,0
"14","1408","1408109","1408109-01","01","M","FINAL","YES",0,328,328,0
"14","1408","1408109","1408109-01","01","M","PRELIMINARY","YES",0,328,328,0
"14","1408","1408109","1408109-02","02","F","FINAL","YES",15,141,141,0
"14","1408","1408109","1408109-02","02","F","PRELIMINARY","YES",15,141,141,0
"14","1408","1408110","1408110-01","01","M","FINAL","YES",1,262,262,0
"14","1408","1408110","1408110-01","01","M","PRELIMINARY","YES",1,262,262,0
"14","1408","1408110","1408110-02","02","F","FINAL","YES",2,154,154,0
"14","1408","1408110","1408110-02","02","F","PRELIMINARY","YES",2,154,154,0
"14","1408","1408111","1408111-01","01","M","FINAL","YES",10,384,384,0
"14","1408","1408111","1408111-01","01","M","PRELIMINARY","YES",10,384,384,0
"14","1408","1408111","1408111-02","02","F","FINAL","YES",8,362,362,0
"14","1408","1408111","1408111-02","02","F","PRELIMINARY","YES",8,362,362,0
"14","1408","1408112","1408112-01","01","M","FINAL","YES",7,177,177,0
"14","1408","1408112","1408112-01","01","M","PRELIMINARY","YES",7,177,177,0
"14","1408","1408112","1408112-02","02","F","FINAL","YES",0,115,115,0
"14","1408","1408112","1408112-02","02","F","PRELIMINARY","YES",0,115,115,0
"14","1409","1409113","1409113-01","01","M","FINAL","YES",6,333,333,0
"14","1409","1409113","1409113-01","01","M","PRELIMINARY","YES",6,333,333,0
"14","1409","1409113","1409113-02","02","M","FINAL","YES",14,348,348,0
"14","1409","1409113","1409113-02","02","M","PRELIMINARY","YES",14,348,348,0
"14","1409","1409113","1409113-03","03","F","FINAL","YES",11,584,584,0
"14","1409","1409113","1409113-03","03","F","PRELIMINARY","YES",11,584,584,0
"14","1409","1409114","1409114-01","01","M","FINAL","YES",23,493,493,0
"14","1409","1409114","1409114-01","01","M","PRELIMINARY","YES",23,493,493,0
"14","1409","1409114","1409114-02","02","M","FINAL","YES",26,474,474,0
"14","1409","1409114","1409114-02","02","M","PRELIMINARY","YES",26,474,474,0
"14","1409","1409114","1409114-03","03","F","FINAL","YES",42,541,542,-1
"14","1409","1409114","1409114-03","03","F","PRELIMINARY","YES",42,541,542,-1
"14","1409","1409115","1409115-01","01","M","FINAL","YES",8,547,548,-1
"14","1409","1409115","1409115-01","01","M","PRELIMINARY","YES",8,547,548,-1
"14","1409","1409115","1409115-02","02","F","FINAL","YES",43,425,425,0
"14","1409","1409115","1409115-02","02","F","PRELIMINARY","YES",43,425,425,0
"14","1409","1409116","1409116-01","01","M","FINAL","NO",NA,NA,NA,NA
"14","1409","1409116","1409116-01","01","M","PRELIMINARY","NO",NA,NA,NA,NA
"14","1409","1409116","1409116-02","02","F","FINAL","YES",7,583,592,-9
"14","1409","1409116","1409116-02","02","F","PRELIMINARY","YES",7,583,592,-9
"14","1409","1409117","1409117-01","01","M","FINAL","YES",0,250,6,244
"14","1409","1409117","1409117-01","01","M","PRELIMINARY","YES",0,250,6,244
"14","1409","1409117","1409117-02","02","F","FINAL","YES",0,526,134,392
"14","1409","1409117","1409117-02","02","F","PRELIMINARY","YES",0,526,134,392
"14","1409","1409118","1409118-01","01","M","FINAL","YES",12,584,584,0
"14","1409","1409118","1409118-01","01","M","PRELIMINARY","YES",12,584,584,0
"14","1409","1409118","1409118-02","02","F","FINAL","YES",52,540,553,-13
"14","1409","1409118","1409118-02","02","F","PRELIMINARY","YES",52,540,553,-13
"14","1409","1409119","1409119-01","01","M","FINAL","YES",16,583,584,-1
"14","1409","1409119","1409119-01","01","M","PRELIMINARY","YES",16,583,584,-1
"14","1409","1409119","1409119-02","02","F","FINAL","YES",10,578,578,0
"14","1409","1409119","1409119-02","02","F","PRELIMINARY","YES",10,578,578,0
"14","1410","1410120","1410120-01","01","M","FINAL","YES",0,500,204,296
"14","1410","1410120","1410120-01","01","M","PRELIMINARY","YES",0,500,204,296
"14","1410","1410120","1410120-02","02","F","FINAL","YES",0,370,2,368
"14","1410","1410120","1410120-02","02","F","PRELIMINARY","YES",0,370,2,368
"14","1410","1410121","1410121-01","01","M","FINAL","YES",2,499,499,0
"14","1410","1410121","1410121-01","01","M","PRELIMINARY","YES",2,499,499,0
"14","1410","1410121","1410121-02","02","F","FINAL","YES",0,219,219,0
"14","1410","1410121","1410121-02","02","F","PRELIMINARY","YES",0,219,219,0
"14","1410","1410122","1410122-01","01","M","FINAL","YES",1,420,422,-2
"14","1410","1410122","1410122-01","01","M","PRELIMINARY","YES",1,420,422,-2
"14","1410","1410122","1410122-02","02","F","FINAL","YES",3,534,534,0
"14","1410","1410122","1410122-02","02","F","PRELIMINARY","YES",3,534,534,0
"14","1410","1410123","1410123-01","01","M","FINAL","YES",10,342,342,0
"14","1410","1410123","1410123-01","01","M","PRELIMINARY","YES",10,342,342,0
"14","1410","1410123","1410123-02","02","F","FINAL","YES",6,209,209,0
"14","1410","1410123","1410123-02","02","F","PRELIMINARY","YES",6,209,209,0
"14","1410","1410124","1410124-01","01","M","FINAL","NO",NA,NA,NA,NA
"14","1410","1410124","1410124-01","01","M","PRELIMINARY","NO",NA,NA,NA,NA
"14","1410","1410124","1410124-02","02","F","FINAL","YES",0,596,594,2
"14","1410","1410124","1410124-02","02","F","PRELIMINARY","YES",0,596,594,2
"14","1410","1410125","1410125-01","01","M","FINAL","YES",2,496,498,-2
"14","1410","1410125","1410125-01","01","M","PRELIMINARY","YES",2,496,498,-2
"14","1410","1410125","1410125-02","02","F","FINAL","YES",5,234,234,0
"14","1410","1410125","1410125-02","02","F","PRELIMINARY","YES",5,234,234,0
"14","1410","1410126","1410126-01","01","M","FINAL","YES",2,435,435,0
"14","1410","1410126","1410126-01","01","M","PRELIMINARY","YES",2,435,435,0
"14","1410","1410126","1410126-02","02","F","FINAL","YES",2,278,278,0
"14","1410","1410126","1410126-02","02","F","PRELIMINARY","YES",2,278,278,0
"14","1411","1411127","1411127-01","01","M","FINAL","YES",6,593,594,-1
"14","1411","1411127","1411127-01","01","M","PRELIMINARY","YES",6,593,594,-1
"14","1411","1411127","1411127-02","02","F","FINAL","YES",4,578,594,-16
"14","1411","1411127","1411127-02","02","F","PRELIMINARY","YES",4,578,594,-16
"14","1411","1411128","1411128-01","01","M","FINAL","YES",3,597,597,0
"14","1411","1411128","1411128-01","01","M","PRELIMINARY","YES",3,597,597,0
"14","1411","1411128","1411128-02","02","F","FINAL","YES",1,599,181,418
"14","1411","1411128","1411128-02","02","F","PRELIMINARY","YES",1,599,181,418
"14","1411","1411129","1411129-01","01","M","FINAL","YES",7,359,359,0
"14","1411","1411129","1411129-01","01","M","PRELIMINARY","YES",7,359,359,0
"14","1411","1411129","1411129-02","02","M","FINAL","YES",4,358,358,0
"14","1411","1411129","1411129-02","02","M","PRELIMINARY","YES",4,358,358,0
"14","1411","1411129","1411129-03","03","F","FINAL","YES",0,509,500,9
"14","1411","1411129","1411129-03","03","F","PRELIMINARY","YES",0,509,500,9
"14","1411","1411130","1411130-01","01","M","FINAL","YES",3,597,597,0
"14","1411","1411130","1411130-01","01","M","PRELIMINARY","YES",3,597,597,0
"14","1411","1411130","1411130-02","02","F","FINAL","NO",NA,NA,NA,NA
"14","1411","1411130","1411130-02","02","F","PRELIMINARY","NO",NA,NA,NA,NA
"14","1411","1411131","1411131-01","01","M","FINAL","NO",0,0,437,-437
"14","1411","1411131","1411131-01","01","M","PRELIMINARY","YES",0,0,437,-437
"14","1411","1411131","1411131-02","02","F","FINAL","YES",0,352,352,0
"14","1411","1411131","1411131-02","02","F","PRELIMINARY","YES",0,352,352,0
"14","1411","1411132","1411132-01","01","M","FINAL","YES",6,593,593,0
"14","1411","1411132","1411132-01","01","M","PRELIMINARY","YES",6,593,593,0
"14","1411","1411132","1411132-02","02","F","FINAL","YES",12,352,352,0
"14","1411","1411132","1411132-02","02","F","PRELIMINARY","YES",12,352,352,0
"14","1411","1411133","1411133-01","01","M","FINAL","NO",NA,NA,NA,NA
"14","1411","1411133","1411133-01","01","M","PRELIMINARY","NO",NA,NA,NA,NA
"14","1411","1411133","1411133-02","02","F","FINAL","NO",NA,NA,NA,NA
"14","1411","1411133","1411133-02","02","F","PRELIMINARY","NO",NA,NA,NA,NA
"14","1411","1411134","1411134-01","01","M","FINAL","YES",6,468,468,0
"14","1411","1411134","1411134-01","01","M","PRELIMINARY","YES",6,468,468,0
"14","1411","1411134","1411134-02","02","F","FINAL","YES",1,344,344,0
"14","1411","1411134","1411134-02","02","F","PRELIMINARY","YES",1,344,344,0
"14","1411","1411135","1411135-01","01","M","FINAL","YES",1,598,598,0
"14","1411","1411135","1411135-01","01","M","PRELIMINARY","YES",1,598,598,0
"14","1411","1411135","1411135-02","02","F","FINAL","YES",1,594,594,0
"14","1411","1411135","1411135-02","02","F","PRELIMINARY","YES",1,594,594,0
"14","1411","1411136","1411136-01","01","M","FINAL","YES",5,573,573,0
"14","1411","1411136","1411136-01","01","M","PRELIMINARY","YES",5,573,573,0
"14","1411","1411136","1411136-02","02","F","FINAL","YES",3,497,497,0
"14","1411","1411136","1411136-02","02","F","PRELIMINARY","YES",3,497,497,0
"14","1412","1412137","1412137-01","01","M","FINAL","YES",10,560,563,-3
"14","1412","1412137","1412137-01","01","M","PRELIMINARY","YES",10,560,563,-3
"14","1412","1412137","1412137-02","02","M","FINAL","YES",27,431,436,-5
"14","1412","1412137","1412137-02","02","M","PRELIMINARY","YES",27,431,436,-5
"14","1412","1412137","1412137-03","03","F","FINAL","YES",12,440,443,-3
"14","1412","1412137","1412137-03","03","F","PRELIMINARY","YES",12,440,443,-3
"14","1412","1412137","1412137-04","04","F","FINAL","YES",9,404,405,-1
"14","1412","1412137","1412137-04","04","F","PRELIMINARY","YES",9,404,405,-1
"14","1412","1412138","1412138-01","01","M","FINAL","YES",6,453,455,-2
"14","1412","1412138","1412138-01","01","M","PRELIMINARY","YES",6,453,455,-2
"14","1412","1412138","1412138-02","02","F","FINAL","YES",1,296,296,0
"14","1412","1412138","1412138-02","02","F","PRELIMINARY","YES",1,296,296,0
"14","1412","1412139","1412139-01","01","M","FINAL","YES",12,202,216,-14
"14","1412","1412139","1412139-01","01","M","PRELIMINARY","YES",12,202,216,-14
"14","1412","1412139","1412139-02","02","M","FINAL","YES",0,218,229,-11
"14","1412","1412139","1412139-02","02","M","PRELIMINARY","YES",0,218,229,-11
"14","1412","1412139","1412139-03","03","F","FINAL","YES",21,322,325,-3
"14","1412","1412139","1412139-03","03","F","PRELIMINARY","YES",21,322,325,-3
"14","1412","1412140","1412140-01","01","M","FINAL","YES",0,357,400,-43
"14","1412","1412140","1412140-01","01","M","PRELIMINARY","YES",0,357,400,-43
"14","1412","1412140","1412140-02","02","F","FINAL","YES",13,249,289,-40
"14","1412","1412140","1412140-02","02","F","PRELIMINARY","YES",13,249,289,-40
"14","1412","1412141","1412141-01","01","M","FINAL","YES",5,384,395,-11
"14","1412","1412141","1412141-01","01","M","PRELIMINARY","YES",5,384,395,-11
"14","1412","1412141","1412141-02","02","F","FINAL","YES",7,277,277,0
"14","1412","1412141","1412141-02","02","F","PRELIMINARY","YES",7,277,277,0
"14","1412","1412142","1412142-01","01","M","FINAL","YES",3,245,245,0
"14","1412","1412142","1412142-01","01","M","PRELIMINARY","YES",3,245,245,0
"14","1412","1412142","1412142-02","02","M","FINAL","YES",5,246,246,0
"14","1412","1412142","1412142-02","02","M","PRELIMINARY","YES",5,246,246,0
"14","1412","1412142","1412142-03","03","F","FINAL","YES",11,500,500,0
"14","1412","1412142","1412142-03","03","F","PRELIMINARY","YES",11,500,500,0
"14","1412","1412143","1412143-01","01","M","FINAL","YES",12,255,255,0
"14","1412","1412143","1412143-01","01","M","PRELIMINARY","YES",12,255,255,0
"14","1412","1412143","1412143-02","02","F","FINAL","YES",0,172,172,0
"14","1412","1412143","1412143-02","02","F","PRELIMINARY","YES",0,172,172,0
"14","1412","1412144","1412144-01","01","M","FINAL","YES",5,507,507,0
"14","1412","1412144","1412144-01","01","M","PRELIMINARY","YES",5,507,507,0
"14","1412","1412144","1412144-02","02","M","FINAL","YES",15,448,449,-1
"14","1412","1412144","1412144-02","02","M","PRELIMINARY","YES",15,448,449,-1
"14","1412","1412144","1412144-03","03","F","FINAL","YES",2,595,595,0
"14","1412","1412144","1412144-03","03","F","PRELIMINARY","YES",2,595,595,0
"14","1412","1412145","1412145-01","01","M","FINAL","YES",4,174,174,0
"14","1412","1412145","1412145-01","01","M","PRELIMINARY","YES",4,174,174,0
"14","1412","1412145","1412145-02","02","F","FINAL","YES",4,149,149,0
"14","1412","1412145","1412145-02","02","F","PRELIMINARY","YES",4,149,149,0
"14","1412","1412146","1412146-01","01","M","FINAL","YES",11,521,568,-47
"14","1412","1412146","1412146-01","01","M","PRELIMINARY","YES",11,521,568,-47
"14","1412","1412146","1412146-02","02","F","FINAL","YES",0,243,18,225
"14","1412","1412146","1412146-02","02","F","PRELIMINARY","YES",0,243,18,225
"14","1412","1412147","1412147-01","01","M","FINAL","YES",14,279,281,-2
"14","1412","1412147","1412147-01","01","M","PRELIMINARY","YES",14,279,281,-2
"14","1412","1412147","1412147-02","02","F","FINAL","YES",21,142,143,-1
"14","1412","1412147","1412147-02","02","F","PRELIMINARY","YES",21,142,143,-1
"14","1412","1412148","1412148-01","01","M","FINAL","YES",3,235,235,0
"14","1412","1412148","1412148-01","01","M","PRELIMINARY","YES",3,235,235,0
"14","1412","1412148","1412148-02","02","F","FINAL","YES",12,193,193,0
"14","1412","1412148","1412148-02","02","F","PRELIMINARY","YES",12,193,193,0
"14","1412","1412149","1412149-01","01","M","FINAL","YES",3,250,250,0
"14","1412","1412149","1412149-01","01","M","PRELIMINARY","YES",3,250,250,0
"14","1412","1412149","1412149-02","02","F","FINAL","YES",9,354,354,0
"14","1412","1412149","1412149-02","02","F","PRELIMINARY","YES",9,354,354,0
"14","1413","1413150","1413150-01","01","M","FINAL","YES",19,579,581,-2
"14","1413","1413150","1413150-01","01","M","PRELIMINARY","YES",19,579,581,-2
"14","1413","1413150","1413150-02","02","M","FINAL","YES",13,589,590,-1
"14","1413","1413150","1413150-02","02","M","PRELIMINARY","YES",13,589,590,-1
"14","1413","1413150","1413150-03","03","F","FINAL","YES",1,518,519,-1
"14","1413","1413150","1413150-03","03","F","PRELIMINARY","YES",1,518,519,-1
"14","1413","1413150","1413150-04","04","F","FINAL","YES",0,562,49,513
"14","1413","1413150","1413150-04","04","F","PRELIMINARY","YES",0,562,49,513
"14","1413","1413151","1413151-01","01","M","FINAL","YES",0,153,153,0
"14","1413","1413151","1413151-01","01","M","PRELIMINARY","YES",0,153,153,0
"14","1413","1413151","1413151-02","02","M","FINAL","YES",0,220,220,0
"14","1413","1413151","1413151-02","02","M","PRELIMINARY","YES",0,220,220,0
"14","1413","1413151","1413151-03","03","M","FINAL","YES",1,186,186,0
"14","1413","1413151","1413151-03","03","M","PRELIMINARY","YES",1,186,186,0
"14","1413","1413151","1413151-04","04","F","FINAL","YES",0,81,81,0
"14","1413","1413151","1413151-04","04","F","PRELIMINARY","YES",0,81,81,0
"14","1413","1413151","1413151-05","05","F","FINAL","YES",1,110,110,0
"14","1413","1413151","1413151-05","05","F","PRELIMINARY","YES",1,110,110,0
"14","1413","1413152","1413152-01","01","M","FINAL","YES",18,573,573,0
"14","1413","1413152","1413152-01","01","M","PRELIMINARY","YES",18,573,573,0
"14","1413","1413152","1413152-02","02","M","FINAL","YES",16,546,546,0
"14","1413","1413152","1413152-02","02","M","PRELIMINARY","YES",16,546,546,0
"14","1413","1413152","1413152-03","03","F","FINAL","YES",21,549,549,0
"14","1413","1413152","1413152-03","03","F","PRELIMINARY","YES",21,549,549,0
"14","1413","1413152","1413152-04","04","F","FINAL","YES",33,379,379,0
"14","1413","1413152","1413152-04","04","F","PRELIMINARY","YES",33,379,379,0
"14","1413","1413153","1413153-01","01","M","FINAL","YES",17,309,309,0
"14","1413","1413153","1413153-01","01","M","PRELIMINARY","YES",17,309,309,0
"14","1413","1413153","1413153-02","02","M","FINAL","YES",0,306,306,0
"14","1413","1413153","1413153-02","02","M","PRELIMINARY","YES",0,306,306,0
"14","1413","1413153","1413153-03","03","F","FINAL","YES",17,228,228,0
"14","1413","1413153","1413153-03","03","F","PRELIMINARY","YES",17,228,228,0
"14","1413","1413153","1413153-04","04","F","FINAL","YES",14,186,186,0
"14","1413","1413153","1413153-04","04","F","PRELIMINARY","YES",14,186,186,0
"14","1413","1413154","1413154-01","01","M","FINAL","NO",0,0,582,-582
"14","1413","1413154","1413154-01","01","M","PRELIMINARY","YES",0,0,582,-582
"14","1413","1413154","1413154-02","02","M","FINAL","YES",0,551,476,75
"14","1413","1413154","1413154-02","02","M","PRELIMINARY","YES",0,551,476,75
"14","1413","1413154","1413154-03","03","F","FINAL","NO",0,0,504,-504
"14","1413","1413154","1413154-03","03","F","PRELIMINARY","YES",0,0,504,-504
"14","1413","1413154","1413154-04","04","F","FINAL","YES",0,585,570,15
"14","1413","1413154","1413154-04","04","F","PRELIMINARY","YES",0,585,570,15
"14","1413","1413155","1413155-01","01","M","FINAL","YES",7,212,212,0
"14","1413","1413155","1413155-01","01","M","PRELIMINARY","YES",7,212,212,0
"14","1413","1413155","1413155-02","02","M","FINAL","YES",4,200,200,0
"14","1413","1413155","1413155-02","02","M","PRELIMINARY","YES",4,200,200,0
"14","1413","1413155","1413155-03","03","F","FINAL","YES",4,270,270,0
"14","1413","1413155","1413155-03","03","F","PRELIMINARY","YES",4,270,270,0
"14","1413","1413156","1413156-01","01","M","FINAL","YES",25,574,574,0
"14","1413","1413156","1413156-01","01","M","PRELIMINARY","YES",25,574,574,0
"14","1413","1413156","1413156-02","02","M","FINAL","YES",12,588,588,0
"14","1413","1413156","1413156-02","02","M","PRELIMINARY","YES",12,588,588,0
"14","1413","1413156","1413156-03","03","F","FINAL","YES",4,594,594,0
"14","1413","1413156","1413156-03","03","F","PRELIMINARY","YES",4,594,594,0
"14","1413","1413157","1413157-01","01","M","FINAL","YES",2,341,342,-1
"14","1413","1413157","1413157-01","01","M","PRELIMINARY","YES",2,341,342,-1
"14","1413","1413157","1413157-02","02","M","FINAL","YES",3,348,348,0
"14","1413","1413157","1413157-02","02","M","PRELIMINARY","YES",3,348,348,0
"14","1413","1413157","1413157-03","03","F","FINAL","NO",36,0,565,-565
"14","1413","1413157","1413157-03","03","F","PRELIMINARY","YES",36,0,565,-565
"14","1413","1413158","1413158-01","01","M","FINAL","YES",20,401,401,0
"14","1413","1413158","1413158-01","01","M","PRELIMINARY","YES",20,401,401,0
"14","1413","1413158","1413158-02","02","M","FINAL","YES",29,471,471,0
"14","1413","1413158","1413158-02","02","M","PRELIMINARY","YES",29,471,471,0
"14","1413","1413158","1413158-03","03","F","FINAL","YES",68,532,532,0
"14","1413","1413158","1413158-03","03","F","PRELIMINARY","YES",68,532,532,0
"14","1413","1413159","1413159-01","01","M","FINAL","YES",15,257,257,0
"14","1413","1413159","1413159-01","01","M","PRELIMINARY","YES",15,257,257,0
"14","1413","1413159","1413159-02","02","F","FINAL","YES",9,285,285,0
"14","1413","1413159","1413159-02","02","F","PRELIMINARY","YES",9,285,285,0
"14","1413","1413160","1413160-01","01","M","FINAL","YES",3,222,222,0
"14","1413","1413160","1413160-01","01","M","PRELIMINARY","YES",3,222,222,0
"14","1413","1413160","1413160-02","02","M","FINAL","YES",4,269,269,0
"14","1413","1413160","1413160-02","02","M","PRELIMINARY","YES",4,269,269,0
"14","1413","1413160","1413160-03","03","F","FINAL","YES",4,91,91,0
"14","1413","1413160","1413160-03","03","F","PRELIMINARY","YES",4,91,91,0
"14","1413","1413160","1413160-04","04","F","FINAL","YES",0,133,133,0
"14","1413","1413160","1413160-04","04","F","PRELIMINARY","YES",0,133,133,0
"14","1413","1413161","1413161-01","01","M","FINAL","YES",8,548,531,17
"14","1413","1413161","1413161-01","01","M","PRELIMINARY","YES",8,548,531,17
"14","1413","1413161","1413161-02","02","M","FINAL","NO",18,0,465,-465
"14","1413","1413161","1413161-02","02","M","PRELIMINARY","YES",18,0,465,-465
"14","1413","1413161","1413161-03","03","F","FINAL","NO",NA,NA,NA,NA
"14","1413","1413161","1413161-03","03","F","PRELIMINARY","NO",NA,NA,NA,NA
"14","1413","1413161","1413161-04","04","F","FINAL","YES",36,245,486,-241
"14","1413","1413161","1413161-04","04","F","PRELIMINARY","YES",36,245,486,-241
"14","1413","1413162","1413162-01","01","M","FINAL","YES",11,440,442,-2
"14","1413","1413162","1413162-01","01","M","PRELIMINARY","YES",11,440,442,-2
"14","1413","1413162","1413162-02","02","F","FINAL","YES",23,260,260,0
"14","1413","1413162","1413162-02","02","F","PRELIMINARY","YES",23,260,260,0
"14","1413","1413163","1413163-01","01","M","FINAL","NO",NA,NA,NA,NA
"14","1413","1413163","1413163-01","01","M","PRELIMINARY","NO",NA,NA,NA,NA
"14","1413","1413163","1413163-02","02","F","FINAL","NO",NA,NA,NA,NA
"14","1413","1413163","1413163-02","02","F","PRELIMINARY","NO",NA,NA,NA,NA
"14","1413","1413164","1413164-01","01","K","FINAL","NO",3,67,67,0
"14","1413","1413164","1413164-01","01","K","PRELIMINARY","NO",3,67,67,0
"14","1413","1413164","1413164-02","02","K","FINAL","NO",2,77,77,0
"14","1413","1413164","1413164-02","02","K","PRELIMINARY","NO",2,77,77,0
"14","1413","1413165","1413165-01","01","M","FINAL","YES",11,587,588,-1
"14","1413","1413165","1413165-01","01","M","PRELIMINARY","YES",11,587,588,-1
"14","1413","1413165","1413165-02","02","F","FINAL","YES",30,559,559,0
"14","1413","1413165","1413165-02","02","F","PRELIMINARY","YES",30,559,559,0
"14","1413","1413166","1413166-01","01","M","FINAL","YES",10,296,296,0
"14","1413","1413166","1413166-01","01","M","PRELIMINARY","YES",10,296,296,0
"14","1413","1413166","1413166-02","02","F","FINAL","YES",8,199,199,0
"14","1413","1413166","1413166-02","02","F","PRELIMINARY","YES",8,199,199,0
"14","1414","1414167","1414167-01","01","M","FINAL","NO",NA,NA,NA,NA
"14","1414","1414167","1414167-01","01","M","PRELIMINARY","NO",NA,NA,NA,NA
"14","1414","1414167","1414167-02","02","F","FINAL","NO",NA,NA,NA,NA
"14","1414","1414167","1414167-02","02","F","PRELIMINARY","NO",NA,NA,NA,NA
"14","1414","1414168","1414168-01","01","M","FINAL","YES",24,427,427,0
"14","1414","1414168","1414168-01","01","M","PRELIMINARY","YES",24,427,427,0
"14","1414","1414168","1414168-02","02","F","FINAL","YES",2,371,371,0
"14","1414","1414168","1414168-02","02","F","PRELIMINARY","YES",2,371,371,0
"14","1414","1414169","1414169-01","01","M","FINAL","YES",18,582,582,0
"14","1414","1414169","1414169-01","01","M","PRELIMINARY","YES",18,582,582,0
"14","1414","1414169","1414169-02","02","F","FINAL","NO",NA,NA,NA,NA
"14","1414","1414169","1414169-02","02","F","PRELIMINARY","NO",NA,NA,NA,NA
"14","1414","1414170","1414170-01","01","M","FINAL","YES",15,466,466,0
"14","1414","1414170","1414170-01","01","M","PRELIMINARY","YES",15,466,466,0
"14","1414","1414170","1414170-02","02","F","FINAL","YES",8,219,219,0
"14","1414","1414170","1414170-02","02","F","PRELIMINARY","YES",8,219,219,0
"14","1414","1414171","1414171-01","01","M","FINAL","YES",21,563,557,6
"14","1414","1414171","1414171-01","01","M","PRELIMINARY","YES",21,563,557,6
