"pc_code","prelim_results_status","province_name","province_code","district_name","district_code","pc_name","pc_location","assessment_status","pc_change_initial_final_plan","vr_prelim","vr_total_removed","vr_removed_spoiled_IDs","vr_removed_no_tazkera","vr_removed_no_DOB","vr_removed_closed_PC","vr_removed_lost_book","vr_removed_duplicates","vr_removed_underage","vr_general_total","vr_general_male","vr_general_fem","vr_final_kuchi","vr_final_sikh","vr_final_all_male","vr_final_all_fem","vr_final_all_total"
"2904088","Not Reporting","FARYAB","29","ALMAR","2904","Jalgaldy Jami Mosque","Jalgaldy","New","no change",3486,88,17,1,28,0,0,5,37,3395,1742,1653,3,0,1743,1655,3398
"2904089","Not Reporting","FARYAB","29","ALMAR","2904","Haji Saeed Ahmad Jami Mosque","Bokhar Qala","Old","no change",3126,142,17,0,25,0,0,15,85,2983,1961,1022,1,0,1962,1022,2984
"2905096","Not Reporting","FARYAB","29","BELCHERAGH","2905","Taghlams Boys School","Taghlams","Old","no change",4200,244,41,0,29,0,0,5,169,3954,2274,1680,2,0,2275,1681,3956
"2905104","Not Reporting","FARYAB","29","BELCHERAGH","2905","Charamgari Boys Secondary School","Charamgari","New","no change",4200,140,26,0,15,0,0,7,92,4058,2330,1728,2,0,2330,1730,4060
"2905105","Not Reporting","FARYAB","29","BELCHERAGH","2905","Markaz Balcharagh Madrasa","Balcharagh","Old","no change",2982,151,70,0,23,0,0,7,51,2831,1613,1218,0,0,1613,1218,2831
"2905106","Not Reporting","FARYAB","29","BELCHERAGH","2905","Kenqol Boys and Girls Secondary School","Kenqol","New","no change",3688,117,19,0,26,0,0,3,69,3570,1745,1825,1,0,1746,1825,3571
"2906115","Not Reporting","FARYAB","29","SHIRINTAGAB","2906","Qazi Qeshlaq Mosque","Qazi Qeshlaq","New","no change",744,51,2,0,18,0,0,27,4,693,237,456,0,0,237,456,693
"2906116","Not Reporting","FARYAB","29","SHIRINTAGAB","2906","Koh Sayaad Girls High School","Koh Sayad Village","Old","no change",1380,163,14,0,41,0,0,88,20,1217,616,601,0,0,616,601,1217
"2907125","Not Reporting","FARYAB","29","QAYSAR","2907","Sayad Borghan Jami Mosque","Sayad Borghan","Not Assessed","no change",1098,70,25,0,13,0,0,1,31,1020,517,503,8,0,524,504,1028
"2907128","Not Reporting","FARYAB","29","QAYSAR","2907","Khwaja Tabjaq School","Khwaja Tabjaq","Not Assessed","no change",3174,70,4,0,33,0,0,3,30,3104,1925,1179,0,0,1925,1179,3104
"2907129","Not Reporting","FARYAB","29","QAYSAR","2907","Sawr Jami Mosque","Sawr","Old","no change",960,42,16,0,11,0,0,2,13,918,555,363,0,0,555,363,918
"2907139","Not Reporting","FARYAB","29","QAYSAR","2907","Berka Jami Mosque","Beraka","Old","no change",2178,80,11,0,13,0,0,17,39,2075,1140,935,23,0,1161,937,2098
"2907141","Not Reporting","FARYAB","29","QAYSAR","2907","Zoriha Primary School","Zoriha","Old","no change",4350,103,14,0,26,0,0,3,60,4244,2375,1869,3,0,2375,1872,4247
"2907143","Not Reporting","FARYAB","29","QAYSAR","2907","Chechakto Primary School","Chechakto","Old","no change",2268,46,12,0,13,0,0,0,21,2222,1881,341,0,0,1881,341,2222
"2907150","Not Reporting","FARYAB","29","QAYSAR","2907","Charshamba Uzbakia Mosque","Charshamba Uzbakia Village","Not Assessed","no change",3960,95,11,0,22,0,0,4,58,3865,2102,1763,0,0,2102,1763,3865
"2907151","Not Reporting","FARYAB","29","QAYSAR","2907","Hazara Qala Chalgazi Boys Primary School","Hazara Qala","Old","no change",2796,52,7,0,12,0,0,1,32,2744,2153,591,0,0,2153,591,2744
"2908167","Not Reporting","FARYAB","29","GURZIWAN","2908","Qala Tardi Girls Primary School","Qala Tordi","Old","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2911202","Not Reporting","FARYAB","29","QARAMQUL","2911","Yosof Mirzayee Girls School","Yosof Mirzayee","Old","no change",1608,48,27,0,7,0,0,2,12,1559,678,881,1,0,678,882,1560
"2911203","Not Reporting","FARYAB","29","QARAMQUL","2911","Aalti Bolak Boys and Girls High School","Aalti Bolak Payan","New","no change",1734,86,68,0,8,0,0,1,9,1646,818,828,2,0,819,829,1648
"2911204","Not Reporting","FARYAB","29","QARAMQUL","2911","Qechaq Secondary School","Qechaq","Old","no change",708,47,33,0,7,0,0,0,7,661,291,370,0,0,291,370,661
"2911205","Not Reporting","FARYAB","29","QARAMQUL","2911","Aalti Bolak Girls High School","Aalti Bolak ","Old","no change",420,56,27,0,20,0,0,0,9,364,0,364,0,0,0,364,364
"2911206","Not Reporting","FARYAB","29","QARAMQUL","2911","Aalti Bolak Bala Primary School","Aalti Bolak Bala","New","no change",1032,48,36,0,0,0,0,1,11,984,383,601,0,0,383,601,984
"2911208","Not Reporting","FARYAB","29","QARAMQUL","2911","Yaka Toot Primary School","Yaka Toot","New","no change",1184,46,24,0,10,0,0,1,11,1138,449,689,0,0,449,689,1138
"2911209","Not Reporting","FARYAB","29","QARAMQUL","2911","Sarban Secondary School","Sarband","Relocated","no change",306,23,20,0,0,0,0,0,3,283,111,172,0,0,111,172,283
"3004094","Not Reporting","HELMAND","30","NAHR SARAJ","3004","Saminar School","Dashte Saminar","New","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3004095","Not Reporting","HELMAND","30","NAHR SARAJ","3004","Abazan School","Abazan School","Old","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3101011","Not Reporting","BADGHIS","31","QALAE NAW","3101","Nadami School"," Nadami","Old","no change",340,72,22,0,2,0,0,43,5,268,232,36,0,0,232,36,268
"3101015","Not Reporting","BADGHIS","31","QALAE NAW","3101","Laman High School"," Laman","Old","no change",774,124,24,0,4,0,0,89,7,650,517,133,0,0,517,133,650
"3103061","Not Reporting","BADGHIS","31","MUQUR","3103","Zad Ali High School"," Zad Ali","Old","no change",22,6,4,0,1,0,0,1,0,16,16,0,0,0,16,0,16
"3104104","Not Reporting","BADGHIS","31","QADEES","3104","Zyarat village Jame Mosque"," Zyarat","Old","no change",642,99,17,0,3,0,0,77,2,543,495,48,0,0,495,48,543
"3106160","Not Reporting","BADGHIS","31","JAWAND","3106","Ghu Kalan village Mosque","Ghu Kalan ","Old","no change",742,137,7,0,35,0,0,79,16,602,438,164,3,0,441,164,605
"3106161","Not Reporting","BADGHIS","31","JAWAND","3106","Kazak village Mosque","Kazak","Old","no change",1139,151,3,0,5,0,0,133,10,988,517,471,0,0,517,471,988
"3106183","Not Reporting","BADGHIS","31","JAWAND","3106","Aab Khor School","Aab Khor ","Not Assessed","no change",1778,279,8,0,44,0,0,205,22,1497,1004,493,2,0,1006,493,1499
"3106186","Not Reporting","BADGHIS","31","JAWAND","3106","Khameen School","Khameen","Not Assessed","no change",2204,302,0,0,31,0,0,248,23,1901,1041,860,1,0,1041,861,1902
"3107193","Not Reporting","BADGHIS","31","GHORMACH","3107","Aabgarmak","Aabgarmak","Not Assessed","no change",4808,3136,23,0,1573,0,0,330,1210,1609,1208,401,63,0,1270,402,1672
"3107195","Not Reporting","BADGHIS","31","GHORMACH","3107","Pabtu village Mosque","Pabtu ","Not Assessed","no change",3617,2081,21,0,1317,0,0,173,570,1516,1062,454,20,0,1071,465,1536
"3107196","Not Reporting","BADGHIS","31","GHORMACH","3107","Maktab Markaz (Center School)","Ghormach","Not Assessed","no change",5378,3284,29,0,1779,0,0,236,1240,1797,1498,299,297,0,1723,371,2094
"3207199","Not Reporting","HERAT","32","KUSHK","3207","Khalifa Rahmat School ","Khalifa Rahmat village ","Old","no change",1086,62,18,0,2,0,0,35,7,1024,551,473,0,0,551,473,1024
"3207200","Not Reporting","HERAT","32","KUSHK","3207","Jafar Baig Kawdani School ","Jafar Baig Kawdani village ","Old","no change",346,17,6,0,1,0,0,7,3,329,197,132,0,0,197,132,329
"3207202","Not Reporting","HERAT","32","KUSHK","3207","Khwajah Noor School","Khwajah Noor village ","Old","no change",1754,83,10,0,17,0,0,43,13,1652,916,736,19,0,925,746,1671
"3207204","Not Reporting","HERAT","32","KUSHK","3207","Lak Lak Khanah School","Lak Lak Khanah ","Old","no change",536,28,10,0,2,0,0,13,3,508,282,226,0,0,282,226,508
"3207213","Not Reporting","HERAT","32","KUSHK","3207","Yaka Toot School","Yaka Toot village ","Not Assessed","no change",1415,69,17,0,14,0,0,31,7,1317,762,555,29,0,780,566,1346
"3207227","Not Reporting","HERAT","32","KUSHK","3207","Alaf Haji Abdul Ahad School","Alaf Haji Abdul Ahad ","New","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3207229","Not Reporting","HERAT","32","KUSHK","3207","Khwajah Sabz Posh School","Khwajah Sabz Posh ","Old","no change",458,22,9,0,2,0,0,7,4,436,398,38,0,0,398,38,436
"3208254","Not Reporting","HERAT","32","GULRAN","3208","Asyab Dew Mosque","Asyab Dew village ","Not Assessed","no change",484,36,12,0,14,0,0,3,7,448,237,211,0,0,237,211,448
"3208256","Not Reporting","HERAT","32","GULRAN","3208","Zerah Gai Kalan School","Zerah Gai Kalan ","Old","no change",762,37,15,0,0,0,0,10,12,724,456,268,1,0,457,268,725
"3208258","Not Reporting","HERAT","32","GULRAN","3208","Buzan Ulya School","Buzan ","Relocated","no change",449,48,29,0,3,0,0,13,3,401,244,157,0,0,244,157,401
"3208260","Not Reporting","HERAT","32","GULRAN","3208","Shakar Aab School","Shakar Aab ","Relocated","no change",137,14,9,0,0,0,0,2,3,123,49,74,0,0,49,74,123
"3208262","Not Reporting","HERAT","32","GULRAN","3208","Sang Kotal Afzal School","Sang Kotal Afzal ","Relocated","no change",560,60,9,0,2,0,0,42,7,500,344,156,0,0,344,156,500
"3208263","Not Reporting","HERAT","32","GULRAN","3208","Khwaja Mohammad Shor Aab Mosque","Khwaja Mohammad Shor Aab","Not Assessed","no change",651,56,3,0,3,0,0,44,6,594,314,280,1,0,314,281,595
"3209272","Not Reporting","HERAT","32","ADRASKAN","3209","Qalla Kharchan Primary School","Kharchan village","Old","no change",90,14,5,0,3,0,0,3,3,76,35,41,0,0,35,41,76
"3212342","Not Reporting","HERAT","32","OBI","3212","Koyan village Mosque","Koyan village ","New","no change",957,44,15,0,8,0,0,14,7,913,711,202,0,0,711,202,913
"3215392","Not Reporting","HERAT","32","FARSI","3215","Haji Bagh Mosque","Haji Bagh ","Not Assessed","no change",846,31,4,0,6,0,0,7,14,815,576,239,0,0,576,239,815
"3215393","Not Reporting","HERAT","32","FARSI","3215","Community Development Council building","Pai Hesar","Not Assessed","no change",1512,107,29,0,16,0,0,18,44,1405,1106,299,0,0,1106,299,1405
"3215396","Not Reporting","HERAT","32","FARSI","3215","Community Development Council building","Safedan village","Not Assessed","no change",594,56,7,0,9,0,0,1,39,538,0,538,0,0,0,538,538
"3301035","Not Reporting","FARAH","33","FARAH","3301","Raj Boys High School","Raj ","Old","no change",24,7,5,0,0,0,0,0,2,17,13,4,0,0,13,4,17
"3301036","Not Reporting","FARAH","33","FARAH","3301","Genahkan Boys High School","Genahkan ","Old","no change",872,61,21,0,4,0,0,29,7,811,454,357,0,0,454,357,811
"3306109","Not Reporting","FARAH","33","BALABLOK","3306","Du Rahi Mosque","Du Rahi ","New","no change",1090,116,0,0,1,0,0,113,2,974,974,0,0,0,974,0,974
"3306123","Not Reporting","FARAH","33","BALABLOK","3306","Nawabad Primary School","Nawabad ","New","no change",596,65,3,0,2,0,0,60,0,531,531,0,0,0,531,0,531
"3311188","Not Reporting","FARAH","33","PURCHAMAN","3311","Qaryah Wal village School","Qaryah Wal ","Old","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3311189","Not Reporting","FARAH","33","PURCHAMAN","3311","Nar Ghar Primary School","Nar Ghar ","Old","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3311190","Not Reporting","FARAH","33","PURCHAMAN","3311","Arghaman School","Arghaman ","Relocated","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3311191","Not Reporting","FARAH","33","PURCHAMAN","3311","Rubat Larwand Primary School ","Rubat Larwand ","Old","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3311192","Not Reporting","FARAH","33","PURCHAMAN","3311","Deh Turkan Mosque","Deh Turkan ","Old","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3311206","Not Reporting","FARAH","33","PURCHAMAN","3311","Kamarak Bala Mosque","Kamarak Bala","Old","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3311224","Not Reporting","FARAH","33","PURCHAMAN","3311","Barfshar Mosque","Barfshar ","Old","no change",45,3,2,0,0,0,0,1,0,42,42,0,0,0,42,0,42
