"province_name","province_code","district_name","district_code","pc_code","pc_name","pc_location","assessment_status","pc_change_initial_final_plan","vr_prelim","vr_total_removed","vr_removed_spoiled_IDs","vr_removed_no_tazkera","vr_removed_no_DOB","vr_removed_closed_PC","vr_removed_lost_book","vr_removed_duplicates","vr_removed_underage","vr_general_total","vr_general_male","vr_general_fem","vr_final_kuchi","vr_final_sikh","vr_final_all_male","vr_final_all_fem","vr_final_all_total"
"BALKH","21","CHEMTAL","2108","2108158"," Bargah School"," Bargai Turkmanyah village","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALKH","21","CHEMTAL","2108","2108159"," Maktab Awal Imam Saheb School"," Imam Sahib Awal village","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALKH","21","CHEMTAL","2108","2108160"," Maktab Doum Imam Saheb School"," Imam Sahib 2 village","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALKH","21","CHEMTAL","2108","2108161"," Pasham Qalla School"," Pashma Qalla village","Old","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALKH","21","CHEMTAL","2108","2108162"," Qaryah e Naw, Shahr Balouch Mosque"," Nowshahr Balouch","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALKH","21","CHEMTAL","2108","2108163"," Naw Shahre Alizai Mosque"," Nowshahr Alizai village","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALKH","21","CHEMTAL","2108","2108164"," Naw Shar Aliza Mosque"," Alizaii village","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALKH","21","CHEMTAL","2108","2108165"," Nawshar Balouch Mosque"," Nowshar Balouch village","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALKH","21","CHEMTAL","2108","2108166"," Arab Mazari School"," Arab Mazari village","Old","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALKH","21","CHEMTAL","2108","2108167"," Asyab Gurg School"," Asyab Gurg village","Old","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALKH","21","CHEMTAL","2108","2108168"," Qalla Razaq School"," Qalla Razaq village","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALKH","21","CHEMTAL","2108","2108169"," Jar Qalla School"," Jangal village","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALKH","21","CHEMTAL","2108","2108170"," Jangal Girls High School"," Jangal village","Relocated","no change",1368,57,22,0,8,0,0,5,22,1311,795,516,0,0,795,516,1311
"BALKH","21","CHEMTAL","2108","2108171"," Bye Taimoor Clinic"," Bye Temoor village","Old","no change",990,47,32,0,8,0,0,1,6,939,574,365,4,0,577,366,943
"BALKH","21","CHEMTAL","2108","2108172"," New building of the District Admin Office"," District Center","Relocated","no change",954,55,33,0,7,0,0,12,3,898,493,405,1,0,494,405,899
"BALKH","21","CHEMTAL","2108","2108173"," Palo Zolai School"," Palo Zolai village","Old","no change",1674,52,18,0,15,0,0,5,14,1621,875,746,1,0,875,747,1622
"BALKH","21","CHEMTAL","2108","2108174"," Chemtal School"," Chemtal village","Old","no change",2058,46,18,0,10,0,0,4,14,1814,1056,758,198,0,1199,813,2012
"BALKH","21","CHEMTAL","2108","2108175"," Sar Asyab Boys High School"," Sar Asyab village","Old","no change",2406,57,28,0,13,0,0,0,16,2347,1304,1043,2,0,1306,1043,2349
"BALKH","21","CHEMTAL","2108","2108176"," Mir Qasim Jan School"," Mir Qasem Jan village","Old","no change",2088,54,29,0,12,0,0,3,10,2034,1127,907,0,0,1127,907,2034
"BALKH","21","CHEMTAL","2108","2108177"," Rubat School"," Rubat village","Old","no change",3816,53,20,0,11,0,0,12,10,3763,2051,1712,0,0,2051,1712,3763
"BALKH","21","DAWLATABAD","2109","2109178"," Rabia Balkhi School"," Dawlat Abad Center","Old","no change",2874,81,31,0,10,0,0,12,28,2786,1580,1206,7,0,1581,1212,2793
"BALKH","21","DAWLATABAD","2109","2109179"," Abu Nasr Faryabi High School"," Dawlat Abad Center","Old","no change",960,42,21,0,3,0,0,3,15,918,568,350,0,0,568,350,918
"BALKH","21","DAWLATABAD","2109","2109180"," Char Bagh Sayedan School"," Chahar Bagh Sayedan village","Old","no change",1050,63,49,0,4,0,0,1,9,987,466,521,0,0,466,521,987
"BALKH","21","DAWLATABAD","2109","2109181","Hayatan School "," Hayatan village","Old","no change",834,32,10,0,7,0,0,2,13,802,423,379,0,0,423,379,802
"BALKH","21","DAWLATABAD","2109","2109182"," Taligak School"," Taligak village","Old","no change",558,26,24,0,0,0,0,0,2,531,332,199,1,0,333,199,532
"BALKH","21","DAWLATABAD","2109","2109183"," Qarshigak Clinic"," Qarshigak village","Old","no change",2058,49,15,0,18,0,0,3,13,2009,850,1159,0,0,850,1159,2009
"BALKH","21","DAWLATABAD","2109","2109184"," Farukh Abad School"," Farukh Abad village","Old","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALKH","21","DAWLATABAD","2109","2109185"," Anwari School"," Qazan village","Old","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALKH","21","DAWLATABAD","2109","2109186"," Dilbarjeen School"," Dilbar Jeen village","Relocated","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALKH","21","DAWLATABAD","2109","2109187"," Murad Bakhsh Wali Secondary School"," Deh Daraz","Old","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALKH","21","DAWLATABAD","2109","2109188"," Chahi School"," Chahi village","Old","no change",30,5,5,0,0,0,0,0,0,25,22,3,0,0,22,3,25
"BALKH","21","DAWLATABAD","2109","2109189"," Saderabad School"," Sader Abad","Old","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALKH","21","DAWLATABAD","2109","2109190"," Bedu School"," Beedu village","Old","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALKH","21","DAWLATABAD","2109","2109191"," Khwalah Bachgan School"," Khowala Bachgan village","Old","no change",1122,38,20,0,6,0,0,2,10,1084,639,445,0,0,639,445,1084
"BALKH","21","DAWLATABAD","2109","2109192"," Ilhaqyah Baghshor School"," Baghshor village","Relocated","no change",564,29,19,0,2,0,0,6,2,535,252,283,0,0,252,283,535
"BALKH","21","DAWLATABAD","2109","2109193"," Bye Mashad School"," Bye Mashhad village","Old","no change",864,42,30,0,2,0,0,10,0,822,412,410,0,0,412,410,822
"BALKH","21","DAWLATABAD","2109","2109194"," Afghania Jame Mosque"," Bye Mashhad Afghania","Old","no change",600,16,8,0,7,0,0,0,1,583,583,0,1,0,584,0,584
"BALKH","21","DAWLATABAD","2109","2109195"," Hashimabad watani School"," Hashim Abad Watani village","Relocated","no change",222,10,8,0,1,0,0,0,1,211,172,39,1,0,173,39,212
"BALKH","21","DAWLATABAD","2109","2109196"," Nakhcheerabad School"," Nakhcheer Abad village","Old","no change",708,72,29,0,4,0,0,0,39,636,367,269,0,0,367,269,636
"BALKH","21","DAWLATABAD","2109","2109197"," Surkh Gunbad School"," Surkh Gunbad village","Old","no change",840,51,19,0,6,0,0,1,25,789,351,438,0,0,351,438,789
"BALKH","21","DAWLATABAD","2109","2109198"," Zadyan School"," Zadyan village","Old","no change",702,13,13,0,0,0,0,0,0,689,378,311,0,0,378,311,689
"BALKH","21","DAWLATABAD","2109","2109199"," Shingal School"," Shingal Abad village","Old","no change",468,13,7,0,2,0,0,1,3,455,291,164,0,0,291,164,455
"BALKH","21","DAWLATABAD","2109","2109200"," Anas Waezi School"," Qara Ghajalah village","Old","no change",985,55,31,0,6,0,0,0,18,930,403,527,0,0,403,527,930
"BALKH","21","DAWLATABAD","2109","2109201"," Mawlana Waezi Boys High School"," Qara Ghajalah village","Old","no change",1320,44,22,0,10,0,0,0,12,1276,588,688,0,0,588,688,1276
"BALKH","21","DAWLATABAD","2109","2109202"," Shakh Mugheelan School"," Shakh Mugheelan village","Old","no change",558,37,30,0,4,0,0,2,1,521,252,269,0,0,252,269,521
"BALKH","21","DAWLATABAD","2109","2109203"," Khairabad School"," Khair Abad village","Old","no change",684,23,16,0,4,0,0,0,3,661,423,238,0,0,423,238,661
"BALKH","21","KHULM","2110","2110204"," Pohand Abdul Rouf Khulmi High School"," Seerat","Old","no change",798,24,13,0,4,0,0,2,5,774,433,341,0,0,433,341,774
"BALKH","21","KHULM","2110","2110205"," Tangi School"," Haji Karim village","Old","no change",1014,188,11,0,170,0,0,4,3,826,485,341,0,0,485,341,826
"BALKH","21","KHULM","2110","2110206"," Khulm Hospital"," Markaz Khulm, Guzar Aabdar","Old","no change",2214,71,27,0,6,0,0,14,24,2143,1422,721,0,0,1422,721,2143
"BALKH","21","KHULM","2110","2110207"," Khwajah Burhan Boys School"," Sarhang village","Old","no change",3054,107,19,0,31,0,0,5,52,2945,1537,1408,2,0,1537,1410,2947
"BALKH","21","KHULM","2110","2110208"," Mahasthi High School"," Dewardegi village","Old","no change",1961,41,16,0,7,0,0,7,11,1920,664,1256,0,0,664,1256,1920
"BALKH","21","KHULM","2110","2110209"," Khulm Boys High School"," Aabdar, Markaz Khulm village","Old","no change",2550,65,27,0,10,0,0,19,9,2484,1811,673,1,0,1811,674,2485
"BALKH","21","KHULM","2110","2110210"," Shaheed Ahmad Shah Masoud High School"," Amin Hussain village","Old","no change",2034,49,20,0,4,0,0,7,18,1985,953,1032,0,0,953,1032,1985
"BALKH","21","KHULM","2110","2110211"," Nahid Shaheed School"," Tayebah Shiekhi Afghania (Laghmani)","Old","no change",930,28,10,0,8,0,0,2,8,902,375,527,0,0,375,527,902
"BALKH","21","KHULM","2110","2110212"," Mirza Shams School"," Mirza Shams village","Old","no change",1098,32,15,0,3,0,0,4,10,1065,536,529,1,0,536,530,1066
"BALKH","21","KHULM","2110","2110213"," Haji Ali Clinic"," Haji Ali village","Old","no change",522,12,8,0,0,0,0,1,3,510,268,242,0,0,268,242,510
"BALKH","21","KHULM","2110","2110214"," Sayad Boys School"," Sayad village","Old","no change",1002,13,9,0,2,0,0,1,1,988,481,507,1,0,481,508,989
"BALKH","21","KHULM","2110","2110215"," Yangi Areeq School"," Yangi Areeq village","Old","no change",355,9,7,0,2,0,0,0,0,346,247,99,0,0,247,99,346
"BALKH","21","KHULM","2110","2110216"," Khushtoot Secondary School"," Khushtoot village","Old","no change",156,10,4,0,5,0,0,0,1,146,84,62,0,0,84,62,146
"BALKH","21","KHULM","2110","2110217"," Ghazi Abad Secondary School"," Ghazi Abad village","Old","no change",372,49,14,0,2,0,0,2,31,323,168,155,0,0,168,155,323
"BALKH","21","KHULM","2110","2110218"," Nahid Shaheed Secondary School"," Salozai village","Old","no change",390,16,11,0,0,0,0,3,2,374,184,190,0,0,184,190,374
"BALKH","21","KHULM","2110","2110219"," Deh Hasan School"," Deh Hassan village","Old","no change",996,23,16,0,0,0,0,1,6,973,456,517,0,0,456,517,973
"BALKH","21","KHULM","2110","2110220"," Deh Wardah village Mosque"," Deh Wardah village","Relocated","no change",186,26,10,0,16,0,0,0,0,160,111,49,0,0,111,49,160
"BALKH","21","KHULM","2110","2110221"," Awaljtu Secondary School"," Owljatu village","Old","no change",876,18,4,0,5,0,0,2,7,857,363,494,1,0,363,495,858
"BALKH","21","CHARBOLAK","2111","2111222"," Yalman School"," Yalman village","Old","no change",2616,87,22,0,18,0,0,12,35,2231,1180,1051,298,0,1369,1160,2529
"BALKH","21","CHARBOLAK","2111","2111223"," Aliabad School"," Ali Abad village","Old","no change",720,29,11,0,1,0,0,2,15,691,494,197,0,0,494,197,691
"BALKH","21","CHARBOLAK","2111","2111224"," Nawai Kot School"," Nawai Kot (Yangareeq) village","Old","no change",12,10,10,0,0,0,0,0,0,2,1,1,0,0,1,1,2
"BALKH","21","CHARBOLAK","2111","2111225"," Suryan village Jame Mosque"," Soryan village","Old","no change",1134,103,3,0,14,0,0,76,10,1031,740,291,0,0,740,291,1031
"BALKH","21","CHARBOLAK","2111","2111226"," Qazi Farouq Shaheed School"," Arzankar village","Old","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALKH","21","CHARBOLAK","2111","2111227"," Mohammad Zahir Ba Ba e Millat School"," Naward Zagzig village","Relocated","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALKH","21","CHARBOLAK","2111","2111228"," Zeegzag School"," Zagzig village","Relocated","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALKH","21","CHARBOLAK","2111","2111229"," Salar Tapah Mosque"," Salar Tepah village","Relocated","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALKH","21","CHARBOLAK","2111","2111230"," Beest Paikal School"," Beest Paikal village","Old","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALKH","21","CHARBOLAK","2111","2111231"," Chobah School"," Chobah village","Old","no change",72,47,7,0,39,0,0,0,1,25,9,16,0,0,9,16,25
"BALKH","21","CHARBOLAK","2111","2111232"," Hamid Ba Ba School"," Teemorak village","Old","no change",1482,70,16,0,16,0,0,0,38,1412,1064,348,0,0,1064,348,1412
"BALKH","21","CHARBOLAK","2111","2111233"," Badaee Balkhi School"," Teemorak village","Old","no change",186,18,10,0,2,0,0,0,6,168,132,36,0,0,132,36,168
"BALKH","21","CHARBOLAK","2111","2111234"," Abu Shukoor Balkhi School"," Aaq Tepah","Old","no change",996,60,32,0,4,0,0,4,20,936,501,435,0,0,501,435,936
"BALKH","21","CHARBOLAK","2111","2111235"," Sikandar Khil Zhangoorah School"," Zhangoorah e Watani","Old","no change",1134,22,10,0,4,0,0,2,6,1109,659,450,3,0,662,450,1112
"BALKH","21","CHARBOLAK","2111","2111236"," Tannah School"," Tannah village","Old","no change",1968,28,12,0,5,0,0,5,6,1940,1235,705,0,0,1235,705,1940
"BALKH","21","CHARBOLAK","2111","2111237"," Mullah Shaheen village Mosque"," Mulla Shaheen village","Old","no change",1800,179,4,0,14,0,0,7,154,994,412,582,627,0,1039,582,1621
"BALKH","21","CHARBOLAK","2111","2111238"," Development Council Building"," Zhangoorah Maawen Zaman village","Old","no change",1194,255,6,2,122,0,0,10,115,863,352,511,76,0,373,566,939
"BALKH","21","CHARBOLAK","2111","2111239"," District Building"," District Center, Chaharbolak ","Old","no change",1908,191,24,0,116,0,0,5,46,1716,971,745,1,0,972,745,1717
"BALKH","21","CHARBOLAK","2111","2111240"," Education Directorate"," Chaharbolak Center","Old","no change",906,35,8,0,7,0,0,8,12,871,490,381,0,0,490,381,871
"BALKH","21","CHARBOLAK","2111","2111241"," Shiekh Tash Taimoor School"," Shiekh Tash Temoor village","Old","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALKH","21","CHARBOLAK","2111","2111242"," Aadenah Jame Mosque"," Aadenah village Mosque","Old","no change",612,28,8,0,5,0,0,3,12,584,364,220,0,0,364,220,584
"BALKH","21","CHARBOLAK","2111","2111243"," Arnagha School"," Arnagha village","Old","no change",1110,70,15,0,9,0,0,5,41,1039,663,376,1,0,664,376,1040
"BALKH","21","CHARBOLAK","2111","2111244"," Dilbarjeen School"," Dilbarjeen village","Old","no change",618,27,9,0,6,0,0,2,10,591,354,237,0,0,354,237,591
"BALKH","21","CHARBOLAK","2111","2111245"," Rahmat Abad School"," Rahmat Abad village","Old","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALKH","21","CHARBOLAK","2111","2111246"," Mangoli School"," Mangoolo village","Old","no change",354,17,9,0,1,0,0,1,6,337,263,74,0,0,263,74,337
"BALKH","21","CHARBOLAK","2111","2111247"," Ahmad Abad School"," Ahmad Abad village","Old","no change",414,21,9,0,1,0,0,0,11,393,299,94,0,0,299,94,393
"BALKH","21","CHARBOLAK","2111","2111248"," Khwajah Roshnayee School"," Khwajah Roshnayee village","Old","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALKH","21","CHARBOLAK","2111","2111249"," Boorluk School"," Borlok village","Old","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALKH","21","CHARBOLAK","2111","2111250"," Dahanaw School"," Dehnaw village","Old","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALKH","21","CHARBOLAK","2111","2111251"," Sal Barun School"," Sal Barun village","Old","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALKH","21","SHORTEPA","2112","2112252"," Islam Sufla Clinic"," Islam Sufla village","Relocated","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALKH","21","SHORTEPA","2112","2112253"," Islam Ulya School"," Islam Ulya village","Old","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALKH","21","SHORTEPA","2112","2112254"," Dali School"," Dali village ","Old","no change",726,30,14,0,4,0,0,0,12,696,690,6,0,0,690,6,696
"BALKH","21","SHORTEPA","2112","2112255"," Shor Ariq School"," Shor Areq village","Old","no change",948,92,15,0,3,0,0,0,74,856,856,0,0,0,856,0,856
"BALKH","21","SHORTEPA","2112","2112256"," Bozariq School"," Bozareq village","Old","no change",834,59,43,0,2,0,0,0,14,775,711,64,0,0,711,64,775
"BALKH","21","SHORTEPA","2112","2112257"," Ab Jafar School"," Joi Wakeel village","Old","no change",1944,45,15,0,11,0,0,0,19,1899,1695,204,0,0,1695,204,1899
"BALKH","21","SHORTEPA","2112","2112258"," Behbod School"," Sarpetah village","New","no change",390,24,17,0,2,0,0,0,5,365,295,70,1,0,295,71,366
"BALKH","21","SHORTEPA","2112","2112259"," Tashguzar School"," Qarah Hazarah Toqi","Old","no change",2550,183,39,0,20,0,0,2,122,2367,1344,1023,0,0,1344,1023,2367
"BALKH","21","SHORTEPA","2112","2112260"," Aranji Basheerli School"," Sayed Abad Kamah Guzar","Relocated","no change",1068,26,11,0,6,0,0,0,9,1042,599,443,0,0,599,443,1042
"BALKH","21","SHORTEPA","2112","2112261"," Jeertan School"," Jeertan village","Old","no change",1416,52,19,0,16,0,0,2,15,1364,940,424,0,0,940,424,1364
"BALKH","21","KALDAR","2113","2113262"," Sarcha Primary School"," Sar Chah Hairatan","New","no change",396,18,12,0,5,0,0,0,1,378,247,131,0,0,247,131,378
"BALKH","21","KALDAR","2113","2113263"," Naser Khesraw  Girls High School"," Shahrak Hairatan","Old","no change",1380,39,16,0,10,0,0,2,11,1341,893,448,0,0,893,448,1341
"BALKH","21","KALDAR","2113","2113264"," Tassesat Secondary School"," Shahrak Hairatan Facilities","New","no change",912,19,13,0,3,0,0,0,3,893,525,368,0,0,525,368,893
"BALKH","21","KALDAR","2113","2113265"," Tuzlaq Secondary School"," Tuzlaq village","Old","no change",930,15,8,0,3,0,0,0,4,915,449,466,0,0,449,466,915
"BALKH","21","KALDAR","2113","2113266"," Aregh Ayaq Secondary School"," Aregh Ayaq village","New","no change",744,31,10,0,13,0,0,0,8,712,264,448,1,0,264,449,713
"BALKH","21","KALDAR","2113","2113267"," Joi Jadeed Secondary School"," Joi Jadeed village","Old","no change",636,20,12,0,3,0,0,0,5,616,485,131,0,0,485,131,616
"BALKH","21","KALDAR","2113","2113268"," Qaran Toqi School"," Qarn Toqi village","Old","no change",726,18,13,0,0,0,0,0,5,705,401,304,3,0,404,304,708
"BALKH","21","KALDAR","2113","2113269"," Kaldar District Center High School"," Qarah Jah village","Relocated","no change",726,17,10,0,6,0,0,0,1,708,590,118,1,0,590,119,709
"BALKH","21","KALDAR","2113","2113270"," Bozaarekh Secondary School"," Boz Aarekh village","Old","no change",948,92,17,0,71,0,0,1,3,856,613,243,0,0,613,243,856
"BALKH","21","KALDAR","2113","2113271"," Taza Areegh Jame Mosque"," Tazah Aarekh village","Relocated","no change",684,23,14,0,4,0,0,0,5,661,366,295,0,0,366,295,661
"BALKH","21","KALDAR","2113","2113272"," Kuhnah Kaldar village Secondary School"," Kuhnah Kaldar village","Old","no change",576,24,14,0,3,0,0,0,7,552,399,153,0,0,399,153,552
"BALKH","21","KUSHENDEH","2114","2114273"," Kushindah Bala School"," Kushindah Bala village","Old","no change",1850,58,11,1,14,0,0,3,29,1790,949,841,2,0,951,841,1792
"BALKH","21","KUSHENDEH","2114","2114274"," Kushindah Bala Girls School"," Kushindah Bala village","Relocated","no change",906,19,6,0,4,0,0,0,9,887,530,357,0,0,530,357,887
"BALKH","21","KUSHENDEH","2114","2114275"," Kushindah Payan School"," Kushindah Payan village","Old","no change",1788,41,10,0,7,0,0,0,24,1747,838,909,0,0,838,909,1747
"BALKH","21","KUSHENDEH","2114","2114276"," Qushum Sai Mosque"," Qushumsai Bala village","Old","no change",546,55,16,0,4,0,0,0,35,491,284,207,0,0,284,207,491
"BALKH","21","KUSHENDEH","2114","2114277"," Markaz Ijtemai (Social Center)"," Aqcha Gorah Bala","New","no change",288,32,23,0,2,0,0,0,7,256,171,85,0,0,171,85,256
"BALKH","21","KUSHENDEH","2114","2114278"," Chashma e Lalmi Mosque"," Chashma Lalmi village","New","no change",1410,56,7,0,14,0,0,3,32,1354,542,812,0,0,542,812,1354
"BALKH","21","KUSHENDEH","2114","2114279"," Aaq Kupruk School"," Markaz Aaq Koprok","Old","no change",2670,65,12,0,11,0,0,30,12,2603,1175,1428,2,0,1175,1430,2605
"BALKH","21","KUSHENDEH","2114","2114280"," Chashma Sawal School"," Chashmah Sawal village","New","no change",234,12,8,0,0,0,0,0,4,222,115,107,0,0,115,107,222
"BALKH","21","KUSHENDEH","2114","2114281"," Bam Pusht School"," Bam Pusht village","Relocated","no change",594,19,10,0,2,0,0,0,7,575,258,317,0,0,258,317,575
"BALKH","21","KUSHENDEH","2114","2114282"," Qaryah e Soukhtah School"," Soukhtah village","Old","no change",960,70,36,0,7,0,0,1,26,888,419,469,2,0,419,471,890
"BALKH","21","KUSHENDEH","2114","2114283"," Sarab School"," Sarab village","Old","no change",1350,49,24,0,11,0,0,0,14,1301,624,677,0,0,624,677,1301
"BALKH","21","KUSHENDEH","2114","2114284"," Chakanah Payan School"," Chakanah Payeen village","Old","no change",756,8,4,0,0,0,0,0,4,747,594,153,1,0,595,153,748
"BALKH","21","KUSHENDEH","2114","2114285"," Qurbye SehDarakht School"," Qarah Bye village","Relocated","no change",577,21,7,0,5,0,0,0,9,556,366,190,0,0,366,190,556
"BALKH","21","KUSHENDEH","2114","2114286"," Abi Hurairah School"," Qubai Hawz village","New","no change",276,19,12,0,2,0,0,0,5,257,132,125,0,0,132,125,257
"BALKH","21","KUSHENDEH","2114","2114287"," Khwajah Surkh School"," Charkh Aab Gharb Darya village","New","no change",691,20,3,0,1,0,0,0,16,671,428,243,0,0,428,243,671
"BALKH","21","KUSHENDEH","2114","2114288"," Tonj School"," Tonj village","Old","no change",864,36,21,0,7,0,0,3,5,828,466,362,0,0,466,362,828
"BALKH","21","KUSHENDEH","2114","2114289"," Pestah Mazar Mosque"," Pestah Mazar village","New","no change",276,17,11,0,1,0,0,3,2,259,204,55,0,0,204,55,259
"BALKH","21","KUSHENDEH","2114","2114290"," Karam Shahi Mosque"," Karam Shahi village","Old","no change",385,11,8,0,0,0,0,0,3,374,299,75,0,0,299,75,374
"BALKH","21","KUSHENDEH","2114","2114291"," Chakanah Bala School"," Chakanah Bala village","Old","no change",972,22,8,0,6,0,0,0,8,949,823,126,1,0,824,126,950
"BALKH","21","KUSHENDEH","2114","2114292"," Wakhushk School"," Wakhushk village","Old","no change",1434,40,9,0,17,0,0,3,11,1393,963,430,1,0,964,430,1394
"BALKH","21","KUSHENDEH","2114","2114293"," Yarghan School"," Yarghan village","Old","no change",1518,44,9,0,9,0,0,1,25,1473,1069,404,1,0,1070,404,1474
"BALKH","21","KUSHENDEH","2114","2114294"," Shiekh Sar Darah School"," Shiekh Sar Darah village","Relocated","no change",1104,154,11,0,14,0,0,0,129,950,483,467,0,0,483,467,950
"BALKH","21","ZARI","2115","2115295"," Bayah School"," Bayah village","Not Assessed","no change",1453,53,17,0,10,0,0,10,16,1397,985,412,3,0,987,413,1400
"BALKH","21","ZARI","2115","2115296"," Khatimul Anbya High School"," Bam Shakh village","Old","no change",1800,118,48,0,13,0,0,10,47,1681,1135,546,1,0,1136,546,1682
"BALKH","21","ZARI","2115","2115297"," Imam Hasan School"," Murghzar village","Old","no change",1770,81,25,0,5,0,0,5,46,1689,1131,558,0,0,1131,558,1689
"BALKH","21","ZARI","2115","2115298"," Abu Zar Ghafari School"," Khair Abad village","Old","no change",3180,85,31,0,22,0,0,7,25,3094,2164,930,1,0,2164,931,3095
"BALKH","21","ZARI","2115","2115299"," Khwajah Roshnayee School"," Khyabak village","Old","no change",2334,129,33,0,17,0,0,14,65,2204,1723,481,1,0,1723,482,2205
"BALKH","21","ZARI","2115","2115300"," Bazar Kuhnah School"," Bazar Kuhnah Hamrukh village","Old","no change",2394,109,28,0,22,0,0,6,53,2285,1148,1137,0,0,1148,1137,2285
"BALKH","21","ZARI","2115","2115301"," Bakhtgan Mosque"," Bakhtgan village","Old","no change",1008,62,15,0,3,0,0,3,41,946,533,413,0,0,533,413,946
"BALKH","21","ZARI","2115","2115302"," Imam Mahdi School"," Dasht Qaduq village","Relocated","no change",1800,81,4,1,7,0,0,6,63,1718,562,1156,1,0,563,1156,1719
"BALKH","21","ZARI","2115","2115303"," Abdulgan Secondary School"," Bani Gu village","Old","no change",2670,50,12,0,11,0,0,3,24,2620,1701,919,0,0,1701,919,2620
"BALKH","21","ZARI","2115","2115304"," Mahal Mujtame Shura (Shura Gathering place)"," Folad village","Relocated","no change",2400,67,19,0,11,0,0,5,32,2331,1756,575,2,0,1757,576,2333
"BALKH","21","ZARI","2115","2115305"," Chuqurak School"," Chuqurak village","Old","no change",936,132,57,0,22,0,0,4,49,804,417,387,0,0,417,387,804
"BALKH","21","ZARI","2115","2115306"," Kalan Balouch Mosque"," Qeshlaq Kalan Balouch","Old","no change",642,27,18,0,1,0,0,3,5,615,255,360,0,0,255,360,615
"BALKH","21","ZARI","2115","2115307"," Rashkan Mosque"," Rashkan","New","no change",138,14,8,0,1,0,0,0,5,124,83,41,0,0,83,41,124
"BALKH","21","ZARI","2115","2115308"," Aylaqia Girls School"," Billand Areegh village","Old","no change",936,80,25,0,3,0,0,2,50,856,433,423,0,0,433,423,856
