"pc_code","prelim_results_status","province_name","province_code","district_name","district_code","pc_name","pc_location","assessment_status","pc_change_initial_final_plan","vr_prelim","vr_total_removed","vr_removed_spoiled_IDs","vr_removed_no_tazkera","vr_removed_no_DOB","vr_removed_closed_PC","vr_removed_lost_book","vr_removed_duplicates","vr_removed_underage","vr_general_total","vr_general_male","vr_general_fem","vr_final_kuchi","vr_final_sikh","vr_final_all_male","vr_final_all_fem","vr_final_all_total"
"2708137","Reporting","KANDAHAR","27","ARGHESTAN","2708"," Ameen Qalla School"," Amin Qalla","Old","dropped",688,44,6,0,2,0,0,4,32,642,640,2,2,0,642,2,644
"2711163","Reporting","KANDAHAR","27","SPENBOLDAK","2711"," Baz Mohammad School ","Nawai Kalai village","Relocated","dropped",4043,209,9,0,31,0,0,119,50,3794,3412,382,40,0,3445,389,3834
"2711166","Reporting","KANDAHAR","27","SPENBOLDAK","2711"," Haji Raziq School "," Boldak Wesh","Relocated","dropped",5988,354,2,0,23,0,0,160,169,5498,4412,1086,136,0,4547,1087,5634
"2711167","Reporting","KANDAHAR","27","SPENBOLDAK","2711"," Imam Abu Haneefah School "," Bilal Abad","Relocated","dropped",3458,276,26,0,47,0,0,109,94,3178,2780,398,4,0,2783,399,3182
"2711168","Reporting","KANDAHAR","27","SPENBOLDAK","2711"," Ghazi Abdullah Khan High School"," Speen Boldak","Old","dropped",4525,234,47,0,33,0,0,51,103,4156,3767,389,135,0,3901,390,4291
"2711169","Reporting","KANDAHAR","27","SPENBOLDAK","2711"," Haji Shah Mahmoud School "," Boldak Bazar","Relocated","dropped",4586,235,4,0,15,0,0,166,50,4315,3809,506,36,0,3845,506,4351
"2711170","Reporting","KANDAHAR","27","SPENBOLDAK","2711"," Nawabad School "," Speen Boldak","Relocated","dropped",4651,328,15,0,28,0,0,144,141,4180,3800,380,143,0,3943,380,4323
"2711171","Reporting","KANDAHAR","27","SPENBOLDAK","2711"," Nemat School "," Speen Boldak","Old","dropped",2807,165,18,0,20,0,0,75,52,2514,2430,84,128,0,2558,84,2642
"2711172","Reporting","KANDAHAR","27","SPENBOLDAK","2711"," Sayed Wali School "," Haji Afzal village ","Old","dropped",4338,3032,26,0,2954,0,0,24,28,1176,1107,69,130,0,1232,74,1306
"2711173","Reporting","KANDAHAR","27","SPENBOLDAK","2711"," Haji Basir School "," Speen Boldak","Relocated","dropped",4480,354,34,0,47,0,0,82,191,3820,3372,448,306,0,3667,459,4126
"2718224","Reporting","KANDAHAR","27","TAKHTAPUL","2718"," Ghat Maktab School"," Mohmand Khan village","Old","dropped",1208,216,28,0,9,0,0,158,21,992,602,390,0,0,602,390,992
"2718225","Reporting","KANDAHAR","27","TAKHTAPUL","2718"," Hasan zai School"," Hasanzee","Old","dropped",365,46,5,0,4,0,0,32,5,319,278,41,0,0,278,41,319
