"pc_code","prelim_results_status","province_name","province_code","district_name","district_code","pc_name","pc_location","assessment_status","pc_change_initial_final_plan","vr_prelim","vr_total_removed","vr_removed_spoiled_IDs","vr_removed_no_tazkera","vr_removed_no_DOB","vr_removed_closed_PC","vr_removed_lost_book","vr_removed_duplicates","vr_removed_underage","vr_general_total","vr_general_male","vr_general_fem","vr_final_kuchi","vr_final_sikh","vr_final_all_male","vr_final_all_fem","vr_final_all_total"
"2101019","Reporting","BALKH","21","MAZARE SHARIF","2101"," Sayed Ismael Balkhi School"," Nahia 5","Old","no change",6661,231,91,0,59,0,0,24,57,6426,3090,3336,4,0,3091,3339,6430
"2101020","Reporting","BALKH","21","MAZARE SHARIF","2101"," Nahar Toup"," Nahia 5, Mazar Municipality","Old","no change",3228,134,46,0,38,0,0,19,31,3092,1498,1594,2,0,1498,1596,3094
"2101021","Reporting","BALKH","21","MAZARE SHARIF","2101"," Yulmarb Uzbakiah School"," Nahia 5, Mazar Municipality","Old","no change",822,41,26,0,0,0,0,3,12,781,403,378,0,0,403,378,781
"2101022","Reporting","BALKH","21","MAZARE SHARIF","2101"," Roshana Balkhi School"," Nahia 5, Mazar Municipality","Old","no change",1824,65,20,0,10,0,0,6,29,1751,846,905,8,0,850,909,1759
"2101023","Reporting","BALKH","21","MAZARE SHARIF","2101"," Gowhar Khatoon High School"," Nahia 5, Guzar Darbar","Old","no change",1530,53,20,0,11,0,0,10,12,1477,751,726,0,0,751,726,1477
"2101024","Reporting","BALKH","21","MAZARE SHARIF","2101"," Isteqlal High School"," Nahia 5","Old","no change",3276,90,43,0,15,0,0,16,16,3185,2199,986,1,0,2200,986,3186
"2101025","Reporting","BALKH","21","MAZARE SHARIF","2101"," Shiekh Shahab School"," Nahia 6, Mazar Municipality","Old","no change",2232,28,12,0,5,0,0,5,6,2203,1089,1114,1,0,1090,1114,2204
"2101026","Reporting","BALKH","21","MAZARE SHARIF","2101"," Oil and Gas Institute"," Oil and Gas Institute, Nahia 6","Old","no change",1998,60,13,0,21,0,0,17,9,1936,1582,354,2,0,1584,354,1938
"2101027","Reporting","BALKH","21","MAZARE SHARIF","2101"," Ghulam Rasoul Sanayee School"," Guzar Qasab ha, Nahia 6, Mazar Municipality","Old","no change",1992,55,4,0,16,0,0,14,21,1937,1257,680,0,0,1257,680,1937
"2101028","Reporting","BALKH","21","MAZARE SHARIF","2101"," Ustad Jahid School"," Kartah Sulh, Nahia 7","Old","no change",1422,39,24,0,7,0,0,0,8,1383,906,477,0,0,906,477,1383
"2101029","Reporting","BALKH","21","MAZARE SHARIF","2101"," Daqeeqi Balkhi High School"," Kartah Daqeeqi Balkhi, Nahia 7","Old","no change",2616,56,19,0,8,0,0,13,16,2558,1466,1092,2,0,1467,1093,2560
"2101030","Reporting","BALKH","21","MAZARE SHARIF","2101"," Turabi School"," Kartah Amani, Nahia 7, Mazar Municipality","Old","no change",1908,40,21,0,7,0,0,7,5,1771,818,953,97,0,837,1031,1868
"2101031","Reporting","BALKH","21","MAZARE SHARIF","2101"," Khurasan Girls School"," Kartah Khurasan, Nahia 7, Municipality","Old","no change",6672,135,8,0,45,0,0,18,64,6393,3082,3311,144,0,3122,3415,6537
"2101032","Reporting","BALKH","21","MAZARE SHARIF","2101"," Maqsoodullah Shaheed School"," Nahia 7, Mazar Municipality","Old","no change",1302,42,23,0,4,0,0,7,8,1256,675,581,4,0,679,581,1260
"2101033","Reporting","BALKH","21","MAZARE SHARIF","2101"," Shaheed Abdul Ali Mazari School"," Sayed Abad, Nahia 7, Mazar Municipality","Old","no change",2934,47,6,0,19,0,0,7,15,2885,1502,1383,2,0,1503,1384,2887
"2101034","Reporting","BALKH","21","MAZARE SHARIF","2101"," Bukhdi Boys Secondary School"," Nahia 8, Mazar Municipality","Old","no change",2124,51,12,0,21,0,0,9,9,2073,1015,1058,0,0,1015,1058,2073
"2101035","Reporting","BALKH","21","MAZARE SHARIF","2101"," Hedayatullah Naqshbandi School"," Kart e Naw, Bahar, Nahia 8","Old","no change",2724,102,28,0,16,0,0,5,53,2617,1291,1326,5,0,1292,1330,2622
"2101036","Reporting","BALKH","21","MAZARE SHARIF","2101"," Noor Khuda School"," Nahia 8, Mazar Municipality","Old","no change",4146,89,26,0,35,0,0,17,11,4034,2012,2022,23,0,2015,2042,4057
"2101037","Reporting","BALKH","21","MAZARE SHARIF","2101"," Balkh Bastan High School"," Balkh Bastan","New","no change",3540,128,44,0,45,0,0,15,24,3409,1571,1838,3,0,1572,1840,3412
"2101038","Reporting","BALKH","21","MAZARE SHARIF","2101"," Dawlat Abad Awal School"," Nahia 9","New","no change",732,35,22,0,1,0,0,2,10,697,390,307,0,0,390,307,697
"2101039","Reporting","BALKH","21","MAZARE SHARIF","2101"," Sayed Yahya Omeri School"," Nahia 9, Mazar Municipality","Old","no change",1830,32,10,0,4,0,0,9,9,1798,968,830,0,0,968,830,1798
"2101040","Reporting","BALKH","21","MAZARE SHARIF","2101"," Nawbahar School"," Kart e Nawshad, Nahia 9, Mazar Municipality","Old","no change",2604,42,12,0,5,0,0,11,14,2547,1064,1483,15,0,1070,1492,2562
"2101041","Reporting","BALKH","21","MAZARE SHARIF","2101"," Mahdiah School"," Kart e Jafaria, Nahia 9","Old","no change",1212,20,10,0,1,0,0,6,3,1192,620,572,0,0,620,572,1192
"2101042","Reporting","BALKH","21","MAZARE SHARIF","2101"," Ghazi Amanullah High School"," Nahia 9, Mazar Municipality","Old","no change",1980,51,23,0,7,0,0,9,12,1926,1033,893,3,0,1033,896,1929
"2101043","Reporting","BALKH","21","MAZARE SHARIF","2101"," Abdul Hafiz Jalili Primary School"," Nahia 9","New","no change",312,16,15,0,0,0,0,0,1,294,176,118,2,0,178,118,296
"2101044","Reporting","BALKH","21","MAZARE SHARIF","2101"," Hilaludin Balkhi School"," Nahia 6, Mazar Municipality","Old","no change",2478,56,10,0,19,0,0,15,12,2422,1116,1306,0,0,1116,1306,2422
"2101045","Reporting","BALKH","21","MAZARE SHARIF","2101"," Abdul Qader Khulmi Secondary School"," Nahia 10","Old","no change",2856,73,21,0,9,0,0,33,10,2780,1106,1674,3,0,1107,1676,2783
"2101046","Reporting","BALKH","21","MAZARE SHARIF","2101"," Ustad Wejdan High School"," Nahia 10, Mazar Municipality, Kart e Aryana","Old","no change",2970,72,16,0,29,0,0,9,18,2897,1528,1369,1,0,1528,1370,2898
"2101047","Reporting","BALKH","21","MAZARE SHARIF","2101"," Shaheed Abdul Ali Mazari School no. 2"," Guzar Ali Chopan, Nahia 10, Mazar Municipality","Old","no change",3030,172,47,0,24,0,0,23,78,2855,1392,1463,3,0,1392,1466,2858
"2101048","Reporting","BALKH","21","MAZARE SHARIF","2101"," Sejadiah High School no. 1"," Kartah Sajadia no. 1","New","no change",3666,74,10,0,23,0,0,16,25,3592,1631,1961,0,0,1631,1961,3592
"2101049","Reporting","BALKH","21","MAZARE SHARIF","2101"," Abu Rehan Alberouni Secondary School","Kartah Sajadia no. 2","New","no change",1926,38,24,0,7,0,0,3,4,1888,927,961,0,0,927,961,1888
"2101050","Reporting","BALKH","21","MAZARE SHARIF","2101"," Ali Chopan High School"," Ali Chopan village, Nahia 10","Old","no change",2256,76,30,0,20,0,0,15,11,2178,1219,959,2,0,1219,961,2180
"2102051","Reporting","BALKH","21","NAHR SHAHI","2102"," Ali Sena Balkhi Primary School"," Seena village ","Old","no change",3750,117,34,0,53,0,0,14,16,3631,1763,1868,2,0,1765,1868,3633
"2102052","Reporting","BALKH","21","NAHR SHAHI","2102"," Qalla Qul Mohammad School"," Qul Mohammad village","Old","no change",1380,29,14,0,7,0,0,1,7,1349,738,611,2,0,739,612,1351
"2102053","Reporting","BALKH","21","NAHR SHAHI","2102"," Ali Abad High School"," Ali Abad","New","no change",6840,206,49,0,34,0,0,19,104,6631,3747,2884,3,0,3747,2887,6634
"2102054","Reporting","BALKH","21","NAHR SHAHI","2102"," Rah e Marefat High School"," Sakhi Camp","New","no change",3113,80,18,0,13,0,0,15,34,3033,1446,1587,0,0,1446,1587,3033
"2102056","Reporting","BALKH","21","NAHR SHAHI","2102"," Syah Gerd School"," Syah Gerd village","Old","no change",1458,32,14,0,8,0,0,2,8,1426,878,548,0,0,878,548,1426
"2102057","Reporting","BALKH","21","NAHR SHAHI","2102"," Shahrak Turkmaniah School"," Turkmania Shahrak","Old","no change",2250,87,15,0,54,0,0,0,18,2124,1313,811,39,0,1352,811,2163
"2102058","Reporting","BALKH","21","NAHR SHAHI","2102"," Abul Mati Balkhi School"," Takhtah Pul village","Old","no change",2979,70,47,0,6,0,0,8,9,2909,1374,1535,0,0,1374,1535,2909
"2102059","Reporting","BALKH","21","NAHR SHAHI","2102"," Mohammad Yousuf Khairkhwah High School"," Qalla Aajari village","Old","no change",5022,115,28,0,35,0,0,5,47,4876,2542,2334,31,0,2559,2348,4907
"2102060","Reporting","BALKH","21","NAHR SHAHI","2102"," Shadyan High School"," Shadyan village","Relocated","no change",1218,36,17,0,6,0,0,1,12,1182,572,610,0,0,572,610,1182
"2103061","Reporting","BALKH","21","DEHDADI","2103"," Hazrat Abu Baker Sdeique Mosque"," Hamdard project","New","no change",912,32,17,0,3,0,0,2,10,879,453,426,1,0,454,426,880
"2103062","Reporting","BALKH","21","DEHDADI","2103"," Ustad Zabiullah Shaheed High School"," Sherabad Ulya","Old","no change",1398,52,21,0,1,0,0,0,30,1345,708,637,1,0,708,638,1346
"2103063","Reporting","BALKH","21","DEHDADI","2103"," Abu Zaid School"," Sherabad Sufla","Relocated","no change",3498,101,40,0,17,0,0,6,38,3396,1917,1479,1,0,1918,1479,3397
"2103064","Reporting","BALKH","21","DEHDADI","2103"," Shiekh Samaruddin Shahab School"," Dehdadai Sherabad","Old","no change",2892,49,23,0,9,0,0,8,9,2841,1588,1253,2,0,1589,1254,2843
"2103065","Reporting","BALKH","21","DEHDADI","2103"," Chehel Gazi School"," Chehel Gazi village","Old","no change",2028,45,11,0,22,0,0,3,9,1983,1151,832,0,0,1151,832,1983
"2103066","Reporting","BALKH","21","DEHDADI","2103"," Dehsawar High School"," Qul Temoor village","New","no change",1116,48,8,0,0,0,0,0,40,1066,587,479,2,0,589,479,1068
"2103067","Reporting","BALKH","21","DEHDADI","2103"," Ka Ka Kot School"," Ka Ka Kot village","Old","no change",1152,21,10,0,3,0,0,0,8,1131,582,549,0,0,582,549,1131
"2103068","Reporting","BALKH","21","DEHDADI","2103"," Bi Bi Zainab School"," Code wa Barq Famili ha","Old","no change",3156,93,50,0,24,0,0,8,11,3060,1642,1418,3,0,1643,1420,3063
"2103069","Reporting","BALKH","21","DEHDADI","2103"," Tokhtah School"," Tokhtah village","Old","no change",1776,42,11,0,8,0,0,4,19,1734,956,778,0,0,956,778,1734
"2103070","Reporting","BALKH","21","DEHDADI","2103"," Saleh Mohammad School"," Pusht Bagh","Old","no change",1823,35,13,0,8,0,0,8,6,1785,988,797,3,0,990,798,1788
"2103071","Reporting","BALKH","21","DEHDADI","2103"," Qalla e Jangi Girls High School"," Qalla Jangi village","Old","no change",816,35,18,0,6,0,0,1,10,779,298,481,2,0,298,483,781
"2103072","Reporting","BALKH","21","DEHDADI","2103"," Shiekh Abad School"," Shiekh Abad village","Old","no change",876,27,10,0,3,0,0,2,12,848,434,414,1,0,434,415,849
"2103073","Reporting","BALKH","21","DEHDADI","2103"," Shaheed Balkhi High School","Markaz Dehdadi","Old","no change",1686,101,31,0,28,0,0,26,16,1585,1033,552,0,0,1033,552,1585
"2103074","Reporting","BALKH","21","DEHDADI","2103"," Ghulam Mohammad Shaheed School"," Pul Babu village","Old","no change",1584,57,23,0,3,0,0,5,26,1526,1045,481,1,0,1046,481,1527
"2103075","Reporting","BALKH","21","DEHDADI","2103"," Abida Balkhi School"," Pul Babu","Old","no change",3241,111,23,0,25,0,0,22,41,3127,1708,1419,3,0,1708,1422,3130
"2104076","Reporting","BALKH","21","CHARKENT","2104"," Shor Bulaq School"," Shor Bulaq village","Old","no change",1248,36,8,0,3,0,0,6,19,1212,1059,153,0,0,1059,153,1212
"2104077","Reporting","BALKH","21","CHARKENT","2104"," Tandurak School"," Tandoorak village","Relocated","no change",660,21,8,0,2,0,0,1,10,639,466,173,0,0,466,173,639
"2104078","Reporting","BALKH","21","CHARKENT","2104"," Nanwayee School"," Nanwayee village","Old","no change",2894,106,27,0,10,0,0,29,40,2785,1454,1331,3,0,1454,1334,2788
"2104079","Reporting","BALKH","21","CHARKENT","2104"," Safid Chashmah School"," Safid Chashma village","Old","no change",750,35,13,0,3,0,0,1,18,715,384,331,0,0,384,331,715
"2104080","Reporting","BALKH","21","CHARKENT","2104"," Shar Shar Sufla School"," Shar Shar village","Old","no change",498,36,4,0,3,0,0,0,29,462,0,462,0,0,0,462,462
"2104081","Reporting","BALKH","21","CHARKENT","2104"," Yakah Tal School"," Yakah Tal village","Old","no change",630,23,8,0,1,0,0,4,10,607,336,271,0,0,336,271,607
"2104082","Reporting","BALKH","21","CHARKENT","2104"," Shah Enjeer School"," Shah Enjeer village","Old","no change",636,23,9,0,1,0,0,1,12,613,341,272,0,0,341,272,613
"2104083","Reporting","BALKH","21","CHARKENT","2104"," Owzom Chah School"," Owzam Chah village","Old","no change",595,26,8,0,5,0,0,2,11,568,330,238,1,0,331,238,569
"2104084","Reporting","BALKH","21","CHARKENT","2104"," Kuhnah Jar Madrassah"," Mir Haji Qarah Ghaj ","Old","no change",1866,50,19,0,9,0,0,7,15,1814,1313,501,2,0,1315,501,1816
"2104085","Reporting","BALKH","21","CHARKENT","2104"," Mir Haji School"," Qaleem Qaq Mir Haji village","Old","no change",3558,131,40,0,30,0,0,13,48,3425,2300,1125,2,0,2301,1126,3427
"2104086","Reporting","BALKH","21","CHARKENT","2104"," Khwajah Bandi School"," Khwajah Bandi village","Old","no change",1800,128,2,0,7,0,0,100,19,1671,1116,555,1,0,1117,555,1672
"2104087","Reporting","BALKH","21","CHARKENT","2104"," Pas Qadooq School"," Pas Quduq village","Old","no change",3834,182,9,0,20,0,0,126,27,3652,2287,1365,0,0,2287,1365,3652
"2104088","Reporting","BALKH","21","CHARKENT","2104"," Jan Bulaq School"," Jan Bulaq village","Old","no change",1800,70,5,0,18,0,0,20,27,1730,1169,561,0,0,1169,561,1730
"2105089","Reporting","BALKH","21","MARMUL","2105"," Abu Esmat High School"," Lab Joi village","Old","no change",4350,104,19,0,18,0,0,49,18,4243,2469,1774,3,0,2469,1777,4246
"2105090","Reporting","BALKH","21","MARMUL","2105"," Marmul Lab Sai Girls High School"," Pestah Qaleech village","Old","no change",3252,61,7,0,15,0,0,17,22,3191,1679,1512,0,0,1679,1512,3191
"2105091","Reporting","BALKH","21","MARMUL","2105"," Parwaz School"," Parwaz Ulya village","Old","no change",1788,59,4,0,37,0,0,8,10,1727,1141,586,2,0,1141,588,1729
"2106092","Reporting","BALKH","21","BALKH","2106"," Nawbahar High School","District Center","Relocated","no change",2958,51,26,0,12,0,0,3,10,2852,1943,909,55,0,1984,923,2907
"2106093","Reporting","BALKH","21","BALKH","2106"," Fareedah Girls High School","District Center","Old","no change",3168,47,15,0,9,0,0,15,8,3035,1356,1679,86,0,1386,1735,3121
"2106094","Reporting","BALKH","21","BALKH","2106"," Amir Mohammad Tokhi School"," Rubat village","Old","no change",1080,32,28,0,1,0,0,1,2,1045,320,725,3,0,320,728,1048
"2106095","Reporting","BALKH","21","BALKH","2106"," Haji Kot School"," Haji Kot village","Old","no change",1645,31,24,0,4,0,0,1,2,1611,856,755,3,0,858,756,1614
"2106096","Reporting","BALKH","21","BALKH","2106"," Deragai School"," Hewad village","Old","no change",1362,27,17,0,6,0,0,0,4,1189,574,615,146,0,685,650,1335
"2106097","Reporting","BALKH","21","BALKH","2106"," Bahauddin School"," Bahauddin village","Old","no change",1692,35,17,0,7,0,0,3,8,1526,870,656,131,0,948,709,1657
"2106098","Reporting","BALKH","21","BALKH","2106"," Arghon School"," Arghun village","Old","no change",636,33,18,0,4,0,0,1,10,600,344,256,3,0,347,256,603
"2106099","Reporting","BALKH","21","BALKH","2106"," Colambo School"," Colombo village","Old","no change",2220,34,12,0,4,0,0,2,16,1483,849,634,703,0,1454,732,2186
"2106100","Reporting","BALKH","21","BALKH","2106"," Bar Mazyat School"," Bar Mazeet village","Old","no change",1686,27,12,0,5,0,0,2,8,1638,726,912,21,0,747,912,1659
"2106101","Reporting","BALKH","21","BALKH","2106"," Dewali Maidan School"," Dewali Maidan village","Old","no change",1026,19,13,0,2,0,0,0,4,1007,438,569,0,0,438,569,1007
"2106102","Reporting","BALKH","21","BALKH","2106"," Baghshor Secondary School"," Shahab village","Relocated","no change",972,14,9,0,2,0,0,2,1,538,344,194,420,0,714,244,958
"2106103","Reporting","BALKH","21","BALKH","2106"," Mohmandan School"," Mohmandan village","Old","no change",3486,42,24,0,4,0,0,5,9,3118,1697,1421,326,0,1988,1456,3444
"2106108","Reporting","BALKH","21","BALKH","2106"," Kata Khil School"," Kata Khil","Old","no change",1398,46,24,0,10,0,0,6,6,802,464,338,550,0,788,564,1352
"2106109","Reporting","BALKH","21","BALKH","2106"," Speen Kot School"," Qalacha village","Old","no change",1230,15,10,0,1,0,0,1,3,1215,640,575,0,0,640,575,1215
"2106110","Reporting","BALKH","21","BALKH","2106"," Char Bagh Gulshan School"," Shinkai village","Old","no change",1764,48,31,0,5,0,0,1,11,1640,972,668,76,0,990,726,1716
"2106112","Reporting","BALKH","21","BALKH","2106"," Shaheed Rahmatullah School","Alam Khil","Old","no change",1863,39,22,0,4,0,0,4,9,1806,1034,772,18,0,1044,780,1824
"2106113","Reporting","BALKH","21","BALKH","2106"," Chahar Sang Boys School"," Chahar Sang","Old","no change",1783,18,14,0,2,0,0,1,1,1763,821,942,2,0,823,942,1765
"2106114","Reporting","BALKH","21","BALKH","2106"," Dehrazi School"," Dehrazi village","Old","no change",1164,28,21,0,3,0,0,2,2,1136,610,526,0,0,610,526,1136
"2106115","Reporting","BALKH","21","BALKH","2106"," Hesarak Girls School"," Hesarak village","Old","no change",1169,29,19,0,3,0,0,1,6,1140,599,541,0,0,599,541,1140
"2106116","Reporting","BALKH","21","BALKH","2106"," Samar Qandyan Girls School"," Samarqandyan village","Old","no change",2444,32,13,0,8,0,0,3,8,2409,1299,1110,3,0,1300,1112,2412
"2106117","Reporting","BALKH","21","BALKH","2106"," Owf Melak School"," Awf Maleek village","Old","no change",828,13,10,0,2,0,0,0,1,810,420,390,5,0,423,392,815
"2106118","Reporting","BALKH","21","BALKH","2106"," Keshkak School"," Keshkak village","Old","no change",2772,26,10,0,7,0,0,5,4,2740,1398,1342,6,0,1404,1342,2746
"2107119","Reporting","BALKH","21","SHOLGARA","2107"," Mawlana Abdul Rouf Jami School"," Qadeem village","Relocated","no change",2460,36,16,0,8,0,0,7,5,2230,881,1349,194,0,955,1469,2424
"2107120","Reporting","BALKH","21","SHOLGARA","2107"," Qadeem High School"," Qadeem village","Old","no change",3942,123,25,0,54,0,0,12,32,3813,1895,1918,6,0,1895,1924,3819
"2107121","Reporting","BALKH","21","SHOLGARA","2107"," Tajik School"," Tajik village","Old","no change",1194,61,10,0,9,0,0,5,37,1133,498,635,0,0,498,635,1133
"2107122","Reporting","BALKH","21","SHOLGARA","2107"," Ae Latan School"," Ae Latan village","Old","no change",1158,51,31,0,9,0,0,0,11,1100,463,637,7,0,468,639,1107
"2107123","Reporting","BALKH","21","SHOLGARA","2107"," Imam Abu Hanifah Mosque"," Khwajaj Sikander village","Relocated","no change",732,30,11,0,3,0,0,4,12,685,270,415,17,0,286,416,702
"2107124","Reporting","BALKH","21","SHOLGARA","2107"," Sayed Jamaluddin Afghani High School"," Rahim Sarkhil village","Old","no change",1770,48,28,0,5,0,0,2,13,1722,730,992,0,0,730,992,1722
"2107125","Reporting","BALKH","21","SHOLGARA","2107"," Zawar ha Mosque"," Zwar ha village","Old","no change",1847,62,10,0,5,0,0,11,36,1785,765,1020,0,0,765,1020,1785
"2107126","Reporting","BALKH","21","SHOLGARA","2107"," Bi Bi Maryam School"," Sar Asyab village","Old","no change",1782,54,28,0,18,0,0,3,5,1726,763,963,2,0,763,965,1728
"2107127","Reporting","BALKH","21","SHOLGARA","2107"," Ahmad Al Khuzrowayah School"," Ba Ba Ewaz village","Old","no change",2202,42,9,0,10,0,0,3,20,2158,993,1165,2,0,993,1167,2160
"2107128","Reporting","BALKH","21","SHOLGARA","2107"," Haji Nazar Takya Khanahh"," Haji Nazar village","Relocated","no change",713,25,8,0,3,0,0,2,12,688,342,346,0,0,342,346,688
"2107129","Reporting","BALKH","21","SHOLGARA","2107"," Bi Bi Amenah School"," Qorbaqa khanah village","Old","no change",1710,34,16,0,10,0,0,3,5,1676,695,981,0,0,695,981,1676
"2107130","Reporting","BALKH","21","SHOLGARA","2107"," Agha Jan Takya Khanahh"," Agha Jan village","Relocated","no change",828,27,12,0,7,0,0,1,7,801,379,422,0,0,379,422,801
"2107131","Reporting","BALKH","21","SHOLGARA","2107"," Syab School"," Syab village","Old","no change",1854,77,17,0,15,0,0,2,43,1760,989,771,17,0,1004,773,1777
"2107132","Reporting","BALKH","21","SHOLGARA","2107"," Qaland Khalili School"," Qaland Khalili village","Old","no change",1596,40,25,0,3,0,0,0,12,1556,668,888,0,0,668,888,1556
"2107133","Reporting","BALKH","21","SHOLGARA","2107"," Bagh Pahlawan High School"," Pahlawan Bagh","Old","no change",2868,114,14,0,22,0,0,65,13,2646,1436,1210,108,0,1493,1261,2754
"2107134","Reporting","BALKH","21","SHOLGARA","2107"," Aster Kot School"," Aster Kot village","Old","no change",1920,44,17,0,10,0,0,6,11,1752,1001,751,124,0,1076,800,1876
"2107135","Reporting","BALKH","21","SHOLGARA","2107"," Paikan Darah School"," Paikan Darah village","Old","no change",2898,62,16,0,26,0,0,4,16,2836,1710,1126,0,0,1710,1126,2836
"2107136","Reporting","BALKH","21","SHOLGARA","2107"," Rahmat Abad School"," Rahmat Abad village","Old","no change",1704,134,3,0,16,0,0,3,112,1570,1070,500,0,0,1070,500,1570
"2107137","Reporting","BALKH","21","SHOLGARA","2107"," Agahar Sai Mosque"," Aghar Sai village","Old","no change",1020,396,6,0,268,0,0,1,121,624,483,141,0,0,483,141,624
"2107138","Reporting","BALKH","21","SHOLGARA","2107"," Qaq Lu Sai School"," Qaq Lu Sai village","Old","no change",894,31,12,0,6,0,0,1,12,862,503,359,1,0,503,360,863
"2107139","Reporting","BALKH","21","SHOLGARA","2107"," Aaqcha Dalan Takya Khanahh"," Aqcha Dalan village","Old","no change",2124,56,16,0,7,0,0,28,5,2068,1091,977,0,0,1091,977,2068
"2107140","Reporting","BALKH","21","SHOLGARA","2107"," Dalan Secondary School"," Dalan village","Old","no change",720,20,12,0,1,0,0,2,5,700,362,338,0,0,362,338,700
"2107141","Reporting","BALKH","21","SHOLGARA","2107"," Shorchah Mosque"," Shorcha village","Old","no change",852,22,10,0,6,0,0,0,6,596,397,199,234,0,534,296,830
"2107142","Reporting","BALKH","21","SHOLGARA","2107"," Charkhab School"," Charkhab village","Old","no change",636,17,7,0,1,0,0,8,1,617,275,342,2,0,277,342,619
"2107143","Reporting","BALKH","21","SHOLGARA","2107"," Pul e Barq School"," Pul Barq village","Old","no change",2484,84,11,0,19,0,0,36,18,2393,1424,969,7,0,1429,971,2400
"2107144","Reporting","BALKH","21","SHOLGARA","2107"," Qazal Kant School"," Qazal Kant village","Old","no change",762,22,15,0,4,0,0,0,3,740,363,377,0,0,363,377,740
"2107145","Reporting","BALKH","21","SHOLGARA","2107"," Naw Qeshlaq Mosque"," Naw Qeshlaq village","Old","no change",360,14,4,0,1,0,0,1,8,346,203,143,0,0,203,143,346
"2107146","Reporting","BALKH","21","SHOLGARA","2107"," Janeetu School"," Janeetu village","Old","no change",1674,45,18,0,4,0,0,0,23,1629,868,761,0,0,868,761,1629
"2107148","Reporting","BALKH","21","SHOLGARA","2107"," Keecha Qazal School"," Qeshlaq Kuhnah","Old","no change",756,21,6,0,0,0,0,0,15,735,324,411,0,0,324,411,735
"2107149","Reporting","BALKH","21","SHOLGARA","2107"," Tabyaq School"," Tabyaq village","Old","no change",1338,18,6,0,5,0,0,2,5,1315,612,703,5,0,617,703,1320
"2107150","Reporting","BALKH","21","SHOLGARA","2107"," Tabyaq School"," Kangoori village","Old","no change",606,16,9,0,1,0,0,0,6,589,248,341,1,0,248,342,590
"2107315","Reporting","BALKH","21","SHOLGARA","2107","Wimahot School","Wimahot",NA,"added",2502,30,3,0,10,0,0,6,11,2472,1187,1285,0,0,1187,1285,2472
"2108171","Reporting","BALKH","21","CHEMTAL","2108"," Bye Taimoor Clinic"," Bye Temoor village","Old","no change",990,47,32,0,8,0,0,1,6,939,574,365,4,0,577,366,943
"2108172","Reporting","BALKH","21","CHEMTAL","2108"," New building of the District Admin Office"," District Center","Relocated","no change",954,55,33,0,7,0,0,12,3,898,493,405,1,0,494,405,899
"2108173","Reporting","BALKH","21","CHEMTAL","2108"," Palo Zolai School"," Palo Zolai village","Old","no change",1674,52,18,0,15,0,0,5,14,1621,875,746,1,0,875,747,1622
"2108174","Reporting","BALKH","21","CHEMTAL","2108"," Chemtal School"," Chemtal village","Old","no change",2058,46,18,0,10,0,0,4,14,1814,1056,758,198,0,1199,813,2012
"2108175","Reporting","BALKH","21","CHEMTAL","2108"," Sar Asyab Boys High School"," Sar Asyab village","Old","no change",2406,57,28,0,13,0,0,0,16,2347,1304,1043,2,0,1306,1043,2349
"2108176","Reporting","BALKH","21","CHEMTAL","2108"," Mir Qasim Jan School"," Mir Qasem Jan village","Old","no change",2088,54,29,0,12,0,0,3,10,2034,1127,907,0,0,1127,907,2034
"2108177","Reporting","BALKH","21","CHEMTAL","2108"," Rubat School"," Rubat village","Old","no change",3816,53,20,0,11,0,0,12,10,3763,2051,1712,0,0,2051,1712,3763
"2109178","Reporting","BALKH","21","DAWLATABAD","2109"," Rabia Balkhi School"," Dawlat Abad Center","Old","no change",2874,81,31,0,10,0,0,12,28,2786,1580,1206,7,0,1581,1212,2793
"2109179","Reporting","BALKH","21","DAWLATABAD","2109"," Abu Nasr Faryabi High School"," Dawlat Abad Center","Old","no change",960,42,21,0,3,0,0,3,15,918,568,350,0,0,568,350,918
"2109180","Reporting","BALKH","21","DAWLATABAD","2109"," Char Bagh Sayedan School"," Chahar Bagh Sayedan village","Old","no change",1050,63,49,0,4,0,0,1,9,987,466,521,0,0,466,521,987
"2109181","Reporting","BALKH","21","DAWLATABAD","2109","Hayatan School "," Hayatan village","Old","no change",834,32,10,0,7,0,0,2,13,802,423,379,0,0,423,379,802
"2109182","Reporting","BALKH","21","DAWLATABAD","2109"," Taligak School"," Taligak village","Old","no change",558,26,24,0,0,0,0,0,2,531,332,199,1,0,333,199,532
"2109183","Reporting","BALKH","21","DAWLATABAD","2109"," Qarshigak Clinic"," Qarshigak village","Old","no change",2058,49,15,0,18,0,0,3,13,2009,850,1159,0,0,850,1159,2009
"2109192","Reporting","BALKH","21","DAWLATABAD","2109"," Ilhaqyah Baghshor School"," Baghshor village","Relocated","no change",564,29,19,0,2,0,0,6,2,535,252,283,0,0,252,283,535
"2109193","Reporting","BALKH","21","DAWLATABAD","2109"," Bye Mashad School"," Bye Mashhad village","Old","no change",864,42,30,0,2,0,0,10,0,822,412,410,0,0,412,410,822
"2109195","Reporting","BALKH","21","DAWLATABAD","2109"," Hashimabad watani School"," Hashim Abad Watani village","Relocated","no change",222,10,8,0,1,0,0,0,1,211,172,39,1,0,173,39,212
"2109196","Reporting","BALKH","21","DAWLATABAD","2109"," Nakhcheerabad School"," Nakhcheer Abad village","Old","no change",708,72,29,0,4,0,0,0,39,636,367,269,0,0,367,269,636
