"province_code","province_name_eng","district_code","district_name_eng","district_or_subdivision_name","provincial_capital","pc_code","pc_name_eng","pc_location","ps_count","prelim_results_status","assessment_status","pc_change_initial_final_plan","vr_prelim","vr_total_removed","vr_removed_spoiled_IDs","vr_removed_no_tazkera","vr_removed_no_DOB","vr_removed_closed_PC","vr_removed_lost_book","vr_removed_duplicates","vr_removed_underage","vr_general_total","vr_general_male","vr_general_fem","vr_final_kuchi","vr_final_sikh","vr_final_all_male","vr_final_all_fem","vr_final_all_total"
"17","BADAKHSHAN","1726","KERAN WA MENJAN","KERAN WA MENJAN","NO","1726300","Shahi Pari School","Shah Pari",2,"Reporting","Not Assessed","no change",1225,369,31,0,10,0,0,184,144,854,546,308,2,0,548,308,856
"17","BADAKHSHAN","1726","KERAN WA MENJAN","KERAN WA MENJAN","NO","1726301","Shahran Clinic","Shahran",2,"Reporting","Not Assessed","no change",520,127,14,0,1,0,0,83,29,393,263,130,0,0,263,130,393
"17","BADAKHSHAN","1726","KERAN WA MENJAN","KERAN WA MENJAN","NO","1726302","Lajor Sho School","Lajor Sho",2,"Reporting","Old","no change",345,80,13,0,4,0,0,55,8,265,224,41,0,0,224,41,265
"17","BADAKHSHAN","1727","DARWAZ BALA (NESAY)","DARWAZ BALA (NESAY)","NO","1727303","Sar Joy High School","Sar Joy",2,"Reporting","New","no change",686,100,1,0,2,0,0,67,30,586,260,326,0,0,260,326,586
"17","BADAKHSHAN","1727","DARWAZ BALA (NESAY)","DARWAZ BALA (NESAY)","NO","1727304","Maggi School","Maggi",2,"Reporting","Old","no change",619,87,6,0,15,0,0,16,50,530,253,277,2,0,255,277,532
"17","BADAKHSHAN","1727","DARWAZ BALA (NESAY)","DARWAZ BALA (NESAY)","NO","1727305","Mah-gi Jaway School","Mah-gi Jaway",2,"Reporting","Old","no change",437,84,8,0,0,0,0,49,27,353,172,181,0,0,172,181,353
"17","BADAKHSHAN","1727","DARWAZ BALA (NESAY)","DARWAZ BALA (NESAY)","NO","1727306","Kharkad School","Kharkad",2,"Reporting","Old","no change",624,150,13,0,1,0,0,86,50,474,221,253,0,0,221,253,474
"17","BADAKHSHAN","1727","DARWAZ BALA (NESAY)","DARWAZ BALA (NESAY)","NO","1727307","Sari Pul School","Sari Pul",2,"Reporting","Old","no change",1226,192,2,2,7,0,0,153,28,1034,515,519,0,0,515,519,1034
"17","BADAKHSHAN","1727","DARWAZ BALA (NESAY)","DARWAZ BALA (NESAY)","NO","1727308","Aaron School","Aaron",2,"Reporting","Old","no change",811,163,6,0,8,0,0,136,13,648,366,282,0,0,366,282,648
"17","BADAKHSHAN","1727","DARWAZ BALA (NESAY)","DARWAZ BALA (NESAY)","NO","1727309","Do Aab Shorian High School","Shorayee Do Aab",2,"Reporting","New","no change",651,167,19,0,1,0,0,101,46,483,297,186,1,0,298,186,484
"17","BADAKHSHAN","1727","DARWAZ BALA (NESAY)","DARWAZ BALA (NESAY)","NO","1727310","Zoghar School","Zoghar",2,"Reporting","Old","no change",1130,218,3,0,4,0,0,186,25,911,423,488,1,0,424,488,912
"17","BADAKHSHAN","1727","DARWAZ BALA (NESAY)","DARWAZ BALA (NESAY)","NO","1727311","Obaghoon School","Obaghoon",2,"Reporting","Old","no change",1205,235,8,0,7,0,0,155,65,969,427,542,1,0,428,542,970
"17","BADAKHSHAN","1727","DARWAZ BALA (NESAY)","DARWAZ BALA (NESAY)","NO","1727312","Nasi High School","Darwaz Payeen District Center",2,"Reporting","Relocated","no change",874,157,3,0,5,0,0,130,19,714,358,356,3,0,360,357,717
"17","BADAKHSHAN","1728","WAKHAN","WAKHAN","NO","1728313","Qazi Deh School","Qazi Deh",2,"Reporting","Old","no change",833,140,10,0,18,0,0,105,7,693,351,342,0,0,351,342,693
"17","BADAKHSHAN","1728","WAKHAN","WAKHAN","NO","1728314","Shakhor School","Shakhor",2,"Reporting","Old","no change",487,85,12,0,3,0,0,54,16,402,202,200,0,0,202,200,402
"17","BADAKHSHAN","1728","WAKHAN","WAKHAN","NO","1728315","Langar","Pamir",2,"Reporting","Not Assessed","no change",331,54,13,0,5,0,0,32,4,277,137,140,0,0,137,140,277
"17","BADAKHSHAN","1728","WAKHAN","WAKHAN","NO","1728316","Khandood School","Khandood",2,"Reporting","Old","no change",861,111,16,0,1,0,0,90,4,750,359,391,0,0,359,391,750
"17","BADAKHSHAN","1728","WAKHAN","WAKHAN","NO","1728317","Panja High School","Panja",2,"Reporting","Old","no change",499,69,12,0,8,0,0,29,20,429,235,194,1,0,236,194,430
"17","BADAKHSHAN","1728","WAKHAN","WAKHAN","NO","1728318","Sast Secondary School","Sast",2,"Reporting","Old","no change",160,15,10,0,0,0,0,3,2,145,133,12,0,0,133,12,145
"17","BADAKHSHAN","1728","WAKHAN","WAKHAN","NO","1728319","Kip Kot Secondary School","Kip Kot",2,"Reporting","Old","no change",816,100,26,0,4,0,0,62,8,716,396,320,0,0,396,320,716
"17","BADAKHSHAN","1728","WAKHAN","WAKHAN","NO","1728320","Nesht Khor Secondary School","Nesht Khor",2,"Reporting","Old","no change",691,90,11,0,2,0,0,67,10,601,313,288,0,0,313,288,601
"17","BADAKHSHAN","1728","WAKHAN","WAKHAN","NO","1728321","Sarhad Pamir_Patokh High School","Patokh",2,"Reporting","Old","no change",515,62,17,0,6,0,0,7,32,451,310,141,2,0,312,141,453
"18","TAKHAR","1801","TALUQAN","TALUQAN","YES","1801001","Abo Osman Boys High School","Nahia 1",7,"Reporting","Old","no change",3534,116,43,0,16,0,0,53,4,3415,2090,1325,3,0,2091,1327,3418
"18","TAKHAR","1801","TALUQAN","TALUQAN","YES","1801002","Imam Abu Hanifa Jami Mosque","Nahia 1",4,"Reporting","Relocated","no change",2286,65,20,0,8,0,0,20,17,2221,1069,1152,0,0,1069,1152,2221
"18","TAKHAR","1801","TALUQAN","TALUQAN","YES","1801003","Abdul Bari Shaheed School","Zargari Bala",4,"Reporting","Old","no change",2070,65,17,0,13,0,0,21,14,2004,962,1042,1,0,963,1042,2005
"18","TAKHAR","1801","TALUQAN","TALUQAN","YES","1801004","Mine Directorate","Nahia 1",4,"Reporting","Relocated","no change",2022,79,27,0,5,0,0,30,17,1943,930,1013,0,0,930,1013,1943
"18","TAKHAR","1801","TALUQAN","TALUQAN","YES","1801005","Ibrahim Khalilullah Jami Mosque","Momin Abad",4,"Reporting","New","no change",1620,62,27,0,9,0,0,15,11,1555,679,876,3,0,679,879,1558
"18","TAKHAR","1801","TALUQAN","TALUQAN","YES","1801006","Bolak Orta Baz Primary School","Bolak Orta Boz",3,"Reporting","Old","no change",1266,30,12,0,9,0,0,5,4,1236,671,565,0,0,671,565,1236
"18","TAKHAR","1801","TALUQAN","TALUQAN","YES","1801007","Agriculture Directorate","Nahia 2",4,"Reporting","Old","no change",1944,58,23,0,5,0,0,16,14,1885,1124,761,1,0,1125,761,1886
"18","TAKHAR","1801","TALUQAN","TALUQAN","YES","1801008","Sayed Abdullah Boys High School","Nahia 3",7,"Reporting","Old","no change",3910,102,26,0,23,0,0,20,33,3807,2327,1480,1,0,2328,1480,3808
"18","TAKHAR","1801","TALUQAN","TALUQAN","YES","1801009","Abdul Awal Quraishi School","Nahia 3",2,"Reporting","Relocated","no change",1127,59,23,0,16,0,0,13,7,1068,566,502,0,0,566,502,1068
"18","TAKHAR","1801","TALUQAN","TALUQAN","YES","1801010","Baghak Primary School","Baghak Village",5,"Reporting","Old","no change",2454,105,48,0,5,0,0,25,27,2348,1302,1046,1,0,1303,1046,2349
"18","TAKHAR","1801","TALUQAN","TALUQAN","YES","1801011","Peer Mohammad Khaksar Mosque","Nahia 1",5,"Reporting","Relocated","no change",2094,45,8,0,7,0,0,26,4,2049,1244,805,0,0,1244,805,2049
"18","TAKHAR","1801","TALUQAN","TALUQAN","YES","1801012","Doctor Sayed Husain High School","Nahia 3",6,"Reporting","Old","no change",3384,130,52,0,11,0,0,32,35,3254,2098,1156,0,0,2098,1156,3254
"18","TAKHAR","1801","TALUQAN","TALUQAN","YES","1801013","Information and Culture Directorate","Nahia 4",3,"Reporting","Old","no change",1458,55,23,0,8,0,0,21,3,1402,1011,391,1,0,1012,391,1403
"18","TAKHAR","1801","TALUQAN","TALUQAN","YES","1801014","Khatayan High School","Khatayan",4,"Reporting","Old","no change",1656,50,26,0,8,0,0,5,11,1606,882,724,0,0,882,724,1606
"18","TAKHAR","1801","TALUQAN","TALUQAN","YES","1801015","Lata Band High School","Lata Band",2,"Reporting","Old","no change",666,40,10,0,3,0,0,1,26,626,303,323,0,0,303,323,626
"18","TAKHAR","1801","TALUQAN","TALUQAN","YES","1801016","Bibi Maryam High School","Nahia 4",4,"Reporting","Old","no change",2100,64,20,0,11,0,0,24,9,2035,948,1087,1,0,949,1087,2036
"18","TAKHAR","1801","TALUQAN","TALUQAN","YES","1801017","Mullah Abdul Wadod High School","Golayee Bagh",9,"Reporting","Relocated","no change",4972,126,23,0,27,0,0,41,35,4842,2807,2035,4,0,2809,2037,4846
"18","TAKHAR","1801","TALUQAN","TALUQAN","YES","1801018","Chashma Sheer High School","Chashma Sheer",4,"Reporting","Relocated","no change",1962,56,31,0,6,0,0,10,9,1889,1071,818,17,0,1088,818,1906
"18","TAKHAR","1801","TALUQAN","TALUQAN","YES","1801019","Takhta Koprak Madrasa","Takhta Koprak",2,"Reporting","Old","no change",630,33,11,0,7,0,0,7,8,595,418,177,2,0,420,177,597
"18","TAKHAR","1801","TALUQAN","TALUQAN","YES","1801020","Aaq Masjid High School","Aaq Masjid",5,"Reporting","Old","no change",2478,51,14,0,7,0,0,8,22,2422,1469,953,5,0,1471,956,2427
"18","TAKHAR","1801","TALUQAN","TALUQAN","YES","1801021","Gul Nazar High School","Shohada Qolbars",4,"Reporting","Old","no change",1956,49,20,0,7,0,0,14,8,1906,1034,872,1,0,1034,873,1907
"18","TAKHAR","1801","TALUQAN","TALUQAN","YES","1801022","Abdul Latif Shaheed High School","Khwaja Sabz Posh",2,"Reporting","Old","no change",702,39,12,0,1,0,0,14,12,663,375,288,0,0,375,288,663
"18","TAKHAR","1801","TALUQAN","TALUQAN","YES","1801023","Chenzayee School","Chenzayee",2,"Reporting","Old","no change",828,27,9,0,3,0,0,8,7,799,513,286,2,0,515,286,801
"18","TAKHAR","1801","TALUQAN","TALUQAN","YES","1801024","Shorcha 2 School","Shorcha 2 Village",2,"Reporting","Old","no change",342,26,13,0,8,0,0,0,5,316,143,173,0,0,143,173,316
"18","TAKHAR","1801","TALUQAN","TALUQAN","YES","1801025","Nahri Saeed High School","Nahri Saeed",3,"Reporting","New","no change",1188,50,23,0,6,0,0,16,5,1138,742,396,0,0,742,396,1138
"18","TAKHAR","1801","TALUQAN","TALUQAN","YES","1801026","Fayaz Shaheed High School","Nahri Chaman",5,"Reporting","Old","no change",2472,65,17,1,9,0,0,19,19,2405,1496,909,2,0,1496,911,2407
"18","TAKHAR","1801","TALUQAN","TALUQAN","YES","1801027","Engineer Nek Mohammad School","Qarmala",3,"Reporting","Old","no change",1092,49,36,0,3,0,0,8,2,1043,699,344,0,0,699,344,1043
"18","TAKHAR","1801","TALUQAN","TALUQAN","YES","1801028","Joy Shekh School","Joy Shek",2,"Reporting","Old","no change",438,23,13,0,1,0,0,4,5,415,251,164,0,0,251,164,415
"18","TAKHAR","1801","TALUQAN","TALUQAN","YES","1801029","Todan High School","Todan Village",2,"Reporting","Old","no change",840,21,8,0,3,0,0,4,6,819,404,415,0,0,404,415,819
"18","TAKHAR","1801","TALUQAN","TALUQAN","YES","1801030","Alfaroq School","Alfaroq",5,"Reporting","Old","no change",2437,87,43,0,13,0,0,15,16,2350,1371,979,0,0,1371,979,2350
"18","TAKHAR","1801","TALUQAN","TALUQAN","YES","1801031","Ahan Dara High School","Kolabi",4,"Reporting","Old","no change",2340,44,19,0,3,0,0,14,8,2295,1166,1129,1,0,1166,1130,2296
"18","TAKHAR","1801","TALUQAN","TALUQAN","YES","1801032","Ganj Ali Beg High School","Ganj Ali Beg",4,"Reporting","Old","no change",1956,55,12,0,8,0,0,6,29,1900,986,914,1,0,986,915,1901
"18","TAKHAR","1801","TALUQAN","TALUQAN","YES","1801033","Shorcha 1 School","Shorja 1",2,"Reporting","Old","no change",1002,30,13,0,3,0,0,7,7,972,484,488,0,0,484,488,972
"18","TAKHAR","1801","TALUQAN","TALUQAN","YES","1801034","Khwaja Khalil School","Khwaja Khalil",2,"Reporting","Old","no change",1158,33,13,0,6,0,0,1,13,1125,1125,0,0,0,1125,0,1125
"18","TAKHAR","1801","TALUQAN","TALUQAN","YES","1801035","Awchaqdaq School","Awchaqdaq",3,"Reporting","Old","no change",1200,66,29,0,8,0,0,1,28,1134,667,467,0,0,667,467,1134
"18","TAKHAR","1801","TALUQAN","TALUQAN","YES","1801036","Tarma Babi School","Tarma Bay",2,"Reporting","Old","no change",798,27,5,0,10,0,0,6,6,771,486,285,0,0,486,285,771
"18","TAKHAR","1801","TALUQAN","TALUQAN","YES","1801037","Qari Sediq High School","Qara Parchaw",3,"Reporting","Old","no change",1590,67,42,0,6,0,0,8,11,1520,950,570,3,0,952,571,1523
"18","TAKHAR","1801","TALUQAN","TALUQAN","YES","1801038","Saray Sang High School","Qara Gombad",6,"Reporting","Old","no change",2909,125,54,0,10,0,0,7,54,2780,1520,1260,4,0,1520,1264,2784
"18","TAKHAR","1801","TALUQAN","TALUQAN","YES","1801039","Abdul Rahman Taloqani High School","Qazaq",2,"Reporting","Old","no change",1074,34,20,0,2,0,0,10,2,1040,597,443,0,0,597,443,1040
"18","TAKHAR","1802","HAZARSUMOCH","HAZARSUMOCH","NO","1802040","Aaq Masjid Secondary School","Aaq Masjid",3,"Reporting","Old","no change",1266,28,8,0,10,0,0,1,9,1238,659,579,0,0,659,579,1238
"18","TAKHAR","1802","HAZARSUMOCH","HAZARSUMOCH","NO","1802041","Khwaja Lamto Mosque","Khwaja Lamato",4,"Reporting","Old","no change",2244,66,5,0,19,0,0,13,29,2176,1087,1089,2,0,1088,1090,2178
"18","TAKHAR","1802","HAZARSUMOCH","HAZARSUMOCH","NO","1802042","Qala Mamayee School","Qala Mamayee",2,"Reporting","Old","no change",858,30,4,0,9,0,0,2,15,828,425,403,0,0,425,403,828
"18","TAKHAR","1802","HAZARSUMOCH","HAZARSUMOCH","NO","1802043","Achah Primary School","Achah",3,"Reporting","Old","no change",1332,31,6,0,3,0,0,11,11,1301,719,582,0,0,719,582,1301
"18","TAKHAR","1802","HAZARSUMOCH","HAZARSUMOCH","NO","1802044","Bibi Khadija Secondary School","Shololok",2,"Reporting","Old","no change",565,23,14,0,4,0,0,2,3,542,279,263,0,0,279,263,542
"18","TAKHAR","1802","HAZARSUMOCH","HAZARSUMOCH","NO","1802045","Hazar Samoch Secondary School","Hazar Samoch",2,"Reporting","Old","no change",1026,31,11,0,11,0,0,1,8,994,547,447,1,0,548,447,995
"18","TAKHAR","1803","BAHARAK","BAHARAK","NO","1803046","Shor Qadoq School","Shor Qodoq",6,"Reporting","Old","no change",3552,127,7,0,30,0,0,17,73,3424,1669,1755,1,0,1670,1755,3425
"18","TAKHAR","1803","BAHARAK","BAHARAK","NO","1803047","Qazal Say School","Qazal Say",4,"Reporting","Old","no change",1428,84,38,0,17,0,0,12,17,1344,652,692,0,0,652,692,1344
"18","TAKHAR","1803","BAHARAK","BAHARAK","NO","1803048","Haji Pahlawan High School","Haji Pahlawan",2,"Reporting","Old","no change",949,34,6,0,4,0,0,20,4,912,600,312,3,0,603,312,915
"18","TAKHAR","1803","BAHARAK","BAHARAK","NO","1803049","Ghulam Sarwar Shaheed Primary School","Zard Kamar",4,"Reporting","Old","no change",1637,103,11,0,14,0,0,53,25,1534,753,781,0,0,753,781,1534
"18","TAKHAR","1803","BAHARAK","BAHARAK","NO","1803050","Alhaj Abdul Qayum Bek High School","Markaz Shahr",5,"Reporting","Old","no change",2538,65,8,0,12,0,0,19,26,2473,1359,1114,0,0,1359,1114,2473
"18","TAKHAR","1803","BAHARAK","BAHARAK","NO","1803051","Chapla Primary School","Chayla",4,"Reporting","Old","no change",1576,50,16,0,3,0,0,16,15,1526,781,745,0,0,781,745,1526
"18","TAKHAR","1803","BAHARAK","BAHARAK","NO","1803052","Qazi Enayatullah High School","Shosh Band",2,"Reporting","Old","no change",740,116,13,0,75,0,0,5,23,624,301,323,0,0,301,323,624
"18","TAKHAR","1803","BAHARAK","BAHARAK","NO","1803053","Hazrat Omar Primary School","Dorahi",3,"Reporting","Old","no change",1344,45,11,0,15,0,0,4,15,1296,717,579,3,0,717,582,1299
"18","TAKHAR","1803","BAHARAK","BAHARAK","NO","1803054","Hassan Noor Ali Mosque","Hassan Noor Ali",2,"Reporting","Old","no change",696,43,14,0,9,0,0,2,18,651,269,382,2,0,269,384,653
"18","TAKHAR","1804","BANGI","BANGI","NO","1804055","Char Chinar High School","Char Chenar",5,"Reporting","Old","no change",2814,111,61,0,17,0,0,11,22,2702,1147,1555,1,0,1147,1556,2703
"18","TAKHAR","1804","BANGI","BANGI","NO","1804056","Mir Mohammad Dawood Shaheed School","Daban Qeshlaq",4,"Reporting","New","no change",2352,142,35,0,34,0,0,6,67,2209,1076,1133,1,0,1077,1133,2210
"18","TAKHAR","1804","BANGI","BANGI","NO","1804057","Mansoor Shaheed High School","Chala Tash",4,"Reporting","Old","no change",1854,105,30,0,8,0,0,17,50,1749,944,805,0,0,944,805,1749
"18","TAKHAR","1804","BANGI","BANGI","NO","1804058","Gharichi School","Ghorichi Village",2,"Reporting","New","no change",444,46,25,0,5,0,0,14,2,398,281,117,0,0,281,117,398
"18","TAKHAR","1804","BANGI","BANGI","NO","1804059","Aafaqi Girls High School","Aafaqi",5,"Reporting","Relocated","no change",2316,99,34,0,13,0,0,18,34,2217,1208,1009,0,0,1208,1009,2217
"18","TAKHAR","1804","BANGI","BANGI","NO","1804060","Qolbaraq High School","Qolbaraq Village",4,"Reporting","New","no change",1524,112,73,0,5,0,0,15,19,1411,656,755,1,0,656,756,1412
"18","TAKHAR","1804","BANGI","BANGI","NO","1804061","Borka Khord Jami Mosque","Borka Khord Village",2,"Reporting","New","no change",383,20,8,0,3,0,0,3,6,363,194,169,0,0,194,169,363
"18","TAKHAR","1804","BANGI","BANGI","NO","1804062","Dahana Bang School","Saqaba",2,"Reporting","Old","no change",984,71,29,0,7,0,0,8,27,913,461,452,0,0,461,452,913
"18","TAKHAR","1804","BANGI","BANGI","NO","1804063","Maulvi Ezatullah Shaheed High School","Mirza Bacha",3,"Reporting","Old","no change",1782,98,19,0,10,0,0,4,65,1684,1158,526,0,0,1158,526,1684
"18","TAKHAR","1804","BANGI","BANGI","NO","1804064","Din Mohammad Shaheed School","Besh Tintak",6,"Reporting","New","no change",2904,112,31,0,37,0,0,12,32,2777,1510,1267,15,0,1523,1269,2792
"18","TAKHAR","1805","CHAL","CHAL","NO","1805065","Sayaad High School","Sayaad",4,"Reporting","Old","no change",1434,89,41,0,14,0,0,6,28,1345,653,692,0,0,653,692,1345
"18","TAKHAR","1805","CHAL","CHAL","NO","1805066","Sangi Lashm School","Sangi Lashm",2,"Reporting","Old","no change",1128,42,15,0,9,0,0,3,15,1086,556,530,0,0,556,530,1086
"18","TAKHAR","1805","CHAL","CHAL","NO","1805067","Sayed Nimatullah High School","Markaz Chal Khanqa",4,"Reporting","Old","no change",1764,42,28,0,2,0,0,1,11,1722,854,868,0,0,854,868,1722
"18","TAKHAR","1805","CHAL","CHAL","NO","1805068","Samandab High School","Samandab",2,"Reporting","Old","no change",1202,59,11,0,4,0,0,26,18,1143,565,578,0,0,565,578,1143
"18","TAKHAR","1805","CHAL","CHAL","NO","1805069","Abdul Wahid Shaheed High School","Mandara",2,"Reporting","Old","no change",548,28,8,0,0,0,0,15,5,520,266,254,0,0,266,254,520
"18","TAKHAR","1805","CHAL","CHAL","NO","1805070","Mohammad Omar Shaheed School","Aspanj",2,"Reporting","New","no change",736,37,13,0,3,0,0,8,13,699,398,301,0,0,398,301,699
"18","TAKHAR","1805","CHAL","CHAL","NO","1805071","Khwaja Bana Mosque","Khwaja Bana",3,"Reporting","Old","no change",1500,40,4,0,10,0,0,8,18,1460,865,595,0,0,865,595,1460
"18","TAKHAR","1805","CHAL","CHAL","NO","1805242","Zolandara Secondary School","Zolandara",2,"Reporting",NA,"added",510,17,14,0,2,0,0,0,1,493,223,270,0,0,223,270,493
"18","TAKHAR","1805","CHAL","CHAL","NO","1805243","Naqib Ahmad Shahid School","Pambak Roshani",2,"Reporting",NA,"added",276,70,64,0,2,0,0,0,4,206,106,100,0,0,106,100,206
"18","TAKHAR","1805","CHAL","CHAL","NO","1805244","Dara Kalan Secondary School","Cheshma Gawan",2,"Reporting",NA,"added",744,53,8,0,6,0,0,6,33,691,324,367,0,0,324,367,691
"18","TAKHAR","1805","CHAL","CHAL","NO","1805245","Emam Husain School","Yakatot",3,"Reporting",NA,"added",1224,24,13,0,3,0,0,1,7,1200,553,647,0,0,553,647,1200
"18","TAKHAR","1805","CHAL","CHAL","NO","1805246","Chalo Khord Secondary School","Chalo Khord",3,"Reporting",NA,"added",1254,73,48,0,13,0,0,8,4,1181,563,618,0,0,563,618,1181
"18","TAKHAR","1806","NAMAKAB","NAMAKAB","NO","1806074","Bagh e  Qazi Primary School","Bagh e  Qazi",4,"Reporting","Old","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","TAKHAR","1806","NAMAKAB","NAMAKAB","NO","1806075","Sad Bozorgan School","Sad Bargan",3,"Reporting","Old","no change",972,28,19,0,5,0,0,0,4,944,613,331,0,0,613,331,944
"18","TAKHAR","1806","NAMAKAB","NAMAKAB","NO","1806076","District Center","Bekhi Kotal",5,"Reporting","Old","no change",2832,100,46,0,22,0,0,8,24,2731,1682,1049,1,0,1683,1049,2732
"18","TAKHAR","1806","NAMAKAB","NAMAKAB","NO","1806077","Tash Yalaq Primary School","Tash Yalaq",2,"Reporting","Old","no change",546,17,8,0,6,0,0,0,3,529,262,267,0,0,262,267,529
"18","TAKHAR","1807","KALAFGAN","KALAFGAN","NO","1807078","Hazrat Osman Secondary School","Qara Too",2,"Reporting","New","no change",840,51,14,0,4,0,0,4,29,788,286,502,1,0,287,502,789
"18","TAKHAR","1807","KALAFGAN","KALAFGAN","NO","1807079","Mohammad Husain Shaheed High School","Zardaloo Dara Sofla",6,"Reporting","Old","no change",3434,252,44,0,27,0,0,19,162,3180,1584,1596,2,0,1584,1598,3182
"18","TAKHAR","1807","KALAFGAN","KALAFGAN","NO","1807080","Kolfagan Girls High School","Markaz Shahr",7,"Reporting","Old","no change",4104,337,8,0,25,0,0,23,281,3767,1639,2128,0,0,1639,2128,3767
"18","TAKHAR","1807","KALAFGAN","KALAFGAN","NO","1807081","Mohammad Sarwar Shaheed High School","Chenar Gonjoshkan",2,"Reporting","New","no change",954,30,9,0,4,0,0,3,14,924,362,562,0,0,362,562,924
"18","TAKHAR","1807","KALAFGAN","KALAFGAN","NO","1807082","Hazrat Khalid High School","Char Toot",5,"Reporting","Old","no change",2634,103,12,0,24,0,0,20,47,2531,926,1605,0,0,926,1605,2531
"18","TAKHAR","1807","KALAFGAN","KALAFGAN","NO","1807083","Garamser Primary School","Garamser",2,"Reporting","Old","no change",972,20,11,0,3,0,0,1,5,952,481,471,0,0,481,471,952
"18","TAKHAR","1807","KALAFGAN","KALAFGAN","NO","1807084","Imam Abu Hanifa Secondary School","Kharqan, Khiar Dara",2,"Reporting","Old","no change",870,60,4,0,2,0,0,0,54,808,381,427,2,0,383,427,810
"18","TAKHAR","1807","KALAFGAN","KALAFGAN","NO","1807085","Mir Hussain Nawan Secondary School","Nawan",3,"Reporting","Old","no change",1266,58,13,0,6,0,0,4,35,1208,458,750,0,0,458,750,1208
"18","TAKHAR","1807","KALAFGAN","KALAFGAN","NO","1807086","Hazrat Amir Muawia Primary School","Guzar Nai",2,"Reporting","New","no change",137,12,6,0,1,0,0,0,5,124,50,74,1,0,50,75,125
"18","TAKHAR","1807","KALAFGAN","KALAFGAN","NO","1807087","Qaraq Say Primary School","Qaraq Say",2,"Reporting","Old","no change",918,22,5,0,5,0,0,4,8,896,432,464,0,0,432,464,896
"18","TAKHAR","1807","KALAFGAN","KALAFGAN","NO","1807088","Gazistan Secondary School","Gazistan",3,"Reporting","Old","no change",1271,45,7,0,14,0,0,8,16,1226,550,676,0,0,550,676,1226
"18","TAKHAR","1807","KALAFGAN","KALAFGAN","NO","1807089","Abu Obaida High School","Aaq Balaq",4,"Reporting","Old","no change",1792,131,32,1,10,0,0,5,83,1661,695,966,0,0,695,966,1661
"18","TAKHAR","1807","KALAFGAN","KALAFGAN","NO","1807090","Labi Darya Kokcha Secondary School","Khandastmal",2,"Reporting","New","no change",876,30,12,0,3,0,0,1,14,845,322,523,1,0,323,523,846
"18","TAKHAR","1808","FARKHAR","FARKHAR","NO","1808091","Moshtan School","Moshtan",2,"Reporting","Old","no change",1200,13,2,0,1,0,0,0,10,1187,592,595,0,0,592,595,1187
"18","TAKHAR","1808","FARKHAR","FARKHAR","NO","1808092","Yokh School","Sari Pul Moshtan",2,"Reporting","Relocated","no change",522,21,9,0,3,0,0,0,9,501,196,305,0,0,196,305,501
"18","TAKHAR","1808","FARKHAR","FARKHAR","NO","1808093","Lajdah High School","Lajdah",4,"Reporting","Old","no change",2022,72,9,0,7,0,0,3,53,1950,795,1155,0,0,795,1155,1950
"18","TAKHAR","1808","FARKHAR","FARKHAR","NO","1808094","Mir Ahmadi Shaheed School","Zangard",4,"Reporting","New","no change",1476,81,9,0,18,0,0,3,51,1395,759,636,0,0,759,636,1395
"18","TAKHAR","1808","FARKHAR","FARKHAR","NO","1808095","Qazi Abdul Hai Shaheed Secondary School","Khoram Aab",2,"Reporting","New","no change",876,24,13,0,6,0,0,0,5,851,466,385,1,0,467,385,852
"18","TAKHAR","1808","FARKHAR","FARKHAR","NO","1808096","Qinat Shaheed High School","Aardishan",2,"Reporting","Old","no change",888,46,16,0,21,0,0,4,5,842,431,411,0,0,431,411,842
"18","TAKHAR","1808","FARKHAR","FARKHAR","NO","1808097","Sayed Abdul Rahman Shaheed High School","Khanqa",2,"Reporting","Relocated","no change",1188,70,17,0,9,0,0,1,43,1118,546,572,0,0,546,572,1118
"18","TAKHAR","1808","FARKHAR","FARKHAR","NO","1808098","Makhdom Abdullah Shaheed School","Korani",2,"Reporting","Old","no change",870,23,11,0,6,0,0,2,4,847,325,522,0,0,325,522,847
"18","TAKHAR","1808","FARKHAR","FARKHAR","NO","1808099","Kashtakan Secondary School","Koshtakan",2,"Reporting","Old","no change",972,22,13,0,2,0,0,0,7,950,418,532,0,0,418,532,950
"18","TAKHAR","1808","FARKHAR","FARKHAR","NO","1808100","Maulvi Ghulam Rasool Shaheed High School","Nahr Aab",2,"Reporting","Relocated","no change",1068,47,13,0,16,0,0,0,18,1021,445,576,0,0,445,576,1021
"18","TAKHAR","1808","FARKHAR","FARKHAR","NO","1808101","Samimi Shaheed High School","Markaz Shahr",9,"Reporting","Relocated","no change",4810,124,40,0,19,0,0,21,44,4686,2211,2475,0,0,2211,2475,4686
"18","TAKHAR","1808","FARKHAR","FARKHAR","NO","1808102","Mohammad Nabi Shaheed High School","Khafdara",5,"Reporting","Old","no change",2496,44,11,0,6,0,0,10,17,2452,1172,1280,0,0,1172,1280,2452
"18","TAKHAR","1808","FARKHAR","FARKHAR","NO","1808103","Chaman Khasdah ","Khasdeh",6,"Reporting","Old","no change",3522,98,14,0,19,0,0,13,52,3424,1742,1682,0,0,1742,1682,3424
