"province_code","province_name_eng","district_code","district_name_eng","district_or_subdivision_name","provincial_capital","pc_code","pc_name_eng","pc_location","prelim_ps_count","final_ps_count","prelim_results_reporting","final_results_reporting","pc_change_initial_final_plan","assessment_status","vr_prelim","vr_total_removed","vr_removed_spoiled_IDs","vr_removed_no_tazkera","vr_removed_no_DOB","vr_removed_closed_PC","vr_removed_lost_book","vr_removed_duplicates","vr_removed_underage","vr_general_total","vr_general_male","vr_general_fem","vr_final_kuchi","vr_final_sikh","vr_final_all_male","vr_final_all_fem","vr_final_all_total"
"01","KABUL","0105","DEHSABZ","DEHSABZ","NO","0105431","Deh Sabz Khas Secondary School","Ali Khil",6,0,"YES","NO","no change","Old",4200,106,10,0,41,0,0,7,48,3774,2017,1757,320,0,2325,1769,4094
"01","KABUL","0105","DEHSABZ","DEHSABZ","NO","0105433","Deh Sabz Khas Girls High School","Deh Sabz Khas",3,0,"YES","NO","no change","Old",3594,85,39,0,11,0,0,3,32,3476,2361,1115,33,0,2366,1143,3509
"01","KABUL","0105","DEHSABZ","DEHSABZ","NO","0105436","Shiekho Secondary School","Bandi Khana",8,0,"YES","NO","no change","Old",4738,96,30,0,18,0,0,15,33,4511,3451,1060,131,0,3514,1128,4642
"01","KABUL","0105","DEHSABZ","DEHSABZ","NO","0105443","Pul e Sangi Health Clinic","Pul e Sangi",3,0,"YES","NO","no change","New",1698,46,20,0,9,0,0,5,12,1636,1124,512,16,0,1133,519,1652
"01","KABUL","0107","MOSAHI","MOSAHI","NO","0107459","Shenkai Dashtak Village Jame Mosque","Shinkai Dashtak village",NA,NA,"NO","NO","no change","Old",5399,130,19,0,61,0,0,17,33,5202,2274,2928,67,0,2331,2938,5269
"01","KABUL","0109","KHAKEJABAR","KHAKEJABAR","NO","0109483","Wali Khan Secondary School","Zindan",NA,NA,"NO","NO","no change","Old",2280,71,16,0,15,0,0,19,21,2192,1150,1042,17,0,1164,1045,2209
"01","KABUL","0109","KHAKEJABAR","KHAKEJABAR","NO","0109485","Mullah Omer Primary School","Mullah Omer",NA,NA,"NO","NO","no change","New",3600,118,17,0,22,0,0,54,25,3171,1577,1594,311,0,1753,1729,3482
"01","KABUL","0109","KHAKEJABAR","KHAKEJABAR","NO","0109486","Chinar Primary School","Shinwar",NA,NA,"NO","NO","no change","Old",2400,69,5,0,22,0,0,4,38,2183,1109,1074,148,0,1176,1155,2331
"01","KABUL","0114","QARABAGH","QARABAGH","NO","0114518","Sabz Sang High School","Sabz Sang",0,2,"NO","YES","no change","Old",2610,76,28,0,12,0,0,9,27,2524,1911,613,10,0,1919,615,2534
"01","KABUL","0114","QARABAGH","QARABAGH","NO","0114521","Langar Jame Mosque","Langar",0,2,"NO","YES","no change","Relocated",3000,190,1,0,17,0,0,27,145,2808,1748,1060,2,0,1750,1060,2810
"01","KABUL","0115","SUROBI","SUROBI","NO","0115538","Sher Khan Kas Mosque","Sher Khan Kas",NA,NA,"NO","NO","no change","Old",1494,56,22,0,13,0,0,10,11,1420,841,579,18,0,859,579,1438
"01","KABUL","0115","SUROBI","SUROBI","NO","0115539","Goga Monda School","Goga Munda",NA,NA,"NO","NO","no change","Old",1440,71,44,0,4,0,0,6,17,1323,833,490,46,0,877,492,1369
"01","KABUL","0115","SUROBI","SUROBI","NO","0115545","Sperkundai School","Sperkundai",NA,NA,"NO","NO","no change","Old",3594,71,10,0,26,0,0,4,31,3483,1721,1762,40,0,1761,1762,3523
"01","KABUL","0115","SUROBI","SUROBI","NO","0115546","Rodbar School","Rodbar",NA,NA,"NO","NO","no change","Old",1800,29,0,0,17,0,0,1,11,1655,1063,592,116,0,1179,592,1771
"01","KABUL","0115","SUROBI","SUROBI","NO","0115547","Qalla e Kalan School","Qalla e Kalan",NA,NA,"NO","NO","no change","Old",2400,99,6,1,17,0,0,3,72,2193,1083,1110,108,0,1152,1149,2301
"01","KABUL","0115","SUROBI","SUROBI","NO","0115548","Baam Darrai Mosque","Bam Darrai",NA,NA,"NO","NO","no change","Not Assessed",3000,171,3,0,47,0,0,2,119,2675,1611,1064,154,0,1761,1068,2829
"01","KABUL","0115","SUROBI","SUROBI","NO","0115549","Gaz Ulya School","Wozbeen, Gaz Ulya",NA,NA,"NO","NO","no change","Old",2400,300,4,0,23,0,0,1,272,1932,863,1069,168,0,1021,1079,2100
"01","KABUL","0115","SUROBI","SUROBI","NO","0115550","Yakhdand School","Yakhdand",NA,NA,"NO","NO","no change","New",4200,145,53,0,72,0,0,3,17,3974,2232,1742,81,0,2303,1752,4055
"01","KABUL","0115","SUROBI","SUROBI","NO","0115551","Husain Khil High School","Hussain Khil",NA,NA,"NO","NO","no change","New",7200,135,7,0,67,0,0,14,47,6529,4606,1923,536,0,4703,2362,7065
"01","KABUL","0115","SUROBI","SUROBI","NO","0115553","Naghloo Secondary School","Naghloo",5,0,"YES","NO","no change","Old",2755,158,19,0,26,0,0,15,98,2592,1692,900,5,0,1697,900,2597
"02","KAPISA","0203","KOHBAND","KOHBAND","NO","0203027","Nahr e Khwaja, Sar e Joi Jame Mosque","Nawabad ",NA,NA,"NO","NO","no change","Old",3476,204,6,0,14,0,0,122,62,3184,2182,1002,88,0,2252,1020,3272
"02","KAPISA","0205","NEJRAB","NEJRAB","NO","0205057","Saha e Azad (Open ground)","Ghacholan",4,0,"YES","NO","no change","Old",1977,153,15,0,13,0,0,104,21,1818,1231,587,6,0,1233,591,1824
"02","KAPISA","0207","ALASAY","ALASAY","NO","0207087","Sultan Khil Mosque","Sultan Khil",NA,NA,"NO","NO","no change","Not Assessed",1201,102,25,0,13,0,0,26,38,1088,1088,0,11,0,1099,0,1099
"02","KAPISA","0207","ALASAY","ALASAY","NO","0207089","Hassan Shaheed Primary School","Rasang",NA,NA,"NO","NO","no change","Not Assessed",1200,67,8,0,4,0,0,29,26,1111,1111,0,22,0,1133,0,1133
"03","PARWAN","0303","SHINWARI","SHINWARI","NO","0303070","Daraz Gerd School","Daraz Gerd",1,0,"YES","NO","no change","Relocated",300,18,6,0,4,0,0,4,4,282,270,12,0,0,270,12,282
"04","MAYDANWARDAK","0401","MAYDANSHAHR","MAYDANSHAHR","YES","0401006","Ibrahim Khil Clinic","Ibrahim Khil  ",NA,NA,"NO","NO","no change","Not Assessed",2310,130,7,0,16,0,0,28,79,2175,1985,190,5,0,1990,190,2180
"04","MAYDANWARDAK","0401","MAYDANSHAHR","MAYDANSHAHR","YES","0401007","Ibrahim Khil High School","ibrahim Khil   ",NA,NA,"NO","NO","no change","Old",888,34,4,0,9,0,0,10,11,854,854,0,0,0,854,0,854
"04","MAYDANWARDAK","0401","MAYDANSHAHR","MAYDANSHAHR","YES","0401009","Pul E Surkh School","Shahbuddin village",NA,NA,"NO","NO","no change","Old",600,16,3,0,5,0,0,2,6,584,584,0,0,0,584,0,584
"04","MAYDANWARDAK","0402","NIRKH","NIRKH","NO","0402014","Been Badam High School","Been Badam village",NA,NA,"NO","NO","no change","Relocated",1800,74,5,0,5,0,0,56,8,1722,1722,0,4,0,1726,0,1726
"04","MAYDANWARDAK","0402","NIRKH","NIRKH","NO","0402016","Durani High School","Awal Khil",NA,NA,"NO","NO","no change","Relocated",1525,1024,5,0,1000,0,0,11,8,500,192,308,1,0,192,309,501
"04","MAYDANWARDAK","0402","NIRKH","NIRKH","NO","0402020","Speen Masjid Mosque","Sour Baghal",NA,NA,"NO","NO","no change","Relocated",1686,109,10,0,19,0,0,29,51,1577,1142,435,0,0,1142,435,1577
"04","MAYDANWARDAK","0402","NIRKH","NIRKH","NO","0402022","Karmo Khil Yak School","Karmo Khil Yak",NA,NA,"NO","NO","no change","Old",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04","MAYDANWARDAK","0402","NIRKH","NIRKH","NO","0402025","Hassan Khil Village Clinic","Hasan Khil village",NA,NA,"NO","NO","no change","Old",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04","MAYDANWARDAK","0403","JALRIZ","JALRIZ","NO","0403031","Imam Mohammad Baqer High School","Qalla e Aslam",NA,NA,"NO","NO","no change","Old",1050,58,23,0,20,0,0,14,1,991,549,442,1,0,550,442,992
"04","MAYDANWARDAK","0403","JALRIZ","JALRIZ","NO","0403036","Khwaja Mohammad Wali High School ","Zyarat Bazzar",NA,NA,"NO","NO","no change","Relocated",2244,138,8,0,17,0,0,89,24,2105,1655,450,1,0,1656,450,2106
"04","MAYDANWARDAK","0404","CHAK","CHAK","NO","0404048","Zaman Khil Village Mosque","Zaman Khil village",NA,NA,"NO","NO","no change","Relocated",2346,172,4,0,9,0,0,122,37,2172,1716,456,2,0,1718,456,2174
"04","MAYDANWARDAK","0404","CHAK","CHAK","NO","0404055","Private house of the Malik of the village","Mongyar Khil",NA,NA,"NO","NO","no change","Not Assessed",2310,76,6,0,15,0,0,36,19,2234,1689,545,0,0,1689,545,2234
"04","MAYDANWARDAK","0405","SAYDABAD","SAYDABAD","NO","0405065","Lowarrah School","Lowarrah",NA,NA,"NO","NO","no change","Not Assessed",2082,105,10,1,16,0,0,13,65,1972,1697,275,5,0,1702,275,1977
"04","MAYDANWARDAK","0405","SAYDABAD","SAYDABAD","NO","0405067","Tent in the Haft Aasya village","Haft Aasya",NA,NA,"NO","NO","no change","Old",2088,110,11,0,10,0,0,34,55,1975,1694,281,3,0,1697,281,1978
"04","MAYDANWARDAK","0405","SAYDABAD","SAYDABAD","NO","0405068","Otarri School","Otarri",NA,NA,"NO","NO","no change","Old",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04","MAYDANWARDAK","0405","SAYDABAD","SAYDABAD","NO","0405070","Salar Jame Mosque","Salar",NA,NA,"NO","NO","no change","Old",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04","MAYDANWARDAK","0405","SAYDABAD","SAYDABAD","NO","0405071","Khalid Bin Waleed High School","Aka Khil Vilage",NA,NA,"NO","NO","no change","Relocated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04","MAYDANWARDAK","0405","SAYDABAD","SAYDABAD","NO","0405074","Saed Abad High School","Aman Khil",NA,NA,"NO","NO","no change","Old",2262,171,14,0,8,0,0,123,26,2091,1690,401,0,0,1690,401,2091
"04","MAYDANWARDAK","0405","SAYDABAD","SAYDABAD","NO","0405076","Shater Mosque","Shater village",NA,NA,"NO","NO","no change","Relocated",2196,302,10,0,23,0,0,188,81,1893,1528,365,1,0,1529,365,1894
"04","MAYDANWARDAK","0405","SAYDABAD","SAYDABAD","NO","0405082","Si Si village Mosque","Si Si Village ",NA,NA,"NO","NO","no change","Old",2208,255,8,0,12,0,0,206,29,1951,1545,406,2,0,1547,406,1953
"04","MAYDANWARDAK","0405","SAYDABAD","SAYDABAD","NO","0405084","Shiekh Abad High School","Hashim Khil",NA,NA,"NO","NO","no change","Old",2700,369,59,0,21,0,0,272,17,2331,2036,295,0,0,2036,295,2331
"04","MAYDANWARDAK","0405","SAYDABAD","SAYDABAD","NO","0405094","Shash Qalla School","Shash Qalla",NA,NA,"NO","NO","no change","Old",2166,213,5,0,8,0,0,64,136,1953,1591,362,0,0,1591,362,1953
"04","MAYDANWARDAK","0406","DAYMIRDAD","DAYMIRDAD","NO","0406098","Meeran Clinic","Meeran Village",NA,NA,"NO","NO","no change","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04","MAYDANWARDAK","0406","DAYMIRDAD","DAYMIRDAD","NO","0406099","Ghazi Abdul Kabir Khan High School","Babak Village",NA,NA,"NO","NO","no change","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04","MAYDANWARDAK","0409","MARKAZ BIHSOD","MARKAZ BIHSOD","NO","0409146","Kardan Qadah Mosque","Kardan Qadah",NA,NA,"NO","NO","no change","Old",1200,850,9,0,831,0,0,0,10,350,128,222,0,0,128,222,350
"05","LOGAR","0502","BARAKIBARAK","BARAKIBARAK","NO","0502031","Baraki Rajan High School","Baraki Rajan",NA,NA,"NO","NO","no change","Old",866,489,15,0,453,0,0,0,21,376,242,134,1,0,243,134,377
"05","LOGAR","0503","CHARKH","CHARKH","NO","0503041","Mawlana Yaqoub Charkhi School ","Garam Aabah",NA,NA,"NO","NO","no change","Old",36,3,3,0,0,0,0,0,0,33,33,0,0,0,33,0,33
"05","LOGAR","0505","MUHAMMADAGHA","MUHAMMADAGHA","NO","0505050","Surkhab School","Surkhab",NA,NA,"NO","NO","no change","Not Assessed",2999,124,10,0,40,0,0,25,49,2874,1721,1153,1,0,1722,1153,2875
"05","LOGAR","0505","MUHAMMADAGHA","MUHAMMADAGHA","NO","0505064","Deh Naw School","Deh Naw",2,0,"YES","NO","no change","Old",4794,184,25,1,54,0,0,36,68,4607,3455,1152,3,0,3457,1153,4610
"06","NANGARHAR","0603","SURKHROD","SURKHROD","NO","0603072","Gandah Chashmah Mosque","Gandah Chashmah",0,2,"NO","YES","no change","Old",1356,28,6,0,13,0,0,0,9,1277,562,715,51,0,591,737,1328
"06","NANGARHAR","0603","SURKHROD","SURKHROD","NO","0603092","Shamspour Girls High School","Shamspour",0,3,"NO","YES","no change","Old",1212,98,41,0,31,0,0,11,15,1110,897,213,4,0,898,216,1114
"06","NANGARHAR","0604","CHAPARHAR","CHAPARHAR","NO","0604105","Saparai Secondary School","Chaghra",NA,NA,"NO","NO","no change","Not Assessed",1200,45,15,0,12,0,0,3,15,1154,575,579,1,0,575,580,1155
"06","NANGARHAR","0604","CHAPARHAR","CHAPARHAR","NO","0604106","Speen Jumat Mosque","Speen Jomat Campoona",NA,NA,"NO","NO","no change","Not Assessed",2331,114,15,0,56,0,0,0,43,2216,509,1707,1,0,509,1708,2217
"06","NANGARHAR","0604","CHAPARHAR","CHAPARHAR","NO","0604111","Secondary School","Zagho Kalai",NA,NA,"NO","NO","no change","Relocated",1182,82,14,0,7,0,0,17,44,1099,549,550,1,0,550,550,1100
"06","NANGARHAR","0604","CHAPARHAR","CHAPARHAR","NO","0604115","Ghulam Daag School","Darmango Kalai",NA,NA,"NO","NO","no change","Old",1800,76,9,0,20,0,0,0,47,1702,1129,573,22,0,1150,574,1724
"06","NANGARHAR","0604","CHAPARHAR","CHAPARHAR","NO","0604120"," Salozai School","Zalozai",NA,NA,"NO","NO","no change","Old",2400,169,5,0,25,0,0,21,118,2214,1681,533,17,0,1697,534,2231
"06","NANGARHAR","0604","CHAPARHAR","CHAPARHAR","NO","0604121"," Paterai School","Paterai Kalai",NA,NA,"NO","NO","no change","Relocated",1800,73,2,0,19,0,0,4,48,1695,1130,565,32,0,1161,566,1727
"06","NANGARHAR","0608","KHOGYANI","KHOGYANI","NO","0608214"," Dargai Primary School","Dargai",NA,NA,"NO","NO","no change","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06","NANGARHAR","0608","KHOGYANI","KHOGYANI","NO","0608218"," Do Aabah School","Do Aabah",NA,NA,"NO","NO","no change","Not Assessed",1800,71,2,0,11,0,0,5,53,1702,1152,550,27,0,1152,577,1729
"06","NANGARHAR","0608","KHOGYANI","KHOGYANI","NO","0608219"," Tatang School","Tatang",NA,NA,"NO","NO","no change","Not Assessed",1200,32,6,0,5,0,0,10,11,1129,551,578,39,0,585,583,1168
"06","NANGARHAR","0608","KHOGYANI","KHOGYANI","NO","0608220"," Tatang Clinic","Tatang",NA,NA,"NO","NO","no change","Not Assessed",1200,74,6,0,15,0,0,17,36,1092,514,578,34,0,546,580,1126
"06","NANGARHAR","0609","BATIKOT","BATIKOT","NO","0609226"," Spagani Konj","Farm 2",NA,NA,"NO","NO","no change","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06","NANGARHAR","0609","BATIKOT","BATIKOT","NO","0609230"," Garbawah Mosque","Garbawah",NA,NA,"NO","NO","no change","Not Assessed",2400,74,1,0,48,0,0,7,18,1992,1440,552,334,0,1745,581,2326
"06","NANGARHAR","0614","GOSHTA","GOSHTA","NO","0614308"," Goshtah Girls Secondary School","Goshtah",0,2,"NO","YES","no change","Old",1200,37,7,0,10,0,0,3,17,1162,584,578,1,0,584,579,1163
"06","NANGARHAR","0615","ACHEEN","ACHEEN","NO","0615321"," Zaree Khola Jomat Mosque","Zaree Kholah",NA,NA,"NO","NO","no change","Not Assessed",2796,107,2,0,22,0,0,15,68,2689,2098,591,0,0,2098,591,2689
"06","NANGARHAR","0615","ACHEEN","ACHEEN","NO","0615339"," Zorr Jomat Mosque (OLD Mosque)","Lande Momand",NA,NA,"NO","NO","no change","Not Assessed",60,8,6,0,1,0,0,0,1,52,0,52,0,0,0,52,52
"06","NANGARHAR","0616","SHINWAR","SHINWAR","NO","0616367"," 26 Weyalah High School","Weyalah 26",NA,NA,"NO","NO","no change","Old",732,38,14,0,8,0,0,4,12,682,564,118,12,0,564,130,694
"06","NANGARHAR","0616","SHINWAR","SHINWAR","NO","0616369"," Golayee High School","Golayee Kalai",NA,NA,"NO","NO","no change","Old",348,12,5,0,2,0,0,3,2,146,94,52,190,0,194,142,336
"06","NANGARHAR","0616","SHINWAR","SHINWAR","NO","0616370"," Syah Chob Mosque","Syah Chob ",NA,NA,"NO","NO","no change","Old",3600,55,12,0,9,0,0,21,13,3537,2357,1180,8,0,2362,1183,3545
