"pc_code","prelim_results_reporting","final_results_reporting"
"2110219","YES","YES"
"2110220","YES","YES"
"2110221","YES","YES"
"2111222","NO","NO"
"2111223","NO","NO"
"2111224","NO","NO"
"2111225","NO","NO"
"2111226","NO","NO"
"2111227","NO","NO"
"2111228","NO","NO"
"2111229","NO","NO"
"2111230","NO","NO"
"2111231","NO","NO"
"2111232","NO","NO"
"2111233","NO","NO"
"2111234","YES","YES"
"2111235","NO","NO"
"2111236","NO","NO"
"2111237","NO","NO"
"2111238","NO","NO"
"2111239","YES","YES"
"2111240","YES","YES"
"2111241","NO","NO"
"2111242","NO","NO"
"2111243","YES","YES"
"2111244","YES","YES"
"2111245","NO","NO"
"2111246","NO","NO"
"2111247","NO","NO"
"2111248","NO","NO"
"2111249","NO","NO"
"2111250","NO","NO"
"2111251","NO","NO"
"2112252","NO","NO"
"2112253","NO","NO"
"2112254","NO","NO"
"2112255","NO","NO"
"2112256","YES","YES"
"2112257","YES","YES"
"2112258","YES","YES"
"2112259","YES","YES"
"2112260","YES","YES"
"2112261","YES","YES"
"2113262","YES","YES"
"2113263","YES","YES"
"2113264","YES","YES"
"2113265","YES","YES"
"2113266","YES","YES"
"2113267","YES","YES"
"2113268","YES","YES"
"2113269","YES","YES"
"2113270","YES","YES"
"2113271","YES","YES"
"2113272","YES","YES"
"2114273","YES","YES"
"2114274","YES","YES"
"2114275","YES","YES"
"2114276","YES","YES"
"2114277","YES","YES"
"2114278","YES","YES"
"2114279","YES","YES"
"2114280","YES","YES"
"2114281","YES","YES"
"2114282","YES","YES"
"2114283","YES","YES"
"2114284","YES","YES"
"2114285","YES","YES"
"2114286","YES","YES"
"2114287","YES","YES"
"2114288","YES","YES"
"2114289","YES","YES"
"2114290","YES","YES"
"2114291","YES","YES"
"2114292","YES","YES"
"2114293","YES","NO"
"2114294","YES","YES"
"2115295","YES","YES"
"2115296","YES","YES"
"2115297","YES","YES"
"2115298","YES","YES"
"2115299","YES","YES"
"2115300","YES","YES"
"2115301","YES","YES"
"2115302","YES","YES"
"2115303","YES","YES"
"2115304","YES","YES"
"2115305","YES","YES"
"2115306","YES","YES"
"2115307","YES","YES"
"2115308","YES","YES"
"2115309","YES","YES"
"2115310","YES","YES"
"2115311","YES","YES"
"2115312","YES","YES"
"2115313","YES","YES"
"2115314","YES","YES"
"2201001","YES","YES"
"2201002","YES","YES"
"2201003","YES","YES"
"2201004","YES","YES"
"2201005","YES","YES"
"2201006","YES","YES"
"2201007","YES","YES"
"2201008","NO","NO"
"2201009","NO","NO"
"2201010","NO","NO"
"2201011","NO","NO"
"2201012","NO","NO"
"2201013","NO","NO"
"2201014","YES","YES"
"2201015","YES","YES"
"2201016","YES","YES"
"2201017","YES","YES"
"2201018","YES","YES"
"2201019","NO","NO"
"2201020","NO","NO"
"2201021","NO","NO"
"2201022","NO","NO"
"2201023","NO","NO"
"2201024","NO","NO"
"2201025","NO","NO"
"2201026","NO","NO"
"2201027","NO","NO"
"2201028","NO","NO"
"2201029","NO","NO"
"2201030","YES","YES"
"2201031","NO","NO"
"2201032","YES","YES"
"2201033","YES","YES"
"2201034","YES","YES"
"2201035","YES","YES"
"2201036","YES","YES"
"2201037","YES","YES"
"2201038","YES","YES"
"2202039","NO","NO"
"2202040","NO","NO"
"2202041","NO","NO"
"2202042","YES","YES"
"2202043","YES","YES"
"2202044","NO","NO"
"2202045","NO","NO"
"2202046","NO","NO"
"2202047","NO","NO"
"2202048","NO","NO"
"2202049","NO","NO"
"2202050","NO","NO"
"2202051","NO","NO"
"2202052","NO","NO"
"2203053","NO","NO"
"2203054","NO","NO"
"2203055","NO","NO"
"2203056","NO","NO"
"2203057","NO","NO"
"2203058","NO","NO"
"2203059","NO","NO"
"2203060","NO","NO"
"2203061","NO","NO"
"2203062","NO","NO"
"2203063","NO","NO"
"2203064","NO","NO"
"2203065","NO","NO"
"2203066","NO","NO"
"2203067","NO","NO"
"2203068","NO","NO"
"2203069","NO","NO"
"2203070","NO","NO"
"2203071","NO","NO"
"2203072","NO","NO"
"2203073","NO","NO"
"2203074","NO","NO"
"2203075","NO","NO"
"2203076","NO","NO"
"2203077","NO","NO"
"2203078","NO","NO"
"2203079","NO","NO"
"2203080","NO","NO"
"2203081","NO","NO"
"2204082","YES","YES"
"2204083","YES","YES"
"2204084","YES","YES"
"2204085","YES","YES"
"2204086","NO","NO"
"2204087","NO","NO"
"2204088","NO","NO"
"2204089","NO","NO"
"2204090","NO","NO"
"2204091","NO","NO"
"2204092","NO","NO"
"2204093","YES","YES"
"2204094","YES","YES"
"2204095","YES","YES"
"2204096","NO","NO"
"2205097","YES","YES"
"2205098","YES","YES"
"2205099","YES","YES"
"2205100","YES","YES"
"2205101","NO","NO"
"2205102","YES","YES"
"2205103","YES","YES"
"2205104","NO","NO"
"2205105","NO","NO"
"2205106","NO","NO"
"2205107","YES","YES"
"2205108","YES","YES"
"2205109","YES","YES"
"2205110","YES","YES"
"2205111","YES","YES"
"2205112","YES","YES"
"2205113","YES","YES"
"2205114","YES","YES"
"2205115","YES","YES"
"2205116","YES","YES"
"2205117","NO","NO"
"2205118","NO","NO"
"2205119","NO","NO"
"2205120","NO","NO"
"2206121","YES","YES"
"2206122","YES","YES"
"2206123","YES","YES"
"2206124","YES","YES"
"2206125","YES","YES"
"2206126","YES","YES"
"2206127","YES","YES"
"2206128","YES","YES"
"2206129","YES","YES"
"2206130","YES","YES"
"2206131","YES","YES"
"2206132","YES","YES"
"2206133","YES","YES"
"2206134","NO","NO"
"2206135","YES","YES"
"2206136","YES","YES"
"2207137","YES","YES"
"2207138","YES","YES"
"2207139","YES","YES"
"2207140","YES","YES"
"2207141","YES","YES"
"2207142","YES","YES"
"2207143","YES","YES"
"2207144","YES","YES"
"2207145","YES","YES"
"2207146","YES","YES"
"2207147","YES","YES"
"2207148","YES","YES"
"2207149","YES","YES"
"2301001","YES","YES"
"2301002","YES","YES"
"2301003","YES","YES"
"2301004","YES","YES"
"2301005","YES","YES"
"2301006","YES","YES"
"2301007","YES","YES"
"2301008","YES","YES"
"2301009","YES","YES"
"2301010","YES","YES"
"2301011","NO","NO"
"2301012","NO","NO"
"2301013","YES","YES"
"2301014","YES","YES"
"2301015","YES","YES"
"2301016","YES","YES"
"2301017","YES","YES"
"2301018","YES","YES"
"2301019","NO","NO"
"2301020","NO","NO"
"2301021","NO","NO"
"2301022","NO","NO"
"2301023","NO","NO"
"2301024","NO","NO"
"2301025","YES","YES"
"2301026","YES","YES"
"2301027","YES","YES"
"2301028","YES","YES"
"2301029","YES","YES"
"2301030","YES","YES"
"2301031","YES","YES"
"2301032","YES","YES"
"2301033","YES","YES"
"2301034","YES","YES"
"2301035","YES","YES"
"2301036","YES","YES"
"2301037","NO","NO"
"2301038","NO","NO"
"2301039","NO","NO"
"2301040","NO","NO"
"2301041","NO","NO"
"2301042","NO","NO"
"2301043","NO","NO"
"2301044","NO","NO"
"2301045","NO","NO"
"2301046","NO","NO"
"2301047","NO","NO"
"2301048","NO","NO"
"2301049","NO","NO"
"2301050","NO","NO"
"2301051","NO","NO"
"2301052","NO","NO"
"2301053","NO","NO"
"2301054","NO","NO"
"2301055","NO","NO"
"2301056","NO","NO"
"2301057","NO","NO"
"2301058","YES","YES"
"2301059","YES","YES"
"2301060","YES","YES"
"2301061","YES","YES"
"2301062","YES","YES"
"2301063","YES","YES"
"2301064","NO","NO"
"2301065","YES","YES"
"2301066","YES","YES"
"2301067","YES","YES"
"2301068","YES","YES"
"2301069","NO","NO"
"2301070","NO","NO"
"2301071","NO","NO"
"2301072","NO","NO"
"2301073","YES","YES"
"2302074","NO","NO"
"2302075","NO","NO"
"2302076","NO","NO"
"2302077","NO","NO"
"2302078","NO","NO"
"2302079","NO","NO"
"2302080","NO","NO"
"2302081","NO","NO"
"2302082","NO","NO"
"2302083","NO","NO"
"2302084","NO","NO"
"2302085","YES","YES"
"2302086","NO","NO"
"2302087","NO","NO"
"2302088","NO","NO"
"2302089","NO","NO"
"2302090","NO","NO"
"2302091","NO","NO"
"2302092","NO","NO"
"2302093","NO","NO"
"2302094","NO","NO"
"2303095","YES","YES"
"2303096","YES","YES"
"2303097","YES","YES"
"2303098","YES","YES"
"2303099","YES","YES"
"2303100","YES","YES"
"2303101","YES","YES"
"2303102","YES","YES"
"2303103","NO","NO"
"2303104","NO","NO"
"2303105","NO","NO"
"2303106","YES","YES"
"2303107","YES","YES"
"2303108","YES","YES"
"2303109","YES","YES"
"2303110","YES","YES"
"2303111","YES","YES"
"2304112","NO","NO"
"2304113","NO","NO"
"2304114","NO","NO"
"2304115","NO","NO"
"2304116","NO","NO"
"2304117","NO","NO"
"2304118","NO","NO"
"2304119","NO","NO"
"2304120","NO","NO"
"2304121","YES","YES"
"2304122","NO","NO"
"2304123","YES","YES"
"2304124","NO","NO"
"2304125","NO","NO"
"2304126","NO","NO"
"2305127","NO","NO"
"2305128","NO","NO"
"2305129","NO","NO"
"2305130","NO","NO"
"2305131","NO","NO"
"2305132","NO","NO"
"2305133","NO","NO"
"2305134","NO","NO"
"2305135","NO","NO"
"2305136","NO","NO"
"2305137","NO","NO"
"2305138","NO","NO"
"2305139","NO","NO"
"2305140","NO","NO"
"2305141","NO","NO"
"2305142","NO","NO"
"2305143","NO","NO"
"2305144","YES","YES"
"2305145","NO","NO"
"2305146","NO","NO"
"2305147","NO","NO"
"2305148","NO","NO"
"2305149","NO","NO"
"2305150","NO","NO"
"2305151","YES","YES"
"2306152","NO","NO"
"2306153","NO","NO"
"2306154","NO","NO"
"2306155","YES","YES"
"2306156","YES","YES"
"2306157","YES","YES"
"2306158","YES","YES"
"2306159","YES","YES"
"2306160","YES","YES"
"2306161","YES","YES"
"2306162","YES","YES"
"2306163","YES","YES"
"2306164","YES","YES"
"2306165","NO","NO"
"2306166","NO","NO"
"2306167","NO","NO"
"2306168","NO","NO"
"2306169","NO","NO"
"2306170","NO","NO"
"2306171","NO","NO"
"2306172","NO","NO"
"2306173","NO","NO"
"2306174","NO","NO"
"2306175","NO","NO"
"2306176","YES","YES"
"2306177","YES","YES"
"2306178","NO","NO"
"2306179","NO","NO"
"2306180","NO","NO"
"2306181","NO","NO"
"2307182","YES","YES"
"2307183","YES","YES"
"2307184","YES","YES"
"2307185","YES","YES"
"2307186","YES","YES"
"2307187","YES","YES"
"2307188","YES","YES"
"2307189","YES","YES"
"2307190","YES","YES"
"2307191","YES","YES"
"2307192","YES","YES"
"2307193","YES","YES"
"2307194","YES","YES"
"2307195","YES","YES"
"2307196","YES","YES"
"2307197","YES","YES"
"2307198","YES","YES"
"2307199","YES","YES"
"2307200","YES","YES"
"2307201","YES","YES"
"2307202","YES","YES"
"2307203","YES","YES"
"2307204","YES","YES"
"2307205","YES","YES"
"2307206","YES","YES"
"2307207","YES","YES"
"2307208","YES","YES"
"2307209","YES","YES"
"2307210","YES","YES"
"2307211","YES","YES"
"2307212","YES","YES"
"2307213","YES","YES"
"2307214","YES","YES"
"2307215","YES","YES"
"2307216","YES","YES"
"2307217","YES","YES"
"2307218","YES","YES"
"2307219","YES","YES"
"2307220","YES","YES"
"2307221","YES","YES"
"2307222","YES","YES"
"2307223","YES","YES"
"2307224","YES","YES"
"2307225","YES","YES"
"2308226","NO","NO"
"2308227","NO","NO"
"2308228","YES","YES"
"2308229","YES","YES"
"2308230","YES","YES"
"2308231","YES","YES"
"2308232","YES","YES"
"2308233","YES","YES"
"2308234","YES","YES"
"2308235","NO","NO"
"2308236","NO","NO"
"2308237","NO","NO"
"2308238","NO","NO"
"2308239","NO","NO"
"2308240","NO","NO"
"2308241","NO","NO"
"2308242","NO","NO"
"2308243","NO","NO"
"2308244","YES","YES"
"2308245","YES","YES"
"2308246","NO","NO"
"2308247","YES","YES"
"2308248","YES","YES"
"2308249","YES","YES"
"2308250","YES","YES"
"2308251","YES","YES"
"2308252","YES","YES"
"2308253","YES","YES"
"2308254","YES","YES"
"2309255","NO","NO"
"2309256","NO","NO"
"2309257","NO","NO"
"2309258","NO","NO"
"2309259","NO","NO"
"2309260","YES","YES"
"2309261","NO","NO"
"2309262","YES","YES"
"2309263","YES","YES"
"2309264","NO","NO"
"2309265","NO","NO"
"2309266","YES","YES"
"2309267","YES","YES"
"2309268","NO","NO"
"2309269","NO","NO"
"2309270","NO","NO"
"2309271","NO","NO"
"2310272","NO","NO"
"2310273","NO","NO"
"2310274","NO","NO"
"2310275","YES","YES"
"2310276","YES","YES"
"2310277","YES","YES"
"2310278","YES","YES"
"2310279","NO","NO"
"2310280","YES","YES"
"2310281","NO","NO"
"2310282","YES","YES"
"2310283","NO","NO"
"2310284","NO","NO"
"2310285","NO","NO"
"2310286","NO","NO"
"2310287","NO","NO"
"2310288","NO","NO"
"2310289","NO","NO"
"2401001","YES","YES"
"2401002","YES","YES"
"2401003","YES","YES"
"2401004","YES","YES"
"2401005","YES","YES"
"2401006","YES","YES"
"2401007","YES","YES"
"2401008","YES","YES"
"2401009","YES","YES"
"2401010","YES","YES"
"2401011","YES","YES"
"2401012","YES","YES"
"2401013","YES","YES"
"2401014","YES","YES"
"2401015","YES","YES"
"2401016","YES","YES"
"2401017","YES","YES"
"2401018","YES","YES"
"2401019","YES","YES"
"2401020","YES","YES"
"2401021","YES","YES"
"2401022","YES","YES"
"2401023","YES","YES"
"2401024","YES","YES"
"2401025","YES","YES"
"2401026","YES","YES"
"2402027","YES","YES"
"2402028","YES","YES"
"2402029","YES","YES"
"2402030","YES","YES"
"2402031","YES","YES"
"2402032","YES","YES"
"2402033","YES","YES"
"2402034","YES","YES"
"2402035","YES","YES"
"2402036","YES","YES"
"2402037","YES","YES"
"2402038","YES","YES"
"2402039","YES","YES"
"2402040","YES","YES"
"2402041","YES","YES"
"2402042","YES","YES"
"2402043","YES","YES"
"2402044","YES","YES"
"2402045","YES","YES"
"2402046","YES","YES"
"2402047","YES","YES"
"2402048","YES","YES"
"2402049","YES","YES"
"2402050","YES","YES"
"2402051","YES","YES"
"2402052","YES","YES"
"2402053","YES","YES"
"2402054","YES","YES"
"2402055","YES","YES"
"2402056","YES","YES"
"2402057","YES","YES"
"2402058","YES","YES"
"2402059","YES","YES"
"2402060","YES","YES"
"2402061","YES","YES"
"2402062","YES","YES"
"2402063","YES","YES"
"2402064","YES","YES"
"2402065","YES","YES"
"2402066","YES","YES"
"2402067","YES","YES"
"2402068","YES","YES"
"2402069","YES","YES"
"2402070","YES","YES"
"2403071","YES","YES"
"2403072","YES","YES"
"2403073","YES","YES"
"2403074","YES","YES"
"2403075","YES","YES"
"2403076","YES","YES"
"2403077","YES","YES"
"2403078","YES","YES"
"2403079","YES","YES"
"2403080","YES","YES"
"2403081","YES","YES"
"2403082","NO","NO"
"2403083","YES","YES"
"2403084","YES","YES"
"2404085","YES","YES"
"2404086","YES","YES"
"2404087","YES","YES"
"2404088","YES","YES"
"2404089","YES","YES"
"2404090","YES","YES"
"2404091","YES","YES"
"2404092","YES","YES"
"2404093","YES","YES"
"2404094","YES","YES"
"2404095","YES","YES"
"2404096","YES","YES"
"2404097","YES","YES"
"2404098","YES","YES"
"2404099","YES","YES"
"2404100","YES","YES"
"2404101","YES","YES"
"2404102","YES","YES"
"2404103","YES","YES"
"2404104","YES","YES"
"2404105","YES","YES"
"2404106","YES","YES"
"2404107","YES","YES"
"2404108","YES","YES"
"2404109","YES","YES"
"2404110","YES","YES"
"2404111","YES","YES"
"2404112","YES","YES"
"2404113","YES","YES"
"2404114","YES","YES"
"2404115","YES","YES"
"2404116","YES","YES"
"2404117","YES","YES"
"2405118","YES","YES"
"2405119","YES","YES"
"2405120","YES","YES"
"2405121","YES","YES"
"2405122","YES","YES"
"2405123","YES","YES"
"2405124","YES","YES"
"2405125","YES","YES"
"2405126","YES","YES"
"2405127","YES","YES"
"2405128","YES","YES"
"2405129","YES","YES"
"2405130","YES","YES"
"2405131","YES","YES"
"2405132","YES","YES"
"2405133","YES","YES"
"2405134","YES","YES"
"2405135","YES","YES"
"2405136","YES","YES"
"2405137","YES","YES"
"2405138","YES","YES"
"2405139","YES","YES"
"2405140","YES","YES"
"2405141","YES","YES"
"2405142","YES","YES"
"2405143","YES","YES"
"2405144","YES","YES"
"2405145","YES","YES"
"2405146","YES","YES"
"2406147","YES","YES"
"2406148","YES","YES"
"2406149","YES","YES"
"2406150","YES","YES"
"2406151","YES","YES"
"2406152","YES","YES"
"2406153","YES","YES"
"2406154","YES","YES"
"2406155","YES","YES"
"2406156","YES","YES"
"2406157","YES","YES"
"2406158","YES","YES"
"2406159","YES","YES"
"2406160","YES","YES"
"2406161","YES","YES"
"2406162","YES","YES"
"2406163","YES","YES"
"2406164","YES","YES"
"2406165","YES","YES"
"2406166","YES","YES"
"2406167","YES","YES"
"2406168","YES","YES"
"2406169","YES","YES"
"2407170","YES","YES"
"2407171","YES","YES"
"2407172","YES","YES"
"2407173","YES","YES"
"2407174","YES","YES"
"2407175","YES","YES"
"2407176","YES","YES"
"2407177","YES","YES"
"2407178","YES","YES"
"2407179","YES","YES"
"2407180","YES","YES"
"2407181","YES","YES"
"2407182","YES","YES"
"2407183","YES","YES"
"2407184","YES","YES"
"2407185","YES","YES"
"2407186","YES","YES"
"2407187","YES","YES"
"2407188","YES","YES"
"2407189","YES","YES"
"2407190","YES","YES"
"2407191","YES","YES"
"2407192","YES","YES"
"2407193","YES","YES"
"2407194","YES","YES"
"2407195","YES","YES"
"2407196","YES","YES"
"2407197","YES","YES"
"2407198","YES","YES"
"2407199","YES","YES"
"2407200","YES","YES"
"2407201","YES","YES"
"2407202","YES","YES"
"2407203","YES","YES"
"2407204","YES","YES"
"2407205","YES","YES"
"2407206","YES","YES"
"2407207","YES","YES"
"2407208","YES","YES"
"2407209","YES","YES"
"2407210","YES","YES"
"2407211","YES","YES"
"2407212","YES","YES"
"2407213","YES","YES"
"2407214","YES","YES"
"2408215","YES","YES"
"2408216","YES","YES"
"2408217","YES","YES"
"2408218","YES","YES"
"2408219","YES","YES"
"2408220","YES","YES"
"2408221","YES","YES"
"2408222","YES","YES"
"2408223","YES","YES"
"2408224","YES","YES"
"2408225","YES","YES"
"2408226","YES","YES"
"2408227","YES","YES"
"2408228","YES","YES"
"2408229","YES","YES"
"2408230","YES","YES"
"2408231","YES","YES"
"2408232","YES","YES"
"2408233","YES","YES"
"2408234","YES","YES"
"2408235","YES","YES"
"2408236","YES","YES"
"2408237","YES","YES"
"2408238","YES","YES"
"2409239","NO","NO"
"2409240","YES","YES"
"2409241","YES","YES"
"2409242","YES","YES"
"2409243","YES","YES"
"2409244","YES","YES"
"2409245","YES","YES"
"2409246","YES","YES"
"2409247","YES","YES"
"2409248","YES","YES"
"2409249","NO","NO"
"2409250","YES","YES"
"2409251","YES","YES"
"2409252","YES","YES"
"2409253","YES","YES"
"2409254","YES","YES"
"2409255","YES","YES"
"2409256","NO","NO"
"2501001","YES","YES"
"2501002","YES","YES"
"2501003","YES","YES"
"2501004","YES","YES"
"2501005","YES","YES"
"2501006","YES","YES"
"2501007","YES","YES"
"2501008","YES","YES"
"2501009","NO","NO"
"2501010","NO","NO"
"2501011","NO","NO"
"2501012","YES","YES"
"2501013","YES","YES"
"2501014","YES","YES"
"2501015","NO","NO"
"2501016","NO","NO"
"2501017","NO","NO"
"2501018","NO","NO"
"2501019","NO","NO"
"2501020","NO","NO"
"2501021","NO","NO"
"2501022","NO","YES"
"2502023","YES","YES"
"2502024","YES","YES"
"2502025","YES","YES"
"2502026","YES","YES"
"2502027","YES","YES"
"2502028","YES","YES"
"2502029","NO","NO"
"2502030","NO","NO"
"2503031","YES","YES"
"2503032","YES","YES"
"2503033","YES","YES"
"2503034","YES","YES"
"2503035","YES","YES"
"2503036","NO","NO"
"2503037","NO","NO"
"2503038","NO","NO"
"2504039","NO","NO"
"2504040","NO","NO"
"2504041","NO","NO"
"2504042","NO","NO"
"2504043","NO","NO"
"2504044","NO","NO"
"2505045","NO","NO"
"2505046","NO","NO"
"2505047","NO","NO"
"2505048","NO","NO"
"2505049","NO","NO"
"2505050","NO","NO"
"2506051","NO","NO"
"2506052","NO","NO"
"2506053","YES","YES"
"2506054","YES","YES"
"2506055","NO","NO"
"2507056","NO","NO"
"2507057","NO","NO"
"2507058","NO","NO"
"2507059","NO","NO"
"2507060","YES","YES"
"2507061","NO","NO"
"2507062","NO","NO"
"2507063","YES","YES"
"2507064","YES","YES"
"2507065","YES","YES"
"2601001","YES","YES"
"2601002","YES","YES"
"2601003","YES","YES"
"2601004","YES","YES"
"2601005","YES","YES"
"2601006","YES","YES"
"2601007","YES","YES"
"2601008","YES","YES"
"2601009","YES","YES"
"2601010","YES","YES"
"2601011","YES","YES"
"2601012","YES","YES"
"2601013","YES","YES"
"2601014","YES","YES"
"2601015","YES","YES"
"2601016","YES","YES"
"2601017","YES","YES"
"2602018","YES","YES"
"2602019","YES","YES"
"2602020","YES","YES"
"2602021","YES","YES"
"2602022","YES","YES"
"2602023","YES","YES"
"2602024","YES","YES"
"2602025","YES","YES"
"2602026","NO","NO"
"2603027","NO","NO"
"2603028","YES","YES"
"2603029","NO","NO"
"2603030","YES","YES"
"2603031","NO","NO"
"2603032","YES","YES"
"2603033","NO","NO"
"2603034","NO","NO"
"2603100","YES","YES"
"2604035","YES","YES"
"2604036","NO","NO"
"2604037","NO","NO"
"2604038","NO","NO"
"2604039","YES","YES"
"2604040","NO","NO"
"2604041","NO","NO"
"2605042","NO","NO"
"2605043","NO","NO"
"2605044","NO","NO"
"2605045","NO","NO"
"2605046","NO","NO"
"2605047","NO","NO"
"2605048","NO","NO"
"2605049","NO","NO"
"2605050","NO","NO"
"2605051","NO","NO"
"2605052","YES","YES"
"2605053","NO","NO"
"2606054","NO","NO"
"2606055","YES","YES"
"2606056","NO","NO"
"2606057","YES","YES"
"2606058","YES","YES"
"2606059","YES","YES"
"2606060","YES","YES"
"2606061","NO","NO"
"2606062","NO","NO"
"2606063","NO","NO"
"2606064","YES","YES"
"2606065","NO","NO"
"2606066","NO","NO"
"2607067","NO","NO"
"2607068","NO","NO"
"2607069","NO","NO"
"2607070","NO","NO"
"2608071","NO","NO"
"2608072","NO","NO"
"2608073","NO","NO"
"2608074","NO","NO"
"2608075","YES","YES"
"2608076","NO","NO"
"2608077","NO","NO"
"2609078","YES","YES"
"2609079","NO","NO"
"2609080","NO","NO"
"2609081","NO","NO"
"2609082","NO","NO"
"2610083","YES","YES"
"2610084","NO","NO"
"2610085","NO","NO"
"2610086","NO","NO"
"2610087","NO","NO"
"2610088","NO","NO"
"2610089","YES","YES"
"2610090","NO","NO"
"2610091","NO","NO"
"2611092","NO","NO"
"2611093","NO","NO"
"2611094","NO","NO"
"2611095","NO","NO"
"2611096","NO","NO"
"2611097","NO","NO"
"2611098","NO","NO"
"2611099","NO","NO"
"2701001","YES","YES"
"2701002","YES","YES"
"2701003","YES","YES"
"2701004","YES","YES"
"2701005","YES","YES"
"2701006","YES","YES"
"2701007","YES","YES"
"2701008","YES","YES"
"2701009","YES","YES"
"2701010","YES","YES"
"2701011","YES","YES"
"2701012","YES","YES"
"2701013","YES","YES"
"2701014","YES","YES"
"2701015","YES","YES"
"2701016","YES","YES"
"2701017","YES","YES"
"2701018","YES","YES"
"2701019","YES","YES"
"2701020","YES","YES"
"2701021","YES","YES"
"2701022","YES","YES"
"2701023","YES","YES"
"2701024","YES","YES"
"2701025","YES","YES"
"2701026","YES","YES"
"2701027","YES","YES"
"2701028","YES","YES"
"2701029","YES","YES"
"2701030","YES","YES"
"2701031","YES","YES"
"2701032","YES","YES"
"2701033","YES","YES"
"2701034","YES","YES"
"2701035","YES","YES"
"2701036","YES","YES"
"2701037","YES","YES"
"2701038","YES","YES"
"2701039","YES","YES"
"2701040","YES","YES"
"2702041","YES","YES"
"2702042","YES","YES"
"2702043","YES","YES"
"2702044","YES","YES"
"2702045","YES","YES"
"2702046","YES","YES"
"2702047","YES","YES"
"2702048","YES","YES"
"2702049","YES","YES"
"2702050","YES","YES"
"2702051","YES","YES"
"2702052","YES","YES"
"2702053","YES","YES"
"2702054","YES","YES"
"2702055","YES","YES"
"2702056","YES","YES"
"2703057","YES","YES"
"2703058","YES","YES"
"2703059","YES","YES"
"2703060","YES","YES"
"2703061","YES","YES"
"2703062","YES","YES"
"2703063","YES","YES"
"2703064","YES","YES"
"2703065","NO","NO"
"2703066","YES","YES"
"2703067","YES","YES"
"2703068","YES","YES"
"2703069","YES","YES"
"2703070","YES","YES"
"2703071","YES","YES"
"2703072","YES","YES"
"2703073","YES","YES"
"2703074","YES","YES"
"2704075","YES","YES"
"2704076","YES","YES"
"2704077","YES","YES"
"2704078","YES","YES"
"2704079","YES","YES"
"2704080","YES","YES"
"2704081","YES","YES"
"2704082","YES","YES"
"2704083","YES","YES"
"2704084","YES","YES"
"2704085","YES","YES"
"2704086","YES","YES"
"2704087","YES","YES"
"2704088","YES","YES"
"2704089","YES","YES"
"2704090","YES","YES"
"2705091","YES","YES"
"2705092","YES","YES"
"2705093","YES","YES"
"2705094","YES","YES"
"2705095","YES","YES"
"2705096","YES","YES"
"2705097","YES","YES"
"2705098","YES","YES"
"2705099","YES","YES"
"2705100","YES","YES"
"2705101","YES","YES"
"2705102","YES","YES"
"2705103","YES","YES"
"2705104","YES","YES"
"2705105","YES","YES"
"2705106","YES","YES"
"2706107","YES","YES"
"2706108","NO","NO"
"2706109","NO","NO"
"2706110","YES","YES"
"2706111","NO","NO"
"2706112","YES","YES"
"2706113","NO","NO"
"2706114","NO","NO"
"2706115","NO","NO"
"2706116","NO","NO"
"2707117","NO","NO"
"2707118","NO","NO"
"2707119","YES","YES"
"2707120","YES","YES"
"2707121","NO","NO"
"2707122","NO","NO"
"2707123","NO","NO"
"2707124","NO","NO"
"2707125","NO","NO"
"2707126","NO","NO"
"2707127","NO","NO"
"2708128","NO","NO"
"2708129","NO","NO"
"2708130","NO","NO"
"2708131","YES","YES"
"2708132","YES","YES"
"2708133","YES","YES"
"2708134","YES","YES"
"2708135","YES","YES"
"2708136","YES","YES"
"2708137","YES","YES"
"2708138","YES","YES"
"2708139","YES","YES"
"2709140","NO","NO"
"2709141","YES","YES"
"2709142","NO","NO"
"2709143","NO","NO"
"2709144","NO","NO"
"2710145","NO","NO"
"2710146","YES","YES"
"2710147","NO","NO"
"2710148","NO","NO"
"2710149","YES","YES"
"2710150","YES","YES"
"2710151","NO","NO"
"2710152","NO","NO"
"2710153","NO","NO"
"2710154","NO","NO"
"2710155","NO","NO"
"2711156","YES","YES"
"2711157","YES","YES"
"2711158","YES","YES"
"2711159","YES","YES"
"2711160","YES","YES"
"2711161","YES","YES"
"2711162","YES","YES"
"2711163","YES","YES"
"2711164","YES","YES"
"2711165","YES","YES"
"2711166","YES","YES"
"2711167","YES","YES"
"2711168","YES","YES"
"2711169","YES","YES"
"2711170","YES","YES"
"2711171","YES","YES"
"2711172","YES","YES"
"2711173","YES","YES"
"2711174","YES","YES"
"2711175","YES","YES"
"2711176","YES","YES"
"2711177","YES","YES"
"2711178","YES","YES"
"2711179","YES","YES"
"2711180","YES","YES"
"2711181","YES","YES"
"2712182","NO","NO"
"2712183","NO","NO"
"2712184","NO","NO"
"2712185","NO","NO"
"2712186","NO","NO"
"2713187","NO","NO"
"2713188","NO","NO"
"2713189","YES","YES"
"2713190","NO","NO"
"2714191","NO","NO"
"2714192","NO","NO"
"2714193","NO","NO"
"2714194","NO","NO"
"2714195","YES","YES"
"2715196","NO","NO"
"2715197","NO","NO"
"2715198","NO","NO"
"2715199","NO","NO"
"2715200","NO","NO"
"2715201","NO","NO"
"2715202","NO","NO"
"2716203","NO","NO"
"2716204","YES","YES"
"2716205","NO","NO"
"2717206","YES","YES"
"2717207","YES","YES"
"2717208","YES","YES"
"2717209","YES","YES"
