"province_code","province_name_CSO_421","district_code","district_name_CSO_421","district_name_CSO_OCHA_414","district_name_USFOR_407","district_name_farsi_CSO_421","district_name_pashto_CSO","pop_18_19_421_CSO","pop_18_19_419_CSO","pop_18_19_407_CSO","pop_18_19_399_CSO","pop_16_17_414_CSO-OCHA","pop_16_17_407_CSO-OCHA","pop_16_17_399_CSO-OCHA","pop_Jan_18_407_USFOR","pop_Jan_18_399_USFOR-AGCHO","pop_17_399_iMMAP-AGCHO"
"26","ZABUL","2611","Kakar","Kakar (khak-e-afghan )","Kakar","کاکر","د کاکړ(خاک افغان)","26303","26303","26303","26303","25004","25004","25004","30000","30000","39300"
"27","KANDAHAR","2701","Kandahar","Kandahar Center (Kandahar)","Kandahar","کندهار ","کندهار ","596423","596423","596423","645439","548645","548645","595238","482000","718000","518000"
"27","KANDAHAR","2702","Arghandab","Arghandab","Arghandab","ارغنداب","د ارغنداب ","67622","67622","67622","67622","64279","64279","64279","59000","59000","92800"
"27","KANDAHAR","2703","Daman","Daman","Daman","دامان","د دامان ","37853","37853","37853","37853","35982","35982","35982","40000","40000","54600"
"27","KANDAHAR","2704","Panjwayee","Panjwayee","Panjwa'i","پنجوائی","د پنجوائی ","95082","95082","95082","95082","90381","90381","90381","107000","107000","116000"
"27","KANDAHAR","2705","Zhire","Zhire","Zharey","ژیړی","د ژړی ","93669","93669","93669","93669","89039","89039","89039","106000","106000","104000"
"27","KANDAHAR","2706","Shah Wali Kot","Shah Wali Kot","Shah Wali Kot","شاه ولی کوت","د شاه ولی کوټ ","47349","47349","47349","47349","45007","45007","45007","54000","54000","104000"
"27","KANDAHAR","2707","Khakrez","Khakrez","Khakrez","خاکریز","د خاکريز ","24893","24893","24893","24893","23662","23662","23662","28000","28000","43100"
"27","KANDAHAR","2708","Arghistan","Arghistan","Arghistan","ارغستان","د آرغستان ","37596","37596","37596","37596","35738","35738","35738","42000","42000","71800"
"27","KANDAHAR","2709","Ghorak","Ghorak","Ghorak","غورک","د غورک ","10522","10522","10522","10522","10002","10002","10002","12000","12000","26600"
"27","KANDAHAR","2710","Maiwand","Maiwand","Maiwand","میوند","د ميوند ","64030","64030","64030","64030","60864","60864","60864","72000","72000","154000"
"27","KANDAHAR","2711","Spin Boldak","Spin Boldak","Spin Boldak","سپین بولدک","د سپين بولدک ","109837","109837","123694","123694","104408","117581","117581","139000","139000","194000"
"27","KANDAHAR","2712","Nesh","Nesh","Nesh","نیش","د نيش ","14627","14627","14627","14627","13904","13904","13904","17000","17000","41600"
"27","KANDAHAR","2713","Miyanishin","Miyanishin","Mya Nishin","میانشین","د ميانشين ","16424","16424","16424","16424","15612","15612","15612","18000","18000","30200"
"27","KANDAHAR","2714","Shorabak","Shorabak","Shorabak","شورابک","د شورابک ","12575","12575","12575","12575","11953","11953","11953","17000","17000","16200"
"27","KANDAHAR","2715","Maruf","Maruf","Ma'ruf","معروف","د معروف ","36056","36056","36056","36056","34274","34274","34274","40000","40000","63300"
"27","KANDAHAR","2716","Reg","Reg","Registan","ریگ","د ريگ ","9752","9752","9752","9752","9270","9270","9270","8000","8000","1920"
"27","KANDAHAR","2717","Dand","Dand","Dand","دند","د ډ ڼد ","49016","49016","49016",NA,"46593","46593",NA,"236000",NA,NA
"27","KANDAHAR","2718","Takhta Pul","Takhta pul",NA,"تخته پل","د تخته پل","13857","13857",NA,NA,"13173",NA,NA,NA,NA,NA
"28","JOWZJAN","2801","Sheberghan","Jawzjan Center (Sheberghan)","Shibirghan","شبر غان","شبر غان","184964","184964","184964","184964","174927","174927","174927","200000","200000","244000"
"28","JOWZJAN","2802","Khwaja Dukoh","Khwaja Dukoh","Khwajah Do Koh","خواجه دوکوه","د خواجه دوكوه ","29385","29385","29385","29385","27932","27932","27932","32000","32000","51500"
"28","JOWZJAN","2803","Khanaqa","Khanaqa","Khanaqa","خانقا ه","د خانقاه ","25406","25406","25406","25406","24150","24150","24150","29000","29000","46400"
"28","JOWZJAN","2804","Mingajik","Mingajik","Mingajik","منگجک","د منگجک ","46835","46835","46835","46835","44520","44520","44520","52000","52000","71300"
"28","JOWZJAN","2805","Qush Tepa","Qush Tepa","Qush Tepah","قوش تیپه","د قوش تيپى ","25661","25661","25661","25661","24394","24394","24394","30000","30000","53100"
"28","JOWZJAN","2806","Khamyab","Khamyab","Khamyab","خمیاب","د خمياب ","15269","15269","15269","15269","14514","14514","14514","17000","17000","24300"
"28","JOWZJAN","2807","Aqchah","Aqchah","Aqchah","آقچه","د اقچى ","83930","83930","83930","83930","79515","79515","79515","94000","94000","76000"
"28","JOWZJAN","2808","Faizabad","Faizabad                 ","Faizabad","فیض آباد","د فيض آباد ","45424","45424","45424","45424","43178","43178","43178","50000","50000","56800"
"28","JOWZJAN","2809","Mardyan","Mardyan","Mardian","مردیان","د مرديان ","42088","42088","42088","42088","40006","40006","40006","46000","46000","55700"
"28","JOWZJAN","2810","Qarqin","Qarqin","Qarqin","قرقین","د قرقين ","27168","27168","27168","27168","25739","25739","25739","30000","30000","43600"
"28","JOWZJAN","2811","Darzab","Darzab","Darzab","درزآب","د درزاب ","53703","53703","53703","53703","51025","51025","51025","60000","60000","43200"
"29","FARYAB","2901","Maimana","Faryab Center (Maimana)","Maimanah","میمنه","میمنه","91490","91490","91490","91490","86051","86051","86051","103000","103000","109000"
"29","FARYAB","2902","Pashtun Kot","Pashtun kot","Pashtun Kot","پشتون کوت","د پشتون کوټ ","206072","206072","206072","206072","195886","195886","195886","224000","224000","219000"
"29","FARYAB","2903","Khwaja Sabz Posh","Khwaja Sabz Posh i Wali","Khwaja Sabz Posh","خواجه سبزپوش ولی","د خواجه سبز پوش ولي ","55432","55432","55432","55432","52692","52692","52692","67000","67000","57000"
"29","FARYAB","2904","Almar","Almar","Almar","المار","د المار","76733","76733","76733","76733","72939","72939","72939","89000","89000","84500"
"29","FARYAB","2905","Bilchiragh","Bilchiragh","Bal Chiragh","بلچراغ","د بلچراغ ","56972","56972","56972","56972","54155","54155","54155","61000","61000","55300"
"29","FARYAB","2906","Shirin Tagab","Shirin Tagab","Shirin Tagab","شرین تگاب","د شرين تگاب ","88922","88922","88922","88922","84526","84526","84526","99000","99000","116000"
"29","FARYAB","2907","Qaisar","Qaisar","Qaisar","قیصار","د قيصار ","155517","155517","155517","155517","147829","147829","147829","176000","176000","199000"
"29","FARYAB","2908","Gurziwan","Gurziwan","Gurziwan","گرزیوان","د گرزيوان ","82762","82762","82762","82762","78672","78672","78672","92000","92000","95600"
"29","FARYAB","2909","Dawlat Abad","Dawlat Abad","Dowlatabad","دولت آباد","د دولت آباد","53226","53226","53226","53226","50539","50539","50539","60000","60000","91500"
"29","FARYAB","2910","Kohistan","Kohistan","Kohistan","کوهستان","د کوهستان ","59538","59538","59538","59538","56594","56594","56594","67000","67000","85300"
"29","FARYAB","2911","Qaram Qul","Qaram Qul","Qaram Qul","قرم قل","د قرم قل ","21428","21428","21428","21428","20370","20370","20370","21000","21000","34200"
"29","FARYAB","2912","Qurghan","Qurghan","Qurghan","قرغان","د قرغان ","51455","51455","51455","51455","48911","48911","48911","62000","62000","45400"
"29","FARYAB","2913","Andkhoy","Andkhoy","Andkhoy","اندخوی","د اندخوی ","44715","44715","44715","44715","42143","42143","42143","49000","49000","71200"
"29","FARYAB","2914","Khani Charbagh","Khani Charbagh","Khan-e Chahr Bagh","خان چارباغ","د خان چارباغ ","25278","25278","25278","25278","24028","24028","24028","28000","28000","41600"
"30","HELMAND","3001","Lashkargah","Helmand Center (Lashkargah)","Lashkar Gah","لشکر گاه","لشکر گاه","186708","186708","186708","186708","108174","108174","108174","134000","134000","151000"
"30","HELMAND","3002","Nad Ali","Nad Ali","Nad 'Ali","نادعلی","د نادعلی ","180535","180535","180535","209919","94649","94649","122580","70000","144000","277000"
"30","HELMAND","3003","Nawa-i-Barikzayi","Nawa-i- Barikzayi","Nawah-ye-Barakzai","ناوه بارکزائی","د ناوۀ بارکزائی ","107455","107455","107455","107455","96479","96479","96479","119000","119000","65800"
"30","HELMAND","3004","Nahr-i-Saraj","Nahr-i- Saraj","Nahr-e Saraj","نهر سراج","د نهر سراج ","168702","168702","168702","168702","122067","122067","122067","140000","140000","183000"
"30","HELMAND","3005","Washer","Washer","Washer","واشیر","د واشير ","27955","27955","27955","27955","16222","16222","16222","19000","19000","40000"
"30","HELMAND","3006","Garm Ser","Garm Ser","Garm Ser","گرم سیر","د گرم سير ","115158","115158","115158","115158","91235","91235","91235","109000","109000","102000"
"30","HELMAND","3007","Nawzad","Nawzad","Now Zad","نوزاد","د نوزاد ","94477","94477","94477","94477","52814","52814","52814","62000","62000","113000"
"30","HELMAND","3008","Sangin","Sangin             ","Sangin","سنگین","د سنگين ","74708","74708","74708","74708","62084","62084","62084","72000","72000","50600"
"30","HELMAND","3009","Musa Qala","Musa Qala","Musa Qal'ah","موسی قلعه","د موسی قلعه ","117585","117585","117585","117585","61352","61352","61352","73000","73000","98000"
"30","HELMAND","3010","Kajaki","Kajaki","Kajaki","کجکی","د کجکی ","112831","112831","112831","112831","74037","74037","74037","88000","88000","116000"
"30","HELMAND","3011","Reg-e-Khan Nishin","Reg-i-Khan Nishin","Reg-e Khan Neshin","ریگ خان نشین","د ريگ  خان نشين ","25447","25447","25447","25447","27322","27322","27322","25000","25000","20100"
"30","HELMAND","3012","Baghran","Baghran         ","Baghran","باغران","د باغران ","106897","106897","125308","125308","67147","84648","84648","79000","79000","102000"
"30","HELMAND","3013","Dishu","Dishu","Dishu","دیشو","د ديشو ","29261","29261","29261","29261","21223","21223","21223","23000","23000","6640"
"30","HELMAND","3014","Marja","Marja","Marja","مارجه","د مارجی ","29384","29384","29384",NA,"27931","27931",NA,"74000",NA,NA
"30","HELMAND","3015","Nawamish","Nawamish ",NA,"ناوه  میش","ناوه  میش ","18411","18411",NA,NA,"17501",NA,NA,NA,NA,NA
"31","BADGHIS","3101","Qala-i-Now","Badghis Center  (Qala-i- Now)","Qal'ah-ye Now","قلعه نو","قلعه نو","72619","72619","72619","72619","68869","68869","68869","76000","76000","66900"
"31","BADGHIS","3102","Ab Kamari","Ab Kamari","Ab-e Kamari","آب کمری","د آب کمری ","80325","80325","80325","80325","76354","76354","76354","89000","89000","75200"
"31","BADGHIS","3103","Muqur","Muqur","Muqur","مقر","د مقر ","25919","25919","25919","25919","24638","24638","24638","32000","32000","63700"
"31","BADGHIS","3104","Qadis","Qadis","Qadis","قادس","د قادس ","99316","99316","99316","99316","94406","94406","94406","114000","114000","122000"
"31","BADGHIS","3105","Murghab","Murghab (Bala Murghab)","Murghab","یمگان","د مرغاب (بالامرغاب) ","106116","106116","106116","106116","100870","100870","100870","118000","118000","151000"
"31","BADGHIS","3106","Jawand","Jawand","Jawand","جوند","د جوند ","86100","86100","86100","86100","81843","81843","81843","98000","98000","163000"
"31","BADGHIS","3107","Ghormach","Ghormach","Ghormach","غور ماچ","د غور ماچ ","60179","60179","60179","60179","57205","57205","57205","66000","66000","84600"
"32","HERAT","3201","Herat","Herat  Center (Herat)","Herat","هرات","هرات","538673","538673","538673","538673","491967","491967","491967","496000","496000","428000"
"32","HERAT","3202","Enjil","Enjil","Injil","انجیل","د انجيل ","267023","267023","267023","267023","253823","253823","253823","380000","380000","548000"
"32","HERAT","3203","Guzera","Guzera (Nizam-i- Shahid)","Guzarah","گذره","د گذرى (نظام شهيد) ","160265","160265","160265","160265","152342","152342","152342","178000","178000","200000"
"32","HERAT","3204","Karrukh","Karrukh","Karrukh","کرخ","د کرخ ","69952","69952","69952","69952","66416","66416","66416","81000","81000","70500"
"32","HERAT","3205","Zendahjan","Zendahjan","Zindah Jan","زنده جان","د زنده جان ","62363","62363","62363","62363","59278","59278","59278","73000","73000","88700"
"32","HERAT","3206","Pashtun Zarghun","Pashtun Zarghun","Pashtun Zarghun","پشتون زرغون","د پشتون زرغون ","109453","109453","109453","109453","104042","104042","104042","122000","122000","110000"
"32","HERAT","3207","Kushk","Kushk (Rubat-i-Sangi)","Kushk","گذره","د کشک( رباط سنگی) ","136495","136495","136495","136495","129560","129560","129560","152000","152000","128000"
"32","HERAT","3208","Gulran","Gulran","Gulran","گلران","د گلران ","102780","102780","102780","102780","97700","97700","97700","115000","115000","143000"
"32","HERAT","3209","Adraskan","Adraskan","Adraskan","ادرسکن","د ادرسکن ","58639","58639","58639","58639","55741","55741","55741","66000","66000","111000"
"32","HERAT","3210","Kushk-i-Kuhna","Kushk-i- Kuhna","Kushk-e Kuhnah","کشک کهنه","د کشک کهنه ","49913","49913","49913","49913","47447","47447","47447","56000","56000","64500"
"32","HERAT","3211","Ghoryan","Ghoryan","Ghorian","غوریان","د غوريان ","97893","97893","97893","97893","92670","92670","92670","109000","109000","148000"
"32","HERAT","3212","Obe","Obe","Obeh","اوبه","د اوبه ","82847","82847","82847","82847","78714","78714","78714","93000","93000","82100"
"32","HERAT","3213","Kohsan","Kohsan","Kohsan","کهسان","د کهسان ","59409","59409","59409","59409","56472","56472","56472","66000","66000","84000"
"32","HERAT","3214","Shindand","Shindand","Shindand","شیند ند","د شيند ند ","46425","46425","195400","195400","185683","185683","185683","220000","220000","209000"
"32","HERAT","3215","Farsi","Fersi","Farsi","فرسی","د فرسی ","33490","33490","33490","33490","31834","31834","31834","38000","38000","42200"
"32","HERAT","3216","Chishti Sharif","Chishti Sharif","Chisht-e Sharif","چشت شریف","د چشت شريف ","25919","25919","25919","25919","24638","24638","24638","29000","29000","57100"
"32","HERAT","3217","Zer-i-Koh",NA,NA,"زرکوه ?","زرکوه ?","51882","51882",NA,NA,NA,NA,NA,NA,NA,NA
"32","HERAT","3218","Pusht-i-Koh",NA,NA,"پشت من کوه ?","پشت من کوه ?","34577","34577",NA,NA,NA,NA,NA,NA,NA,NA
"32","HERAT","3219","Koh-i-Zor",NA,NA,"کیه زور ?",NA,"12759","12759",NA,NA,NA,NA,NA,NA,NA,NA
"32","HERAT","3220","Zawol",NA,NA,"زولول ?","زولول ?","49757","49757",NA,NA,NA,NA,NA,NA,NA,NA
"33","FARAH","3301","Farah","Farah Center (Farah)","Farah","فراه","فراه","123135","123135","123135","123135","116639","116639","116639","139000","139000","159000"
"33","FARAH","3302","Pushtrud","Pushtrud","Pusht-e Rod","پشت رود","د پشت رود","44398","44398","44398","44398","42202","42202","42202","50000","50000","58600"
"33","FARAH","3303","Khak-i-Safed","Khak-i-safed","Khak-e Safed","خاک سفید","د خاک سفيد","33106","33106","33106","33106","31468","31468","31468","37000","37000","44100"
"33","FARAH","3304","Qala-i-Kah","Qala-i-kah","Qal'ah-ye Kah","قلعه کاه","د قلعۀ کاه ","33618","33618","33618","33618","31956","31956","31956","38000","38000","35000"
"33","FARAH","3305","Shibkoh","Shibkoh","Shayb Koh","شیب کوه","د شيب کوه ","25535","25535","25535","25535","24272","24272","24272","27000","27000","20400"
"33","FARAH","3306","Bala Buluk","Bala Buluk","Bala Boluk","بالا بلوک","د بالا بلوک ","78014","78014","78014","78014","74159","74159","74159","87000","87000","85300"
"33","FARAH","3307","Anar Dara","Anar Dara","Anar Dara","اناردره","د اناردرى ","30412","30412","30412","30412","28907","28907","28907","34000","34000","49600"
"33","FARAH","3308","Bakwa","Bakwa","Bakwah","بکواه","د بکواه ","38751","38751","38751","38751","36836","36836","36836","43000","43000","69500"
"33","FARAH","3309","Lash-i-Juwayn","Lash-i- Juwayn","Lash-i Juwayn","لاش جو ین","د لاش جوين ","30539","30539","30539","30539","29029","29029","29029","34000","34000","25000"
"33","FARAH","3310","Gulistan","Gulistan","Gulistan","گلستان","د گلستان ","47347","47347","47347","47347","45008","45008","45008","53000","53000","63300"
"33","FARAH","3311","Pur Chaman","Pur Chaman","Pur Chaman","پرچمن","د پرچمن ","58382","58382","58382","58382","55497","55497","55497","64000","64000","88700"
"34","NIMROZ","3401","Zaranj","Nimroz Center (Zaranj)","Zaranj","زرنج","زرنج","62698","62698","62698","62698","59308","59308","59308","73000","73000","90100"
"34","NIMROZ","3402","Kang","Kang","Kang","کنگ","د کنگ ","24507","24507","24507","24507","23297","23297","23297","25000","25000","20200"
"34","NIMROZ","3403","Asl-i-Chakhansur","Asl-i-chakhansur","Chakhansur","اصل چخانسور","د اصل چخانسور ","25919","25919","25919","25919","24638","24638","24638","29000","29000","17100"
"34","NIMROZ","3404","Char Burjak","Char Burjak","Chahar Burjak","چاربرجک","د چاربرجک ","28872","28872","28872","28872","27444","27444","27444","31000","31000","15500"
"34","NIMROZ","3405","Khashrod","Khashrod","Khash Rod","خا شرود","د خا شرود ","27715","27715","27715","34902","26346","26346","33176","31000","39000","95500"
"34","NIMROZ","3406","Dilaram","Dularam","Delaram","دلارام","د دلارام ","7187","7187","7187",NA,"6830","6830",NA,"8000",NA,NA
