"electorate","constituency_code","province_code","province_name_eng","province_name_dari","province_name_pashto","candidate_code","ballot_position","candidate_gender","candidate_name_eng","candidate_name_dari","candidate_name_pashto","winner","results_date","results_status","votes"
"General","G-01","01","Kabul","کابل","کابل","1-1562-13",11,"F","Khalida Adib","خالده ادیب ","خالده ادیب ","NO","2018-11-23","Results Status : Uncertified",469
"General","G-01","01","Kabul","کابل","کابل","1-1655-1052",12,"F","Sharifa Shirzad Allah Daad"," شریفه شیرزاد الله داد"," شریفه شیرزاد الله داد","NO","2018-11-23","Results Status : Uncertified",1047
"General","G-01","01","Kabul","کابل","کابل","1-2005-1176",13,"M","Ustad Jafari","استاد جعفری ","استاد جعفری ","NO","2018-11-23","Results Status : Uncertified",170
"General","G-01","01","Kabul","کابل","کابل","1-1422-3066",14,"M","Jumma Khan Mohammadi","جمعه  خان محمدی","جمعه  خان محمدی","NO","2018-11-23","Results Status : Uncertified",502
"General","G-01","01","Kabul","کابل","کابل","1-1210-102",15,"M","Alhaj Ghullam Sakhi Parsaaye","الحاج غلام سخی پارسائی","الحاج غلام سخی پارسائی","NO","2018-11-23","Results Status : Uncertified",1297
"General","G-01","01","Kabul","کابل","کابل","1-1477-12",16,"M","Haji Ghullam Maroof Sediqi","حاجی غلام معروف صدیقی","حاجی غلام معروف صدیقی","NO","2018-11-23","Results Status : Uncertified",754
"General","G-01","01","Kabul","کابل","کابل","1-1315-24",17,"M","Sayed Saifullah Sadat","سید سیف الله سادات","سید سیف الله سادات","NO","2018-11-23","Results Status : Uncertified",117
"General","G-01","01","Kabul","کابل","کابل","1-1402-42",18,"M","Mohammad Edris Sediq","محمد ادریس صدیق","محمد ادریس صدیق","NO","2018-11-23","Results Status : Uncertified",870
"General","G-01","01","Kabul","کابل","کابل","1-1330-1",19,"F","Royena Jalali","روبینا جلالی","روبینا جلالی","YES","2018-11-23","Results Status : Uncertified",1529
"General","G-01","01","Kabul","کابل","کابل","1-1550-1074",20,"M","Sayed Mahmood Zia Dashti","سید محمود ضیا دشتی","سید محمود ضیا دشتی","NO","2018-11-23","Results Status : Uncertified",550
"General","G-01","01","Kabul","کابل","کابل","1-1681-51",21,"M","Gharibullah Tabesh","غریب الله تابش","غریب الله تابش","NO","2018-11-23","Results Status : Uncertified",691
"General","G-01","01","Kabul","کابل","کابل","1-1752-137",22,"M","Alhaj Mohammad Mosadeq Muqset","الحاج محمد مصدق مقسط","الحاج محمد مصدق مقسط","NO","2018-11-23","Results Status : Uncertified",283
"General","G-01","01","Kabul","کابل","کابل","1-1364-1092",23,"M","Arian Khaibar","آرین خیبر ","آرین خیبر ","NO","2018-11-23","Results Status : Uncertified",471
"General","G-01","01","Kabul","کابل","کابل","1-1825-107",24,"F","Armaghan Samkanai","ارمغان څمکنی","ارمغان څمکنی","NO","2018-11-23","Results Status : Uncertified",524
"General","G-01","01","Kabul","کابل","کابل","1-1198-97",25,"M","Mawalawi Ihsanulhaq Hanafi","مولوی احسان الحق حنفی","مولوی احسان الحق حنفی","NO","2018-11-23","Results Status : Uncertified",842
"General","G-01","01","Kabul","کابل","کابل","1-1674-1093",26,"M","Mohammad Shafiq Haqyar","محمد شفیق حقیار","محمد شفیق حقیار","NO","2018-11-23","Results Status : Uncertified",229
"General","G-01","01","Kabul","کابل","کابل","1-1415-1169",27,"M","Mohammad Qayoum Khostwal","محمد قیوم خوستوال ","محمد قیوم خوستوال ","NO","2018-11-23","Results Status : Uncertified",316
"General","G-01","01","Kabul","کابل","کابل","1-1058-169",28,"M","Assadullah Batori","اسد الله باتوری","اسد الله باتوری","NO","2018-11-23","Results Status : Uncertified",849
"General","G-01","01","Kabul","کابل","کابل","1-1400-15",29,"F","Shayesta Saleh","شایسته صالح","شایسته صالح","NO","2018-11-23","Results Status : Uncertified",99
"General","G-01","01","Kabul","کابل","کابل","1-1250-67",30,"M","Alhaj Habibullah Ahmadzai","الحاج حبیب الله احمدزی ","الحاج حبیب الله احمدزی ","NO","2018-11-23","Results Status : Uncertified",2161
"General","G-01","01","Kabul","کابل","کابل","1-1046-55",31,"F","Razia Arefi","راضیه عارفی ","راضیه عارفی ","NO","2018-11-23","Results Status : Uncertified",439
"General","G-01","01","Kabul","کابل","کابل","1-1654-131",32,"M","Sayed Mohammad Sayeedi","سید محمد سعیدی","سید محمد سعیدی","NO","2018-11-23","Results Status : Uncertified",908
"General","G-01","01","Kabul","کابل","کابل","1-1605-38",33,"M","Khan Ali Radmand","خانعلی رادمند","خانعلی رادمند","NO","2018-11-23","Results Status : Uncertified",439
"General","G-01","01","Kabul","کابل","کابل","1-1537-14",34,"M","Ahmad Jawid Jaihon","احمد جاوید جیحون","احمد جاوید جیحون","YES","2018-11-23","Results Status : Uncertified",7161
"General","G-01","01","Kabul","کابل","کابل","1-1778-156",35,"M","Ahmad Hamed Warasta","احمد حامد وارسته","احمد حامد وارسته","NO","2018-11-23","Results Status : Uncertified",1598
"General","G-01","01","Kabul","کابل","کابل","1-1764-1156",36,"M","Karimullah Jawad","کریم الله جواد ","کریم الله جواد ","NO","2018-11-23","Results Status : Uncertified",784
"General","G-01","01","Kabul","کابل","کابل","1-1148-170",37,"M","Mohammad Nayem Paiman","محمد نعیم پیمان ","محمد نعیم پیمان ","NO","2018-11-23","Results Status : Uncertified",783
"General","G-01","01","Kabul","کابل","کابل","1-1482-148",38,"M","Eng. Mohammad Dawood Yousufzai","انجنیر محمد داود یوسفزی","انجنیر محمد داود یوسفزی","NO","2018-11-23","Results Status : Uncertified",109
"General","G-01","01","Kabul","کابل","کابل","1-1716-150",39,"F","Rahela Jafari","راحله جعفری ","راحله جعفری ","NO","2018-11-23","Results Status : Uncertified",224
"General","G-01","01","Kabul","کابل","کابل","1-1407-113",40,"F","Abida Homa Azizi","عابده هما عزیزی","عابده هما عزیزی","NO","2018-11-23","Results Status : Uncertified",162
"General","G-01","01","Kabul","کابل","کابل","1-1645-1024",41,"M","Dr. Mohammadullah Shahidi","داکتر محمد الله شهیدی","داکتر محمد الله شهیدی","NO","2018-11-23","Results Status : Uncertified",701
"General","G-01","01","Kabul","کابل","کابل","1-1454-123",42,"M","Ahmad Behzad","احمد بهزاد ","احمد بهزاد ","NO","2018-11-23","Results Status : Uncertified",1611
"General","G-01","01","Kabul","کابل","کابل","1-1458-117",43,"M","Abdul Qadir Sadeqyar","عبد القدیر صادقیار","عبد القدیر صادقیار","NO","2018-11-23","Results Status : Uncertified",167
"General","G-01","01","Kabul","کابل","کابل","1-1388-1192",44,"F","Mariam Maroof Arwin","مریم معروف آروین ","مریم معروف آروین ","NO","2018-11-23","Results Status : Uncertified",449
"General","G-01","01","Kabul","کابل","کابل","1-1188-22",45,"M","Alhaj Amirgull Shahin","الحاج امیرگل شاهین ","الحاج امیرگل شاهین ","YES","2018-11-23","Results Status : Uncertified",6765
"General","G-01","01","Kabul","کابل","کابل","1-1595-90",46,"M","Haji Homayoun Bahar","حاجی همایون بهار","حاجی همایون بهار","NO","2018-11-23","Results Status : Uncertified",2023
"General","G-01","01","Kabul","کابل","کابل","1-1161-126",47,"M","Muzamel Shinwari","مزمل شینواری","مزمل شینواری","NO","2018-11-23","Results Status : Uncertified",647
"General","G-01","01","Kabul","کابل","کابل","1-1538-13",48,"F","Frozan Dawoodzai","فروزان داوودزی","فروزان داوودزی","NO","2018-11-23","Results Status : Uncertified",247
"General","G-01","01","Kabul","کابل","کابل","1-1073-8",49,"M","Alhaj Mohammad Qasim Jangalbagh","الحاج محمد قسیم جنگل باغ","الحاج محمد قسیم جنگل باغ","NO","2018-11-23","Results Status : Uncertified",1852
"General","G-01","01","Kabul","کابل","کابل","1-1555-33",50,"M","Abdul Rahim Ayoubi","عبدالرحیم ایوبی","عبدالرحیم ایوبی","NO","2018-11-23","Results Status : Uncertified",1639
"General","G-01","01","Kabul","کابل","کابل","1-1234-1",51,"M","Sayed Bahram Sadat","سید بهرام سادات","سید بهرام سادات","NO","2018-11-23","Results Status : Uncertified",1399
"General","G-01","01","Kabul","کابل","کابل","1-1524-2026",52,"M","Mohammad Dawood Naji","محمد داود ناجی","محمد داود ناجی","NO","2018-11-23","Results Status : Uncertified",3136
"General","G-01","01","Kabul","کابل","کابل","1-1438-254",53,"M","Gen. Abdul Wahed Taqat","جنرال عبدالواحد طاقت","جنرال عبدالواحد طاقت","NO","2018-11-23","Results Status : Uncertified",440
"General","G-01","01","Kabul","کابل","کابل","1-1710-163",54,"M","Abdul Basir Khalili Yousufzai","عبدالبصیر خلیلی یوسفزی","عبدالبصیر خلیلی یوسفزی","NO","2018-11-23","Results Status : Uncertified",232
"General","G-01","01","Kabul","کابل","کابل","1-1310-37",55,"M","Mohammad Lais Andar","محمدلیث اندړ","محمدلیث اندړ","NO","2018-11-23","Results Status : Uncertified",80
"General","G-01","01","Kabul","کابل","کابل","1-1896-158",56,"M","Mohammad Shoaib Iqbal Zazai","محمد شعیب اقبال ځاځی","محمد شعیب اقبال ځاځی","NO","2018-11-23","Results Status : Uncertified",160
"General","G-01","01","Kabul","کابل","کابل","1-1050-42",57,"M","Nasrullah Mesbah","نصرالله مصباح","نصرالله مصباح","NO","2018-11-23","Results Status : Uncertified",150
"General","G-01","01","Kabul","کابل","کابل","1-1270-20",58,"M","Mohammad Anwar Allah Daad","محمد انور الله داد ","محمد انور الله داد ","NO","2018-11-23","Results Status : Uncertified",375
"General","G-01","01","Kabul","کابل","کابل","1-1276-40",59,"M","Alhaj Qudratullah Sahak","الحاج قدرت الله سهاک","الحاج قدرت الله سهاک","NO","2018-11-23","Results Status : Uncertified",1880
"General","G-01","01","Kabul","کابل","کابل","1-1648-1078",60,"M","Salman Ali Dostzadah","سلمان علی دوست زاده","سلمان علی دوست زاده","NO","2018-11-23","Results Status : Uncertified",769
"General","G-01","01","Kabul","کابل","کابل","1-1567-23",61,"M","Mohammad Layeq Malekzadah","محمد لایق ملک زاده","محمد لایق ملک زاده","NO","2018-11-23","Results Status : Uncertified",669
"General","G-01","01","Kabul","کابل","کابل","1-1225-123",62,"M","Ziaullhaq Shafiq","ضیأالحق شفیق","ضیأالحق شفیق","NO","2018-11-23","Results Status : Uncertified",1824
"General","G-01","01","Kabul","کابل","کابل","1-1719-1162",63,"F","Enjila Bafaiz","انجیلا با فیض ","انجیلا با فیض ","NO","2018-11-23","Results Status : Uncertified",203
"General","G-01","01","Kabul","کابل","کابل","1-1336-22",64,"M","Ghullam Habib Fawad","غلام حبیب فواد","غلام حبیب فواد","NO","2018-11-23","Results Status : Uncertified",806
"General","G-01","01","Kabul","کابل","کابل","1-1789-142",65,"M","Dr. Moen Gull Samkanai","دوکتور معین گل څمکنی","دوکتور معین گل څمکنی","NO","2018-11-23","Results Status : Uncertified",351
"General","G-01","01","Kabul","کابل","کابل","1-1838-192",66,"M","Mohammad Hassan Mamozai","محمد حسن مموزی","محمد حسن مموزی","NO","2018-11-23","Results Status : Uncertified",919
"General","G-01","01","Kabul","کابل","کابل","1-1799-160",67,"M","Abdul Wahed Khan Nasratyar","عبدالواحد خان نصرتیار","عبدالواحد خان نصرتیار","NO","2018-11-23","Results Status : Uncertified",628
"General","G-01","01","Kabul","کابل","کابل","1-1566-58",68,"M","Mohammad Yar Stanikzai","محمد یار ستانکزی ","محمد یار ستانکزی ","NO","2018-11-23","Results Status : Uncertified",256
"General","G-01","01","Kabul","کابل","کابل","1-1480-52",69,"M","Alhaj Farid Khan Zurmati","الحاج فرید خان زرمتی","الحاج فرید خان زرمتی","NO","2018-11-23","Results Status : Uncertified",301
"General","G-01","01","Kabul","کابل","کابل","1-1339-28",70,"M","Deplom Eng. Ghullam Ali","دیپلوم انجنیرغلام علی","دیپلوم انجنیرغلام علی","NO","2018-11-23","Results Status : Uncertified",477
"General","G-01","01","Kabul","کابل","کابل","1-1300-41",71,"M","Sayed Burhan Sayed Jamal Taheri","سید برهان سید جمال طاهری","سید برهان سید جمال طاهری","NO","2018-11-23","Results Status : Uncertified",462
"General","G-01","01","Kabul","کابل","کابل","1-1275-46",72,"M","Abdul Basir Nabizadah","عبدالبصیر نبی زاده ","عبدالبصیر نبی زاده ","NO","2018-11-23","Results Status : Uncertified",668
"General","G-01","01","Kabul","کابل","کابل","1-1307-26",73,"M","Abdul Hamed Hamidi","عبدالحامد حمیدی","عبدالحامد حمیدی","NO","2018-11-23","Results Status : Uncertified",2274
"General","G-01","01","Kabul","کابل","کابل","1-1156-37",74,"M","Mohammad Salim Paigir","محمد سلیم پیگیر ","محمد سلیم پیگیر ","NO","2018-11-23","Results Status : Uncertified",230
"General","G-01","01","Kabul","کابل","کابل","1-1064-7",75,"M","Mohammad Sajad Hashimi","محمد سجاد هاشمی ","محمد سجاد هاشمی ","NO","2018-11-23","Results Status : Uncertified",304
"General","G-01","01","Kabul","کابل","کابل","1-1037-117",76,"M","Eng. Mohmood Haidari","انجنیر محمود حیدری ","انجنیر محمود حیدری ","NO","2018-11-23","Results Status : Uncertified",103
"General","G-01","01","Kabul","کابل","کابل","1-1048-1159",77,"F","Nabila Sayedjanzada Hamid","نبیلا سیدجان زاده حمید ","نبیلا سیدجان زاده حمید ","NO","2018-11-23","Results Status : Uncertified",91
"General","G-01","01","Kabul","کابل","کابل","1-1815-140",78,"M","Khesraw Khalid","خسرو خالد ","خسرو خالد ","NO","2018-11-23","Results Status : Uncertified",243
"General","G-01","01","Kabul","کابل","کابل","1-1704-56",79,"M","Alhaj sayed Mohammad Mohammadi","الحاج سید محمد محمدی","الحاج سید محمد محمدی","YES","2018-11-23","Results Status : Uncertified",6253
"General","G-01","01","Kabul","کابل","کابل","1-1189-2027",80,"F","Maari","ماری","ماری","NO","2018-11-23","Results Status : Uncertified",258
"General","G-01","01","Kabul","کابل","کابل","1-1688-1168",81,"M","Gen. Mohammad Aalem Kuhmardi","جنرال محمد عالم کهمردی","جنرال محمد عالم کهمردی","NO","2018-11-23","Results Status : Uncertified",611
"General","G-01","01","Kabul","کابل","کابل","1-1381-29",82,"M","Alhaj Tamiz Khan Mahmoodzai","الحاج تمیزخان محمودزی","الحاج تمیزخان محمودزی","NO","2018-11-23","Results Status : Uncertified",1462
"General","G-01","01","Kabul","کابل","کابل","1-1790-1042",83,"M","Haji Rohullah Mujahid","حاجی روح الله مجاهد","حاجی روح الله مجاهد","NO","2018-11-23","Results Status : Uncertified",457
"General","G-01","01","Kabul","کابل","کابل","1-1066-102",84,"M","Tawfiq Wahdat","توفیق وحدت","توفیق وحدت","YES","2018-11-23","Results Status : Uncertified",4318
"General","G-01","01","Kabul","کابل","کابل","35-1771-158",85,"M","Gen. Abdul Rashid Sheja","جنرال عبدالرشید شجاع","جنرال عبدالرشید شجاع","NO","2018-11-23","Results Status : Uncertified",344
"General","G-01","01","Kabul","کابل","کابل","1-1183-52",86,"F","Saleha Sadat","صالحه سعادت","صالحه سعادت","NO","2018-11-23","Results Status : Uncertified",577
"General","G-01","01","Kabul","کابل","کابل","1-1876-138",87,"M","Fazel Menallah Momtaz","فضل من الله ممتاز","فضل من الله ممتاز","NO","2018-11-23","Results Status : Uncertified",279
"General","G-01","01","Kabul","کابل","کابل","1-1076-50",88,"M","haji Sekandar Fraji","حاجی سکندر فراجی","حاجی سکندر فراجی","NO","2018-11-23","Results Status : Uncertified",313
"General","G-01","01","Kabul","کابل","کابل","1-1023-75",89,"M","Najibullah Naser","نجیب الله ناصر","نجیب الله ناصر","YES","2018-11-23","Results Status : Uncertified",3779
"General","G-01","01","Kabul","کابل","کابل","1-1649-45",90,"M","Sayed Mohammad Hadi Hadi","سید محمد هادی هادی","سید محمد هادی هادی","NO","2018-11-23","Results Status : Uncertified",520
"General","G-01","01","Kabul","کابل","کابل","1-1457-96",91,"M","Kheyali Jaan Sarwan","خیالی جان ساروان ","خیالی جان ساروان ","NO","2018-11-23","Results Status : Uncertified",792
"General","G-01","01","Kabul","کابل","کابل","1-1239-59",92,"M","Rahmatullah Salehi","رحمت الله صالحی","رحمت الله صالحی","NO","2018-11-23","Results Status : Uncertified",1019
"General","G-01","01","Kabul","کابل","کابل","1-1526-1023",93,"M","Zewaruddin Zewar","زیورالدین زیور","زیورالدین زیور","NO","2018-11-23","Results Status : Uncertified",203
"General","G-01","01","Kabul","کابل","کابل","1-1470-160",94,"F","Dr. Aatefa Tayeb","داکترعاطفه طیب ","داکترعاطفه طیب ","NO","2018-11-23","Results Status : Uncertified",1037
"General","G-01","01","Kabul","کابل","کابل","1-1496-176",95,"M","Mohammad Ashraf Pirzad","محمد اشرف پیرزاد ","محمد اشرف پیرزاد ","NO","2018-11-23","Results Status : Uncertified",109
"General","G-01","01","Kabul","کابل","کابل","1-1445-26",96,"M","Haji Sardar Agha Naseri","حاجی سردار آغا ناصری","حاجی سردار آغا ناصری","NO","2018-11-23","Results Status : Uncertified",614
"General","G-01","01","Kabul","کابل","کابل","1-1163-176",97,"M","Abdul Mansor Rasool","عبدالمنصور رسول","عبدالمنصور رسول","NO","2018-11-23","Results Status : Uncertified",522
"General","G-01","01","Kabul","کابل","کابل","1-1017-58",98,"M","Alhaj Nazifullah Gull Afghan","الحاج نظیف الله گل افغان","الحاج نظیف الله گل افغان","NO","2018-11-23","Results Status : Uncertified",1251
"General","G-01","01","Kabul","کابل","کابل","1-1008-143",99,"F","Farida Sahar","فریده سحر","فریده سحر","NO","2018-11-23","Results Status : Uncertified",126
"General","G-01","01","Kabul","کابل","کابل","1-1548-197",100,"M","Mirza Alizadah","میرزا علی زاده","میرزا علی زاده","NO","2018-11-23","Results Status : Uncertified",320
"General","G-01","01","Kabul","کابل","کابل","1-1873-152",101,"M","Abdul Qader Hotkhel","عبدالقادر هوت خیل","عبدالقادر هوت خیل","NO","2018-11-23","Results Status : Uncertified",658
"General","G-01","01","Kabul","کابل","کابل","1-1317-101",102,"F","Bibi Kubra Mustafawi","بی بی کبرا مصطفوی","بی بی کبرا مصطفوی","NO","2018-11-23","Results Status : Uncertified",1143
"General","G-01","01","Kabul","کابل","کابل","1-1426-218",103,"M","Lft-Gen. Sayed Aman","تورنجنرال سید امان ","تورنجنرال سید امان ","NO","2018-11-23","Results Status : Uncertified",364
"General","G-01","01","Kabul","کابل","کابل","1-1855-1186",104,"M","Abdul Mujib Safi Babrak","عبدالمجیب صافی ببرک ","عبدالمجیب صافی ببرک ","NO","2018-11-23","Results Status : Uncertified",236
"General","G-01","01","Kabul","کابل","کابل","1-1459-121",105,"M","Khwaja Mahbob Sediqi","خواجه محبوب صدیقی ","خواجه محبوب صدیقی ","NO","2018-11-23","Results Status : Uncertified",935
"General","G-01","01","Kabul","کابل","کابل","1-1443-91",106,"M","Haji Mohammad Farhad Sediqi","حاجی محمد فرهاد صدیقی","حاجی محمد فرهاد صدیقی","YES","2018-11-23","Results Status : Uncertified",4174
"General","G-01","01","Kabul","کابل","کابل","1-1205-3",107,"M","Ekramuddin Wali","اکرام الدین  ولی","اکرام الدین  ولی","NO","2018-11-23","Results Status : Uncertified",466
"General","G-01","01","Kabul","کابل","کابل","1-1854-144",108,"M","Eidi Mohammad Shareqi","عیدی محمد شارقی","عیدی محمد شارقی","NO","2018-11-23","Results Status : Uncertified",190
"General","G-01","01","Kabul","کابل","کابل","1-1732-171",109,"F","Habiba Qaderi","حبیبه قادری","حبیبه قادری","NO","2018-11-23","Results Status : Uncertified",335
"General","G-01","01","Kabul","کابل","کابل","1-1201-31",110,"M","Sayed Qutbuddin Roydar","سید قطب الدین رویدار","سید قطب الدین رویدار","NO","2018-11-23","Results Status : Uncertified",1413
"General","G-01","01","Kabul","کابل","کابل","1-1786-165",111,"F","Sediqa Popalzai","صدیقه پوپلزی","صدیقه پوپلزی","NO","2018-11-23","Results Status : Uncertified",62
"General","G-01","01","Kabul","کابل","کابل","1-1512-131",112,"M","Dr. Wahidullah Ahmadzai","داکتر وحید الله احمدزی ","داکتر وحید الله احمدزی ","NO","2018-11-23","Results Status : Uncertified",175
"General","G-01","01","Kabul","کابل","کابل","1-1611-46",113,"M","Alhaj Hasibullah Samim","الحاج حسیب الله صمیم","الحاج حسیب الله صمیم","NO","2018-11-23","Results Status : Uncertified",3314
"General","G-01","01","Kabul","کابل","کابل","1-1602-45",114,"M","Alhaj Faizullah Hashemi","الحاج فیض الله هاشمی ","الحاج فیض الله هاشمی ","NO","2018-11-23","Results Status : Uncertified",1892
"General","G-01","01","Kabul","کابل","کابل","1-1508-103",115,"M","Ahmad Shekeb Farahi","احمد شکیب فراهی","احمد شکیب فراهی","NO","2018-11-23","Results Status : Uncertified",822
"General","G-01","01","Kabul","کابل","کابل","1-1756-3040",116,"M","Reza Khan Aref Mukhles","رضا خان عارف مخلص","رضا خان عارف مخلص","NO","2018-11-23","Results Status : Uncertified",710
"General","G-01","01","Kabul","کابل","کابل","1-1149-80",117,"M","Salim Khan Kunduzi","سلیم خان کندوزی","سلیم خان کندوزی","NO","2018-11-23","Results Status : Uncertified",988
"General","G-01","01","Kabul","کابل","کابل","1-1091-1104",118,"F","Fatema Akbari","فاطمه اکبری","فاطمه اکبری","NO","2018-11-23","Results Status : Uncertified",114
"General","G-01","01","Kabul","کابل","کابل","1-1248-120",119,"M","Qurban Ali Uruzghani","قربان علی ارزگانی ","قربان علی ارزگانی ","NO","2018-11-23","Results Status : Uncertified",389
"General","G-01","01","Kabul","کابل","کابل","1-1174-19",120,"M","Hamed Sultani","حامد سلطانی","حامد سلطانی","NO","2018-11-23","Results Status : Uncertified",3746
"General","G-01","01","Kabul","کابل","کابل","1-1213-174",121,"F","Khatera Isshaqzai","خاطره اسحق زی","خاطره اسحق زی","NO","2018-11-23","Results Status : Uncertified",335
"General","G-01","01","Kabul","کابل","کابل","1-1040-15",122,"M","Ramazan Ali Rasooli","رمضان علی رسولی","رمضان علی رسولی","NO","2018-11-23","Results Status : Uncertified",731
"General","G-01","01","Kabul","کابل","کابل","1-1493-1080",123,"M","Mawalawi Nader Shah Baligh","مولوی نادرشاه  بلیغ","مولوی نادرشاه  بلیغ","NO","2018-11-23","Results Status : Uncertified",1112
"General","G-01","01","Kabul","کابل","کابل","1-1155-102",124,"M","Kalimullah Hamsukhan","کلیم الله هم سخن ","کلیم الله هم سخن ","NO","2018-11-23","Results Status : Uncertified",100
"General","G-01","01","Kabul","کابل","کابل","1-2009-1107",125,"M","Phd. Mohammad Dawood Rawosh","پوهاند محمد داود راوش ","پوهاند محمد داود راوش ","NO","2018-11-23","Results Status : Uncertified",294
"General","G-01","01","Kabul","کابل","کابل","1-1043-94",126,"M","Mohammad Nabi Baraki","محمد نبی بره کی ","محمد نبی بره کی ","NO","2018-11-23","Results Status : Uncertified",183
"General","G-01","01","Kabul","کابل","کابل","1-1481-144",127,"M","Dr. Abdul Satar Stanikzai","داکتر عبدالستار ستانکزی","داکتر عبدالستار ستانکزی","NO","2018-11-23","Results Status : Uncertified",64
"General","G-01","01","Kabul","کابل","کابل","1-1529-6",128,"F","Sohaila Sahar","سهیلا سحر","سهیلا سحر","NO","2018-11-23","Results Status : Uncertified",652
"General","G-01","01","Kabul","کابل","کابل","1-1010-32",129,"M","Obaidullah Kalimzai Wardak"," عبیدالله کلیمزی وردک"," عبیدالله کلیمزی وردک","YES","2018-11-23","Results Status : Uncertified",4291
"General","G-01","01","Kabul","کابل","کابل","1-1103-149",130,"M","Mohammad Ibrahim Fedaye","محمد ابراهیم فدای","محمد ابراهیم فدای","NO","2018-11-23","Results Status : Uncertified",80
"General","G-01","01","Kabul","کابل","کابل","1-1631-1210",131,"F","Laila Ali","لیلا علی ","لیلا علی ","NO","2018-11-23","Results Status : Uncertified",52
"General","G-01","01","Kabul","کابل","کابل","1-1424-173",132,"F","Shaima Rahimi","شیما رحیمی ","شیما رحیمی ","NO","2018-11-23","Results Status : Uncertified",57
"General","G-01","01","Kabul","کابل","کابل","1-1287-68",133,"M","Mustafa Sultani","مصطفی سلطانی","مصطفی سلطانی","NO","2018-11-23","Results Status : Uncertified",822
"General","G-01","01","Kabul","کابل","کابل","1-1216-47",134,"M","Ahmad Zaki Zahed","احمد ذکی زاهد ","احمد ذکی زاهد ","NO","2018-11-23","Results Status : Uncertified",3590
"General","G-01","01","Kabul","کابل","کابل","1-1784-3072",135,"M","Sayed Assadullah Hashimi","سید اسدالله  هاشمی","سید اسدالله  هاشمی","NO","2018-11-23","Results Status : Uncertified",223
"General","G-01","01","Kabul","کابل","کابل","1-1478-72",136,"M","Ajmal Balochzadah","اجمل بلوچ زاده ","اجمل بلوچ زاده ","NO","2018-11-23","Results Status : Uncertified",557
"General","G-01","01","Kabul","کابل","کابل","1-1831-147",137,"M","Deen Mohammad Darwishi","دین محمد درویشی ","دین محمد درویشی ","NO","2018-11-23","Results Status : Uncertified",187
"General","G-01","01","Kabul","کابل","کابل","1-1895-177",138,"M","sayed Ibrahim Hashemi","سید ابراهیم هاشیمی ","سید ابراهیم هاشیمی ","NO","2018-11-23","Results Status : Uncertified",57
"General","G-01","01","Kabul","کابل","کابل","1-1111-151",139,"F","Ustad Robaba Parwani Darwish","استاد ربابه پروانی درویش","استاد ربابه پروانی درویش","NO","2018-11-23","Results Status : Uncertified",664
"General","G-01","01","Kabul","کابل","کابل","1-1279-222",140,"F","Mariam Yousufi","مریم یوسفی","مریم یوسفی","NO","2018-11-23","Results Status : Uncertified",60
"General","G-01","01","Kabul","کابل","کابل","1-1440-71",141,"M","Mohammad Nazir Ahmadzai","محمد نذیر احمدزی","محمد نذیر احمدزی","NO","2018-11-23","Results Status : Uncertified",2950
"General","G-01","01","Kabul","کابل","کابل","1-1178-72",142,"F","Zahra Sepher","زهرا سپهر","زهرا سپهر","NO","2018-11-23","Results Status : Uncertified",668
