candidate_code,candidate_name_dari,candidate_party_dari,candidate_gender,province_code,province_name_eng,candidate_party_transliterated,candidate_party_eng,notes
13-1001-34,حاجی محمد ایوب توتاخیل,مستقل / خپلواک,M,13,Paktia,,Independent,
13-1305-65,حاجی محمد عارف امین,مستقل / خپلواک,M,13,Paktia,,Independent,
13-1266-55,حاجی ولی خان منګل,مستقل / خپلواک,M,13,Paktia,,Independent,
13-1274-8,حمدهللا همدرد,مستقل / خپلواک,M,13,Paktia,,Independent,
13-1489-1087,حمدولید احمدزی,مستقل / خپلواک,M,13,Paktia,,Independent,
13-1330-40,حمید اکرم څمکنی,مستقل / خپلواک,M,13,Paktia,,Independent,
13-1569-1082,خیال محمد احمدزی,مستقل / خپلواک,M,13,Paktia,,Independent,
13-1313-51,ځدران صیفی,مستقل / خپلواک,M,13,Paktia,,Independent,
13-1174-1077,داکتر حمیدهللا عزیز,مستقل / خپلواک,M,13,Paktia,,Independent,
13-1577-1076,داکتر شفیق هللا سحر,مستقل / خپلواک,M,13,Paktia,,Independent,
13-1541-37,داکتر مجیب الرحمن څمکنی,مستقل / خپلواک,M,13,Paktia,,Independent,
,داکتر هللا میر بهرام زوی,مستقل / خپلواک,M,13,Paktia,,Independent,MISSING
13-1298-62,داکتر یار باز خان حمیدی,مستقل / خپلواک,M,13,Paktia,,Independent,
13-1557-1100,داود پکتیاوال,مستقل / خپلواک,M,13,Paktia,,Independent,
13-1249-17,ډاکټر سمیع هللا احمدزی,مستقل / خپلواک,M,13,Paktia,,Independent,
13-1581-62,ډاکټر محمد عثمان زرمتی,مستقل / خپلواک,M,13,Paktia,,Independent,
13-1542-1075,راضیه سعادت منګل,مستقل / خپلواک,F,13,Paktia,,Independent,
13-1605-63,رحم الدین سپین غر,مستقل / خپلواک,M,13,Paktia,,Independent,
13-1545-22,رحمت هللا ځالند,مستقل / خپلواک,M,13,Paktia,,Independent,
13-1565-14,رحیمه نیازی,مستقل / خپلواک,F,13,Paktia,,Independent,
13-1081-1071,زرغونه حمید طوطاخیل,مستقل / خپلواک,F,13,Paktia,,Independent,
13-1697-53,سلطان محمد شپون,مستقل / خپلواک,M,13,Paktia,,Independent,
13-1314-67,سید جمال الدین آصف خېل,مستقل / خپلواک,M,13,Paktia,,Independent,
13-1141-5,سید حسن ګردیزی,مستقل / خپلواک,M,13,Paktia,,Independent,
13-1142-2,سید مرجان همکار,مستقل / خپلواک,M,13,Paktia,,Independent,
13-1173-19,سید ولی څمکنی,مستقل / خپلواک,M,13,Paktia,,Independent,
13-1002-48,سید ولی سمسور,مستقل / خپلواک,M,13,Paktia,,Independent,
13-1149-1093,شریفه زرمتی,مستقل / خپلواک,F,13,Paktia,,Independent,
13-1329-17,ښایسته جان احدی,مستقل / خپلواک,M,13,Paktia,,Independent,
13-1185-1,عبدالحنان حقویون,مستقل / خپلواک,M,13,Paktia,,Independent,
13-1169-1067,عبدالروف خان ځدران,مستقل / خپلواک,M,13,Paktia,,Independent,
13-1250-7,عبدالکریم مرزا زاده,مستقل / خپلواک,M,13,Paktia,,Independent,
13-1205-1074,عزت هللا احمدزی,مستقل / خپلواک,M,13,Paktia,,Independent,
13-1186-20,عید محمد باز ځاځی,مستقل / خپلواک,M,13,Paktia,,Independent,
13-1461-1069,فرید هللا ځاځی,مستقل / خپلواک,M,13,Paktia,,Independent,
13-1161-1107,ګاللی سلیمانخیل,مستقل / خپلواک,F,13,Paktia,,Independent,
13-1273-64,ګل بادشاه مجیدی,مستقل / خپلواک,M,13,Paktia,,Independent,
13-1173-46,محمد ابراهیم غښتلی,مستقل / خپلواک,M,13,Paktia,,Independent,
13-1082-61,محمد اسلم بیک دانشمل,مستقل / خپلواک,M,13,Paktia,,Independent,
13-1073-1086,محمد اسماعیل ځاځی,حزب اسالمی افغانستان,M,13,Paktia,,,
13-1285-1089,محمد امین شرافت,مستقل / خپلواک,M,13,Paktia,,Independent,
13-1681-1092,محمد ایوب پشتون,مستقل / خپلواک,M,13,Paktia,,Independent,
13-1202-1085,محمد حریف سلیمان منګل,حزب اسالمی افغانستان,M,13,Paktia,,,
13-1077-1081,محمد حنیف احمد زی,مستقل / خپلواک,M,13,Paktia,,Independent,
13-1210-59,محمد داود,مستقل / خپلواک,M,13,Paktia,,Independent,
13-1005-1091,محمد داود تپان,مستقل / خپلواک,M,13,Paktia,,Independent,
13-1226-1094,محمد داود خان سعادت,مستقل / خپلواک,M,13,Paktia,,Independent,
13-1309-43,محمد صدیق احمدخیل,مستقل / خپلواک,M,13,Paktia,,Independent,
13-1325-68,محمد نعیم احمدزی,مستقل / خپلواک,M,13,Paktia,,Independent,
13-1265-32,محمد نعیم روان,مستقل / خپلواک,M,13,Paktia,,Independent,
13-1010-40,محمد نواب منګل,مستقل / خپلواک,M,13,Paktia,,Independent,
13-1225-54,محمد هاشم څمکنی,مستقل / خپلواک,M,13,Paktia,,Independent,
13-1453-1098,محمد یوسف شور,مستقل / خپلواک,M,13,Paktia,,Independent,
13-1585-58,مراد خان مراد,مستقل / خپلواک,M,13,Paktia,,Independent,
13-1133-66,میرزا جان منګل,مستقل / خپلواک,M,13,Paktia,,Independent,
13-1118-59,نجیب احمدزی,مستقل / خپلواک,M,13,Paktia,,Independent,
13-1289-10,نصیب مقبل,مستقل / خپلواک,M,13,Paktia,,Independent,
13-1022-57,نعیم مقبل,مستقل / خپلواک,M,13,Paktia,,Independent,
13-1177-1079,نور احمد رشتیاوال,مستقل / خپلواک,M,13,Paktia,,Independent,
13-1093-56,نیاز محمد څمکنی,مستقل / خپلواک,M,13,Paktia,,Independent,
13-1312-1553-58,ولی خان همت,مستقل / خپلواک,M,13,Paktia,,Independent,
14-1397-72,احمدشاه پاچا خوستی,مستقل / خپلواک,M,14,Khost,,Independent,
14-1437-104,اختر زمان رئيسي,مستقل / خپلواک,M,14,Khost,,Independent,
14-1314-74,استاد عبدهللا متونوال,مستقل / خپلواک,M,14,Khost,,Independent,
14-1133-71,اکبرجان اکبری,مستقل / خپلواک,M,14,Khost,,Independent,
14-1609-107,الحاج عبدالمعروف تريزائی,مستقل / خپلواک,M,14,Khost,,Independent,
14-1142-70,الحاج عجب نور منګل,مستقل / خپلواک,M,14,Khost,,Independent,
14-1346-106,انجينر بادشاه سبحان پاچا,مستقل / خپلواک,M,14,Khost,,Independent,
14-1581-90,انجينر نصرهللا نصرت,مستقل / خپلواک,M,14,Khost,,Independent,
14-1593-47,انجينر هلمند هلمند,مستقل / خپلواک,M,14,Khost,,Independent,
14-1041-7,تواب جان غفوري,مستقل / خپلواک,M,14,Khost,,Independent,
14-1329-63,جاويد خان ناصح,مستقل / خپلواک,M,14,Khost,,Independent,
14-1141-42,حسان هللا ځدراڼ,مستقل / خپلواک,M,14,Khost,,Independent,
14-1289-93,حفيظ هللا صبری,مستقل / خپلواک,M,14,Khost,,Independent,
14-1010-22,حمدشاه خوستوال,مستقل / خپلواک,M,14,Khost,,Independent,
14-1553-102,حيات وزير عرفان,مستقل / خپلواک,M,14,Khost,,Independent,
14-1273-19,خاجي مظفرخان بابکرخيل,مستقل / خپلواک,M,14,Khost,,Independent,
14-1009-24,خيال باز شيرزی,مستقل / خپلواک,M,14,Khost,,Independent,
14-1093-37,داکتر ميربت خان منګل,مستقل / خپلواک,M,14,Khost,,Independent,
14-1173-78,دوکتور اکبرجان پوالد,مستقل / خپلواک,M,14,Khost,,Independent,
14-1266-81,ډاکټر اصيل مير پتنګ,مستقل / خپلواک,M,14,Khost,,Independent,
14-1161-99,ډاکټر جنت خان,مستقل / خپلواک,M,14,Khost,,Independent,
14-1225-98,ډاکټر داودخان نيازی,مستقل / خپلواک,M,14,Khost,,Independent,
14-1001-92,ډاکټر محمد موسی خاورين,حزب اسالمي افغانستان,M,14,Khost,,,
14-1193-96,زينورين نوری افغان,مستقل / خپلواک,M,14,Khost,,Independent,
14-1505-17,ساهره شريف,مستقل / خپلواک,F,14,Khost,,Independent,
14-1313-76,سيدکريم خان خاکسار,مستقل / خپلواک,M,14,Khost,,Independent,
14-1461-95,شيرا عجم جوهر,مستقل / خپلواک,M,14,Khost,,Independent,
14-1274-8,عارف هللا پښتون,مستقل / خپلواک,M,14,Khost,,Independent,
,عبدالجبار جبارخيل,مستقل / خپلواک,M,14,Khost,,Independent,MISSING
14-1561-91,عبدالرحمن رحيمې,مستقل / خپلواک,M,14,Khost,,Independent,
14-1250-57,عبدالنصير حقمل,مستقل / خپلواک,M,14,Khost,,Independent,
14-1005-85,عبدالودود حمزه,مستقل / خپلواک,M,14,Khost,,Independent,
14-1081-94,عبدالولي اخالص صبری,حزب اسالمي افغانستان,M,14,Khost,,,
14-1186-82,عبدالولی واحدزی,مستقل / خپلواک,M,14,Khost,,Independent,
14-1637-2,غفار خان,مستقل / خپلواک,M,14,Khost,,Independent,
14-1249-100,فرهاد اکبري,مستقل / خپلواک,M,14,Khost,,Independent,
14-1334-77,قيام الدين سعدي,مستقل / خپلواک,M,14,Khost,,Independent,
14-1178-75,کرامت خان خپلواک,مستقل / خپلواک,M,14,Khost,,Independent,
14-1565-39,کمال خان صبری,مستقل / خپلواک,M,14,Khost,,Independent,
14-1541-88,کمال ناصر اصولي,مستقل / خپلواک,M,14,Khost,,Independent,
,لياقت هللا بابکرخيل,مستقل / خپلواک,M,14,Khost,,Independent,MISSING
14-1537-67,مجان نادر زوی,مستقل / خپلواک,M,14,Khost,,Independent,
14-1441-51,محمد امير بهير,مستقل / خپلواک,M,14,Khost,,Independent,
14-1082-105,محمد جليل شاه حبيب زی,مستقل / خپلواک,M,14,Khost,,Independent,
14-1585-97,محمد رسول,مستقل / خپلواک,M,14,Khost,,Independent,
14-1094-36,محمد عارف ګربز,مستقل / خپلواک,M,14,Khost,,Independent,
14-1545-68,محمد غفور مهيدي,مستقل / خپلواک,M,14,Khost,,Independent,
14-1489-89,مولوي عبدالقدوس اميري,مستقل / خپلواک,M,14,Khost,,Independent,
14-1197-101,مير احمد ګربز,مستقل / خپلواک,M,14,Khost,,Independent,
14-1286-80,ميرهللا امير زوي ګربز,مستقل / خپلواک,M,14,Khost,,Independent,
14-1265-20,ميرولي جان لکڼوال,مستقل / خپلواک,M,14,Khost,,Independent,
14-1174-86,ميرويس خان جاللی,مستقل / خپلواک,M,14,Khost,,Independent,
14-1605-73,نجيبه رحماني,مستقل / خپلواک,F,14,Khost,,Independent,
14-1477-84,نويدالحق ارمان,مستقل / خپلواک,M,14,Khost,,Independent,
14-1185-16,همايون همايون,مستقل / خپلواک,M,14,Khost,,Independent,
15-1273-6,استاد نعمت هللا کریاب,مستقل / خپلواک,M,15,Kunarha,,Independent,
15-1173-1009,الحاج خانزادګل غروال,مستقل / خپلواک,M,15,Kunarha,,Independent,
15-1503-1185-1018,الحاج سردارنبی نبی,مستقل / خپلواک,M,15,Kunarha,,Independent,
15-1561-1014,بالل سروری,مستقل / خپلواک,M,15,Kunarha,,Independent,
15-1437-1006,جاوید ساپی,مستقل / خپلواک,M,15,Kunarha,,Independent,
15-1141-3,حاجی سخی مشواڼی,مستقل / خپلواک,M,15,Kunarha,,Independent,
15-1021-1025,حاجی صالح محمد صالح,مستقل / خپلواک,M,15,Kunarha,,Independent,
15-1197-1,حاجی عبدالستار ایوبی,مستقل / خپلواک,M,15,Kunarha,,Independent,
15-1306-1008,حاجی عبدالولی خان ماموند,مستقل / خپلواک,M,15,Kunarha,,Independent,
15-1297-1010,حاجی محمد امین,مستقل / خپلواک,M,15,Kunarha,,Independent,
15-1506-1229-1016,ډاکټرعنایت الرحمن شینواری,مستقل / خپلواک,M,15,Kunarha,,Independent,
15-1142-4,رفیع هللا حیدری,مستقل / خپلواک,M,15,Kunarha,,Independent,
15-1193-1026,سید ابرار هاشمی,مستقل / خپلواک,M,15,Kunarha,,Independent,
15-1541-2,شجاع الملک جالله,مستقل / خپلواک,M,15,Kunarha,,Independent,
15-1665-1024,ضیاءالرحمن کشمیرخان,حزب اسالمی افغانستان,M,15,Kunarha,,,
15-1325-1012,قاری عطاءهللا صافی,مستقل / خپلواک,M,15,Kunarha,,Independent,
15-1441-1013,ګل اغا حیران,مستقل / خپلواک,M,15,Kunarha,,Independent,
15-1001-1011,مجاهد خان خلیل,مستقل / خپلواک,M,15,Kunarha,,Independent,
15-1501-1553-1017,محمد خالد خان زمانی,مستقل / خپلواک,M,15,Kunarha,,Independent,
15-1505-1019,محمد عیان عیان,مستقل / خپلواک,M,15,Kunarha,,Independent,
15-1081-1031,مریم صافۍ,مستقل / خپلواک,F,15,Kunarha,,Independent,
15-1265-1029,مشتاق احمد شاغلی,مستقل / خپلواک,M,15,Kunarha,,Independent,
15-1274-1021,مولوی شهزاده شاهد,مستقل / خپلواک,M,15,Kunarha,,Independent,
15-1249-1007,مینا جالل,مستقل / خپلواک,F,15,Kunarha,,Independent,
15-1489-1022,نصر هللا صافی,مستقل / خپلواک,M,15,Kunarha,,Independent,
15-1305-1020,نورالدین صافی,مستقل / خپلواک,M,15,Kunarha,,Independent,
15-1329-1027,نورالرحمن غرنی,مستقل / خپلواک,M,15,Kunarha,,Independent,
15-1186-1028,هنر یار ملنګیار,مستقل / خپلواک,M,15,Kunarha,,Independent,
15-1593-1023,وحید هللا تلوار,مستقل / خپلواک,M,15,Kunarha,,Independent,
15-1233-5,وږمه سابی,مستقل / خپلواک,F,15,Kunarha,,Independent,
16-1297-19,اسماعیل اتیکان,مستقل / خپلواک,M,16,Nooristan,,Independent,
16-1009-24,جمیله نورستانی,مستقل / خپلواک,F,16,Nooristan,,Independent,
16-1606-1337-36,داکتر قمربانو اکبری نورستانی,مستقل / خپلواک,F,16,Nooristan,,Independent,
16-1157-46,ډاکتر ریتا علی,مستقل / خپلواک,F,16,Nooristan,,Independent,
16-1250-21,ډاکتره ذاهده فیضان,مستقل / خپلواک,F,16,Nooristan,,Independent,
16-1545-9,سدهللا نورستانی,مستقل / خپلواک,M,16,Nooristan,,Independent,
16-1274-38,سمونوال محمدعثمان نورستان,مستقل / خپلواک,M,16,Nooristan,,Independent,
16-1265-1066,سونیک ثنا شورماچ نورستانی,مستقل / خپلواک,F,16,Nooristan,,Independent,
16-1637-58,شیر اغا غیرت,مستقل / خپلواک,M,16,Nooristan,,Independent,
16-1142-18,عبیدهللا نورستانی,مستقل / خپلواک,M,16,Nooristan,,Independent,
16-1093-57,فضل هادی مورال,مستقل / خپلواک,M,16,Nooristan,,Independent,
16-1314-1068,کریمه نورستانی,مستقل / خپلواک,F,16,Nooristan,,Independent,
16-1141-1070,محمد عثمان نورستانی,حزب اسالمی افغانستان,M,16,Nooristan,,,
16-1173-49,محمدرستم خاور,مستقل / خپلواک,M,16,Nooristan,,Independent,
16-1249-20,مولوی احمدهللا موحد,مستقل / خپلواک,M,16,Nooristan,,Independent,
16-1593-31,نورهللا معمار,مستقل / خپلواک,M,16,Nooristan,,Independent,
17-1325-1,استوری یزدان پرست,مستقل / خپلواک,F,17,Badakhshan,,Independent,
17-1581-26,الحاج باز محمد احمدی,مستقل / خپلواک,F,17,Badakhshan,,Independent,
17-1665-77,الحاج سید البصیر احمدی,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1429-53,الحاج صفر محمد مبارز,NA,M,17,Badakhshan,,No party listed,
17-1181-48,الحاج عبدالرحمن عبرت,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1601-80,امان الدین عاطف,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1221-40,امان هللا پیمان,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1505-60,امیر شاه داخنده,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1002-45,ایران گل سیحون,مستقل / خپلواک,F,17,Badakhshan,,Independent,
17-1577-31,بابا جان حسینی,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1177-33,بصیره محب,مستقل / خپلواک,F,17,Badakhshan,,Independent,
17-1249-41,تمکین شریفی,مستقل / خپلواک,F,17,Badakhshan,,Independent,
17-1285-22,جنید هللا عینی,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1009-4,حاجی عبدالقدیر,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1029-25,حاجی محمدظاهر یفتلی,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1521-7,حاجی محمدیعقوب عصمتی,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1077-14,حفیظ هللا همگام,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1134-67,خالد ولی زاده,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1313-12,داکتر احمد ضیاء یفتلی,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1197-57,داکتر صبغت هللا خاکساری,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1266-43,داکتر عتیق هللا بصیری,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1094-39,داکتر ناهیده داور,مستقل / خپلواک,F,17,Badakhshan,,Independent,
17-1555-74,دولت محمد فرزاد,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1033-20,سخیداد حیدری,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1545-56,سلطان محمد اورنگ,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1230-36,سمیع هللا ظهوری,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1073-71,سید حیدر حیدری,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1433-28,سید خیر الدین صیاد,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1337-64,سید عبدالقادر مجددی,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1697-54,سید عمران,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1173-34,سید قمرالدین,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1265-29,سیف هللا شریفی,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1297-17,شاه عبد االحد افضلی,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1477-79,صادقه ادیب,جنبش ملی,F,17,Badakhshan,Junbesh-e-Milli,National Islamic Movement of Afghanistan,CHECK
17-1174-50,صالح الدین نظری,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1441-16,صفی هللا مسلم,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1326-65,ضیا الحق برهانی,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1329-75,ضیا الدین واثق,حزب اسالمی,M,17,Badakhshan,,,
17-1142-30,عبد الصمد یفتلی,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1226-55,عبدالبصیر سروری,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1434-63,عبدالجبار فرقانی,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1553-23,عبدالروف انعامی,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1585-6,عبدالشکور واقف حکیمی,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1082-21,عبدالصبور صهیب,مستقل / خپلواک,M,17,Badakhshan,,Independent,
,عبدالصمد,مستقل / خپلواک,M,17,Badakhshan,,Independent,MISSING
17-1541-2,عبداللطیف پدرام,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1126-52,عبدالمصور عبید,جنبش ملی,M,17,Badakhshan,Junbesh-e-Milli,National Islamic Movement of Afghanistan,CHECK
17-1593-42,عبدالناصر انصار,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1233-47,عبدالولی نیازی,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1561-51,عظیم هللا عظیمی,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1117-49,فرید احمد رحیمی,مستقل / خپلواک,M,17,Badakhshan,,Independent,
,فوزیه کوفی,مستقل / خپلواک,F,17,Badakhshan,,Independent,MISSING
17-1225-70,قاضی عمادالدین عماد,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1405-44,قربانعلی همزی,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1261-62,کبرا دهقان,مستقل / خپلواک,F,17,Badakhshan,,Independent,
17-1170-18,لعل محمد بدخش,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1161-3,محمد اسالم یفتلی,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1273-24,محمد ذکریا سودا,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1250-9,محمد رضا سلیمی,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1150-66,محمداسماعیل,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1001-72,محمدامین خرمجی,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1202-69,محمدذاکر,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1005-58,محمدسردار سروری,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1141-35,محمدصدیق کریم,مستقل / خپلواک,M,17,Badakhshan,,Independent,
,محمدنبی بیان,مستقل / خپلواک,M,17,Badakhshan,,Independent,MISSING
17-1338-59,محمدنبی قاطع,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1158-19,مرضیه احمدی,مستقل / خپلواک,F,17,Badakhshan,,Independent,
,مریم کوفی,مستقل / خپلواک,F,17,Badakhshan,,Independent,MISSING
17-1321-5,مصطفی قل میرزاده,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1093-32,مفتی حفیظ الرحمن نقی,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1218-38,موال نظر حق دوست,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1681-73,موسی سلطانی,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1445-46,مولوی ذبیح هللا عتیق,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1401-81,مولوی عبدالتواب قاضی زاده,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1382-11,نذری محمد نیرومند,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1234-61,نورالحق عارف,مستقل / خپلواک,M,17,Badakhshan,,Independent,
17-1537-10,نیلوفر ابراهیمی,مستقل / خپلواک,F,17,Badakhshan,,Independent,
18-1149-68,استادفضل احمد بورگیت,حزب جنبش ملی اسالمی افغانستان,M,18,Takhar,,,
,اسدهللا ایوب,مستقل / خپلواک,M,18,Takhar,,Independent,MISSING
18-1198-36,الحاج خیرمحمد تیمور,جنبش ملی اسالمی افغانستان,M,18,Takhar,Junbesh-e-Milli,National Islamic Movement of Afghanistan,CHECK
18-1034-25,الحاج فیض هللا بیک,مستقل / خپلواک,M,18,Takhar,,Independent,
18-1290-141,الحاج محمداقبال ابدیار,مستقل / خپلواک,M,18,Takhar,,Independent,
18-1465-119,الحاج محمداکمل مونس,مستقل / خپلواک,M,18,Takhar,,Independent,
18-1418-92,امین هللا تخاری,مستقل / خپلواک,M,18,Takhar,,Independent,
18-1130-132,امینه فیض زاد,مستقل / خپلواک,F,18,Takhar,,Independent,
18-1429-13,انجنیرامیرمحمد خاکسار,جنبش ملی اسالمی,M,18,Takhar,Junbesh-e-Milli,National Islamic Movement of Afghanistan,CHECK
18-1601-105,انجنیررازمحمد فیض,مستقل / خپلواک,M,18,Takhar,,Independent,
18-1241-63,انجنیرشفیق هللا عمر,مستقل / خپلواک,M,18,Takhar,,Independent,
18-1194-66,انجنیرعیدی محمد حکیمی,مستقل / خپلواک,M,18,Takhar,,Independent,
18-1022-103,انجنیرفریدون نثار,مستقل / خپلواک,M,18,Takhar,,Independent,
18-1021-85,انجنیرمحمدسردار عزیزی,مستقل / خپلواک,M,18,Takhar,,Independent,
18-1201-49,انجینر سید جاوید برهان,مستقل / خپلواک,M,18,Takhar,,Independent,
18-1349-77,بشیراحمد ضیایی,مستقل / خپلواک,M,18,Takhar,,Independent,
18-1629-110,بهرام الدین حسام,مستقل / خپلواک,M,18,Takhar,,Independent,
18-1477-154,بی بی سلیمه امامی اوزبیک,مستقل / خپلواک,F,18,Takhar,,Independent,
18-1221-112,تاج محمد غفوری,مستقل / خپلواک,M,18,Takhar,,Independent,
18-1126-69,جنرال نجیب هللا نجیب,مستقل / خپلواک,M,18,Takhar,,Independent,
18-1689-96,جنرال ولی محمد توحید,جمعیت اسالمی,M,18,Takhar,Jamiat-e-Islami,,CHECK
18-1338-87,حبیبه دانش,مستقل / خپلواک,F,18,Takhar,,Independent,
18-1229-75,حفیظ هللا حبیبی,مستقل / خپلواک,M,18,Takhar,,Independent,
18-1613-116,خاطره عظیمی,مستقل / خپلواک,F,18,Takhar,,Independent,
18-1238-135,خیرهللا خیرخواه,مستقل / خپلواک,M,18,Takhar,,Independent,
18-1242-48,داکتر حبیب هللا رستاقی,مستقل / خپلواک,M,18,Takhar,,Independent,
18-1269-10,داکترحمیدالدین یولداش,مستقل / خپلواک,M,18,Takhar,,Independent,
18-1225-3,داکترسیداشرف الدین عینی,مستقل / خپلواک,M,18,Takhar,,Independent,
18-1010-97,داکترمحمدرحمان حکیمی,مستقل / خپلواک,M,18,Takhar,,Independent,
18-1162-34,داکترمنیژه حمید نوید,مستقل / خپلواک,F,18,Takhar,,Independent,
18-1397-26,داکترنوراحمدخوشخال,مستقل / خپلواک,M,18,Takhar,,Independent,
18-1193-153,رجاالدین امینی,جمعیت اسالم افغانستان,M,18,Takhar,Jamiat-e-Islami,,CHECK
18-1185-71,رزم آرا حواش,مستقل / خپلواک,F,18,Takhar,,Independent,
18-1050-257,ریس عبدالباقی ملک زاده,مستقل / خپلواک,M,18,Takhar,,Independent,
18-1153-78,سلطان احمد طالی,مستقل / خپلواک,M,18,Takhar,,Independent,
18-1533-108,سیداکرام الدین معصومی,مستقل / خپلواک,M,18,Takhar,,Independent,
18-1029-17,سیدجلیل سیدزاده,مستقل / خپلواک,M,18,Takhar,,Independent,
18-1653-95,سیدعبدالحنان حبیب زاد,مستقل / خپلواک,M,18,Takhar,,Independent,
18-1158-151,سیمین حسینی,مستقل / خپلواک,F,18,Takhar,,Independent,
18-1329-93,شکیب سروری,مستقل / خپلواک,M,18,Takhar,,Independent,
18-1045-90,شهناز مریم مهتاب,حزب جنبش ملی اسالمی افغانستان,F,18,Takhar,,,
18-1322-52,صالح الدین صدیقی,مستقل / خپلواک,M,18,Takhar,,Independent,
18-1234-41,عبدالحنان آغاگل قطغنی,مستقل / خپلواک,M,18,Takhar,,Independent,
18-1469-27,عبدالخالق آقسای,مستقل / خپلواک,M,18,Takhar,,Independent,
18-1541-258,عبدالخبیر خردمند,مستقل / خپلواک,M,18,Takhar,,Independent,
18-1529-129,عبدالخلیل بیژن پارسا,مستقل / خپلواک,M,18,Takhar,,Independent,
18-1585-1,عبدالرحیم برناصالحی,مستقل / خپلواک,M,18,Takhar,,Independent,
18-1402-128,عبدالرحیم مصلح,مستقل / خپلواک,M,18,Takhar,,Independent,
18-1133-91,عبدالسالم احمدی,مستقل / خپلواک,M,18,Takhar,,Independent,
18-1178-102,عبدالواحد فقیرزاده,مستقل / خپلواک,M,18,Takhar,,Independent,
18-1141-4,عبدهللا بیک,مستقل / خپلواک,M,18,Takhar,,Independent,
18-1074-86,فاطمه مسعود,مستقل / خپلواک,F,18,Takhar,,Independent,
18-1197-164,فرشته میرزاده,مستقل / خپلواک,F,18,Takhar,,Independent,
18-1305-81,قاری محمدهاشم هیکل زاده,مستقل / خپلواک,M,18,Takhar,,Independent,
18-1609-31,قدرت هللا ذکی,مستقل / خپلواک,M,18,Takhar,,Independent,
18-1253-111,گل آغا قرلق,مستقل / خپلواک,M,18,Takhar,,Independent,
18-1065-22,گلمرزا قاسمی,مستقل / خپلواک,M,18,Takhar,,Independent,
18-1298-72,مالعبدهللا شرافت,مستقل / خپلواک,M,18,Takhar,,Independent,
18-1333-140,محفوظ هللا امید,مستقل / خپلواک,M,18,Takhar,,Independent,
