candidate_code,candidate_name_dari,candidate_party_dari,candidate_gender,province_code,province_name_eng,candidate_party_transliterated,candidate_party_eng,notes
6-1441-9,فریدون خان مومند,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1178-147,قاری عبدالمومن سادات,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1418-184,ګاللی ناصری,مستقل / خپلواک,F,6,Nangarhar,,Independent,
6-1030-396,ګلشن جدی,مستقل / خپلواک,F,6,Nangarhar,,Independent,
6-1333-180,ماللی مشعل,مستقل / خپلواک,F,6,Nangarhar,,Independent,
6-1505-98,محب الرحمن مومند,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1161-10,محب ه,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1141-1,محمد ادریس غلجی,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1509-125,محمد اصف شیرزاد,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-603-1126-112,محمد انور اکرام,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1094-29,محمد انور سلطانی,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1174-208,محمد ایوب ظاهر,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1314-93,محمد سلیم نظیر,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1157-37,محمد صادق جبارخیل,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1073-174,محمد صدیق پتمن,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1469-185,محمد طاهر شیرزاد,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1194-194,محمد ظفر مبارز,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1597-214,محمد عیسی عمر,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1262-195,محمد نادر معمار,ولسی تحریک,M,6,Nangarhar,,,
6-1669-181,محمد نذیر حکیمی,حزب اسالمی افغانستان,M,6,Nangarhar,,,
6-1222-205,محمد نعیم بازمل,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1177-97,محمد نعیم کشاف,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1162-168,محمد نعیم نایلزی,حزب اسالمی افغانستان,M,6,Nangarhar,,,
6-1605-110,محمد یونس بارګامی,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1070-161,مقدسه احمدزی,مستقل / خپلواک,F,6,Nangarhar,,Independent,
6-1242-144,ملک صفت هللا صابر,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1401-31,ملک قیص نوراغا ملکزی,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1402-179,مولوی عبد العزیز خیرخواه,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1429-62,میر عاطف ستور,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1297-32,میرویس یاسینی,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1206-176,میوند همت شینواری,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1150-175,ناجیه منیره اخونذاده,مستقل / خپلواک,F,6,Nangarhar,,Independent,
6-1062-123,نادیه ندیم,مستقل / خپلواک,F,6,Nangarhar,,Independent,
6-1185-6,نبی هللا باز,حزب اسالمی افغانستان,M,6,Nangarhar,,,
6-1629-131,نجیال الکوزی,مستقل / خپلواک,F,6,Nangarhar,,Independent,
6-1477-191,نقیب هللا میوند جهانی,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1082-3,نور علم حلیم,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1069-124,نورخطاب عمر خطاب,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1261-172,نیازولی ملسم,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1417-217,نیلوفر عزیز هوتک,مستقل / خپلواک,F,6,Nangarhar,,Independent,
6-1461-36,هدایت هللا شینواری,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1521-166,هللا نور سیالب,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1154-218,یوب خان,روند حفاظت از ارزشهای جهاد مقاومت,M,6,Nangarhar,,,
6-1561-158,یورش اسحق زی,مستقل / خپلواک,F,6,Nangarhar,,Independent,
7-1637-36,الحاج انجینر اسد هللا اسد,مستقل / خپلواک,M,7,Laghman ,,Independent,
7-1305-2,الحاج زیفنون صافی,مستقل / خپلواک,M,7,Laghman ,,Independent,
7-1001-5,الحاج محمد ایوب,مستقل / خپلواک,F,7,Laghman ,,Independent,
7-1553-55,انجینر محمد آغا مبارز,مستقل / خپلواک,M,7,Laghman ,,Independent,
7-1441-13,انجینرمحمدعالم قرار,مستقل / خپلواک,M,7,Laghman ,,Independent,
7-1337-25,برشنا صافی,مستقل / خپلواک,F,7,Laghman ,,Independent,
7-1297-6,جنرال عبدالمنیر تره خیل,مستقل / خپلواک,M,7,Laghman ,,Independent,
7-1186-17,جنرال نقیب هللا محبت,مستقل / خپلواک,M,7,Laghman ,,Independent,
7-1194-63,حاجی ثناګل,حزب اسالمی افغانستان,M,7,Laghman ,,,
7-1142-11,حاجی شیرشاه ستور,مستقل / خپلواک,M,7,Laghman ,,Independent,
7-1141-26,حاجی غالم نبی هوتک,مستقل / خپلواک,M,7,Laghman ,,Independent,
7-1533-3,حاجی مکرم خان ناصری,مستقل / خپلواک,M,7,Laghman ,,Independent,
7-1545-6,حمید هللا خیبر,مستقل / خپلواک,M,7,Laghman ,,Independent,
7-1298-16,داکتر عبدالرسول وفا,مستقل / خپلواک,M,7,Laghman ,,Independent,
7-1254-18,داکترحفیظ هللا ملنګ,حزب اسالمی افغانستان,M,7,Laghman ,,,
7-1282-52,سد هللا نوری,حزب اسالمی افغانستان,M,7,Laghman ,,,
7-1505-10,شمس هللا عبدالرحیم زی,مستقل / خپلواک,M,7,Laghman ,,Independent,
7-1149-4,شیر علی درد سهاک,مستقل / خپلواک,M,7,Laghman ,,Independent,
7-1265-8,شیرزاد صافی,مستقل / خپلواک,M,7,Laghman ,,Independent,
7-1226-40,صالح محمد محمدی,مستقل / خپلواک,M,7,Laghman ,,Independent,
7-1198-30,عبدالحکیم ناصری,مستقل / خپلواک,M,7,Laghman ,,Independent,
7-1313-57,عبدالهادی واحدی,مستقل / خپلواک,M,7,Laghman ,,Independent,
7-1229-19,غالم یحی ابراهیمی,مستقل / خپلواک,M,7,Laghman ,,Independent,
7-1273-27,غاورجان,مستقل / خپلواک,M,7,Laghman ,,Independent,
7-1266-60,غیرت رستم خیل,مستقل / خپلواک,M,7,Laghman ,,Independent,
7-1150-65,ګل مری لغمانی,مستقل / خپلواک,F,7,Laghman ,,Independent,
7-1174-64,محمد رفیع مموزی,مستقل / خپلواک,M,7,Laghman ,,Independent,
7-1225-51,محمد ولید خپلواک,مستقل / خپلواک,M,7,Laghman ,,Independent,
7-1233-7,محمدانورصداقت,مستقل / خپلواک,M,7,Laghman ,,Independent,
7-1250-24,معراج الدین مجید زوی,مستقل / خپلواک,M,7,Laghman ,,Independent,
7-1437-16,مولوی عبدالقهارحقانی,مستقل / خپلواک,M,7,Laghman ,,Independent,
7-1009-57,واحده صافی,مستقل / خپلواک,F,7,Laghman ,,Independent,
7-1541-9,وفیع هللا شریفی,مستقل / خپلواک,M,7,Laghman ,,Independent,
8-1541-19,احمد شکیب احمدیار,مستقل / خپلواک,M,8,Panjshir,,Independent,
8-1265-2068,حاجی ظل محمد زلمی نوری,مستقل / خپلواک,M,8,Panjshir,,Independent,
8-1553-36,داکتر ظهیر سعادت,مستقل / خپلواک,M,8,Panjshir,,Independent,
8-801-1505-2109,دکتور صدرالدین فخری,مستقل / خپلواک,M,8,Panjshir,,Independent,
8-1445-38,صالح محمد ریگستانی,مستقل / خپلواک,M,8,Panjshir,,Independent,
8-1142-1045,عبدالرقیب پاسدار,مستقل / خپلواک,M,8,Panjshir,,Independent,
8-1601-43,فرزانه شاهیمی,مستقل / خپلواک,F,8,Panjshir,,Independent,
8-1250-7,قاضی راحله سلیم,مستقل / خپلواک,F,8,Panjshir,,Independent,
8-1593-2061,گل پادشاه بینا,مستقل / خپلواک,M,8,Panjshir,,Independent,
8-1274-2086,محمد هاطف داعی,مستقل / خپلواک,M,8,Panjshir,,Independent,
8-1637-2067,مولوی محمد مختار مفلح,مستقل / خپلواک,M,8,Panjshir,,Independent,
8-1173-31,نورهللا بیگی,مستقل / خپلواک,M,8,Panjshir,,Independent,
9-1150-137,آرش راستین,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1022-128,احمد منیر,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1593-67,استاد عزیزالرحمن سخی زاده,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1134-63,استاد محبوب هللا محبوب,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1305-11,استاد ناجیه ایماق,مستقل / خپلواک,F,9,Baghlan,,Independent,
35-1338-9,اسدهللا اسالم زوی,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1565-156,اعجازالحی حقجو,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1273-15,الحاج استاد عبدالرزاق هاشمی,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1274-91,الحاج اسدهللا شهباز,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1177-27,الحاج انجینر حبیب ه,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1254-34,الحاج حبیب الرحمن شیرزی,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1441-55,الحاج دالور ایماق,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1545-59,الحاج دکتور خیرالدین فایز,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1194-136,الحاج عبدالمد بر صافی,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1034-117,الحاج غالم نبی دور اندیش,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1249-41,الحاج مامور احمدزی,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1509-13,الحاج محمد اقبال سعادت,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1298-81,الحاج مولوی عبدالهادی نادم,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1234-17,الحاج نورمحمد نیکخواه,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1037-133,اینجینر زلمی زهیر,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1333-51,بسم هللا شریفی,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1313-145,پوهنیار استاد عبدالسمیع,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1437-135,پوهنیار استاد هللا محمد حازم,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1173-40,تمنا شینواری,مستقل / خپلواک,F,9,Baghlan,,Independent,
9-1338-3,جنرال حبیب الرحمن اندرابی,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1398-142,جنرال عبداالحد حمیدیار,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1205-151,حاجی احمد دانشیار,وحدت اسالمی,M,9,Baghlan,,,
9-1306-20,حاجی جالل الدین,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1050-141,حسام الدین عادل اوغلی,حزب جنبش ملی اسالمی افغانستان,M,9,Baghlan,,,
9-1321-153,حسیب هللا رحمانی,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1382-94,حفیظ هللا سلیمانخیل,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1537-25,حمیرا کهزاد,مستقل / خپلواک,F,9,Baghlan,,Independent,
,حیات هللا وفا,مستقل / خپلواک,M,9,Baghlan,,Independent,MISSING
9-1082-26,خلیل هللا مهرآیین,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1285-149,داکتر زمان الدین نجات,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1009-48,داکتر محمد نسیم مدبر,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1577-92,داکتر هارون سمرقندی,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1585-97,ذکریا همدرد,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1001-87,راحله فقیری,مستقل / خپلواک,F,9,Baghlan,,Independent,
9-1178-73,سید آغا قیومی,مستقل / خپلواک,M,9,Baghlan,,Independent,
,سید جعفر خان نادری,مستقل / خپلواک,M,9,Baghlan,,Independent,MISSING
9-1429-49,سید ضیا سادات,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1070-58,سیدهللا سادات,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1197-54,شکریه عیسی خیل,مستقل / خپلواک,F,9,Baghlan,,Independent,
9-1158-56,شمس الدین مصطفی مشهوربه مالشمس,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1174-118,شیراحمد کاظمی,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1337-52,صالح الدین ایماق,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1505-1,عبدالبصیر جاوید,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1074-86,عبدالرحمن خنجان,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1265-143,عبدالشکورکهگدای,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1477-121,عبدالصمد حامد پویا,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1605-147,عبدالطیف حمیدی,مستقل / خپلواک,M,9,Baghlan,,Independent,
1-1738-258,عبدالغفار فایق,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1601-127,عبدالمقیم قیومی,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1061-152,عبدالواحد مشهور به آرمان,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1193-146,عبدهللا خان صدیقی,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1685-21,عبیدهللا اکبری,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1541-33,عتیق رامین,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1185-53,عنایت هللا صادق,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1033-61,غالم ربانی صوفی زاده,حزب اسالمی,M,9,Baghlan,,,
9-1169-140,غالم مصطفی اندرابی,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1581-35,فرزانه فرهمند,مستقل / خپلواک,F,9,Baghlan,,Independent,
9-1133-154,فریبا صافی,مستقل / خپلواک,F,9,Baghlan,,Independent,
9-1141-226,فیروزالدین ایماق,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1401-150,قاری نورالرحمن شیرزاد,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1297-129,قوماندان صابر قلیچ,جنبش,M,9,Baghlan,,NEED TRANSLATION,NEED TRANSLATION
9-1281-85,گاللی خرد,مستقل / خپلواک,F,9,Baghlan,,Independent,
9-1165-126,محب ه,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1445-132,محبوب هللا غفاری,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1266-89,محمد اسماعیل دانشیار,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1006-139,محمد جان قادری,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1569-90,محمد حسین حسینی,حزب جمیعت,M,9,Baghlan,,,
9-1157-93,محمد ظاهر غنی زاده,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1330-119,محمد ظریف ظریف,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1645-50,محمد عارف منگل,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1329-120,محمد عظیم محسنی,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1081-88,محمد یونس ایماق,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1397-57,محی الدین محدی,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1289-38,مستوره آرزو,مستقل / خپلواک,F,9,Baghlan,,Independent,
9-1005-104,منیژه شیرزاد آریایی,مستقل / خپلواک,F,9,Baghlan,,Independent,
9-1094-144,مولوی سید صفی هللا راشد,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1290-116,مولوی عبدالحق مظهری,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1010-76,نجیب هللا کمینی,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1149-155,نقیب هللا قانع,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1125-99,نورعلی فقیر زاده,مستقل / خپلواک,M,9,Baghlan,,Independent,
9-1553-9,نوریه حمیدی,مستقل / خپلواک,F,9,Baghlan,,Independent,
9-1637-95,واجده فیصل عزیزی,مستقل / خپلواک,F,9,Baghlan,,Independent,
10-1653-102,انگیزه علی زاده,مستقل / خپلواک,F,10,Bamyan,,Independent,
10-1130-166,جانباز سلطانی,مستقل / خپلواک,M,10,Bamyan,,Independent,
10-1317-119,جنرال محمد نبی طوفان,مستقل / خپلواک,M,10,Bamyan,,Independent,
10-1489-141,حیدر جعفری,مستقل / خپلواک,M,10,Bamyan,,Independent,
10-1106-118,حیدر علی احمدی,مستقل / خپلواک,M,10,Bamyan,,Independent,
