"province_code","province_name","province_votes","candidate_code","serial_number","ballot_position","candidate_name","candidate_votes","vote_share","candidate_rank","results_date","results_status"
"14","Khost",79948,"14-1150-79",37,37,"Mansoor Hamdarad",94,0.00117576424676039,53,2019-01-31,"Results Status : Certified"
"14","Khost",79948,"14-1178-75",48,48,"Keramat Khan Khpelwak",17,0.000212638214839646,54,2019-01-31,"Results Status : Certified"
"14","Khost",79948,"14-1193-96",49,49,"Zinoorin Noori Afghan",4,0.0000500325211387402,55,2019-01-31,"Results Status : Certified"
"15","Kunar",82638,"15-1437-1006",5,5,"Jawid Sapai",6909,0.0836056051695346,1,2019-01-31,"Results Status : Certified"
"15","Kunar",82638,"15-1273-6",19,19,"Ustad Nematullah Karyab",6326,0.0765507393692974,2,2019-01-31,"Results Status : Certified"
"15","Kunar",82638,"15-1665-1024",24,24,"Ziaurahman Kashmir Khan",6036,0.0730414579249256,3,2019-01-31,"Results Status : Certified"
"15","Kunar",82638,"15-1021-1025",15,15,"Haji Saleh Mohammad Saleh",5806,0.0702582347104238,4,2019-01-31,"Results Status : Certified"
"15","Kunar",82638,"15-1274-1021",23,23,"Mawlawi Shahzada Shahed",5624,0.068055858079818,5,2019-01-31,"Results Status : Certified"
"15","Kunar",82638,"15-1306-1008",30,30,"Haji Abdul Wali Khan Mamond",4500,0.0544543672402527,6,2019-01-31,"Results Status : Certified"
"15","Kunar",82638,"15-1233-5",8,8,"Wazhma Sapai",4306,0.0521067789636729,7,2019-01-31,"Results Status : Certified"
"15","Kunar",82638,"15-1142-4",21,21,"Rafiullah Haidari",3609,0.0436724025266826,8,2019-01-31,"Results Status : Certified"
"15","Kunar",82638,"15-1197-1",14,14,"Haji Abdul Satar Ayoubi",3397,0.0411069967811418,9,2019-01-31,"Results Status : Certified"
"15","Kunar",82638,"15-1561-1014",4,4,"Belal Sarwari",3138,0.0379728454222029,10,2019-01-31,"Results Status : Certified"
"15","Kunar",82638,"15-1325-1012",9,9,"Qari Attaullah Safi",2628,0.0318013504683076,11,2019-01-31,"Results Status : Certified"
"15","Kunar",82638,"15-1001-1011",11,11,"Mujahid Khan Khalil",2489,0.0301193155691086,12,2019-01-31,"Results Status : Certified"
"15","Kunar",82638,"15-1305-1020",6,6,"Nooruddin Safi",2464,0.0298167913066628,13,2019-01-31,"Results Status : Certified"
"15","Kunar",82638,"15-1501-1553-1017",16,16,"Mohammad Khalid Khan Zamani",2406,0.0291149350177884,14,2019-01-31,"Results Status : Certified"
"15","Kunar",82638,"15-1329-1027",17,17,"Noor Rahman Gharanai",2345,0.0283767758174206,15,2019-01-31,"Results Status : Certified"
"15","Kunar",82638,"15-1173-1009",28,28,"Alhaj Khanzad Gull Gharwal",2260,0.0273481933251047,16,2019-01-31,"Results Status : Certified"
"15","Kunar",82638,"15-1249-1007",13,13,"Minaa jalal",2247,0.0271908807086328,17,2019-01-31,"Results Status : Certified"
"15","Kunar",82638,"15-1141-3",27,27,"Haji Sakhi Mashwani",2097,0.0253757351339577,18,2019-01-31,"Results Status : Certified"
"15","Kunar",82638,"15-1503-1185-1018",7,7,"Alhaj Sardar Nabi Nabi",1980,0.0239599215857112,19,2019-01-31,"Results Status : Certified"
"15","Kunar",82638,"15-1297-1010",10,10,"haji Mohammad Amin",1978,0.0239357196447155,20,2019-01-31,"Results Status : Certified"
"15","Kunar",82638,"15-1541-2",29,29,"Sheja-ul-Mulk Jalala",1956,0.0236694982937632,21,2019-01-31,"Results Status : Certified"
"15","Kunar",82638,"15-1506-1229-1016",20,20,"Dr Enayat Rahman Shinwari",1954,0.0236452963527675,22,2019-01-31,"Results Status : Certified"
"15","Kunar",82638,"15-1505-1019",12,12,"Mohammad Ayan Ayan",1915,0.023173358503352,23,2019-01-31,"Results Status : Certified"
"15","Kunar",82638,"15-1489-1022",31,31,"Nasrullah Safi",1274,0.0154166364142404,24,2019-01-31,"Results Status : Certified"
"15","Kunar",82638,"15-1186-1028",26,26,"Hunaryar Mangalyar",927,0.011217599651492,25,2019-01-31,"Results Status : Certified"
"15","Kunar",82638,"15-1441-1013",2,2,"Gull Agha Hairan",758,0.00917253563735812,26,2019-01-31,"Results Status : Certified"
"15","Kunar",82638,"15-1193-1026",1,1,"Sayed Ibrar Hashemi",434,0.00525182119605992,27,2019-01-31,"Results Status : Certified"
"15","Kunar",82638,"15-1081-1031",3,3,"Mariam Safi",330,0.0039933202642852,28,2019-01-31,"Results Status : Certified"
"15","Kunar",82638,"15-1022-1030",22,22,"Eng Gull Zaher Khan Anwari",243,0.00294053583097364,29,2019-01-31,"Results Status : Certified"
"15","Kunar",82638,"15-1593-1023",18,18,"Wahidullah Talwar",190,0.00229918439458845,30,2019-01-31,"Results Status : Certified"
"15","Kunar",82638,"15-1265-1029",25,25,"Mushtaq Ahmad Shaaghele",112,0.0013553086957574,31,2019-01-31,"Results Status : Certified"
"16","Nuristan",13854,"16-1297-19",1,1,"Ismail Atikan",2271,0.163923776526635,1,2019-01-31,"Results Status : Certified"
"16","Nuristan",13854,"16-1593-31",10,10,"Noorullah Memar",1965,0.141836292767432,2,2019-01-31,"Results Status : Certified"
"16","Nuristan",13854,"16-1637-58",5,5,"Shir Agha Ghairat",1699,0.122636061787209,3,2019-01-31,"Results Status : Certified"
"16","Nuristan",13854,"16-1274-38",8,8,"Col. Mohammad Osman Nooristani",1577,0.113829940811318,4,2019-01-31,"Results Status : Certified"
"16","Nuristan",13854,"16-1273-8",4,4,"Gen Shams Rahman Zahed",1150,0.083008517395698,5,2019-01-31,"Results Status : Certified"
"16","Nuristan",13854,"16-1545-9",12,12,"Assadullah Nooristani",1067,0.0770174678793128,6,2019-01-31,"Results Status : Certified"
"16","Nuristan",13854,"16-1142-18",11,11,"Obaidullah Nooristani",1014,0.0731918579471633,7,2019-01-31,"Results Status : Certified"
"16","Nuristan",13854,"16-1173-49",9,9,"Mohammad Rustam Khawar",666,0.0480727587700303,8,2019-01-31,"Results Status : Certified"
"16","Nuristan",13854,"16-1249-20",6,6,"Mawlawi Ahmadullah Mowahed",657,0.0474231268947596,9,2019-01-31,"Results Status : Certified"
"16","Nuristan",13854,"16-1606-1337-36",7,7,"Dr Qamar Bano Akbari Nooristani",490,0.0353688465425148,10,2019-01-31,"Results Status : Certified"
"16","Nuristan",13854,"16-1250-21",13,13,"Drs. Zaheda Faizan",466,0.0336364948751263,11,2019-01-31,"Results Status : Certified"
"16","Nuristan",13854,"16-1093-57",2,2,"Fazel Hadi Moral",346,0.0249747365381839,12,2019-01-31,"Results Status : Certified"
"16","Nuristan",13854,"16-1009-24",17,17,"Jamila Nooristani",297,0.0214378518839324,13,2019-01-31,"Results Status : Certified"
"16","Nuristan",13854,"16-1157-46",15,15,"Dr Rita Ali",95,0.0068572253500794,14,2019-01-31,"Results Status : Certified"
"16","Nuristan",13854,"16-1081-34",14,14,"Sayed Bibi Mowahed",64,0.00461960444636928,15,2019-01-31,"Results Status : Certified"
"16","Nuristan",13854,"16-1265-1066",18,18,"Sonik Sana Shormaach Nooristani",16,0.00115490111159232,16,2019-01-31,"Results Status : Certified"
"16","Nuristan",13854,"16-1314-1068",3,3,"Karima Nooristani",8,0.00057745055579616,17,2019-01-31,"Results Status : Certified"
"16","Nuristan",13854,"16-1141-1070",16,16,"Mohammad Osman Nooristani",6,0.00043308791684712,18,2019-01-31,"Results Status : Certified"
"17","Badakhshan",158976,"17-1553-23",51,51,"Abdul Rauf Enaami",7392,0.0464975845410628,1,2019-01-31,"Results Status : Certified"
"17","Badakhshan",158976,"17-1585-6",52,52,"Abdul Shokor Waqef Hakimi",7060,0.0444092190016103,2,2019-01-31,"Results Status : Certified"
"17","Badakhshan",158976,"17-1537-10",68,68,"Nilofar Ibrahimi",6717,0.0422516606280193,3,2019-01-31,"Results Status : Certified"
"17","Badakhshan",158976,"17-1461-78",41,41,"Hujatullah Kheradmand",6598,0.0415031199677939,4,2019-01-31,"Results Status : Certified"
"17","Badakhshan",158976,"17-1233-47",72,72,"Abdul Wali Neyazi",6524,0.0410376409017713,5,2019-01-31,"Results Status : Certified"
"17","Badakhshan",158976,"17-1445-46",23,23,"Mawlawi Zabiullah Attiq",5707,0.0358985004025765,6,2019-01-31,"Results Status : Certified"
"17","Badakhshan",158976,"17-1169-15",69,69,"Fazel Azim Zalmai Mujadedi",5589,0.03515625,7,2019-01-31,"Results Status : Certified"
"17","Badakhshan",158976,"17-1313-12",18,18,"Dr Ahmad Zia Yaftali",5508,0.0346467391304348,8,2019-01-31,"Results Status : Certified"
"17","Badakhshan",158976,"17-1161-3",36,36,"Mohammad Islam Yaftali",5377,0.0338227153784219,9,2019-01-31,"Results Status : Certified"
"17","Badakhshan",158976,"17-1093-32",63,63,"Mufti Hafiz Rahman Naqi",4629,0.0291176026570048,10,2019-01-31,"Results Status : Certified"
"17","Badakhshan",158976,"17-1581-26",3,3,"Alhaj Baaz Mohammad Ahmadi",4088,0.0257145732689211,11,2019-01-31,"Results Status : Certified"
"17","Badakhshan",158976,"17-1321-5",6,6,"Mustafa Qul Mirzad",3965,0.0249408715780998,12,2019-01-31,"Results Status : Certified"
